hour_wib,window_wib,rescued,character_rule,lookback_min,hold_min,trades,win_rate,net_pnl,expectancy,pf,max_dd,dd_net_ratio,max_loss_streak,supportive_anchors,evaluable_anchors,min_year_exp
0,00:00-01:00,True,EFF_LOW__RV_HIGH,30,720,378,0.58994708994709,1674.781645206965,4.430639273034299,1.915920660896126,181.16433587412055,0.10817191386864808,8,3,4,2.938043985821799
0,00:00-01:00,True,EFF_LOW__RANGE_HIGH,30,720,214,0.602803738317757,1090.716014502041,5.096803806084304,1.962939698453636,137.00416140201014,0.1256093791421578,7,3,4,4.062358948399927
1,01:00-02:00,True,RV_HIGH__RANGE_MID,120,720,231,0.6363636363636364,1320.3681523310142,5.715879447320408,2.266996131131177,153.8974862974312,0.11655649678139868,6,4,4,5.309932635543584
3,03:00-04:00,True,DRIVE_UP__STR_B80_100,360,960,308,0.6428571428571429,1917.7205099228756,6.226365291957388,2.4343568168148595,196.88114279550743,0.10266414828270536,8,4,4,1.6716195345086873
4,04:00-05:00,True,DRIVE_UP__RV_HIGH,360,960,454,0.6057268722466961,2708.485330048637,5.965826718168803,2.163568776103216,280.1757540359797,0.10344370372903165,8,3,4,1.7580495798551572
5,05:00-06:00,False,EFF_HIGH__RV_HIGH,30,120,295,0.5627118644067797,659.6179013832186,2.235992886044809,1.774154098699375,93.70333013177844,0.14205698471081907,5,4,4,1.158109618728357
5,05:00-06:00,False,EFF_LOW__EXT_MID,240,360,285,0.5929824561403508,717.1841905539292,2.516435756329576,1.940084710942953,93.84709976308136,0.13085494772353667,5,4,4,1.7824287421982117
6,06:00-07:00,False,DRIVE_DOWN__STR_B80_100,15,120,306,0.6013071895424836,640.6655429314783,2.093678244874112,1.911371372496968,90.20861902310725,0.14080454305430848,6,4,4,0.7943071019140074
22,22:00-23:00,False,EFF_HIGH__RANGE_LOW,240,960,171,0.6081871345029239,1002.9349212869736,5.865116498754231,2.402657365857495,119.05058021829312,0.11870219860878563,7,3,3,4.1370941838131206
