event_ts,session,session_wib,original_side,manip_side,acc_high,acc_low,manip_open,manip_high,manip_low,manip_close,fvg,near,far,manip_extreme,opp_boundary,near_first,far_first,manip_extreme_first,opp_first,near_touched,far_touched,manip_extreme_revisited,opp_reached,both_far_opp,both_order,path_signature,failure_close,failure_offset,failure_retest_evaluable,failure_retest,entry_ts,entry,sl,tp,valid,risk,reward,net_rr,rr_ok,outcome,pnl
2026-08-03 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,63779.0,62576.2,62594.8,62846.3,62268.2,62708.8,True,63610.2,62846.3,62268.2,63779.0,3.0,,,3.0,True,False,False,True,False,,"+3:SAME_BAR{NEAR,OPP_BOUNDARY}",False,,False,False,2026-08-03 19:00:00+00:00,63835.6,62846.3,63779.0,False,,,,False,,
2026-08-16 07:00:00+00:00,LONDON_OPEN,14:00,LONG,LOW_SWEEP,63141.6,62975.9,63036.5,63045.1,62928.5,62979.2,True,63077.7,63045.1,62928.5,63141.6,3.0,3.0,3.0,3.0,True,True,True,True,True,SAME_BAR,"+3:SAME_BAR{FAR,MANIP_EXTREME,NEAR,OPP_BOUNDARY}",True,3.0,True,True,2026-08-16 19:00:00+00:00,63111.4,63045.1,63141.6,True,0.0010505233602804392,0.00047851893635693534,-0.4004986112068972,False,SL,-1.2752616801402195
