region_id,cells,lookbacks,holds,T80_strict_temporal_cells,median_timing_median_exp,median_timing_median_pf,qualifies
1,1,180,240,1,0.9464144149529734,1.4006645346009878,False
2,1,240,120,0,0.8813488042839341,1.4697598311174387,False
