partition,entry_tf,higher_tf,higher_state_at_entry,signal_ts,entry_ts,exit_ts,entry_px,exit_px,return,mfe,mae,bars_held,strong_bars,healthy_bars,strong_frac,healthy_frac,exit_reason
external,5m,1h,NEUTRAL,2020-02-17 09:30:00+00:00,2020-02-17 09:35:00+00:00,2020-02-17 09:40:00+00:00,9815.0,9801.62,-0.0013632195618950016,2.4452368823313364e-05,-0.001526235354049832,1,0,0,0.0,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-17 23:45:00+00:00,2020-02-17 23:50:00+00:00,2020-02-18 00:25:00+00:00,9685.3,9640.0,-0.004677191207293485,0.005456723075175862,-0.005117033029436335,7,2,4,0.2857142857142857,0.5714285714285714,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-02-18 00:50:00+00:00,2020-02-18 00:55:00+00:00,2020-02-18 01:00:00+00:00,9678.21,9669.45,-0.0009051260512014103,0.00018495155612452407,-0.0015385076372592676,1,0,0,0.0,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-18 01:00:00+00:00,2020-02-18 01:05:00+00:00,2020-02-18 02:50:00+00:00,9692.52,9720.01,0.0028362077148151865,0.007535707947984527,-0.0018075794530215683,21,16,4,0.7619047619047619,0.19047619047619047,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-18 07:35:00+00:00,2020-02-18 07:40:00+00:00,2020-02-18 08:05:00+00:00,9805.27,9785.0,-0.0020672556696552657,0.0016042393529194232,-0.0033206632759731347,5,2,2,0.4,0.4,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-19 17:35:00+00:00,2020-02-19 17:40:00+00:00,2020-02-19 17:50:00+00:00,10221.98,10165.65,-0.0055106740572765656,0.0004744677645622808,-0.007237345406662876,2,1,0,0.5,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-19 18:45:00+00:00,2020-02-19 18:50:00+00:00,2020-02-19 19:45:00+00:00,10205.23,10190.0,-0.0014923720484496528,0.0009573522595767159,-0.002178294854697005,11,8,2,0.7272727272727273,0.18181818181818182,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-20 21:15:00+00:00,2020-02-20 21:20:00+00:00,2020-02-20 22:35:00+00:00,9579.5,9608.29,0.0030053760634689564,0.009017172086225766,-0.0011816900673312647,15,14,0,0.9333333333333333,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-21 00:50:00+00:00,2020-02-21 00:55:00+00:00,2020-02-21 01:10:00+00:00,9607.25,9593.0,-0.0014832548335892426,7.80660438730596e-05,-0.0015883837726716754,3,2,0,0.6666666666666666,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-02-21 02:40:00+00:00,2020-02-21 02:45:00+00:00,2020-02-21 03:10:00+00:00,9652.07,9623.38,-0.002972419387758274,0.0005781143319516513,-0.0037991850452804288,5,0,4,0.0,0.8,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-02-21 03:25:00+00:00,2020-02-21 03:30:00+00:00,2020-02-21 04:50:00+00:00,9688.0,9676.0,-0.001238645747316247,0.005367464905037256,-0.0018579686209744262,16,10,5,0.625,0.3125,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-21 07:35:00+00:00,2020-02-21 07:40:00+00:00,2020-02-21 07:55:00+00:00,9689.53,9668.33,-0.002187928619860946,0.00031993295856436177,-0.0022219859993209967,3,2,0,0.6666666666666666,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-02-21 12:05:00+00:00,2020-02-21 12:10:00+00:00,2020-02-21 13:10:00+00:00,9742.43,9704.49,-0.003894305630114947,0.001635115674426313,-0.004355176275323558,12,9,2,0.75,0.16666666666666666,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-02-21 16:05:00+00:00,2020-02-21 16:10:00+00:00,2020-02-21 16:15:00+00:00,9737.95,9712.32,-0.0026319707946745874,0.00010166410794876235,-0.002696666136096426,1,0,0,0.0,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-21 18:15:00+00:00,2020-02-21 18:20:00+00:00,2020-02-21 18:25:00+00:00,9721.86,9709.37,-0.0012847335797881998,0.0,-0.0013618793111606076,1,0,0,0.0,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-02-22 11:00:00+00:00,2020-02-22 11:05:00+00:00,2020-02-22 11:10:00+00:00,9640.12,9632.02,-0.0008402385032552084,0.00019294365630284638,-0.0008412758347406957,1,0,0,0.0,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-22 11:10:00+00:00,2020-02-22 11:15:00+00:00,2020-02-22 11:30:00+00:00,9638.6,9629.84,-0.000908845682982995,0.0010789948747742528,-0.001465980536592526,3,1,1,0.3333333333333333,0.3333333333333333,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-22 11:50:00+00:00,2020-02-22 11:55:00+00:00,2020-02-22 12:55:00+00:00,9638.99,9650.55,0.0011992957768396373,0.0037410558575119435,-0.0001742921198175651,12,11,0,0.9166666666666666,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-22 13:35:00+00:00,2020-02-22 13:40:00+00:00,2020-02-22 13:55:00+00:00,9664.82,9649.39,-0.001596511885374019,4.138721673041523e-05,-0.0016368644216860906,3,2,0,0.6666666666666666,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-22 17:55:00+00:00,2020-02-22 18:00:00+00:00,2020-02-22 18:20:00+00:00,9662.69,9648.45,-0.0014737097019567047,0.00018110898724899016,-0.001532699486375022,4,3,0,0.75,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-22 18:50:00+00:00,2020-02-22 18:55:00+00:00,2020-02-22 21:00:00+00:00,9668.99,9685.7,0.0017282053244445095,0.004083156565473756,-0.0005698630363667467,25,19,5,0.76,0.2,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-23 02:30:00+00:00,2020-02-23 02:35:00+00:00,2020-02-23 07:20:00+00:00,9680.44,9891.59,0.021812025073240537,0.027845841717938358,-0.00019007400490056447,57,28,28,0.49122807017543857,0.49122807017543857,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-23 23:15:00+00:00,2020-02-23 23:20:00+00:00,2020-02-24 00:55:00+00:00,9918.67,9953.0,0.0034611495291203553,0.008199688063016408,-0.00041537827148208084,19,16,2,0.8421052631578947,0.10526315789473684,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-27 08:05:00+00:00,2020-02-27 08:10:00+00:00,2020-02-27 08:55:00+00:00,8817.04,8811.0,-0.0006850371553266399,0.005099216970774645,-0.0012124250315299623,9,6,2,0.6666666666666666,0.2222222222222222,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-27 11:00:00+00:00,2020-02-27 11:05:00+00:00,2020-02-27 11:25:00+00:00,8828.33,8800.0,-0.0032089874302387855,0.0007555222788455662,-0.003639419912939257,4,3,0,0.75,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-27 12:00:00+00:00,2020-02-27 12:05:00+00:00,2020-02-27 12:40:00+00:00,8852.62,8794.51,-0.0065641584073415915,0.010661250567628455,-0.009408514089614295,7,6,0,0.8571428571428571,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-02-27 14:35:00+00:00,2020-02-27 14:40:00+00:00,2020-02-27 15:50:00+00:00,8855.0,8847.98,-0.0007927724449463547,0.005795595708639079,-0.0020327498588368353,14,10,3,0.7142857142857143,0.21428571428571427,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-28 03:05:00+00:00,2020-02-28 03:10:00+00:00,2020-02-28 03:25:00+00:00,8888.88,8870.38,-0.002081252081252094,0.0006412506412507568,-0.0024502524502523215,3,1,1,0.3333333333333333,0.3333333333333333,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-02-29 04:40:00+00:00,2020-02-29 04:45:00+00:00,2020-02-29 06:15:00+00:00,8749.66,8756.82,0.0008183175117661978,0.005733937090127039,-0.001161187977590017,18,13,4,0.7222222222222222,0.2222222222222222,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-01 22:35:00+00:00,2020-03-01 22:40:00+00:00,2020-03-01 23:45:00+00:00,8562.98,8552.43,-0.0012320477217042658,0.0043232612945494076,-0.0021009041244987037,13,11,1,0.8461538461538461,0.07692307692307693,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-02 08:30:00+00:00,2020-03-02 08:35:00+00:00,2020-03-02 12:10:00+00:00,8652.09,8736.93,0.009805723241436581,0.014769841737660938,-0.0007928720112713172,43,33,9,0.7674418604651163,0.20930232558139536,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-03 11:20:00+00:00,2020-03-03 11:25:00+00:00,2020-03-03 12:35:00+00:00,8861.15,8860.79,-4.062678094818306e-05,0.0051742719624428,-0.0018225625342083163,14,9,4,0.6428571428571429,0.2857142857142857,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-03 23:25:00+00:00,2020-03-03 23:30:00+00:00,2020-03-04 00:00:00+00:00,8780.21,8765.0,-0.001732304808199303,0.00147604670047774,-0.0027664486384720854,6,3,2,0.5,0.3333333333333333,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-04 23:55:00+00:00,2020-03-05 00:00:00+00:00,2020-03-05 03:45:00+00:00,8755.98,8893.89,0.015750378598397896,0.022083193428948045,0.0,45,26,18,0.5777777777777777,0.4,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-06 09:00:00+00:00,2020-03-06 09:05:00+00:00,2020-03-06 09:30:00+00:00,9126.78,9111.65,-0.0016577588152668632,0.0003812954842781213,-0.0023863838067752496,5,4,0,0.8,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-06 09:30:00+00:00,2020-03-06 09:35:00+00:00,2020-03-06 10:05:00+00:00,9121.62,9113.0,-0.0009450075754088294,0.001466844705216852,-0.0015315261981974082,6,4,1,0.6666666666666666,0.16666666666666666,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-07 00:40:00+00:00,2020-03-07 00:45:00+00:00,2020-03-07 01:00:00+00:00,9140.8,9127.97,-0.0014035970593383462,0.001397033082443544,-0.0017744617538945073,3,2,0,0.6666666666666666,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-07 09:20:00+00:00,2020-03-07 09:25:00+00:00,2020-03-07 09:35:00+00:00,9111.11,9102.1,-0.0009889025596222512,0.0003621951661212375,-0.0011458537982749206,2,1,0,0.5,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-07 09:35:00+00:00,2020-03-07 09:40:00+00:00,2020-03-07 10:55:00+00:00,9109.63,9104.26,-0.000589486071333245,0.0016872254965349942,-0.0009451536450985065,15,7,7,0.4666666666666667,0.4666666666666667,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-07 12:35:00+00:00,2020-03-07 12:40:00+00:00,2020-03-07 12:45:00+00:00,9118.98,9100.72,-0.002002416936981999,0.00011185461531892926,-0.0025200186863003626,1,0,0,0.0,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-07 15:20:00+00:00,2020-03-07 15:25:00+00:00,2020-03-07 15:45:00+00:00,9114.02,9109.01,-0.0005497025461871363,0.0008755741154835572,-0.0008799629581678348,4,1,2,0.25,0.5,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-07 15:50:00+00:00,2020-03-07 15:55:00+00:00,2020-03-07 16:45:00+00:00,9121.24,9082.27,-0.004272445413123549,0.009073327749297366,-0.010333024895737841,10,8,1,0.8,0.1,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-09 20:10:00+00:00,2020-03-09 20:15:00+00:00,2020-03-09 21:50:00+00:00,7846.58,7851.46,0.0006219270051410764,0.006225642254332531,-0.0011036655460086031,19,11,7,0.5789473684210527,0.3684210526315789,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-10 04:35:00+00:00,2020-03-10 04:40:00+00:00,2020-03-10 05:05:00+00:00,7934.05,7921.34,-0.001601956125812154,0.0011885480933444548,-0.0025069163920066195,5,4,0,0.8,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-10 06:20:00+00:00,2020-03-10 06:25:00+00:00,2020-03-10 06:40:00+00:00,7951.83,7930.01,-0.00274402244514782,0.0006099224958280303,-0.00274528001730423,3,2,0,0.6666666666666666,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-11 22:35:00+00:00,2020-03-11 22:40:00+00:00,2020-03-12 00:15:00+00:00,7959.97,7927.48,-0.004081673674649622,0.003521370055414641,-0.00564951877959341,19,10,8,0.5263157894736842,0.42105263157894735,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-13 06:20:00+00:00,2020-03-13 06:25:00+00:00,2020-03-13 08:35:00+00:00,5002.0,5190.5,0.03768492602958817,0.12884446221511392,-0.013312674930027968,26,25,0,0.9615384615384616,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-13 11:45:00+00:00,2020-03-13 11:50:00+00:00,2020-03-13 11:55:00+00:00,5520.45,5461.57,-0.010665797172331959,0.0005307538334737849,-0.01509297249318442,1,0,0,0.0,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-13 12:25:00+00:00,2020-03-13 12:30:00+00:00,2020-03-13 12:55:00+00:00,5568.58,5476.92,-0.016460210682076926,0.015713162062859887,-0.020570773877721105,5,4,0,0.8,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-13 13:15:00+00:00,2020-03-13 13:20:00+00:00,2020-03-13 14:00:00+00:00,5621.63,5596.5,-0.004470233722247863,0.06214745545331146,-0.011494886714351504,8,6,1,0.75,0.125,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-13 14:15:00+00:00,2020-03-13 14:20:00+00:00,2020-03-13 14:50:00+00:00,5801.33,5629.59,-0.029603556425853994,0.013560683498439197,-0.034704110953867495,6,2,3,0.3333333333333333,0.5,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-13 21:00:00+00:00,2020-03-13 21:05:00+00:00,2020-03-13 22:35:00+00:00,5403.39,5473.88,0.013045514019902171,0.03640492357575531,-0.013027007119604583,18,12,5,0.6666666666666666,0.2777777777777778,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-14 13:10:00+00:00,2020-03-14 13:15:00+00:00,2020-03-14 13:20:00+00:00,5395.89,5347.05,-0.00905133351495302,0.0006430820494855993,-0.011284514695444225,1,0,0,0.0,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-14 16:55:00+00:00,2020-03-14 17:00:00+00:00,2020-03-14 17:05:00+00:00,5384.35,5356.45,-0.005181683954423533,0.0003101581435085432,-0.00970219246520021,1,0,0,0.0,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-15 21:25:00+00:00,2020-03-15 21:30:00+00:00,2020-03-15 22:20:00+00:00,5499.66,5482.73,-0.003078372117549133,0.08269783950280574,-0.01121160217177064,10,9,0,0.9,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-16 18:45:00+00:00,2020-03-16 18:50:00+00:00,2020-03-16 19:30:00+00:00,5090.52,5058.68,-0.006254763756944337,0.008737810675530033,-0.006425669676182411,8,3,4,0.375,0.5,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-17 00:45:00+00:00,2020-03-17 00:50:00+00:00,2020-03-17 04:10:00+00:00,5017.61,5263.48,0.04900141700929317,0.07941430282544881,-0.003864389619759101,40,23,16,0.575,0.4,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-17 07:10:00+00:00,2020-03-17 07:15:00+00:00,2020-03-17 08:35:00+00:00,5296.97,5312.45,0.0029224254621036394,0.027002229576531533,-0.0032037183521900214,16,14,1,0.875,0.0625,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-18 18:35:00+00:00,2020-03-18 18:40:00+00:00,2020-03-18 21:00:00+00:00,5270.3,5315.88,0.008648464034305414,0.02277479460372267,-0.0068193461472781935,28,23,4,0.8214285714285714,0.14285714285714285,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-20 06:10:00+00:00,2020-03-20 06:15:00+00:00,2020-03-20 06:20:00+00:00,6233.53,6206.27,-0.004373124056513578,0.0014919315379888776,-0.006501933896203238,1,0,0,0.0,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-20 07:05:00+00:00,2020-03-20 07:10:00+00:00,2020-03-20 11:15:00+00:00,6234.15,6695.67,0.07403094247010422,0.10857133691040488,-0.0006143580119182257,49,36,12,0.7346938775510204,0.24489795918367346,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-21 15:00:00+00:00,2020-03-21 15:05:00+00:00,2020-03-21 15:30:00+00:00,6206.18,6156.83,-0.007951751318846734,0.0019045532034198676,-0.010808581123976424,5,3,1,0.6,0.2,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-21 19:55:00+00:00,2020-03-21 20:00:00+00:00,2020-03-21 20:10:00+00:00,6212.0,6194.01,-0.0028960077269799545,0.0022537025112685516,-0.003044108177720495,2,0,1,0.0,0.5,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-21 20:35:00+00:00,2020-03-21 20:40:00+00:00,2020-03-21 21:40:00+00:00,6297.45,6282.24,-0.002415263320867944,0.02536264678560385,-0.013410189838744202,12,11,0,0.9166666666666666,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-24 22:10:00+00:00,2020-03-24 22:15:00+00:00,2020-03-24 23:10:00+00:00,6726.1,6719.01,-0.0010541026746554438,0.009611810707542245,-0.0031370333477052093,11,9,1,0.8181818181818182,0.09090909090909091,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-24 23:25:00+00:00,2020-03-24 23:30:00+00:00,2020-03-24 23:50:00+00:00,6774.1,6731.29,-0.0063196587000488025,0.0013950192645517667,-0.006513042322965568,4,2,1,0.5,0.25,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-25 06:30:00+00:00,2020-03-25 06:35:00+00:00,2020-03-25 07:25:00+00:00,6675.84,6644.43,-0.004705025884383041,0.003918607995398338,-0.005967788323267165,10,6,3,0.6,0.3,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-25 16:25:00+00:00,2020-03-25 16:30:00+00:00,2020-03-25 17:35:00+00:00,6676.38,6638.54,-0.00566774209976062,0.0035363475416319012,-0.006012240166078042,13,8,4,0.6153846153846154,0.3076923076923077,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-25 23:35:00+00:00,2020-03-25 23:40:00+00:00,2020-03-26 01:10:00+00:00,6678.03,6708.27,0.004528281544108115,0.014895111282818396,-0.0020155644703603315,18,14,3,0.7777777777777778,0.16666666666666666,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-26 18:05:00+00:00,2020-03-26 18:10:00+00:00,2020-03-26 18:45:00+00:00,6643.84,6625.64,-0.002739379635873229,0.00017459782294571013,-0.0031367401984394583,7,1,5,0.14285714285714285,0.7142857142857143,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-26 19:20:00+00:00,2020-03-26 19:25:00+00:00,2020-03-26 19:40:00+00:00,6652.0,6639.46,-0.0018851473241130456,0.0009019843656044024,-0.002842754058929642,3,1,1,0.3333333333333333,0.3333333333333333,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-26 19:50:00+00:00,2020-03-26 19:55:00+00:00,2020-03-26 22:05:00+00:00,6659.85,6693.39,0.005036149462825712,0.013236033844606032,-0.002605163779965114,26,19,6,0.7307692307692307,0.23076923076923078,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-27 19:05:00+00:00,2020-03-27 19:10:00+00:00,2020-03-27 19:50:00+00:00,6649.91,6652.44,0.00038045627685190375,0.005209093055394742,-0.0014526512388889357,8,7,0,0.875,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-27 20:50:00+00:00,2020-03-27 20:55:00+00:00,2020-03-27 21:40:00+00:00,6666.52,6661.41,-0.0007665168633710362,0.0035070771556973135,-0.0012690279186141629,9,6,2,0.6666666666666666,0.2222222222222222,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-28 22:05:00+00:00,2020-03-28 22:10:00+00:00,2020-03-28 22:20:00+00:00,6239.12,6209.96,-0.0046737360396978955,0.00029651617535808583,-0.005468719947684941,2,1,0,0.5,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-29 15:15:00+00:00,2020-03-29 15:20:00+00:00,2020-03-29 15:25:00+00:00,6127.1,6115.39,-0.00191118147247471,0.00014688841376830908,-0.0027908798615985386,1,0,0,0.0,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-03-30 14:35:00+00:00,2020-03-30 14:40:00+00:00,2020-03-30 15:50:00+00:00,6323.09,6329.69,0.0010437934617408828,0.020066138549348578,-0.0018993877993196406,14,12,1,0.8571428571428571,0.07142857142857142,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-03-31 21:05:00+00:00,2020-03-31 21:10:00+00:00,2020-03-31 21:30:00+00:00,6473.97,6450.0,-0.0037025194741403533,0.0007769575700844467,-0.003974377391307127,4,2,1,0.5,0.25,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-04-04 00:50:00+00:00,2020-04-04 00:55:00+00:00,2020-04-04 01:30:00+00:00,6746.14,6748.88,0.00040615818823797056,0.008244714755400784,-0.0012421918311804614,7,6,0,0.8571428571428571,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-04-04 05:55:00+00:00,2020-04-04 06:00:00+00:00,2020-04-04 06:05:00+00:00,6725.7,6717.41,-0.0012325854557889704,9.367054730358149e-05,-0.0014095187118068342,1,0,0,0.0,0.0,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-04-04 18:10:00+00:00,2020-04-04 18:15:00+00:00,2020-04-04 18:40:00+00:00,6794.85,6767.1,-0.004083975363694536,0.0007579269593882554,-0.0050611860453138036,5,2,2,0.4,0.4,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-04-04 20:45:00+00:00,2020-04-04 20:50:00+00:00,2020-04-04 22:10:00+00:00,6784.62,6793.72,0.001341268928842121,0.017006110880196657,-0.0008386615610010972,16,13,2,0.8125,0.125,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-04-05 12:40:00+00:00,2020-04-05 12:45:00+00:00,2020-04-05 13:05:00+00:00,6785.5,6780.7,-0.0007073907597082707,0.0011907744455088576,-0.001486994326136637,4,3,0,0.75,0.0,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-04-05 13:30:00+00:00,2020-04-05 13:35:00+00:00,2020-04-05 14:05:00+00:00,6793.75,6783.17,-0.001557313707451713,0.003734314627414914,-0.0026126954921803502,6,4,1,0.6666666666666666,0.16666666666666666,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-04-05 19:00:00+00:00,2020-04-05 19:05:00+00:00,2020-04-05 19:45:00+00:00,6800.0,6787.58,-0.0018264705882352628,0.0014235294117648234,-0.0027911764705881303,8,5,2,0.625,0.25,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-04-06 00:35:00+00:00,2020-04-06 00:40:00+00:00,2020-04-06 02:25:00+00:00,6836.0,6821.69,-0.0020933294324166907,0.0074897600936219,-0.0031158572264482487,21,9,11,0.42857142857142855,0.5238095238095238,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-04-08 18:20:00+00:00,2020-04-08 18:25:00+00:00,2020-04-08 19:20:00+00:00,7324.47,7281.85,-0.005818851056800023,0.0011645893832590293,-0.008598574367838285,11,5,5,0.45454545454545453,0.45454545454545453,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-04-08 20:00:00+00:00,2020-04-08 20:05:00+00:00,2020-04-08 21:00:00+00:00,7331.9,7314.59,-0.0023609159972175497,0.0037602804184455607,-0.0032597280377527627,11,8,2,0.7272727272727273,0.18181818181818182,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
external,5m,1h,NEUTRAL,2020-04-08 21:05:00+00:00,2020-04-08 21:10:00+00:00,2020-04-08 21:45:00+00:00,7335.99,7303.81,-0.0043865926752898465,0.002591333957652653,-0.007359606542538866,7,4,2,0.5714285714285714,0.2857142857142857,CLOSE_BELOW_EMA50
external,5m,1h,NEUTRAL,2020-04-08 22:10:00+00:00,2020-04-08 22:15:00+00:00,2020-04-08 22:30:00+00:00,7345.82,7329.92,-0.002164496271348848,0.0001987524878093172,-0.0026763519933785673,3,0,2,0.0,0.6666666666666666,BELOW_EMA20_SLOPE_DOWN_SPREAD_NARROW
