trades_n,completion_exit_n,completion_exit_rate,sl_hit_n,sl_hit_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_time_to_exit_min,positive_n,positive_mean_r,positive_survival_to_completion,negative_n,negative_mean_r,buy_side_n,buy_side_mean_r,buy_side_pf_r,sell_side_n,sell_side_mean_r,sell_side_pf_r,score3_n,score3_mean_r,score3_pf_r,score4_n,score4_mean_r,score4_pf_r,gate_trades_n_ge_180,gate_mean_r_ge_0_05,gate_pf_ge_1_10,gate_cum_r_gt_0,gate_positive_years_ge_4_of_5,gate_buy_mean_r_gt_0,gate_sell_mean_r_gt_0,gate_score3_mean_r_gt_0,gate_score4_mean_r_gt_0_if_n_ge20
218,130,0.5963302752293578,88,0.4036697247706422,0.5504587155963303,0.08819428925490962,0.15724949272039118,1.2131131250028206,19.226355057570295,10.48089856483508,6,182.5,130,0.731751220294247,0.9230769230769231,88,-0.8625148134168388,110,0.04081978538904108,1.0993671735615984,108,0.13644609874792385,1.3272601754200841,184,0.08358165959897246,1.2159470078913357,34,0.11315675562821645,1.2024910363873347,True,True,True,True,True,True,True,True,True
