coverage,construction_mean_r,construction_pf,retrospective_2025_mean_r,retrospective_2025_pf,uniform_150_2025_mean_r,retrospective_2025_consistent,monitor_2026_opened,verdict
0.9976976650486368,0.09360344965778306,1.248192412457703,0.00014410528170588632,1.0003634710402702,0.040772091698026265,False,False,ROUTE_SPECIFIC_TP_NOT_CONSISTENT_2025
