rule,need,partition,date_utc,signal_ts,entry_bar_start,entry_px,H,L,range,F15,F65,E20_DOWN,frozen_h2_bar_start,session_end,baseline_exit_reason,baseline_net_pnl_usd,baseline_loser,frozen_h2_failure,persistence_exit,persistence_bar_start,persistence_run,max_pre_h2_run_seen,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win,h2_before_exit
P2,2,external,2020-02-03,2020-02-03 15:30:00+00:00,2020-02-03 15:40:00+00:00,9319.45,9407.0,9304.0,103.0,9319.45,9370.95,9283.4,2020-02-03 15:45:00+00:00,2020-02-03 20:00:00+00:00,TP,1.534127013933284,False,False,False,,0,0,2020-02-03 15:55:00+00:00,2020-02-03 15:55:00+00:00,9283.4,TP_E20_DOWN,1.534127013933284,True,True
P3,3,external,2020-02-03,2020-02-03 15:30:00+00:00,2020-02-03 15:40:00+00:00,9319.45,9407.0,9304.0,103.0,9319.45,9370.95,9283.4,2020-02-03 15:45:00+00:00,2020-02-03 20:00:00+00:00,TP,1.534127013933284,False,False,False,,0,0,2020-02-03 15:55:00+00:00,2020-02-03 15:55:00+00:00,9283.4,TP_E20_DOWN,1.534127013933284,True,True
P1,1,external,2020-02-24,2020-02-24 15:50:00+00:00,2020-02-24 16:10:00+00:00,9723.93,9848.2,9702.0,146.20000000000073,9723.93,9797.03,9672.76,2020-02-24 16:15:00+00:00,2020-02-24 20:00:00+00:00,TP,2.231137821847754,False,False,False,,0,0,2020-02-24 16:50:00+00:00,2020-02-24 16:50:00+00:00,9672.76,TP_E20_DOWN,2.231137821847754,True,True
P2,2,external,2020-02-24,2020-02-24 15:50:00+00:00,2020-02-24 16:10:00+00:00,9723.93,9848.2,9702.0,146.20000000000073,9723.93,9797.03,9672.76,2020-02-24 16:15:00+00:00,2020-02-24 20:00:00+00:00,TP,2.231137821847754,False,False,False,,0,0,2020-02-24 16:50:00+00:00,2020-02-24 16:50:00+00:00,9672.76,TP_E20_DOWN,2.231137821847754,True,True
P3,3,external,2020-02-24,2020-02-24 15:50:00+00:00,2020-02-24 16:10:00+00:00,9723.93,9848.2,9702.0,146.20000000000073,9723.93,9797.03,9672.76,2020-02-24 16:15:00+00:00,2020-02-24 20:00:00+00:00,TP,2.231137821847754,False,False,False,,0,0,2020-02-24 16:50:00+00:00,2020-02-24 16:50:00+00:00,9672.76,TP_E20_DOWN,2.231137821847754,True,True
P1,1,external,2020-02-26,2020-02-26 14:05:00+00:00,2020-02-26 14:15:00+00:00,9059.161,9300.0,9016.66,283.34000000000015,9059.161,9200.831,8959.992,2020-02-26 14:20:00+00:00,2020-02-26 20:00:00+00:00,TP,5.073409734080224,False,False,False,,0,0,2020-02-26 16:05:00+00:00,2020-02-26 16:05:00+00:00,8959.992,TP_E20_DOWN,5.073409734080224,True,True
P2,2,external,2020-02-26,2020-02-26 14:05:00+00:00,2020-02-26 14:15:00+00:00,9059.161,9300.0,9016.66,283.34000000000015,9059.161,9200.831,8959.992,2020-02-26 14:20:00+00:00,2020-02-26 20:00:00+00:00,TP,5.073409734080224,False,False,False,,0,0,2020-02-26 16:05:00+00:00,2020-02-26 16:05:00+00:00,8959.992,TP_E20_DOWN,5.073409734080224,True,True
P3,3,external,2020-02-26,2020-02-26 14:05:00+00:00,2020-02-26 14:15:00+00:00,9059.161,9300.0,9016.66,283.34000000000015,9059.161,9200.831,8959.992,2020-02-26 14:20:00+00:00,2020-02-26 20:00:00+00:00,TP,5.073409734080224,False,False,False,,0,0,2020-02-26 16:05:00+00:00,2020-02-26 16:05:00+00:00,8959.992,TP_E20_DOWN,5.073409734080224,True,True
P1,1,external,2020-03-03,2020-03-03 14:10:00+00:00,2020-03-03 14:15:00+00:00,8762.5595,8907.0,8737.07,169.9300000000003,8762.5595,8847.5245,8703.083999999999,2020-03-03 14:30:00+00:00,2020-03-03 20:00:00+00:00,CLOSE_INVALIDATION,-6.330944035244532,True,False,True,2020-03-03 14:25:00+00:00,1,1,2020-03-03 14:25:00+00:00,2020-03-03 14:30:00+00:00,8764.41,PERSISTENCE_P1,-0.5055912944157736,False,False
P2,2,external,2020-03-03,2020-03-03 14:10:00+00:00,2020-03-03 14:15:00+00:00,8762.5595,8907.0,8737.07,169.9300000000003,8762.5595,8847.5245,8703.083999999999,2020-03-03 14:30:00+00:00,2020-03-03 20:00:00+00:00,CLOSE_INVALIDATION,-6.330944035244532,True,False,False,,0,1,2020-03-03 15:00:00+00:00,2020-03-03 15:05:00+00:00,8866.5,CLOSE_INVALIDATION_F65,-6.330944035244532,False,True
P3,3,external,2020-03-03,2020-03-03 14:10:00+00:00,2020-03-03 14:15:00+00:00,8762.5595,8907.0,8737.07,169.9300000000003,8762.5595,8847.5245,8703.083999999999,2020-03-03 14:30:00+00:00,2020-03-03 20:00:00+00:00,CLOSE_INVALIDATION,-6.330944035244532,True,False,False,,0,1,2020-03-03 15:00:00+00:00,2020-03-03 15:05:00+00:00,8866.5,CLOSE_INVALIDATION_F65,-6.330944035244532,False,True
P1,1,external,2020-03-27,2020-03-27 13:50:00+00:00,2020-03-27 13:55:00+00:00,6597.0,6699.0,6579.0,120.0,6597.0,6657.0,6555.0,2020-03-27 14:00:00+00:00,2020-03-27 20:00:00+00:00,CLOSE_INVALIDATION,-5.326481734121571,True,False,False,,0,0,2020-03-27 19:10:00+00:00,2020-03-27 19:15:00+00:00,6662.0,CLOSE_INVALIDATION_F65,-5.326481734121571,False,True
P2,2,external,2020-03-27,2020-03-27 13:50:00+00:00,2020-03-27 13:55:00+00:00,6597.0,6699.0,6579.0,120.0,6597.0,6657.0,6555.0,2020-03-27 14:00:00+00:00,2020-03-27 20:00:00+00:00,CLOSE_INVALIDATION,-5.326481734121571,True,False,False,,0,0,2020-03-27 19:10:00+00:00,2020-03-27 19:15:00+00:00,6662.0,CLOSE_INVALIDATION_F65,-5.326481734121571,False,True
P3,3,external,2020-03-27,2020-03-27 13:50:00+00:00,2020-03-27 13:55:00+00:00,6597.0,6699.0,6579.0,120.0,6597.0,6657.0,6555.0,2020-03-27 14:00:00+00:00,2020-03-27 20:00:00+00:00,CLOSE_INVALIDATION,-5.326481734121571,True,False,False,,0,0,2020-03-27 19:10:00+00:00,2020-03-27 19:15:00+00:00,6662.0,CLOSE_INVALIDATION_F65,-5.326481734121571,False,True
P1,1,external,2020-04-01,2020-04-01 13:40:00+00:00,2020-04-01 13:50:00+00:00,6203.55,6337.0,6180.0,157.0,6203.55,6282.05,6148.6,2020-04-01 16:00:00+00:00,2020-04-01 20:00:00+00:00,TP,4.028915701493485,False,False,True,2020-04-01 14:05:00+00:00,1,1,2020-04-01 14:05:00+00:00,2020-04-01 14:10:00+00:00,6209.99,PERSISTENCE_P1,-0.919057636353346,False,False
P2,2,external,2020-04-01,2020-04-01 13:40:00+00:00,2020-04-01 13:50:00+00:00,6203.55,6337.0,6180.0,157.0,6203.55,6282.05,6148.6,2020-04-01 16:00:00+00:00,2020-04-01 20:00:00+00:00,TP,4.028915701493485,False,False,True,2020-04-01 14:10:00+00:00,2,2,2020-04-01 14:10:00+00:00,2020-04-01 14:15:00+00:00,6225.06,PERSISTENCE_P2,-2.1336847450250436,False,False
P3,3,external,2020-04-01,2020-04-01 13:40:00+00:00,2020-04-01 13:50:00+00:00,6203.55,6337.0,6180.0,157.0,6203.55,6282.05,6148.6,2020-04-01 16:00:00+00:00,2020-04-01 20:00:00+00:00,TP,4.028915701493485,False,False,True,2020-04-01 14:15:00+00:00,3,3,2020-04-01 14:15:00+00:00,2020-04-01 14:20:00+00:00,6211.01,PERSISTENCE_P3,-1.0012686284466183,False,False
P1,1,external,2020-04-08,2020-04-08 14:00:00+00:00,2020-04-08 14:05:00+00:00,7230.41,7343.46,7210.46,133.0,7230.41,7296.91,7183.86,,2020-04-08 20:00:00+00:00,CLOSE_INVALIDATION,-6.103687619374315,True,True,True,2020-04-08 14:05:00+00:00,1,1,2020-04-08 14:05:00+00:00,2020-04-08 14:10:00+00:00,7236.79,PERSISTENCE_P1,-0.8411921315665438,False,False
P2,2,external,2020-04-08,2020-04-08 14:00:00+00:00,2020-04-08 14:05:00+00:00,7230.41,7343.46,7210.46,133.0,7230.41,7296.91,7183.86,,2020-04-08 20:00:00+00:00,CLOSE_INVALIDATION,-6.103687619374315,True,True,True,2020-04-08 14:10:00+00:00,2,2,2020-04-08 14:10:00+00:00,2020-04-08 14:15:00+00:00,7250.0,PERSISTENCE_P2,-1.754694961973121,False,False
P3,3,external,2020-04-08,2020-04-08 14:00:00+00:00,2020-04-08 14:05:00+00:00,7230.41,7343.46,7210.46,133.0,7230.41,7296.91,7183.86,,2020-04-08 20:00:00+00:00,CLOSE_INVALIDATION,-6.103687619374315,True,True,True,2020-04-08 14:15:00+00:00,3,3,2020-04-08 14:15:00+00:00,2020-04-08 14:20:00+00:00,7256.06,PERSISTENCE_P3,-2.1737583345896394,False,False
P1,1,external,2020-04-17,2020-04-17 13:35:00+00:00,2020-04-17 13:45:00+00:00,7029.7265,7122.64,7013.33,109.3100000000004,7029.7265,7084.3815,6991.468,2020-04-17 14:35:00+00:00,2020-04-17 20:00:00+00:00,TIME_EXIT,-3.1471552413881683,True,False,True,2020-04-17 13:55:00+00:00,1,1,2020-04-17 13:55:00+00:00,2020-04-17 14:00:00+00:00,7053.47,PERSISTENCE_P1,-2.0887925867386516,False,False
P2,2,external,2020-04-17,2020-04-17 13:35:00+00:00,2020-04-17 13:45:00+00:00,7029.7265,7122.64,7013.33,109.3100000000004,7029.7265,7084.3815,6991.468,2020-04-17 14:35:00+00:00,2020-04-17 20:00:00+00:00,TIME_EXIT,-3.1471552413881683,True,False,True,2020-04-17 14:00:00+00:00,2,2,2020-04-17 14:00:00+00:00,2020-04-17 14:05:00+00:00,7060.0,PERSISTENCE_P2,-2.5532487785975913,False,False
P3,3,external,2020-04-17,2020-04-17 13:35:00+00:00,2020-04-17 13:45:00+00:00,7029.7265,7122.64,7013.33,109.3100000000004,7029.7265,7084.3815,6991.468,2020-04-17 14:35:00+00:00,2020-04-17 20:00:00+00:00,TIME_EXIT,-3.1471552413881683,True,False,True,2020-04-17 14:05:00+00:00,3,3,2020-04-17 14:05:00+00:00,2020-04-17 14:10:00+00:00,7049.79,PERSISTENCE_P3,-1.827046983975849,False,False
P1,1,external,2020-04-27,2020-04-27 13:35:00+00:00,2020-04-27 14:25:00+00:00,7663.2,7738.0,7650.0,88.0,7663.2,7707.2,7632.4,2020-04-27 14:40:00+00:00,2020-04-27 20:00:00+00:00,TP,1.609604342833293,False,False,True,2020-04-27 14:25:00+00:00,1,1,2020-04-27 14:25:00+00:00,2020-04-27 14:30:00+00:00,7664.37,PERSISTENCE_P1,-0.4763388662699703,False,False
P2,2,external,2020-04-27,2020-04-27 13:35:00+00:00,2020-04-27 14:25:00+00:00,7663.2,7738.0,7650.0,88.0,7663.2,7707.2,7632.4,2020-04-27 14:40:00+00:00,2020-04-27 20:00:00+00:00,TP,1.609604342833293,False,False,True,2020-04-27 14:30:00+00:00,2,2,2020-04-27 14:30:00+00:00,2020-04-27 14:35:00+00:00,7671.17,PERSISTENCE_P2,-0.9200177471552521,False,False
P3,3,external,2020-04-27,2020-04-27 13:35:00+00:00,2020-04-27 14:25:00+00:00,7663.2,7738.0,7650.0,88.0,7663.2,7707.2,7632.4,2020-04-27 14:40:00+00:00,2020-04-27 20:00:00+00:00,TP,1.609604342833293,False,False,False,,0,2,2020-04-27 14:45:00+00:00,2020-04-27 14:45:00+00:00,7632.4,TP_E20_DOWN,1.609604342833293,True,True
P1,1,external,2020-05-11,2020-05-11 16:40:00+00:00,2020-05-11 17:05:00+00:00,8575.808500000001,9164.0,8472.01,691.9899999999998,8575.808500000001,8921.8035,8333.612000000001,2020-05-11 17:55:00+00:00,2020-05-11 20:00:00+00:00,TP,13.7209134975437,False,False,True,2020-05-11 17:05:00+00:00,1,1,2020-05-11 17:05:00+00:00,2020-05-11 17:10:00+00:00,8603.75,PERSISTENCE_P1,-2.029088382745428,False,False
P2,2,external,2020-05-11,2020-05-11 16:40:00+00:00,2020-05-11 17:05:00+00:00,8575.808500000001,9164.0,8472.01,691.9899999999998,8575.808500000001,8921.8035,8333.612000000001,2020-05-11 17:55:00+00:00,2020-05-11 20:00:00+00:00,TP,13.7209134975437,False,False,True,2020-05-11 17:10:00+00:00,2,2,2020-05-11 17:10:00+00:00,2020-05-11 17:15:00+00:00,8590.78,PERSISTENCE_P2,-1.2728914597381489,False,False
P3,3,external,2020-05-11,2020-05-11 16:40:00+00:00,2020-05-11 17:05:00+00:00,8575.808500000001,9164.0,8472.01,691.9899999999998,8575.808500000001,8921.8035,8333.612000000001,2020-05-11 17:55:00+00:00,2020-05-11 20:00:00+00:00,TP,13.7209134975437,False,False,False,,0,2,2020-05-11 18:10:00+00:00,2020-05-11 18:10:00+00:00,8333.612000000001,TP_E20_DOWN,13.7209134975437,True,True
P1,1,external,2020-05-15,2020-05-15 15:10:00+00:00,2020-05-15 15:15:00+00:00,9496.0,9700.0,9460.0,240.0,9496.0,9616.0,9412.0,2020-05-15 15:30:00+00:00,2020-05-15 20:00:00+00:00,TP,4.022914911541701,False,False,True,2020-05-15 15:15:00+00:00,1,1,2020-05-15 15:15:00+00:00,2020-05-15 15:20:00+00:00,9518.98,PERSISTENCE_P1,-1.6099831508003142,False,False
P2,2,external,2020-05-15,2020-05-15 15:10:00+00:00,2020-05-15 15:15:00+00:00,9496.0,9700.0,9460.0,240.0,9496.0,9616.0,9412.0,2020-05-15 15:30:00+00:00,2020-05-15 20:00:00+00:00,TP,4.022914911541701,False,False,False,,0,1,2020-05-15 19:15:00+00:00,2020-05-15 19:15:00+00:00,9412.0,TP_E20_DOWN,4.022914911541701,True,True
P3,3,external,2020-05-15,2020-05-15 15:10:00+00:00,2020-05-15 15:15:00+00:00,9496.0,9700.0,9460.0,240.0,9496.0,9616.0,9412.0,2020-05-15 15:30:00+00:00,2020-05-15 20:00:00+00:00,TP,4.022914911541701,False,False,False,,0,1,2020-05-15 19:15:00+00:00,2020-05-15 19:15:00+00:00,9412.0,TP_E20_DOWN,4.022914911541701,True,True
P1,1,external,2020-05-29,2020-05-29 15:20:00+00:00,2020-05-29 15:30:00+00:00,9377.4745,9590.0,9339.97,250.03000000000063,9377.4745,9502.4895,9289.964,,2020-05-29 20:00:00+00:00,TIME_EXIT,-1.7050155454968428,True,True,True,2020-05-29 15:35:00+00:00,1,1,2020-05-29 15:35:00+00:00,2020-05-29 15:40:00+00:00,9384.09,PERSISTENCE_P1,-0.7527335638182693,False,False
P2,2,external,2020-05-29,2020-05-29 15:20:00+00:00,2020-05-29 15:30:00+00:00,9377.4745,9590.0,9339.97,250.03000000000063,9377.4745,9502.4895,9289.964,,2020-05-29 20:00:00+00:00,TIME_EXIT,-1.7050155454968428,True,True,True,2020-05-29 15:50:00+00:00,2,2,2020-05-29 15:50:00+00:00,2020-05-29 15:55:00+00:00,9388.4,PERSISTENCE_P2,-0.9825395739545533,False,False
P3,3,external,2020-05-29,2020-05-29 15:20:00+00:00,2020-05-29 15:30:00+00:00,9377.4745,9590.0,9339.97,250.03000000000063,9377.4745,9502.4895,9289.964,,2020-05-29 20:00:00+00:00,TIME_EXIT,-1.7050155454968428,True,True,True,2020-05-29 15:55:00+00:00,3,3,2020-05-29 15:55:00+00:00,2020-05-29 16:00:00+00:00,9407.25,PERSISTENCE_P3,-1.9876076229266064,False,False
P1,1,external,2020-06-03,2020-06-03 14:15:00+00:00,2020-06-03 19:30:00+00:00,9509.989,9644.0,9486.34,157.65999999999983,9509.989,9588.819,9454.808,,2020-06-03 20:00:00+00:00,TIME_EXIT,-3.8711396616757727,True,True,True,2020-06-03 19:30:00+00:00,1,1,2020-06-03 19:30:00+00:00,2020-06-03 19:35:00+00:00,9560.66,PERSISTENCE_P1,-3.0640935126213225,False,False
P2,2,external,2020-06-03,2020-06-03 14:15:00+00:00,2020-06-03 19:30:00+00:00,9509.989,9644.0,9486.34,157.65999999999983,9509.989,9588.819,9454.808,,2020-06-03 20:00:00+00:00,TIME_EXIT,-3.8711396616757727,True,True,True,2020-06-03 19:35:00+00:00,2,2,2020-06-03 19:35:00+00:00,2020-06-03 19:40:00+00:00,9565.61,PERSISTENCE_P2,-3.3243461795802816,False,False
P3,3,external,2020-06-03,2020-06-03 14:15:00+00:00,2020-06-03 19:30:00+00:00,9509.989,9644.0,9486.34,157.65999999999983,9509.989,9588.819,9454.808,,2020-06-03 20:00:00+00:00,TIME_EXIT,-3.8711396616757727,True,True,True,2020-06-03 19:40:00+00:00,3,3,2020-06-03 19:40:00+00:00,2020-06-03 19:45:00+00:00,9571.01,PERSISTENCE_P3,-3.608258179899085,False,False
P1,1,external,2020-06-17,2020-06-17 13:35:00+00:00,2020-06-17 13:40:00+00:00,9467.85,9569.0,9450.0,119.0,9467.85,9527.35,9426.2,2020-06-17 13:50:00+00:00,2020-06-17 20:00:00+00:00,TP,1.7995490000369476,False,False,False,,0,0,2020-06-17 13:55:00+00:00,2020-06-17 13:55:00+00:00,9426.2,TP_E20_DOWN,1.7995490000369476,True,True
P2,2,external,2020-06-17,2020-06-17 13:35:00+00:00,2020-06-17 13:40:00+00:00,9467.85,9569.0,9450.0,119.0,9467.85,9527.35,9426.2,2020-06-17 13:50:00+00:00,2020-06-17 20:00:00+00:00,TP,1.7995490000369476,False,False,False,,0,0,2020-06-17 13:55:00+00:00,2020-06-17 13:55:00+00:00,9426.2,TP_E20_DOWN,1.7995490000369476,True,True
P3,3,external,2020-06-17,2020-06-17 13:35:00+00:00,2020-06-17 13:40:00+00:00,9467.85,9569.0,9450.0,119.0,9467.85,9527.35,9426.2,2020-06-17 13:50:00+00:00,2020-06-17 20:00:00+00:00,TP,1.7995490000369476,False,False,False,,0,0,2020-06-17 13:55:00+00:00,2020-06-17 13:55:00+00:00,9426.2,TP_E20_DOWN,1.7995490000369476,True,True
P1,1,external,2020-06-18,2020-06-18 16:20:00+00:00,2020-06-18 16:40:00+00:00,9389.8825,9483.85,9373.3,110.55000000000108,9389.8825,9445.1575,9351.19,2020-06-18 19:00:00+00:00,2020-06-18 20:00:00+00:00,TP,1.660329295920424,False,False,True,2020-06-18 16:45:00+00:00,1,1,2020-06-18 16:45:00+00:00,2020-06-18 16:50:00+00:00,9391.07,PERSISTENCE_P1,-0.4632329531280078,False,False
P2,2,external,2020-06-18,2020-06-18 16:20:00+00:00,2020-06-18 16:40:00+00:00,9389.8825,9483.85,9373.3,110.55000000000108,9389.8825,9445.1575,9351.19,2020-06-18 19:00:00+00:00,2020-06-18 20:00:00+00:00,TP,1.660329295920424,False,False,True,2020-06-18 16:50:00+00:00,2,2,2020-06-18 16:50:00+00:00,2020-06-18 16:55:00+00:00,9399.13,PERSISTENCE_P2,-0.8924183023589214,False,False
P3,3,external,2020-06-18,2020-06-18 16:20:00+00:00,2020-06-18 16:40:00+00:00,9389.8825,9483.85,9373.3,110.55000000000108,9389.8825,9445.1575,9351.19,2020-06-18 19:00:00+00:00,2020-06-18 20:00:00+00:00,TP,1.660329295920424,False,False,True,2020-06-18 16:55:00+00:00,3,3,2020-06-18 16:55:00+00:00,2020-06-18 17:00:00+00:00,9395.74,PERSISTENCE_P3,-0.7119048614293135,False,False
P1,1,external,2020-06-19,2020-06-19 18:35:00+00:00,2020-06-19 18:40:00+00:00,9297.518,9453.0,9270.08,182.92000000000007,9297.518,9388.978,9233.496,,2020-06-19 20:00:00+00:00,TIME_EXIT,-0.7007254194076609,True,True,True,2020-06-19 18:40:00+00:00,1,1,2020-06-19 18:40:00+00:00,2020-06-19 18:45:00+00:00,9315.84,PERSISTENCE_P1,-1.3853167264639938,False,False
P2,2,external,2020-06-19,2020-06-19 18:35:00+00:00,2020-06-19 18:40:00+00:00,9297.518,9453.0,9270.08,182.92000000000007,9297.518,9388.978,9233.496,,2020-06-19 20:00:00+00:00,TIME_EXIT,-0.7007254194076609,True,True,True,2020-06-19 18:45:00+00:00,2,2,2020-06-19 18:45:00+00:00,2020-06-19 18:50:00+00:00,9321.75,PERSISTENCE_P2,-1.7031434840997335,False,False
P3,3,external,2020-06-19,2020-06-19 18:35:00+00:00,2020-06-19 18:40:00+00:00,9297.518,9453.0,9270.08,182.92000000000007,9297.518,9388.978,9233.496,,2020-06-19 20:00:00+00:00,TIME_EXIT,-0.7007254194076609,True,True,True,2020-06-19 18:50:00+00:00,3,3,2020-06-19 18:50:00+00:00,2020-06-19 18:55:00+00:00,9328.79,PERSISTENCE_P3,-2.0817391480178284,False,False
P1,1,external,2020-06-29,2020-06-29 13:35:00+00:00,2020-06-29 13:40:00+00:00,9044.299,9136.66,9028.0,108.65999999999984,9044.299,9098.629,9006.268,2020-06-29 13:45:00+00:00,2020-06-29 20:00:00+00:00,CLOSE_INVALIDATION,-4.807804297491801,True,False,False,,0,0,2020-06-29 15:40:00+00:00,2020-06-29 15:45:00+00:00,9124.03,CLOSE_INVALIDATION_F65,-4.8078042974917,False,True
P2,2,external,2020-06-29,2020-06-29 13:35:00+00:00,2020-06-29 13:40:00+00:00,9044.299,9136.66,9028.0,108.65999999999984,9044.299,9098.629,9006.268,2020-06-29 13:45:00+00:00,2020-06-29 20:00:00+00:00,CLOSE_INVALIDATION,-4.807804297491801,True,False,False,,0,0,2020-06-29 15:40:00+00:00,2020-06-29 15:45:00+00:00,9124.03,CLOSE_INVALIDATION_F65,-4.8078042974917,False,True
P3,3,external,2020-06-29,2020-06-29 13:35:00+00:00,2020-06-29 13:40:00+00:00,9044.299,9136.66,9028.0,108.65999999999984,9044.299,9098.629,9006.268,2020-06-29 13:45:00+00:00,2020-06-29 20:00:00+00:00,CLOSE_INVALIDATION,-4.807804297491801,True,False,False,,0,0,2020-06-29 15:40:00+00:00,2020-06-29 15:45:00+00:00,9124.03,CLOSE_INVALIDATION_F65,-4.8078042974917,False,True
P1,1,external,2020-07-09,2020-07-09 14:25:00+00:00,2020-07-09 14:40:00+00:00,9364.4585,9435.0,9352.01,82.98999999999978,9364.4585,9405.9535,9335.412,2020-07-09 14:45:00+00:00,2020-07-09 20:00:00+00:00,TP,1.1508905293349518,False,False,False,,0,0,2020-07-09 14:50:00+00:00,2020-07-09 14:50:00+00:00,9335.412,TP_E20_DOWN,1.1508905293349518,True,True
P2,2,external,2020-07-09,2020-07-09 14:25:00+00:00,2020-07-09 14:40:00+00:00,9364.4585,9435.0,9352.01,82.98999999999978,9364.4585,9405.9535,9335.412,2020-07-09 14:45:00+00:00,2020-07-09 20:00:00+00:00,TP,1.1508905293349518,False,False,False,,0,0,2020-07-09 14:50:00+00:00,2020-07-09 14:50:00+00:00,9335.412,TP_E20_DOWN,1.1508905293349518,True,True
P3,3,external,2020-07-09,2020-07-09 14:25:00+00:00,2020-07-09 14:40:00+00:00,9364.4585,9435.0,9352.01,82.98999999999978,9364.4585,9405.9535,9335.412,2020-07-09 14:45:00+00:00,2020-07-09 20:00:00+00:00,TP,1.1508905293349518,False,False,False,,0,0,2020-07-09 14:50:00+00:00,2020-07-09 14:50:00+00:00,9335.412,TP_E20_DOWN,1.1508905293349518,True,True
P1,1,external,2020-07-15,2020-07-15 16:55:00+00:00,2020-07-15 18:45:00+00:00,9198.7,9248.0,9190.0,58.0,9198.7,9227.7,9178.4,2020-07-15 18:50:00+00:00,2020-07-15 20:00:00+00:00,TP,0.703416787154766,False,False,False,,0,0,2020-07-15 18:50:00+00:00,2020-07-15 18:50:00+00:00,9178.4,TP_E20_DOWN,0.703416787154766,True,False
P2,2,external,2020-07-15,2020-07-15 16:55:00+00:00,2020-07-15 18:45:00+00:00,9198.7,9248.0,9190.0,58.0,9198.7,9227.7,9178.4,2020-07-15 18:50:00+00:00,2020-07-15 20:00:00+00:00,TP,0.703416787154766,False,False,False,,0,0,2020-07-15 18:50:00+00:00,2020-07-15 18:50:00+00:00,9178.4,TP_E20_DOWN,0.703416787154766,True,False
P3,3,external,2020-07-15,2020-07-15 16:55:00+00:00,2020-07-15 18:45:00+00:00,9198.7,9248.0,9190.0,58.0,9198.7,9227.7,9178.4,2020-07-15 18:50:00+00:00,2020-07-15 20:00:00+00:00,TP,0.703416787154766,False,False,False,,0,0,2020-07-15 18:50:00+00:00,2020-07-15 18:50:00+00:00,9178.4,TP_E20_DOWN,0.703416787154766,True,False
P1,1,external,2020-08-11,2020-08-11 13:35:00+00:00,2020-08-11 14:05:00+00:00,11612.55,11780.0,11583.0,197.0,11612.55,11711.05,11543.6,2020-08-11 14:10:00+00:00,2020-08-11 20:00:00+00:00,TP,2.568770855669036,False,False,False,,0,0,2020-08-11 14:55:00+00:00,2020-08-11 14:55:00+00:00,11543.6,TP_E20_DOWN,2.568770855669036,True,True
P2,2,external,2020-08-11,2020-08-11 13:35:00+00:00,2020-08-11 14:05:00+00:00,11612.55,11780.0,11583.0,197.0,11612.55,11711.05,11543.6,2020-08-11 14:10:00+00:00,2020-08-11 20:00:00+00:00,TP,2.568770855669036,False,False,False,,0,0,2020-08-11 14:55:00+00:00,2020-08-11 14:55:00+00:00,11543.6,TP_E20_DOWN,2.568770855669036,True,True
P3,3,external,2020-08-11,2020-08-11 13:35:00+00:00,2020-08-11 14:05:00+00:00,11612.55,11780.0,11583.0,197.0,11612.55,11711.05,11543.6,2020-08-11 14:10:00+00:00,2020-08-11 20:00:00+00:00,TP,2.568770855669036,False,False,False,,0,0,2020-08-11 14:55:00+00:00,2020-08-11 14:55:00+00:00,11543.6,TP_E20_DOWN,2.568770855669036,True,True
P1,1,external,2020-08-21,2020-08-21 17:05:00+00:00,2020-08-21 18:10:00+00:00,11660.773,11842.01,11628.79,213.21999999999932,11660.773,11767.383,11586.146,2020-08-21 18:15:00+00:00,2020-08-21 20:00:00+00:00,TIME_EXIT,-1.2111383353401812,True,False,False,,0,0,2020-08-21 20:00:00+00:00,2020-08-21 20:00:00+00:00,11679.69,TIME_EXIT,-1.2111383353402592,False,True
P2,2,external,2020-08-21,2020-08-21 17:05:00+00:00,2020-08-21 18:10:00+00:00,11660.773,11842.01,11628.79,213.21999999999932,11660.773,11767.383,11586.146,2020-08-21 18:15:00+00:00,2020-08-21 20:00:00+00:00,TIME_EXIT,-1.2111383353401812,True,False,False,,0,0,2020-08-21 20:00:00+00:00,2020-08-21 20:00:00+00:00,11679.69,TIME_EXIT,-1.2111383353402592,False,True
P3,3,external,2020-08-21,2020-08-21 17:05:00+00:00,2020-08-21 18:10:00+00:00,11660.773,11842.01,11628.79,213.21999999999932,11660.773,11767.383,11586.146,2020-08-21 18:15:00+00:00,2020-08-21 20:00:00+00:00,TIME_EXIT,-1.2111383353401812,True,False,False,,0,0,2020-08-21 20:00:00+00:00,2020-08-21 20:00:00+00:00,11679.69,TIME_EXIT,-1.2111383353402592,False,True
P1,1,external,2020-08-27,2020-08-27 14:10:00+00:00,2020-08-27 14:25:00+00:00,11325.318,11593.0,11278.08,314.9200000000001,11325.318,11482.778,11215.096,2020-08-27 16:55:00+00:00,2020-08-27 20:00:00+00:00,TP,4.466176826116483,False,False,True,2020-08-27 14:25:00+00:00,1,1,2020-08-27 14:25:00+00:00,2020-08-27 14:30:00+00:00,11334.77,PERSISTENCE_P1,-0.8172951258411082,False,False
P2,2,external,2020-08-27,2020-08-27 14:10:00+00:00,2020-08-27 14:25:00+00:00,11325.318,11593.0,11278.08,314.9200000000001,11325.318,11482.778,11215.096,2020-08-27 16:55:00+00:00,2020-08-27 20:00:00+00:00,TP,4.466176826116483,False,False,True,2020-08-27 14:30:00+00:00,2,2,2020-08-27 14:30:00+00:00,2020-08-27 14:35:00+00:00,11342.93,PERSISTENCE_P2,-1.177549910739857,False,False
