partition,side,signal_ts,net_pnl_usd,swing_high,swing_low,range_pct,zone_frac,upper_zone_bars,lower_zone_bars,both_zone_bars,zone_visits,side_switches,visit_sequence
external,SHORT,2021-11-16 00:00:00+00:00,44.10157916292547,66395.05,63640.0,0.042373959943876716,0.3,0,2,0,1,0,L
external,LONG,2021-11-23 16:00:00+00:00,-8.167777702441859,57280.0,55250.0,0.036079267750822,0.1,0,0,0,0,0,
external,LONG,2021-11-23 16:00:00+00:00,-8.167777702441859,57280.0,55250.0,0.036079267750822,0.2,0,0,0,0,0,
external,LONG,2021-11-23 16:00:00+00:00,-8.167777702441859,57280.0,55250.0,0.036079267750822,0.3,0,0,0,0,0,
external,LONG,2021-11-25 00:00:00+00:00,-5.876270130699068,57499.02,55900.0,0.028201654652747387,0.1,1,0,0,1,0,H
external,LONG,2021-11-25 00:00:00+00:00,-5.876270130699068,57499.02,55900.0,0.028201654652747387,0.2,1,0,0,1,0,H
external,LONG,2021-11-25 00:00:00+00:00,-5.876270130699068,57499.02,55900.0,0.028201654652747387,0.3,1,0,0,1,0,H
external,SHORT,2021-11-26 08:00:00+00:00,-30.6071834893014,59449.62,57029.0,0.04156333582935654,0.1,0,0,0,0,0,
external,SHORT,2021-11-26 08:00:00+00:00,-30.6071834893014,59449.62,57029.0,0.04156333582935654,0.2,1,0,0,1,0,H
external,SHORT,2021-11-26 08:00:00+00:00,-30.6071834893014,59449.62,57029.0,0.04156333582935654,0.3,1,0,0,1,0,H
external,LONG,2021-11-28 20:00:00+00:00,-23.721873998965734,54973.32,53700.0,0.023433902635899954,0.1,0,0,1,0,0,
external,LONG,2021-11-28 20:00:00+00:00,-23.721873998965734,54973.32,53700.0,0.023433902635899954,0.2,0,0,1,0,0,
external,LONG,2021-11-28 20:00:00+00:00,-23.721873998965734,54973.32,53700.0,0.023433902635899954,0.3,0,0,1,0,0,
external,SHORT,2021-12-03 16:00:00+00:00,39.35774041999208,57244.0,56101.81,0.020154075391053315,0.1,2,0,0,1,0,H
external,SHORT,2021-12-03 16:00:00+00:00,39.35774041999208,57244.0,56101.81,0.020154075391053315,0.2,2,0,0,1,0,H
external,SHORT,2021-12-03 16:00:00+00:00,39.35774041999208,57244.0,56101.81,0.020154075391053315,0.3,2,0,0,1,0,H
development,SHORT,2022-01-05 16:00:00+00:00,44.32763992959339,47075.29,45710.23,0.029423987708426868,0.1,0,0,0,0,0,
development,SHORT,2022-01-05 16:00:00+00:00,44.32763992959339,47075.29,45710.23,0.029423987708426868,0.2,0,0,0,0,0,
development,SHORT,2022-01-05 16:00:00+00:00,44.32763992959339,47075.29,45710.23,0.029423987708426868,0.3,0,0,0,0,0,
development,LONG,2022-01-11 16:00:00+00:00,-15.26298442774614,42698.34,39610.0,0.07504318517418761,0.1,0,0,0,0,0,
development,LONG,2022-01-11 16:00:00+00:00,-15.26298442774614,42698.34,39610.0,0.07504318517418761,0.2,0,0,0,0,0,
development,LONG,2022-01-11 16:00:00+00:00,-15.26298442774614,42698.34,39610.0,0.07504318517418761,0.3,0,0,0,0,0,
development,SHORT,2022-01-20 20:00:00+00:00,56.48939517574871,42545.0,41557.0,0.02349527954150912,0.1,0,0,0,0,0,
development,SHORT,2022-01-20 20:00:00+00:00,56.48939517574871,42545.0,41557.0,0.02349527954150912,0.2,0,0,0,0,0,
development,SHORT,2022-01-20 20:00:00+00:00,56.48939517574871,42545.0,41557.0,0.02349527954150912,0.3,0,2,0,1,0,L
development,SHORT,2022-01-21 20:00:00+00:00,-28.476568516402608,39272.13,37648.16,0.04222474980268519,0.1,0,0,0,0,0,
development,SHORT,2022-01-21 20:00:00+00:00,-28.476568516402608,39272.13,37648.16,0.04222474980268519,0.2,0,0,0,0,0,
development,SHORT,2022-01-21 20:00:00+00:00,-28.476568516402608,39272.13,37648.16,0.04222474980268519,0.3,0,0,0,0,0,
development,SHORT,2022-02-02 12:00:00+00:00,-17.850379521068312,39260.26,38173.3,0.028074648769861522,0.1,0,0,0,0,0,
development,SHORT,2022-02-02 12:00:00+00:00,-17.850379521068312,39260.26,38173.3,0.028074648769861522,0.2,0,0,0,0,0,
development,SHORT,2022-02-02 12:00:00+00:00,-17.850379521068312,39260.26,38173.3,0.028074648769861522,0.3,0,0,0,0,0,
development,LONG,2022-02-04 12:00:00+00:00,55.39265543649059,37084.63,36256.0,0.022596751623213417,0.1,0,0,0,0,0,
development,LONG,2022-02-04 12:00:00+00:00,55.39265543649059,37084.63,36256.0,0.022596751623213417,0.2,0,0,0,0,0,
development,LONG,2022-02-04 12:00:00+00:00,55.39265543649059,37084.63,36256.0,0.022596751623213417,0.3,0,0,0,0,0,
development,LONG,2022-02-07 12:00:00+00:00,-15.861841797081045,43092.0,41100.0,0.04732041049030787,0.1,0,0,0,0,0,
development,LONG,2022-02-07 12:00:00+00:00,-15.861841797081045,43092.0,41100.0,0.04732041049030787,0.2,0,0,0,0,0,
development,LONG,2022-02-07 12:00:00+00:00,-15.861841797081045,43092.0,41100.0,0.04732041049030787,0.3,0,0,0,0,0,
development,LONG,2022-02-15 08:00:00+00:00,-7.579803819126418,42888.0,41783.11,0.026098394127583763,0.1,0,0,0,0,0,
development,LONG,2022-02-15 08:00:00+00:00,-7.579803819126418,42888.0,41783.11,0.026098394127583763,0.2,0,0,0,0,0,
development,LONG,2022-02-15 08:00:00+00:00,-7.579803819126418,42888.0,41783.11,0.026098394127583763,0.3,0,0,0,0,0,
development,SHORT,2022-02-16 12:00:00+00:00,-7.435759182961843,44777.0,43650.4,0.025480789890916133,0.1,0,0,0,0,0,
development,SHORT,2022-02-16 12:00:00+00:00,-7.435759182961843,44777.0,43650.4,0.025480789890916133,0.2,0,0,0,0,0,
development,SHORT,2022-02-16 12:00:00+00:00,-7.435759182961843,44777.0,43650.4,0.025480789890916133,0.3,0,0,0,0,0,
development,SHORT,2022-02-17 12:00:00+00:00,33.961145180610785,44377.0,43277.8,0.02508020097016928,0.1,0,1,0,1,0,L
development,SHORT,2022-02-17 12:00:00+00:00,33.961145180610785,44377.0,43277.8,0.02508020097016928,0.2,0,1,0,1,0,L
development,SHORT,2022-02-17 12:00:00+00:00,33.961145180610785,44377.0,43277.8,0.02508020097016928,0.3,0,1,0,1,0,L
development,SHORT,2022-02-20 04:00:00+00:00,26.894088516209514,40341.5,39610.3,0.01829102033975463,0.1,0,1,0,1,0,L
development,SHORT,2022-02-20 04:00:00+00:00,26.894088516209514,40341.5,39610.3,0.01829102033975463,0.2,0,1,0,1,0,L
development,SHORT,2022-02-20 04:00:00+00:00,26.894088516209514,40341.5,39610.3,0.01829102033975463,0.3,0,1,0,1,0,L
development,SHORT,2022-02-22 00:00:00+00:00,-12.2821435698645,39510.0,37171.2,0.06100061031908741,0.1,0,0,0,0,0,
development,SHORT,2022-02-22 00:00:00+00:00,-12.2821435698645,39510.0,37171.2,0.06100061031908741,0.2,0,0,0,0,0,
development,SHORT,2022-02-22 00:00:00+00:00,-12.2821435698645,39510.0,37171.2,0.06100061031908741,0.3,0,0,0,0,0,
development,LONG,2022-02-23 08:00:00+00:00,-9.488610403717502,38450.0,37500.4,0.025005793254545036,0.1,0,0,0,0,0,
development,LONG,2022-02-23 08:00:00+00:00,-9.488610403717502,38450.0,37500.4,0.025005793254545036,0.2,0,0,0,0,0,
development,LONG,2022-02-23 08:00:00+00:00,-9.488610403717502,38450.0,37500.4,0.025005793254545036,0.3,0,0,0,0,0,
development,SHORT,2022-02-24 00:00:00+00:00,-36.09689295802081,39250.0,37500.4,0.045591944797681805,0.1,0,0,0,0,0,
development,SHORT,2022-02-24 00:00:00+00:00,-36.09689295802081,39250.0,37500.4,0.045591944797681805,0.2,0,0,0,0,0,
development,SHORT,2022-02-24 00:00:00+00:00,-36.09689295802081,39250.0,37500.4,0.045591944797681805,0.3,0,0,0,0,0,
development,LONG,2022-02-28 12:00:00+00:00,-35.96755113647508,39868.6,36934.6,0.07640306653889421,0.1,0,0,0,0,0,
development,LONG,2022-02-28 12:00:00+00:00,-35.96755113647508,39868.6,36934.6,0.07640306653889421,0.2,0,1,0,1,0,L
development,LONG,2022-02-28 12:00:00+00:00,-35.96755113647508,39868.6,36934.6,0.07640306653889421,0.3,0,1,0,1,0,L
development,SHORT,2022-03-07 00:00:00+00:00,-9.630122936201513,39340.0,38056.0,0.033180009302806346,0.1,0,0,0,0,0,
development,SHORT,2022-03-07 00:00:00+00:00,-9.630122936201513,39340.0,38056.0,0.033180009302806346,0.2,0,0,0,0,0,
development,SHORT,2022-03-07 00:00:00+00:00,-9.630122936201513,39340.0,38056.0,0.033180009302806346,0.3,0,0,0,0,0,
development,SHORT,2022-03-07 16:00:00+00:00,-30.703030303030275,39340.0,37630.6,0.04441695920260467,0.1,0,0,0,0,0,
development,SHORT,2022-03-07 16:00:00+00:00,-30.703030303030275,39340.0,37630.6,0.04441695920260467,0.2,0,0,0,0,0,
development,SHORT,2022-03-07 16:00:00+00:00,-30.703030303030275,39340.0,37630.6,0.04441695920260467,0.3,0,0,0,0,0,
development,LONG,2022-03-09 00:00:00+00:00,-31.465526816575423,39340.5,38117.9,0.031567912582754064,0.1,0,0,0,0,0,
development,LONG,2022-03-09 00:00:00+00:00,-31.465526816575423,39340.5,38117.9,0.031567912582754064,0.2,0,0,0,0,0,
development,LONG,2022-03-09 00:00:00+00:00,-31.465526816575423,39340.5,38117.9,0.031567912582754064,0.3,0,0,0,0,0,
development,LONG,2022-03-11 08:00:00+00:00,-14.17064719408805,39662.5,38200.1,0.03756360563351343,0.1,0,0,0,0,0,
development,LONG,2022-03-11 08:00:00+00:00,-14.17064719408805,39662.5,38200.1,0.03756360563351343,0.2,0,0,0,0,0,
development,LONG,2022-03-11 08:00:00+00:00,-14.17064719408805,39662.5,38200.1,0.03756360563351343,0.3,0,0,0,0,0,
development,SHORT,2022-03-13 20:00:00+00:00,-14.977537556633049,39578.4,38333.0,0.03196964757403927,0.1,0,0,0,0,0,
development,SHORT,2022-03-13 20:00:00+00:00,-14.977537556633049,39578.4,38333.0,0.03196964757403927,0.2,0,0,0,0,0,
development,SHORT,2022-03-13 20:00:00+00:00,-14.977537556633049,39578.4,38333.0,0.03196964757403927,0.3,0,0,0,0,0,
development,LONG,2022-03-18 16:00:00+00:00,-14.037456181893104,41071.5,40084.2,0.024331008173178296,0.1,0,0,0,0,0,
development,LONG,2022-03-18 16:00:00+00:00,-14.037456181893104,41071.5,40084.2,0.024331008173178296,0.2,0,0,0,0,0,
development,LONG,2022-03-18 16:00:00+00:00,-14.037456181893104,41071.5,40084.2,0.024331008173178296,0.3,0,0,0,0,0,
development,SHORT,2022-03-21 00:00:00+00:00,-8.144102794051799,42446.6,40900.0,0.037112491691322705,0.1,0,0,0,0,0,
development,SHORT,2022-03-21 00:00:00+00:00,-8.144102794051799,42446.6,40900.0,0.037112491691322705,0.2,0,0,0,0,0,
development,SHORT,2022-03-21 00:00:00+00:00,-8.144102794051799,42446.6,40900.0,0.037112491691322705,0.3,0,0,0,0,0,
development,LONG,2022-03-22 00:00:00+00:00,32.23083116268051,41544.4,40727.7,0.01985363203321671,0.1,0,0,0,0,0,
development,LONG,2022-03-22 00:00:00+00:00,32.23083116268051,41544.4,40727.7,0.01985363203321671,0.2,0,0,0,0,0,
development,LONG,2022-03-22 00:00:00+00:00,32.23083116268051,41544.4,40727.7,0.01985363203321671,0.3,0,0,1,0,0,
development,LONG,2022-03-27 20:00:00+00:00,-23.04907338389482,44987.4,44416.0,0.01278251162707462,0.1,0,0,0,0,0,
development,LONG,2022-03-27 20:00:00+00:00,-23.04907338389482,44987.4,44416.0,0.01278251162707462,0.2,0,0,0,0,0,
development,LONG,2022-03-27 20:00:00+00:00,-23.04907338389482,44987.4,44416.0,0.01278251162707462,0.3,0,0,0,0,0,
development,SHORT,2022-04-01 00:00:00+00:00,-12.220145385545322,47619.4,46890.0,0.015435501653803781,0.1,0,0,0,0,0,
development,SHORT,2022-04-01 00:00:00+00:00,-12.220145385545322,47619.4,46890.0,0.015435501653803781,0.2,0,0,0,0,0,
development,SHORT,2022-04-01 00:00:00+00:00,-12.220145385545322,47619.4,46890.0,0.015435501653803781,0.3,0,0,0,0,0,
development,SHORT,2022-04-06 12:00:00+00:00,18.11474431264916,47188.0,44349.7,0.06201379322399411,0.1,0,1,0,1,0,L
development,SHORT,2022-04-06 12:00:00+00:00,18.11474431264916,47188.0,44349.7,0.06201379322399411,0.2,0,1,0,1,0,L
development,SHORT,2022-04-06 12:00:00+00:00,18.11474431264916,47188.0,44349.7,0.06201379322399411,0.3,0,1,0,1,0,L
development,SHORT,2022-04-08 16:00:00+00:00,22.660718131173557,43968.1,43173.0,0.018248564684173105,0.1,0,0,0,0,0,
development,SHORT,2022-04-08 16:00:00+00:00,22.660718131173557,43968.1,43173.0,0.018248564684173105,0.2,0,0,0,0,0,
development,SHORT,2022-04-08 16:00:00+00:00,22.660718131173557,43968.1,43173.0,0.018248564684173105,0.3,0,0,0,0,0,
development,SHORT,2022-04-11 12:00:00+00:00,16.11978036061086,43399.4,41650.0,0.041138444245344505,0.1,0,0,0,0,0,
development,SHORT,2022-04-11 12:00:00+00:00,16.11978036061086,43399.4,41650.0,0.041138444245344505,0.2,0,0,0,0,0,
development,SHORT,2022-04-11 12:00:00+00:00,16.11978036061086,43399.4,41650.0,0.041138444245344505,0.3,0,0,0,0,0,
development,SHORT,2022-04-11 20:00:00+00:00,-9.840433761289558,42338.5,41650.0,0.016395101710353202,0.1,0,0,0,0,0,
development,SHORT,2022-04-11 20:00:00+00:00,-9.840433761289558,42338.5,41650.0,0.016395101710353202,0.2,0,0,0,0,0,
development,SHORT,2022-04-11 20:00:00+00:00,-9.840433761289558,42338.5,41650.0,0.016395101710353202,0.3,0,0,0,0,0,
development,LONG,2022-04-13 12:00:00+00:00,-19.04376288459296,40410.0,39224.0,0.029786272195293468,0.1,0,0,0,0,0,
development,LONG,2022-04-13 12:00:00+00:00,-19.04376288459296,40410.0,39224.0,0.029786272195293468,0.2,2,0,0,1,0,H
development,LONG,2022-04-13 12:00:00+00:00,-19.04376288459296,40410.0,39224.0,0.029786272195293468,0.3,2,0,0,1,0,H
development,SHORT,2022-04-17 20:00:00+00:00,-10.339695983011032,40574.1,40094.3,0.011895612160399752,0.1,0,0,0,0,0,
development,SHORT,2022-04-17 20:00:00+00:00,-10.339695983011032,40574.1,40094.3,0.011895612160399752,0.2,0,0,0,0,0,
development,SHORT,2022-04-17 20:00:00+00:00,-10.339695983011032,40574.1,40094.3,0.011895612160399752,0.3,0,0,0,0,0,
development,LONG,2022-04-18 16:00:00+00:00,-20.66412329359933,40574.1,38465.7,0.05335033742494292,0.1,0,0,0,0,0,
development,LONG,2022-04-18 16:00:00+00:00,-20.66412329359933,40574.1,38465.7,0.05335033742494292,0.2,0,0,0,0,0,
development,LONG,2022-04-18 16:00:00+00:00,-20.66412329359933,40574.1,38465.7,0.05335033742494292,0.3,0,1,0,1,0,L
development,SHORT,2022-04-25 04:00:00+00:00,-10.725934251194213,39930.6,38884.1,0.026555959738475184,0.1,0,1,0,1,0,L
development,SHORT,2022-04-25 04:00:00+00:00,-10.725934251194213,39930.6,38884.1,0.026555959738475184,0.2,0,1,0,1,0,L
development,SHORT,2022-04-25 04:00:00+00:00,-10.725934251194213,39930.6,38884.1,0.026555959738475184,0.3,0,1,0,1,0,L
development,LONG,2022-04-25 16:00:00+00:00,-16.617291811760012,39930.6,38111.0,0.046631540101689316,0.1,0,0,0,0,0,
development,LONG,2022-04-25 16:00:00+00:00,-16.617291811760012,39930.6,38111.0,0.046631540101689316,0.2,0,0,0,0,0,
development,LONG,2022-04-25 16:00:00+00:00,-16.617291811760012,39930.6,38111.0,0.046631540101689316,0.3,0,0,1,0,0,
development,SHORT,2022-05-08 00:00:00+00:00,29.426805547095604,36138.0,35702.9,0.012112877205046111,0.1,0,0,0,0,0,
development,SHORT,2022-05-08 00:00:00+00:00,29.426805547095604,36138.0,35702.9,0.012112877205046111,0.2,0,0,0,0,0,
development,SHORT,2022-05-08 00:00:00+00:00,29.426805547095604,36138.0,35702.9,0.012112877205046111,0.3,0,1,0,1,0,L
development,SHORT,2022-05-09 12:00:00+00:00,33.46827458256037,36138.0,33255.0,0.08309195451990835,0.1,0,0,0,0,0,
development,SHORT,2022-05-09 12:00:00+00:00,33.46827458256037,36138.0,33255.0,0.08309195451990835,0.2,0,0,0,0,0,
development,SHORT,2022-05-09 12:00:00+00:00,33.46827458256037,36138.0,33255.0,0.08309195451990835,0.3,0,0,0,0,0,
development,SHORT,2022-05-09 20:00:00+00:00,-30.8847617780144,36138.0,33255.0,0.08309195451990835,0.1,0,0,0,0,0,
development,SHORT,2022-05-09 20:00:00+00:00,-30.8847617780144,36138.0,33255.0,0.08309195451990835,0.2,0,0,0,0,0,
development,SHORT,2022-05-09 20:00:00+00:00,-30.8847617780144,36138.0,33255.0,0.08309195451990835,0.3,0,0,0,0,0,
development,LONG,2022-05-13 00:00:00+00:00,-30.402224810563915,29959.8,26631.0,0.1176445641340995,0.1,0,0,0,0,0,
development,LONG,2022-05-13 00:00:00+00:00,-30.402224810563915,29959.8,26631.0,0.1176445641340995,0.2,0,0,0,0,0,
development,LONG,2022-05-13 00:00:00+00:00,-30.402224810563915,29959.8,26631.0,0.1176445641340995,0.3,0,0,0,0,0,
development,LONG,2022-05-15 20:00:00+00:00,-16.00928735837669,30555.0,29448.0,0.03689815509224539,0.1,0,0,0,0,0,
development,LONG,2022-05-15 20:00:00+00:00,-16.00928735837669,30555.0,29448.0,0.03689815509224539,0.2,0,0,0,0,0,
development,LONG,2022-05-15 20:00:00+00:00,-16.00928735837669,30555.0,29448.0,0.03689815509224539,0.3,0,0,0,0,0,
development,LONG,2022-05-30 00:00:00+00:00,-17.61007328904356,29500.0,29067.9,0.014755523076634079,0.1,0,0,0,0,0,
development,LONG,2022-05-30 00:00:00+00:00,-17.61007328904356,29500.0,29067.9,0.014755523076634079,0.2,0,0,0,0,0,
development,LONG,2022-05-30 00:00:00+00:00,-17.61007328904356,29500.0,29067.9,0.014755523076634079,0.3,0,0,0,0,0,
development,SHORT,2022-06-01 20:00:00+00:00,-6.345249338018322,31888.0,31358.0,0.016759953198621256,0.1,0,0,0,0,0,
development,SHORT,2022-06-01 20:00:00+00:00,-6.345249338018322,31888.0,31358.0,0.016759953198621256,0.2,0,0,0,0,0,
development,SHORT,2022-06-01 20:00:00+00:00,-6.345249338018322,31888.0,31358.0,0.016759953198621256,0.3,0,0,0,0,0,
development,LONG,2022-06-06 00:00:00+00:00,-22.15124059548583,30250.0,29524.0,0.024291497975708502,0.1,0,0,0,0,0,
development,LONG,2022-06-06 00:00:00+00:00,-22.15124059548583,30250.0,29524.0,0.024291497975708502,0.2,0,0,0,0,0,
development,LONG,2022-06-06 00:00:00+00:00,-22.15124059548583,30250.0,29524.0,0.024291497975708502,0.3,0,0,0,0,0,
development,SHORT,2022-06-07 00:00:00+00:00,-31.30616803452073,31780.0,31053.0,0.023140706316744385,0.1,0,0,0,0,0,
development,SHORT,2022-06-07 00:00:00+00:00,-31.30616803452073,31780.0,31053.0,0.023140706316744385,0.2,0,0,0,0,0,
development,SHORT,2022-06-07 00:00:00+00:00,-31.30616803452073,31780.0,31053.0,0.023140706316744385,0.3,0,0,0,0,0,
development,SHORT,2022-06-10 12:00:00+00:00,24.710230924445145,30374.1,29470.5,0.030198213372635077,0.1,0,0,0,0,0,
development,SHORT,2022-06-10 12:00:00+00:00,24.710230924445145,30374.1,29470.5,0.030198213372635077,0.2,0,0,0,0,0,
development,SHORT,2022-06-10 12:00:00+00:00,24.710230924445145,30374.1,29470.5,0.030198213372635077,0.3,1,0,0,1,0,H
development,SHORT,2022-06-12 00:00:00+00:00,35.62631980303717,29427.9,28080.0,0.04687703776350732,0.1,0,0,0,0,0,
development,SHORT,2022-06-12 00:00:00+00:00,35.62631980303717,29427.9,28080.0,0.04687703776350732,0.2,0,0,0,0,0,
development,SHORT,2022-06-12 00:00:00+00:00,35.62631980303717,29427.9,28080.0,0.04687703776350732,0.3,0,0,0,0,0,
development,SHORT,2022-06-13 00:00:00+00:00,53.60413334954246,28337.7,26850.0,0.05391418740045339,0.1,0,0,0,0,0,
development,SHORT,2022-06-13 00:00:00+00:00,53.60413334954246,28337.7,26850.0,0.05391418740045339,0.2,0,0,0,0,0,
development,SHORT,2022-06-13 00:00:00+00:00,53.60413334954246,28337.7,26850.0,0.05391418740045339,0.3,0,0,0,0,0,
development,SHORT,2022-06-13 12:00:00+00:00,46.99994753884058,28337.7,26850.0,0.05391418740045339,0.1,0,0,0,0,0,
development,SHORT,2022-06-13 12:00:00+00:00,46.99994753884058,28337.7,26850.0,0.05391418740045339,0.2,0,0,0,0,0,
development,SHORT,2022-06-13 12:00:00+00:00,46.99994753884058,28337.7,26850.0,0.05391418740045339,0.3,0,0,0,0,0,
development,SHORT,2022-06-15 04:00:00+00:00,-19.0937100084511,23424.2,21350.0,0.0926515716640387,0.1,0,0,0,0,0,
development,SHORT,2022-06-15 04:00:00+00:00,-19.0937100084511,23424.2,21350.0,0.0926515716640387,0.2,0,0,0,0,0,
development,SHORT,2022-06-15 04:00:00+00:00,-19.0937100084511,23424.2,21350.0,0.0926515716640387,0.3,0,0,0,0,0,
development,SHORT,2022-06-18 04:00:00+00:00,-33.8502468173552,21388.0,20375.5,0.0484873154788272,0.1,0,2,0,1,0,L
development,SHORT,2022-06-18 04:00:00+00:00,-33.8502468173552,21388.0,20375.5,0.0484873154788272,0.2,0,2,0,1,0,L
development,SHORT,2022-06-18 04:00:00+00:00,-33.8502468173552,21388.0,20375.5,0.0484873154788272,0.3,0,2,0,1,0,L
development,LONG,2022-06-19 20:00:00+00:00,-13.225624990882244,20100.0,17935.9,0.11379249603663899,0.1,0,0,0,0,0,
development,LONG,2022-06-19 20:00:00+00:00,-13.225624990882244,20100.0,17935.9,0.11379249603663899,0.2,0,0,0,0,0,
development,LONG,2022-06-19 20:00:00+00:00,-13.225624990882244,20100.0,17935.9,0.11379249603663899,0.3,0,0,0,0,0,
development,LONG,2022-06-21 04:00:00+00:00,-15.600541979742076,21099.9,19814.8,0.06281849799705251,0.1,0,0,0,0,0,
development,LONG,2022-06-21 04:00:00+00:00,-15.600541979742076,21099.9,19814.8,0.06281849799705251,0.2,0,0,0,0,0,
development,LONG,2022-06-21 04:00:00+00:00,-15.600541979742076,21099.9,19814.8,0.06281849799705251,0.3,1,0,0,1,0,H
development,SHORT,2022-06-22 00:00:00+00:00,-10.75747698064904,21740.0,20841.3,0.04221101751238223,0.1,0,0,0,0,0,
development,SHORT,2022-06-22 00:00:00+00:00,-10.75747698064904,21740.0,20841.3,0.04221101751238223,0.2,0,0,0,0,0,
development,SHORT,2022-06-22 00:00:00+00:00,-10.75747698064904,21740.0,20841.3,0.04221101751238223,0.3,0,0,0,0,0,
development,LONG,2022-06-23 16:00:00+00:00,-18.15803333907494,20888.0,19745.7,0.05622426704927188,0.1,2,0,0,1,0,H
development,LONG,2022-06-23 16:00:00+00:00,-18.15803333907494,20888.0,19745.7,0.05622426704927188,0.2,3,0,0,1,0,H
development,LONG,2022-06-23 16:00:00+00:00,-18.15803333907494,20888.0,19745.7,0.05622426704927188,0.3,3,0,0,1,0,H
development,SHORT,2022-06-29 04:00:00+00:00,-7.508886730908149,21198.0,20510.0,0.03299127265752374,0.1,0,0,0,0,0,
development,SHORT,2022-06-29 04:00:00+00:00,-7.508886730908149,21198.0,20510.0,0.03299127265752374,0.2,0,0,0,0,0,
development,SHORT,2022-06-29 04:00:00+00:00,-7.508886730908149,21198.0,20510.0,0.03299127265752374,0.3,0,0,0,0,0,
development,SHORT,2022-06-30 04:00:00+00:00,-17.233049307268143,20430.0,19817.2,0.030451807827625244,0.1,0,0,0,0,0,
development,SHORT,2022-06-30 04:00:00+00:00,-17.233049307268143,20430.0,19817.2,0.030451807827625244,0.2,0,0,0,0,0,
development,SHORT,2022-06-30 04:00:00+00:00,-17.233049307268143,20430.0,19817.2,0.030451807827625244,0.3,0,0,0,0,0,
development,LONG,2022-07-04 08:00:00+00:00,34.55468369522392,19645.4,19046.3,0.030967882000532528,0.1,0,0,0,0,0,
development,LONG,2022-07-04 08:00:00+00:00,34.55468369522392,19645.4,19046.3,0.030967882000532528,0.2,0,0,0,0,0,
development,LONG,2022-07-04 08:00:00+00:00,34.55468369522392,19645.4,19046.3,0.030967882000532528,0.3,0,0,0,0,0,
development,LONG,2022-07-07 16:00:00+00:00,-22.91822423260957,20667.6,20244.9,0.02066361136571938,0.1,0,0,0,0,0,
development,LONG,2022-07-07 16:00:00+00:00,-22.91822423260957,20667.6,20244.9,0.02066361136571938,0.2,0,0,0,0,0,
development,LONG,2022-07-07 16:00:00+00:00,-22.91822423260957,20667.6,20244.9,0.02066361136571938,0.3,0,1,0,1,0,L
development,SHORT,2022-07-10 12:00:00+00:00,21.009596745243456,22000.0,21095.4,0.04198127874436708,0.1,0,1,0,1,0,L
development,SHORT,2022-07-10 12:00:00+00:00,21.009596745243456,22000.0,21095.4,0.04198127874436708,0.2,0,1,0,1,0,L
development,SHORT,2022-07-10 12:00:00+00:00,21.009596745243456,22000.0,21095.4,0.04198127874436708,0.3,0,1,0,1,0,L
development,SHORT,2022-07-11 20:00:00+00:00,-15.326607297675254,20778.1,20260.0,0.02524970697961156,0.1,0,0,0,0,0,
development,SHORT,2022-07-11 20:00:00+00:00,-15.326607297675254,20778.1,20260.0,0.02524970697961156,0.2,0,0,0,0,0,
development,SHORT,2022-07-11 20:00:00+00:00,-15.326607297675254,20778.1,20260.0,0.02524970697961156,0.3,0,0,0,0,0,
development,LONG,2022-07-14 16:00:00+00:00,22.55782167645488,20436.6,18901.0,0.07807288700886676,0.1,1,0,0,1,0,H
development,LONG,2022-07-14 16:00:00+00:00,22.55782167645488,20436.6,18901.0,0.07807288700886676,0.2,1,0,0,1,0,H
development,LONG,2022-07-14 16:00:00+00:00,22.55782167645488,20436.6,18901.0,0.07807288700886676,0.3,2,0,0,1,0,H
development,LONG,2022-07-18 04:00:00+00:00,-24.780375214109405,21674.1,20742.0,0.043950292459702736,0.1,0,0,0,0,0,
development,LONG,2022-07-18 04:00:00+00:00,-24.780375214109405,21674.1,20742.0,0.043950292459702736,0.2,0,0,0,0,0,
development,LONG,2022-07-18 04:00:00+00:00,-24.780375214109405,21674.1,20742.0,0.043950292459702736,0.3,0,0,0,0,0,
development,SHORT,2022-07-26 00:00:00+00:00,9.263893384823652,22095.0,21734.1,0.01646851064703594,0.1,1,1,0,2,1,L-H
development,SHORT,2022-07-26 00:00:00+00:00,9.263893384823652,22095.0,21734.1,0.01646851064703594,0.2,1,1,0,2,1,L-H
development,SHORT,2022-07-26 00:00:00+00:00,9.263893384823652,22095.0,21734.1,0.01646851064703594,0.3,1,0,1,1,0,H
development,SHORT,2022-07-26 12:00:00+00:00,-11.105192500578664,22252.6,20820.8,0.06648186583831318,0.1,0,1,0,1,0,L
development,SHORT,2022-07-26 12:00:00+00:00,-11.105192500578664,22252.6,20820.8,0.06648186583831318,0.2,0,1,0,1,0,L
development,SHORT,2022-07-26 12:00:00+00:00,-11.105192500578664,22252.6,20820.8,0.06648186583831318,0.3,0,1,0,1,0,L
development,LONG,2022-07-26 20:00:00+00:00,20.192250835648085,21181.6,20689.6,0.023500640058082885,0.1,0,0,0,0,0,
development,LONG,2022-07-26 20:00:00+00:00,20.192250835648085,21181.6,20689.6,0.023500640058082885,0.2,0,0,0,0,0,
development,LONG,2022-07-26 20:00:00+00:00,20.192250835648085,21181.6,20689.6,0.023500640058082885,0.3,0,0,0,0,0,
development,LONG,2022-07-27 16:00:00+00:00,-29.674549943331066,21442.0,20689.6,0.03571665922965192,0.1,0,0,0,0,0,
