replay,source_signals,accepted_trades,blocked_signals,blocked_pct,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak
01WIB_H6_FLAT_ONLY,247,110,137,0.5546558704453441,0.5909090909090909,130.37032722822244,1.1851847929838404,1.478796803204053,36.31511371595117,6,7
03WIB_H4_FLAT_ONLY,250,107,143,0.572,0.616822429906542,188.19402679160027,1.7588226802953295,1.843523978040164,73.27779885654932,5,8
01WIB_H6_PLUS_03WIB_H4_FLAT_ONLY,497,154,343,0.6901408450704225,0.6038961038961039,203.83194400438123,1.3235840519765014,1.5254572193352796,45.13175270391493,3,8
INDEPENDENT_POOLED_DIAGNOSTIC,497,497,0,0.0,0.5955734406438632,859.8187260990504,1.730017557543361,1.868552865276387,111.79277231760904,8,15
