stage,hour_wib,coverage,formal_status,full_gate_passers,character_rule,lookback_min,hold_min,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,supportive_anchors,evaluable_anchors,anchor_gate,pooled_gate,era_gate,min_year_exp,years_wr55,y2022_wr,y2022_exp,y2022_net,y2022_pf,y2023_wr,y2023_exp,y2023_net,y2023_pf,y2024_wr,y2024_exp,y2024_net,y2024_pf
E15A_BASELINE_REPRODUCTION,2,1.0,FAIL,0,DRIVE_DOWN__STR_B60_80,120,360,311,0.6012861736334405,258.70442373925266,0.8318470216696227,1.3133651773826123,111.90233399361503,8,4,4,True,True,False,-0.1786579111945593,2,0.6134453781512605,1.2780192789206335,152.0842941915554,1.3352084267764728,0.6483516483516484,1.3699404239378874,124.66457857834774,2.212507844466451,0.5445544554455446,-0.1786579111945593,-18.044449030650487,0.9329333138054788
