track,anchor_hour,or_min,trigger,geom,entry_ts,side,net_ret,reason,ref_t,trigger_ts,ranking,rr,week,score
H4,8,240,CLASSIC,,2023-02-05 16:00:00+00:00,SHORT,0.0017085978297582418,TP,2023-02-05 08:00:00+00:00,2023-02-05 12:00:00+00:00,ext_score,R100,2023-W05,3.379217273953987
H4,4,240,CLASSIC,,2023-01-30 12:00:00+00:00,SHORT,-0.008737207044792581,SL,2023-01-30 04:00:00+00:00,2023-01-30 08:00:00+00:00,ext_score,R100,2023-W05,3.142514970059876
H4,8,240,CLASSIC,,2023-02-08 16:00:00+00:00,SHORT,-0.0062720274336904285,SL,2023-02-08 08:00:00+00:00,2023-02-08 12:00:00+00:00,ext_score,R100,2023-W06,2.3895508707606954
H4,12,240,CLASSIC,,2023-02-09 20:00:00+00:00,SHORT,0.011665481016738312,TP,2023-02-09 12:00:00+00:00,2023-02-09 16:00:00+00:00,ext_score,R100,2023-W06,1.8024137931034507
H4,8,240,CLASSIC,,2023-02-16 16:00:00+00:00,LONG,-0.007761408836916393,SL,2023-02-16 08:00:00+00:00,2023-02-16 12:00:00+00:00,ext_score,R100,2023-W07,2.6238064926798508
H4,4,240,CLASSIC,,2023-02-15 12:00:00+00:00,LONG,0.003100365532920314,TP,2023-02-15 04:00:00+00:00,2023-02-15 08:00:00+00:00,ext_score,R100,2023-W07,2.6027131782945414
H4,4,240,CLASSIC,,2023-02-23 12:00:00+00:00,SHORT,-0.010541720661741248,SL,2023-02-23 04:00:00+00:00,2023-02-23 08:00:00+00:00,ext_score,R100,2023-W08,2.4825500232666187
H4,4,240,CLASSIC,,2023-02-20 12:00:00+00:00,LONG,-0.007798200514138763,SL,2023-02-20 04:00:00+00:00,2023-02-20 08:00:00+00:00,ext_score,R100,2023-W08,2.170918367346958
H4,20,240,CLASSIC,,2023-03-03 04:00:00+00:00,SHORT,-0.00991910841731508,SL,2023-03-02 20:00:00+00:00,2023-03-03 00:00:00+00:00,ext_score,R100,2023-W09,5.675718849840285
H4,8,240,CLASSIC,,2023-02-27 16:00:00+00:00,LONG,-0.006846866837959041,SL,2023-02-27 08:00:00+00:00,2023-02-27 12:00:00+00:00,ext_score,R100,2023-W09,0.7990468625893359
H4,12,240,CLASSIC,,2023-03-09 20:00:00+00:00,SHORT,0.011596288905092735,TP,2023-03-09 12:00:00+00:00,2023-03-09 16:00:00+00:00,ext_score,R100,2023-W10,2.5802197802197857
H4,12,240,CLASSIC,,2023-03-12 20:00:00+00:00,LONG,0.007276828786842828,TP,2023-03-12 12:00:00+00:00,2023-03-12 16:00:00+00:00,ext_score,R100,2023-W10,1.7454744925946353
H4,8,240,CLASSIC,,2023-03-13 16:00:00+00:00,LONG,0.013948373526594228,TIME,2023-03-13 08:00:00+00:00,2023-03-13 12:00:00+00:00,ext_score,R100,2023-W11,1.9878048780487805
H4,8,240,CLASSIC,,2023-03-14 16:00:00+00:00,LONG,-0.029391306109689597,SL,2023-03-14 08:00:00+00:00,2023-03-14 12:00:00+00:00,ext_score,R100,2023-W11,1.476269544762691
H4,8,240,CLASSIC,,2023-03-23 16:00:00+00:00,LONG,-0.012523776360823967,SL,2023-03-23 08:00:00+00:00,2023-03-23 12:00:00+00:00,ext_score,R100,2023-W12,2.665079365079365
H4,4,240,CLASSIC,,2023-03-26 12:00:00+00:00,LONG,-0.005639738618411548,SL,2023-03-26 04:00:00+00:00,2023-03-26 08:00:00+00:00,ext_score,R100,2023-W12,2.533391153512579
H4,8,240,CLASSIC,,2023-03-27 16:00:00+00:00,SHORT,-0.009931489959944027,SL,2023-03-27 08:00:00+00:00,2023-03-27 12:00:00+00:00,ext_score,R100,2023-W13,3.8500220555800464
H4,0,240,CLASSIC,,2023-03-29 08:00:00+00:00,LONG,0.0071224704214719065,TP,2023-03-29 00:00:00+00:00,2023-03-29 04:00:00+00:00,ext_score,R100,2023-W13,2.5278810408921704
H4,8,240,CLASSIC,,2023-04-05 16:00:00+00:00,SHORT,-0.007232643226842748,SL,2023-04-05 08:00:00+00:00,2023-04-05 12:00:00+00:00,ext_score,R100,2023-W14,2.5996264009962875
H4,20,240,CLASSIC,,2023-04-05 04:00:00+00:00,LONG,-0.00985783446231264,SL,2023-04-04 20:00:00+00:00,2023-04-05 00:00:00+00:00,ext_score,R100,2023-W14,0.9899371069182329
H4,8,240,CLASSIC,,2023-04-14 16:00:00+00:00,SHORT,0.004200258380835433,TP,2023-04-14 08:00:00+00:00,2023-04-14 12:00:00+00:00,ext_score,R100,2023-W15,2.4393499709808535
H4,20,240,CLASSIC,,2023-04-14 04:00:00+00:00,LONG,0.005024466750313707,TP,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00,ext_score,R100,2023-W15,1.4955044955044792
H4,12,240,CLASSIC,,2023-04-21 20:00:00+00:00,SHORT,-0.001309339434471589,TIME,2023-04-21 12:00:00+00:00,2023-04-21 16:00:00+00:00,ext_score,R100,2023-W16,1.969907407407424
H4,4,240,CLASSIC,,2023-04-19 12:00:00+00:00,SHORT,0.011022184300341355,TP,2023-04-19 04:00:00+00:00,2023-04-19 08:00:00+00:00,ext_score,R100,2023-W16,1.7991278277459688
H4,8,240,CLASSIC,,2023-04-30 16:00:00+00:00,LONG,-0.008243263483153683,SL,2023-04-30 08:00:00+00:00,2023-04-30 12:00:00+00:00,ext_score,R100,2023-W17,1.472236118059015
H4,4,240,CLASSIC,,2023-04-26 12:00:00+00:00,LONG,0.008938586488923818,TP,2023-04-26 04:00:00+00:00,2023-04-26 08:00:00+00:00,ext_score,R100,2023-W17,1.1674942072161616
H4,8,240,CLASSIC,,2023-05-06 16:00:00+00:00,SHORT,-0.010296164984119947,SL,2023-05-06 08:00:00+00:00,2023-05-06 12:00:00+00:00,ext_score,R100,2023-W18,2.189888535031835
H4,8,240,CLASSIC,,2023-05-02 16:00:00+00:00,LONG,0.005519389221976758,TP,2023-05-02 08:00:00+00:00,2023-05-02 12:00:00+00:00,ext_score,R100,2023-W18,1.9945054945054836
H4,8,240,CLASSIC,,2023-05-10 16:00:00+00:00,LONG,-0.009033438517191903,SL,2023-05-10 08:00:00+00:00,2023-05-10 12:00:00+00:00,ext_score,R100,2023-W19,2.2235849056603842
H4,8,240,CLASSIC,,2023-05-14 16:00:00+00:00,LONG,-0.005164383814653171,SL,2023-05-14 08:00:00+00:00,2023-05-14 12:00:00+00:00,ext_score,R100,2023-W19,1.9374999999999931
H4,8,240,CLASSIC,,2023-05-18 16:00:00+00:00,SHORT,0.0025221309537880056,TP,2023-05-18 08:00:00+00:00,2023-05-18 12:00:00+00:00,ext_score,R100,2023-W20,2.2506887052341162
H4,20,240,CLASSIC,,2023-05-15 04:00:00+00:00,LONG,0.00293115180552911,TP,2023-05-14 20:00:00+00:00,2023-05-15 00:00:00+00:00,ext_score,R100,2023-W20,2.2313432835820373
H4,20,240,CLASSIC,,2023-05-24 04:00:00+00:00,SHORT,0.00242230108330216,TP,2023-05-23 20:00:00+00:00,2023-05-24 00:00:00+00:00,ext_score,R100,2023-W21,3.5142857142857142
H4,20,240,CLASSIC,,2023-05-23 04:00:00+00:00,LONG,-0.006541181222970925,SL,2023-05-22 20:00:00+00:00,2023-05-23 00:00:00+00:00,ext_score,R100,2023-W21,2.8912255257432404
H4,8,240,CLASSIC,,2023-06-03 16:00:00+00:00,LONG,-0.004204009848751298,SL,2023-06-03 08:00:00+00:00,2023-06-03 12:00:00+00:00,ext_score,R100,2023-W22,1.6111111111111467
H4,0,240,CLASSIC,,2023-05-31 08:00:00+00:00,SHORT,0.008628764217101738,TP,2023-05-31 00:00:00+00:00,2023-05-31 04:00:00+00:00,ext_score,R100,2023-W22,1.4530909090909039
H4,8,240,CLASSIC,,2023-06-05 16:00:00+00:00,SHORT,0.005586823202613113,TP,2023-06-05 08:00:00+00:00,2023-06-05 12:00:00+00:00,ext_score,R100,2023-W23,3.5564603691639305
H4,0,240,CLASSIC,,2023-06-10 08:00:00+00:00,SHORT,-0.012226558568959987,SL,2023-06-10 00:00:00+00:00,2023-06-10 04:00:00+00:00,ext_score,R100,2023-W23,2.2283636363636337
H4,16,240,CLASSIC,,2023-06-15 00:00:00+00:00,SHORT,0.0028358987732871057,TIME,2023-06-14 16:00:00+00:00,2023-06-14 20:00:00+00:00,ext_score,R100,2023-W24,1.8153449756656166
H4,12,240,CLASSIC,,2023-06-15 20:00:00+00:00,LONG,-0.008932270438743615,SL,2023-06-15 12:00:00+00:00,2023-06-15 16:00:00+00:00,ext_score,R100,2023-W24,1.8138551031200563
H4,8,240,CLASSIC,,2023-06-23 16:00:00+00:00,LONG,-0.010970782412135947,SL,2023-06-23 08:00:00+00:00,2023-06-23 12:00:00+00:00,ext_score,R100,2023-W25,3.506423258958767
H4,12,240,CLASSIC,,2023-06-20 20:00:00+00:00,LONG,0.016073649535098877,TP,2023-06-20 12:00:00+00:00,2023-06-20 16:00:00+00:00,ext_score,R100,2023-W25,1.7255899104963421
H4,8,240,CLASSIC,,2023-06-30 16:00:00+00:00,SHORT,-0.009156728337548157,SL,2023-06-30 08:00:00+00:00,2023-06-30 12:00:00+00:00,ext_score,R100,2023-W26,2.8591916558018498
H4,4,240,CLASSIC,,2023-06-27 12:00:00+00:00,LONG,-0.009556614399041706,SL,2023-06-27 04:00:00+00:00,2023-06-27 08:00:00+00:00,ext_score,R100,2023-W26,1.0105050505050446
H4,8,240,CLASSIC,,2023-07-03 16:00:00+00:00,LONG,-0.005240182824771509,SL,2023-07-03 08:00:00+00:00,2023-07-03 12:00:00+00:00,ext_score,R100,2023-W27,3.2211703958691644
H4,4,240,CLASSIC,,2023-07-05 12:00:00+00:00,SHORT,0.0024381477216646754,TP,2023-07-05 04:00:00+00:00,2023-07-05 08:00:00+00:00,ext_score,R100,2023-W27,2.9064327485380943
H4,12,240,CLASSIC,,2023-07-14 20:00:00+00:00,SHORT,-0.008732582168047008,TIME,2023-07-14 12:00:00+00:00,2023-07-14 16:00:00+00:00,ext_score,R100,2023-W28,2.8625954198473282
H4,12,240,CLASSIC,,2023-07-10 20:00:00+00:00,LONG,-0.008919422861684732,SL,2023-07-10 12:00:00+00:00,2023-07-10 16:00:00+00:00,ext_score,R100,2023-W28,2.0323567993003837
H4,12,240,CLASSIC,,2023-07-23 20:00:00+00:00,LONG,-0.004375368562415436,SL,2023-07-23 12:00:00+00:00,2023-07-23 16:00:00+00:00,ext_score,R100,2023-W29,1.8543352601155818
H4,8,240,CLASSIC,,2023-07-20 16:00:00+00:00,SHORT,0.007508857815117067,TP,2023-07-20 08:00:00+00:00,2023-07-20 12:00:00+00:00,ext_score,R100,2023-W29,1.3368107302533432
H4,4,240,CLASSIC,,2023-07-24 12:00:00+00:00,SHORT,0.0061282395239869464,TP,2023-07-24 04:00:00+00:00,2023-07-24 08:00:00+00:00,ext_score,R100,2023-W30,1.702956989247316
H4,8,240,CLASSIC,,2023-07-28 16:00:00+00:00,LONG,-0.005809200449300609,SL,2023-07-28 08:00:00+00:00,2023-07-28 12:00:00+00:00,ext_score,R100,2023-W30,1.1026856240126077
H4,20,240,CLASSIC,,2023-08-01 04:00:00+00:00,SHORT,0.004849735080724895,TP,2023-07-31 20:00:00+00:00,2023-08-01 00:00:00+00:00,ext_score,R100,2023-W31,1.5420765027322445
H4,8,240,CLASSIC,,2023-07-31 16:00:00+00:00,SHORT,0.0017191520732912648,TP,2023-07-31 08:00:00+00:00,2023-07-31 12:00:00+00:00,ext_score,R100,2023-W31,0.9149840595111957
H4,8,240,CLASSIC,,2023-08-07 16:00:00+00:00,SHORT,-0.005492624734864724,SL,2023-08-07 08:00:00+00:00,2023-08-07 12:00:00+00:00,ext_score,R100,2023-W32,1.5434027777777617
H4,12,240,CLASSIC,,2023-08-13 20:00:00+00:00,LONG,-0.002641847345884517,SL,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,ext_score,R100,2023-W32,1.2946428571429132
H4,8,240,CLASSIC,,2023-08-17 16:00:00+00:00,SHORT,0.004180332654033338,TP,2023-08-17 08:00:00+00:00,2023-08-17 12:00:00+00:00,ext_score,R100,2023-W33,3.4571248423707712
H4,16,240,CLASSIC,,2023-08-18 00:00:00+00:00,SHORT,0.012705346170757305,TP,2023-08-17 16:00:00+00:00,2023-08-17 20:00:00+00:00,ext_score,R100,2023-W33,2.8843915343915323
H4,8,240,CLASSIC,,2023-08-24 16:00:00+00:00,SHORT,-0.008168641990510648,SL,2023-08-24 08:00:00+00:00,2023-08-24 12:00:00+00:00,ext_score,R100,2023-W34,2.3525678015003026
H4,12,240,CLASSIC,,2023-08-23 20:00:00+00:00,LONG,-0.01604056328714415,SL,2023-08-23 12:00:00+00:00,2023-08-23 16:00:00+00:00,ext_score,R100,2023-W34,1.1064599483204154
H4,8,240,CLASSIC,,2023-08-29 16:00:00+00:00,LONG,0.0033556440021303437,TP,2023-08-29 08:00:00+00:00,2023-08-29 12:00:00+00:00,ext_score,R100,2023-W35,10.316303531179694
H4,8,240,CLASSIC,,2023-09-01 16:00:00+00:00,SHORT,-0.006407357159469771,SL,2023-09-01 08:00:00+00:00,2023-09-01 12:00:00+00:00,ext_score,R100,2023-W35,1.1350710900474121
H4,8,240,CLASSIC,,2023-09-06 16:00:00+00:00,SHORT,-0.004064874512732462,SL,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,ext_score,R100,2023-W36,1.9009146341463947
H4,4,240,CLASSIC,,2023-09-08 12:00:00+00:00,SHORT,-0.004244987204255533,TIME,2023-09-08 04:00:00+00:00,2023-09-08 08:00:00+00:00,ext_score,R100,2023-W36,1.6494696239151212
H4,20,240,CLASSIC,,2023-09-12 04:00:00+00:00,LONG,0.010986330957569792,TP,2023-09-11 20:00:00+00:00,2023-09-12 00:00:00+00:00,ext_score,R100,2023-W37,1.7956521739130458
H4,8,240,CLASSIC,,2023-09-11 16:00:00+00:00,SHORT,-0.011973102173497395,SL,2023-09-11 08:00:00+00:00,2023-09-11 12:00:00+00:00,ext_score,R100,2023-W37,1.7211867630277577
H4,4,240,CLASSIC,,2023-09-19 12:00:00+00:00,LONG,-0.005907810640454923,SL,2023-09-19 04:00:00+00:00,2023-09-19 08:00:00+00:00,ext_score,R100,2023-W38,3.0358333333333274
H4,4,240,CLASSIC,,2023-09-21 12:00:00+00:00,SHORT,0.0032263011361086127,TP,2023-09-21 04:00:00+00:00,2023-09-21 08:00:00+00:00,ext_score,R100,2023-W38,1.9271575613617753
H4,4,240,CLASSIC,,2023-09-27 12:00:00+00:00,LONG,-0.003712612639549638,SL,2023-09-27 04:00:00+00:00,2023-09-27 08:00:00+00:00,ext_score,R100,2023-W39,8.03547297297338
H4,8,240,CLASSIC,,2023-09-28 16:00:00+00:00,LONG,0.007614366418261355,TP,2023-09-28 08:00:00+00:00,2023-09-28 12:00:00+00:00,ext_score,R100,2023-W39,1.5934199837530387
H4,16,240,CLASSIC,,2023-10-02 00:00:00+00:00,LONG,-0.005827874945499465,SL,2023-10-01 16:00:00+00:00,2023-10-01 20:00:00+00:00,ext_score,R100,2023-W40,6.927332782824208
H4,4,240,CLASSIC,,2023-10-04 12:00:00+00:00,LONG,-0.005353410740203178,SL,2023-10-04 04:00:00+00:00,2023-10-04 08:00:00+00:00,ext_score,R100,2023-W40,1.1101694915254299
H4,4,240,CLASSIC,,2023-10-09 12:00:00+00:00,SHORT,-0.0063805361305361834,SL,2023-10-09 04:00:00+00:00,2023-10-09 08:00:00+00:00,ext_score,R100,2023-W41,2.567910447761183
H4,20,240,CLASSIC,,2023-10-11 04:00:00+00:00,SHORT,-0.007059115134052161,SL,2023-10-10 20:00:00+00:00,2023-10-11 00:00:00+00:00,ext_score,R100,2023-W41,2.0479680213190763
H4,0,240,CLASSIC,,2023-10-16 08:00:00+00:00,LONG,-0.00794461368241056,SL,2023-10-16 00:00:00+00:00,2023-10-16 04:00:00+00:00,ext_score,R100,2023-W42,3.1348940914158767
H4,4,240,CLASSIC,,2023-10-20 12:00:00+00:00,LONG,-0.011402815631296135,SL,2023-10-20 04:00:00+00:00,2023-10-20 08:00:00+00:00,ext_score,R100,2023-W42,1.437034529451584
H4,20,240,CLASSIC,,2023-10-23 04:00:00+00:00,LONG,-0.013288867949706904,SL,2023-10-22 20:00:00+00:00,2023-10-23 00:00:00+00:00,ext_score,R100,2023-W43,1.8326891220320207
H4,16,240,CLASSIC,,2023-10-24 00:00:00+00:00,LONG,0.030990778254822715,TP,2023-10-23 16:00:00+00:00,2023-10-23 20:00:00+00:00,ext_score,R100,2023-W43,1.5290340591848084
H4,16,240,CLASSIC,,2023-11-05 00:00:00+00:00,LONG,-0.0045482154110244016,SL,2023-11-04 16:00:00+00:00,2023-11-04 20:00:00+00:00,ext_score,R100,2023-W44,2.5977549111318363
H4,16,240,CLASSIC,,2023-11-02 00:00:00+00:00,LONG,0.011514462081128775,TP,2023-11-01 16:00:00+00:00,2023-11-01 20:00:00+00:00,ext_score,R100,2023-W44,1.4904596704249908
H4,12,240,CLASSIC,,2023-11-07 20:00:00+00:00,LONG,0.00777734787940282,TP,2023-11-07 12:00:00+00:00,2023-11-07 16:00:00+00:00,ext_score,R100,2023-W45,1.896080218778495
H4,4,240,CLASSIC,,2023-11-07 12:00:00+00:00,SHORT,-0.005903276615280615,SL,2023-11-07 04:00:00+00:00,2023-11-07 08:00:00+00:00,ext_score,R100,2023-W45,1.3259016393442433
H4,12,240,CLASSIC,,2023-11-15 20:00:00+00:00,LONG,0.009470650777831548,TP,2023-11-15 12:00:00+00:00,2023-11-15 16:00:00+00:00,ext_score,R100,2023-W46,2.665533155210127
H4,4,240,CLASSIC,,2023-11-15 12:00:00+00:00,LONG,0.006294894426898847,TP,2023-11-15 04:00:00+00:00,2023-11-15 08:00:00+00:00,ext_score,R100,2023-W46,2.01910828025473
H4,12,240,CLASSIC,,2023-11-22 20:00:00+00:00,LONG,0.009621567744236227,TP,2023-11-22 12:00:00+00:00,2023-11-22 16:00:00+00:00,ext_score,R100,2023-W47,1.5482160077145433
H4,8,240,CLASSIC,,2023-11-26 16:00:00+00:00,SHORT,0.002706531615799869,TP,2023-11-26 08:00:00+00:00,2023-11-26 12:00:00+00:00,ext_score,R100,2023-W47,1.4752223634053045
H4,12,240,CLASSIC,,2023-12-02 20:00:00+00:00,LONG,0.002850980810018168,TP,2023-12-02 12:00:00+00:00,2023-12-02 16:00:00+00:00,ext_score,R100,2023-W48,3.247230320699717
H4,8,240,CLASSIC,,2023-12-03 16:00:00+00:00,LONG,-0.0053482337110303795,SL,2023-12-03 08:00:00+00:00,2023-12-03 12:00:00+00:00,ext_score,R100,2023-W48,1.4326797385620724
H4,4,240,CLASSIC,,2023-12-07 12:00:00+00:00,SHORT,-0.006846430158495119,SL,2023-12-07 04:00:00+00:00,2023-12-07 08:00:00+00:00,ext_score,R100,2023-W49,2.7242424242424055
H4,12,240,CLASSIC,,2023-12-05 20:00:00+00:00,LONG,-0.004623146416024069,TIME,2023-12-05 12:00:00+00:00,2023-12-05 16:00:00+00:00,ext_score,R100,2023-W49,1.5235849056603774
H4,20,240,CLASSIC,,2023-12-11 04:00:00+00:00,SHORT,0.011420470686106023,TP,2023-12-10 20:00:00+00:00,2023-12-11 00:00:00+00:00,ext_score,R100,2023-W50,2.2676056338028237
H4,8,240,CLASSIC,,2023-12-13 16:00:00+00:00,LONG,0.006567206863679788,TP,2023-12-13 08:00:00+00:00,2023-12-13 12:00:00+00:00,ext_score,R100,2023-W50,1.9042836041358893
H4,8,240,CLASSIC,,2023-12-20 16:00:00+00:00,LONG,-0.00929511285444956,SL,2023-12-20 08:00:00+00:00,2023-12-20 12:00:00+00:00,ext_score,R100,2023-W51,3.032013969732268
H4,16,240,CLASSIC,,2023-12-19 00:00:00+00:00,LONG,0.012092114698700364,TP,2023-12-18 16:00:00+00:00,2023-12-18 20:00:00+00:00,ext_score,R100,2023-W51,1.5891379310344778
H4,16,240,CLASSIC,,2023-12-25 00:00:00+00:00,SHORT,0.0027387068572650177,TP,2023-12-24 16:00:00+00:00,2023-12-24 20:00:00+00:00,ext_score,R100,2023-W52,3.07131102578176
H4,0,240,CLASSIC,,2023-12-26 08:00:00+00:00,SHORT,0.003993157502447499,TP,2023-12-26 00:00:00+00:00,2023-12-26 04:00:00+00:00,ext_score,R100,2023-W52,2.557635048915383
H4,4,240,CLASSIC,,2024-01-03 12:00:00+00:00,SHORT,0.00908796356642866,TP,2024-01-03 04:00:00+00:00,2024-01-03 08:00:00+00:00,ext_score,R100,2024-W01,2.658963282937362
H4,12,240,CLASSIC,,2024-01-01 20:00:00+00:00,LONG,0.004767764405526677,TP,2024-01-01 12:00:00+00:00,2024-01-01 16:00:00+00:00,ext_score,R100,2024-W01,2.449450549450539
H4,12,240,CLASSIC,,2024-01-08 20:00:00+00:00,LONG,-0.005033508767824433,TIME,2024-01-08 12:00:00+00:00,2024-01-08 16:00:00+00:00,ext_score,R100,2024-W02,1.4373394495412817
H4,8,240,CLASSIC,,2024-01-12 16:00:00+00:00,SHORT,0.015411974576975908,TP,2024-01-12 08:00:00+00:00,2024-01-12 12:00:00+00:00,ext_score,R100,2024-W02,1.3719601328903674
H4,12,240,CLASSIC,,2024-01-18 20:00:00+00:00,SHORT,-0.012969198472724206,SL,2024-01-18 12:00:00+00:00,2024-01-18 16:00:00+00:00,ext_score,R100,2024-W03,2.841836734693875
H4,16,240,CLASSIC,,2024-01-15 00:00:00+00:00,SHORT,-0.010746458000378599,SL,2024-01-14 16:00:00+00:00,2024-01-14 20:00:00+00:00,ext_score,R100,2024-W03,2.327805130862898
H4,4,240,CLASSIC,,2024-01-26 12:00:00+00:00,LONG,-0.0096362864321729,SL,2024-01-26 04:00:00+00:00,2024-01-26 08:00:00+00:00,ext_score,R100,2024-W04,3.1426444312091024
H4,4,240,CLASSIC,,2024-01-23 12:00:00+00:00,SHORT,-0.014779210917833017,SL,2024-01-23 04:00:00+00:00,2024-01-23 08:00:00+00:00,ext_score,R100,2024-W04,1.563675130839336
H4,4,240,CLASSIC,,2024-01-31 12:00:00+00:00,SHORT,-0.00668411830111054,SL,2024-01-31 04:00:00+00:00,2024-01-31 08:00:00+00:00,ext_score,R100,2024-W05,1.0158371040723981
H4,16,240,CLASSIC,,2024-01-31 00:00:00+00:00,SHORT,0.007503152501380618,TP,2024-01-30 16:00:00+00:00,2024-01-30 20:00:00+00:00,ext_score,R100,2024-W05,0.7230848861283466
H4,8,240,CLASSIC,,2024-02-08 16:00:00+00:00,LONG,-0.01004064625251072,SL,2024-02-08 08:00:00+00:00,2024-02-08 12:00:00+00:00,ext_score,R100,2024-W06,1.3460546673542964
H4,4,240,CLASSIC,,2024-02-09 12:00:00+00:00,LONG,0.011102876840437816,TP,2024-02-09 04:00:00+00:00,2024-02-09 08:00:00+00:00,ext_score,R100,2024-W06,1.2308598351001117
H4,8,240,CLASSIC,,2024-02-12 16:00:00+00:00,LONG,-0.003737333627104321,TIME,2024-02-12 08:00:00+00:00,2024-02-12 12:00:00+00:00,ext_score,R100,2024-W07,2.6177095245874966
H4,4,240,CLASSIC,,2024-02-14 12:00:00+00:00,LONG,0.0028041718102907467,TIME,2024-02-14 04:00:00+00:00,2024-02-14 08:00:00+00:00,ext_score,R100,2024-W07,2.4860441326903255
H4,12,240,CLASSIC,,2024-02-24 20:00:00+00:00,LONG,0.0014249911319850774,TP,2024-02-24 12:00:00+00:00,2024-02-24 16:00:00+00:00,ext_score,R100,2024-W08,2.556660039761549
H4,0,240,CLASSIC,,2024-02-21 08:00:00+00:00,SHORT,0.005889549204552815,TP,2024-02-21 00:00:00+00:00,2024-02-21 04:00:00+00:00,ext_score,R100,2024-W08,1.1043797534749418
H4,8,240,CLASSIC,,2024-02-26 16:00:00+00:00,LONG,0.008081594864598087,TP,2024-02-26 08:00:00+00:00,2024-02-26 12:00:00+00:00,ext_score,R100,2024-W09,2.8487958941966216
H4,0,240,CLASSIC,,2024-02-28 08:00:00+00:00,LONG,0.005709274801500465,TP,2024-02-28 00:00:00+00:00,2024-02-28 04:00:00+00:00,ext_score,R100,2024-W09,2.735189150606687
H4,20,240,CLASSIC,,2024-03-10 04:00:00+00:00,LONG,0.002009709860131993,TP,2024-03-09 20:00:00+00:00,2024-03-10 00:00:00+00:00,ext_score,R100,2024-W10,2.92424866200073
H4,0,240,CLASSIC,,2024-03-06 08:00:00+00:00,LONG,-0.0218222622166499,SL,2024-03-06 00:00:00+00:00,2024-03-06 04:00:00+00:00,ext_score,R100,2024-W10,1.8968084322252523
H4,8,240,CLASSIC,,2024-03-14 16:00:00+00:00,SHORT,0.011475199035322183,TP,2024-03-14 08:00:00+00:00,2024-03-14 12:00:00+00:00,ext_score,R100,2024-W11,1.9277173913043477
H4,0,240,CLASSIC,,2024-03-11 08:00:00+00:00,LONG,0.00997648471931495,TIME,2024-03-11 00:00:00+00:00,2024-03-11 04:00:00+00:00,ext_score,R100,2024-W11,1.0948271586569442
H4,4,240,CLASSIC,,2024-03-22 12:00:00+00:00,SHORT,0.012356018771365553,TP,2024-03-22 04:00:00+00:00,2024-03-22 08:00:00+00:00,ext_score,R100,2024-W12,1.7219539584503023
H4,16,240,CLASSIC,,2024-03-20 00:00:00+00:00,SHORT,-0.030541163970110252,SL,2024-03-19 16:00:00+00:00,2024-03-19 20:00:00+00:00,ext_score,R100,2024-W12,1.1272919213245907
H4,8,240,CLASSIC,,2024-03-25 16:00:00+00:00,LONG,0.007149213610234297,TP,2024-03-25 08:00:00+00:00,2024-03-25 12:00:00+00:00,ext_score,R100,2024-W13,4.066048667439131
