symbol,partition,date_utc,level,visit_ordinal,bar_start,visit_signal_ts,H,L,opposite_visits_known
BTCUSDT,external,2020-01-02,LOW,1,2020-01-02 13:50:00+00:00,2020-01-02 13:55:00+00:00,7175.0,7106.75,0
BTCUSDT,external,2020-01-03,HIGH,1,2020-01-03 13:55:00+00:00,2020-01-03 14:00:00+00:00,7368.33,7198.0,0
BTCUSDT,external,2020-01-03,HIGH,2,2020-01-03 16:10:00+00:00,2020-01-03 16:15:00+00:00,7368.33,7198.0,0
BTCUSDT,external,2020-01-03,HIGH,3,2020-01-03 16:30:00+00:00,2020-01-03 16:35:00+00:00,7368.33,7198.0,0
BTCUSDT,external,2020-01-06,HIGH,1,2020-01-06 13:50:00+00:00,2020-01-06 13:55:00+00:00,7576.0,7505.35,0
BTCUSDT,external,2020-01-06,LOW,1,2020-01-06 13:55:00+00:00,2020-01-06 14:00:00+00:00,7576.0,7505.35,1
BTCUSDT,external,2020-01-10,HIGH,1,2020-01-10 13:30:00+00:00,2020-01-10 13:35:00+00:00,7929.0,7670.0,0
BTCUSDT,external,2020-01-17,LOW,1,2020-01-17 14:20:00+00:00,2020-01-17 14:25:00+00:00,9039.0,8800.0,0
BTCUSDT,external,2020-01-20,HIGH,1,2020-01-20 15:50:00+00:00,2020-01-20 15:55:00+00:00,8686.0,8526.06,0
BTCUSDT,external,2020-01-22,LOW,1,2020-01-22 16:35:00+00:00,2020-01-22 16:40:00+00:00,8749.0,8616.09,0
BTCUSDT,external,2020-01-23,LOW,1,2020-01-23 13:35:00+00:00,2020-01-23 13:40:00+00:00,8625.0,8374.0,0
BTCUSDT,external,2020-01-23,LOW,2,2020-01-23 13:45:00+00:00,2020-01-23 13:50:00+00:00,8625.0,8374.0,0
BTCUSDT,external,2020-01-27,HIGH,1,2020-01-27 13:30:00+00:00,2020-01-27 13:35:00+00:00,8764.0,8565.0,0
BTCUSDT,external,2020-01-30,HIGH,1,2020-01-30 14:00:00+00:00,2020-01-30 14:05:00+00:00,9415.2,9322.12,0
BTCUSDT,external,2020-01-30,LOW,1,2020-01-30 14:05:00+00:00,2020-01-30 14:10:00+00:00,9415.2,9322.12,1
BTCUSDT,external,2020-01-30,HIGH,2,2020-01-30 16:15:00+00:00,2020-01-30 16:20:00+00:00,9415.2,9322.12,1
BTCUSDT,external,2020-02-03,LOW,1,2020-02-03 15:25:00+00:00,2020-02-03 15:30:00+00:00,9407.0,9304.0,0
BTCUSDT,external,2020-02-03,LOW,2,2020-02-03 15:45:00+00:00,2020-02-03 15:50:00+00:00,9407.0,9304.0,0
BTCUSDT,external,2020-02-12,HIGH,1,2020-02-12 13:30:00+00:00,2020-02-12 13:35:00+00:00,10395.0,10235.52,0
BTCUSDT,external,2020-02-24,LOW,1,2020-02-24 15:45:00+00:00,2020-02-24 15:50:00+00:00,9848.2,9702.0,0
BTCUSDT,external,2020-02-24,LOW,2,2020-02-24 16:15:00+00:00,2020-02-24 16:20:00+00:00,9848.2,9702.0,0
BTCUSDT,external,2020-02-26,LOW,1,2020-02-26 14:00:00+00:00,2020-02-26 14:05:00+00:00,9300.0,9016.66,0
BTCUSDT,external,2020-03-03,LOW,1,2020-03-03 14:05:00+00:00,2020-03-03 14:10:00+00:00,8907.0,8737.07,0
BTCUSDT,external,2020-03-09,LOW,1,2020-03-09 13:35:00+00:00,2020-03-09 13:40:00+00:00,7996.28,7762.06,0
BTCUSDT,external,2020-03-11,LOW,1,2020-03-11 15:35:00+00:00,2020-03-11 15:40:00+00:00,7930.0,7758.18,0
BTCUSDT,external,2020-03-16,HIGH,1,2020-03-16 14:25:00+00:00,2020-03-16 14:30:00+00:00,4949.0,4413.62,0
BTCUSDT,external,2020-03-18,HIGH,1,2020-03-18 13:30:00+00:00,2020-03-18 13:35:00+00:00,5249.18,4982.75,0
BTCUSDT,external,2020-03-24,LOW,1,2020-03-24 15:05:00+00:00,2020-03-24 15:10:00+00:00,6840.0,6500.68,0
BTCUSDT,external,2020-03-27,LOW,1,2020-03-27 13:45:00+00:00,2020-03-27 13:50:00+00:00,6699.0,6579.0,0
BTCUSDT,external,2020-03-27,LOW,2,2020-03-27 14:00:00+00:00,2020-03-27 14:05:00+00:00,6699.0,6579.0,0
BTCUSDT,external,2020-04-01,LOW,1,2020-04-01 13:35:00+00:00,2020-04-01 13:40:00+00:00,6337.0,6180.0,0
BTCUSDT,external,2020-04-01,LOW,2,2020-04-01 16:00:00+00:00,2020-04-01 16:05:00+00:00,6337.0,6180.0,0
BTCUSDT,external,2020-04-02,HIGH,1,2020-04-02 14:35:00+00:00,2020-04-02 14:40:00+00:00,6728.2,6600.0,0
BTCUSDT,external,2020-04-03,LOW,1,2020-04-03 13:55:00+00:00,2020-04-03 14:00:00+00:00,7049.11,6835.0,0
BTCUSDT,external,2020-04-08,LOW,1,2020-04-08 13:55:00+00:00,2020-04-08 14:00:00+00:00,7343.46,7210.46,0
BTCUSDT,external,2020-04-08,HIGH,1,2020-04-08 17:15:00+00:00,2020-04-08 17:20:00+00:00,7343.46,7210.46,1
BTCUSDT,external,2020-04-09,HIGH,1,2020-04-09 14:00:00+00:00,2020-04-09 14:05:00+00:00,7345.0,7105.98,0
BTCUSDT,external,2020-04-17,LOW,1,2020-04-17 13:30:00+00:00,2020-04-17 13:35:00+00:00,7122.64,7013.33,0
BTCUSDT,external,2020-04-17,LOW,2,2020-04-17 14:35:00+00:00,2020-04-17 14:40:00+00:00,7122.64,7013.33,0
BTCUSDT,external,2020-04-17,LOW,3,2020-04-17 14:45:00+00:00,2020-04-17 14:50:00+00:00,7122.64,7013.33,0
BTCUSDT,external,2020-04-17,LOW,4,2020-04-17 15:00:00+00:00,2020-04-17 15:05:00+00:00,7122.64,7013.33,0
BTCUSDT,external,2020-04-22,HIGH,1,2020-04-22 13:45:00+00:00,2020-04-22 13:50:00+00:00,7075.0,6915.0,0
BTCUSDT,external,2020-04-27,LOW,1,2020-04-27 13:30:00+00:00,2020-04-27 13:35:00+00:00,7738.0,7650.0,0
BTCUSDT,external,2020-04-27,LOW,2,2020-04-27 14:40:00+00:00,2020-04-27 14:45:00+00:00,7738.0,7650.0,0
BTCUSDT,external,2020-04-27,LOW,3,2020-04-27 17:00:00+00:00,2020-04-27 17:05:00+00:00,7738.0,7650.0,0
BTCUSDT,external,2020-04-28,LOW,1,2020-04-28 14:55:00+00:00,2020-04-28 15:00:00+00:00,7760.0,7681.05,0
BTCUSDT,external,2020-05-01,LOW,1,2020-05-01 14:00:00+00:00,2020-05-01 14:05:00+00:00,9065.0,8755.0,0
BTCUSDT,external,2020-05-07,HIGH,1,2020-05-07 16:50:00+00:00,2020-05-07 16:55:00+00:00,9630.0,9251.99,0
BTCUSDT,external,2020-05-11,LOW,1,2020-05-11 16:35:00+00:00,2020-05-11 16:40:00+00:00,9164.0,8472.01,0
BTCUSDT,external,2020-05-11,LOW,2,2020-05-11 17:55:00+00:00,2020-05-11 18:00:00+00:00,9164.0,8472.01,0
BTCUSDT,external,2020-05-13,HIGH,1,2020-05-13 14:05:00+00:00,2020-05-13 14:10:00+00:00,9115.0,8828.0,0
BTCUSDT,external,2020-05-13,HIGH,2,2020-05-13 15:10:00+00:00,2020-05-13 15:15:00+00:00,9115.0,8828.0,0
BTCUSDT,external,2020-05-15,LOW,1,2020-05-15 15:05:00+00:00,2020-05-15 15:10:00+00:00,9700.0,9460.0,0
BTCUSDT,external,2020-05-15,LOW,2,2020-05-15 15:30:00+00:00,2020-05-15 15:35:00+00:00,9700.0,9460.0,0
BTCUSDT,external,2020-05-21,LOW,1,2020-05-21 14:05:00+00:00,2020-05-21 14:10:00+00:00,9498.49,9225.53,0
BTCUSDT,external,2020-05-25,HIGH,1,2020-05-25 17:35:00+00:00,2020-05-25 17:40:00+00:00,8876.6,8657.0,0
BTCUSDT,external,2020-05-29,LOW,1,2020-05-29 15:15:00+00:00,2020-05-29 15:20:00+00:00,9590.0,9339.97,0
BTCUSDT,external,2020-06-01,HIGH,1,2020-06-01 16:10:00+00:00,2020-06-01 16:15:00+00:00,9587.49,9486.89,0
BTCUSDT,external,2020-06-02,HIGH,1,2020-06-02 13:30:00+00:00,2020-06-02 13:35:00+00:00,10179.0,10100.0,0
BTCUSDT,external,2020-06-03,LOW,1,2020-06-03 14:10:00+00:00,2020-06-03 14:15:00+00:00,9644.0,9486.34,0
BTCUSDT,external,2020-06-04,HIGH,1,2020-06-04 13:45:00+00:00,2020-06-04 13:50:00+00:00,9777.0,9440.0,0
BTCUSDT,external,2020-06-10,HIGH,1,2020-06-10 13:35:00+00:00,2020-06-10 13:40:00+00:00,9774.0,9706.0,0
BTCUSDT,external,2020-06-10,HIGH,2,2020-06-10 16:45:00+00:00,2020-06-10 16:50:00+00:00,9774.0,9706.0,0
BTCUSDT,external,2020-06-17,LOW,1,2020-06-17 13:30:00+00:00,2020-06-17 13:35:00+00:00,9569.0,9450.0,0
BTCUSDT,external,2020-06-17,LOW,2,2020-06-17 13:50:00+00:00,2020-06-17 13:55:00+00:00,9569.0,9450.0,0
BTCUSDT,external,2020-06-18,LOW,1,2020-06-18 16:15:00+00:00,2020-06-18 16:20:00+00:00,9483.85,9373.3,0
BTCUSDT,external,2020-06-18,LOW,2,2020-06-18 19:00:00+00:00,2020-06-18 19:05:00+00:00,9483.85,9373.3,0
BTCUSDT,external,2020-06-19,LOW,1,2020-06-19 18:30:00+00:00,2020-06-19 18:35:00+00:00,9453.0,9270.08,0
BTCUSDT,external,2020-06-23,HIGH,1,2020-06-23 14:15:00+00:00,2020-06-23 14:20:00+00:00,9669.34,9585.0,0
BTCUSDT,external,2020-06-24,LOW,1,2020-06-24 15:40:00+00:00,2020-06-24 15:45:00+00:00,9555.83,9257.76,0
BTCUSDT,external,2020-06-29,LOW,1,2020-06-29 13:30:00+00:00,2020-06-29 13:35:00+00:00,9136.66,9028.0,0
BTCUSDT,external,2020-06-29,LOW,2,2020-06-29 13:45:00+00:00,2020-06-29 13:50:00+00:00,9136.66,9028.0,0
BTCUSDT,external,2020-07-06,HIGH,1,2020-07-06 15:40:00+00:00,2020-07-06 15:45:00+00:00,9275.08,9171.0,0
BTCUSDT,external,2020-07-08,HIGH,1,2020-07-08 13:40:00+00:00,2020-07-08 13:45:00+00:00,9333.13,9264.53,0
BTCUSDT,external,2020-07-09,LOW,1,2020-07-09 14:20:00+00:00,2020-07-09 14:25:00+00:00,9435.0,9352.01,0
BTCUSDT,external,2020-07-15,LOW,1,2020-07-15 16:50:00+00:00,2020-07-15 16:55:00+00:00,9248.0,9190.0,0
BTCUSDT,external,2020-07-16,HIGH,1,2020-07-16 16:15:00+00:00,2020-07-16 16:20:00+00:00,9140.98,9044.02,0
BTCUSDT,external,2020-07-16,HIGH,2,2020-07-16 18:20:00+00:00,2020-07-16 18:25:00+00:00,9140.98,9044.02,0
BTCUSDT,external,2020-07-22,HIGH,1,2020-07-22 15:00:00+00:00,2020-07-22 15:05:00+00:00,9355.0,9292.56,0
BTCUSDT,external,2020-07-22,HIGH,2,2020-07-22 17:25:00+00:00,2020-07-22 17:30:00+00:00,9355.0,9292.56,0
BTCUSDT,external,2020-07-23,LOW,1,2020-07-23 14:20:00+00:00,2020-07-23 14:25:00+00:00,9535.77,9484.0,0
BTCUSDT,external,2020-07-24,HIGH,1,2020-07-24 15:45:00+00:00,2020-07-24 15:50:00+00:00,9565.0,9490.0,0
BTCUSDT,external,2020-07-30,HIGH,1,2020-07-30 13:35:00+00:00,2020-07-30 13:40:00+00:00,11028.94,10826.55,0
BTCUSDT,external,2020-08-05,HIGH,1,2020-08-05 14:00:00+00:00,2020-08-05 14:05:00+00:00,11635.96,11283.0,0
BTCUSDT,external,2020-08-11,LOW,1,2020-08-11 13:30:00+00:00,2020-08-11 13:35:00+00:00,11780.0,11583.0,0
BTCUSDT,external,2020-08-12,HIGH,1,2020-08-12 13:45:00+00:00,2020-08-12 13:50:00+00:00,11546.02,11425.0,0
BTCUSDT,external,2020-08-19,LOW,1,2020-08-19 14:55:00+00:00,2020-08-19 15:00:00+00:00,11922.5,11741.87,0
BTCUSDT,external,2020-08-20,HIGH,1,2020-08-20 14:50:00+00:00,2020-08-20 14:55:00+00:00,11850.0,11690.47,0
BTCUSDT,external,2020-08-21,LOW,1,2020-08-21 17:00:00+00:00,2020-08-21 17:05:00+00:00,11842.01,11628.79,0
BTCUSDT,external,2020-08-21,LOW,2,2020-08-21 18:15:00+00:00,2020-08-21 18:20:00+00:00,11842.01,11628.79,0
BTCUSDT,external,2020-08-25,LOW,1,2020-08-25 13:35:00+00:00,2020-08-25 13:40:00+00:00,11662.71,11460.0,0
BTCUSDT,external,2020-08-26,LOW,1,2020-08-26 13:30:00+00:00,2020-08-26 13:35:00+00:00,11450.47,11266.83,0
BTCUSDT,external,2020-08-27,LOW,1,2020-08-27 14:05:00+00:00,2020-08-27 14:10:00+00:00,11593.0,11278.08,0
BTCUSDT,external,2020-08-27,LOW,2,2020-08-27 16:55:00+00:00,2020-08-27 17:00:00+00:00,11593.0,11278.08,0
BTCUSDT,external,2020-09-03,LOW,1,2020-09-03 15:35:00+00:00,2020-09-03 15:40:00+00:00,11475.0,10612.16,0
BTCUSDT,external,2020-09-03,LOW,2,2020-09-03 16:50:00+00:00,2020-09-03 16:55:00+00:00,11475.0,10612.16,0
BTCUSDT,external,2020-09-04,LOW,1,2020-09-04 14:15:00+00:00,2020-09-04 14:20:00+00:00,10530.37,10295.0,0
BTCUSDT,external,2020-09-07,HIGH,1,2020-09-07 16:05:00+00:00,2020-09-07 16:10:00+00:00,10188.54,9879.68,0
BTCUSDT,external,2020-09-11,HIGH,1,2020-09-11 16:00:00+00:00,2020-09-11 16:05:00+00:00,10334.99,10251.32,0
BTCUSDT,external,2020-09-11,HIGH,2,2020-09-11 16:30:00+00:00,2020-09-11 16:35:00+00:00,10334.99,10251.32,0
BTCUSDT,external,2020-09-11,HIGH,3,2020-09-11 19:30:00+00:00,2020-09-11 19:35:00+00:00,10334.99,10251.32,0
BTCUSDT,external,2020-09-11,HIGH,4,2020-09-11 19:45:00+00:00,2020-09-11 19:50:00+00:00,10334.99,10251.32,0
BTCUSDT,external,2020-09-14,HIGH,1,2020-09-14 13:30:00+00:00,2020-09-14 13:35:00+00:00,10617.6,10320.79,0
BTCUSDT,external,2020-09-23,HIGH,1,2020-09-23 13:30:00+00:00,2020-09-23 13:35:00+00:00,10515.0,10398.45,0
BTCUSDT,external,2020-09-30,HIGH,1,2020-09-30 13:30:00+00:00,2020-09-30 13:35:00+00:00,10744.49,10660.05,0
BTCUSDT,external,2020-10-05,HIGH,1,2020-10-05 14:00:00+00:00,2020-10-05 14:05:00+00:00,10729.96,10650.0,0
BTCUSDT,external,2020-10-07,HIGH,1,2020-10-07 13:30:00+00:00,2020-10-07 13:35:00+00:00,10628.6,10563.08,0
BTCUSDT,external,2020-10-07,HIGH,2,2020-10-07 14:55:00+00:00,2020-10-07 15:00:00+00:00,10628.6,10563.08,0
BTCUSDT,external,2020-10-08,HIGH,1,2020-10-08 13:30:00+00:00,2020-10-08 13:35:00+00:00,10743.99,10523.0,0
BTCUSDT,external,2020-10-08,HIGH,2,2020-10-08 14:00:00+00:00,2020-10-08 14:05:00+00:00,10743.99,10523.0,0
BTCUSDT,external,2020-10-12,HIGH,1,2020-10-12 13:35:00+00:00,2020-10-12 13:40:00+00:00,11394.64,11157.0,0
BTCUSDT,external,2020-10-13,LOW,1,2020-10-13 13:30:00+00:00,2020-10-13 13:35:00+00:00,11562.0,11372.06,0
BTCUSDT,external,2020-10-15,HIGH,1,2020-10-15 13:50:00+00:00,2020-10-15 13:55:00+00:00,11402.11,11250.0,0
BTCUSDT,external,2020-10-19,HIGH,1,2020-10-19 15:15:00+00:00,2020-10-19 15:20:00+00:00,11700.0,11442.62,0
BTCUSDT,external,2020-10-20,HIGH,1,2020-10-20 13:55:00+00:00,2020-10-20 14:00:00+00:00,11937.63,11696.0,0
BTCUSDT,external,2020-10-20,HIGH,2,2020-10-20 14:20:00+00:00,2020-10-20 14:25:00+00:00,11937.63,11696.0,0
BTCUSDT,external,2020-10-20,HIGH,3,2020-10-20 14:50:00+00:00,2020-10-20 14:55:00+00:00,11937.63,11696.0,0
BTCUSDT,external,2020-10-21,HIGH,1,2020-10-21 13:35:00+00:00,2020-10-21 13:40:00+00:00,12436.99,12125.0,0
BTCUSDT,external,2020-10-29,HIGH,1,2020-10-29 13:30:00+00:00,2020-10-29 13:35:00+00:00,13205.0,12965.0,0
BTCUSDT,external,2020-11-10,LOW,1,2020-11-10 14:55:00+00:00,2020-11-10 15:00:00+00:00,15474.17,15164.2,0
BTCUSDT,external,2020-11-11,HIGH,1,2020-11-11 16:05:00+00:00,2020-11-11 16:10:00+00:00,15724.39,15365.49,0
BTCUSDT,external,2020-11-12,HIGH,1,2020-11-12 17:00:00+00:00,2020-11-12 17:05:00+00:00,16176.22,15609.0,0
BTCUSDT,external,2020-11-18,LOW,1,2020-11-18 13:45:00+00:00,2020-11-18 13:50:00+00:00,18292.67,17855.0,0
BTCUSDT,external,2020-11-19,HIGH,1,2020-11-19 13:30:00+00:00,2020-11-19 13:35:00+00:00,17989.0,17347.27,0
BTCUSDT,external,2020-11-20,HIGH,1,2020-11-20 14:20:00+00:00,2020-11-20 14:25:00+00:00,18388.03,18108.03,0
BTCUSDT,external,2020-11-26,LOW,1,2020-11-26 17:25:00+00:00,2020-11-26 17:30:00+00:00,17646.21,16312.0,0
BTCUSDT,external,2020-11-26,LOW,2,2020-11-26 19:25:00+00:00,2020-11-26 19:30:00+00:00,17646.21,16312.0,0
BTCUSDT,external,2020-11-30,HIGH,1,2020-11-30 13:30:00+00:00,2020-11-30 13:35:00+00:00,18935.0,18336.48,0
BTCUSDT,external,2020-12-02,LOW,1,2020-12-02 15:00:00+00:00,2020-12-02 15:05:00+00:00,19365.0,18800.0,0
BTCUSDT,external,2020-12-02,LOW,2,2020-12-02 15:30:00+00:00,2020-12-02 15:35:00+00:00,19365.0,18800.0,0
BTCUSDT,external,2020-12-07,LOW,1,2020-12-07 14:15:00+00:00,2020-12-07 14:20:00+00:00,19396.61,19100.0,0
BTCUSDT,external,2020-12-10,LOW,1,2020-12-10 13:35:00+00:00,2020-12-10 13:40:00+00:00,18487.47,18080.0,0
BTCUSDT,external,2020-12-11,HIGH,1,2020-12-11 14:05:00+00:00,2020-12-11 14:10:00+00:00,17991.1,17555.0,0
BTCUSDT,external,2020-12-11,HIGH,2,2020-12-11 14:30:00+00:00,2020-12-11 14:35:00+00:00,17991.1,17555.0,0
BTCUSDT,external,2020-12-18,LOW,1,2020-12-18 13:45:00+00:00,2020-12-18 13:50:00+00:00,23330.0,22738.07,0
BTCUSDT,external,2020-12-28,HIGH,1,2020-12-28 13:30:00+00:00,2020-12-28 13:35:00+00:00,27488.0,26600.0,0
BTCUSDT,external,2020-12-29,LOW,1,2020-12-29 16:05:00+00:00,2020-12-29 16:10:00+00:00,27133.76,26454.18,0
BTCUSDT,external,2021-01-01,LOW,1,2021-01-01 18:40:00+00:00,2021-01-01 18:45:00+00:00,29668.86,28900.0,0
BTCUSDT,external,2021-01-07,HIGH,1,2021-01-07 14:00:00+00:00,2021-01-07 14:05:00+00:00,38497.33,36337.36,0
BTCUSDT,external,2021-01-14,HIGH,1,2021-01-14 13:30:00+00:00,2021-01-14 13:35:00+00:00,38850.0,37760.0,0
BTCUSDT,external,2021-01-15,LOW,1,2021-01-15 14:20:00+00:00,2021-01-15 14:25:00+00:00,38850.0,37232.0,0
BTCUSDT,external,2021-01-21,LOW,1,2021-01-21 14:35:00+00:00,2021-01-21 14:40:00+00:00,34728.2,31330.0,0
BTCUSDT,external,2021-01-22,HIGH,1,2021-01-22 13:30:00+00:00,2021-01-22 13:35:00+00:00,32323.0,30515.55,0
BTCUSDT,external,2021-01-22,HIGH,2,2021-01-22 13:45:00+00:00,2021-01-22 13:50:00+00:00,32323.0,30515.55,0
BTCUSDT,external,2021-01-25,HIGH,1,2021-01-25 13:30:00+00:00,2021-01-25 13:35:00+00:00,34632.0,32800.0,0
BTCUSDT,external,2021-01-25,HIGH,2,2021-01-25 13:45:00+00:00,2021-01-25 13:50:00+00:00,34632.0,32800.0,0
BTCUSDT,external,2021-01-25,HIGH,3,2021-01-25 14:00:00+00:00,2021-01-25 14:05:00+00:00,34632.0,32800.0,0
BTCUSDT,external,2021-02-02,HIGH,1,2021-02-02 19:50:00+00:00,2021-02-02 19:55:00+00:00,35720.0,34150.0,0
BTCUSDT,external,2021-02-03,HIGH,1,2021-02-03 14:00:00+00:00,2021-02-03 14:05:00+00:00,36776.89,35598.79,0
BTCUSDT,external,2021-02-03,HIGH,2,2021-02-03 15:20:00+00:00,2021-02-03 15:25:00+00:00,36776.89,35598.79,0
BTCUSDT,external,2021-02-04,LOW,1,2021-02-04 14:50:00+00:00,2021-02-04 14:55:00+00:00,38833.0,36800.0,0
BTCUSDT,external,2021-02-04,LOW,2,2021-02-04 15:00:00+00:00,2021-02-04 15:05:00+00:00,38833.0,36800.0,0
BTCUSDT,external,2021-02-10,LOW,1,2021-02-10 15:10:00+00:00,2021-02-10 15:15:00+00:00,47475.0,44427.55,0
BTCUSDT,external,2021-02-10,LOW,2,2021-02-10 15:25:00+00:00,2021-02-10 15:30:00+00:00,47475.0,44427.55,0
BTCUSDT,external,2021-02-17,LOW,1,2021-02-17 13:30:00+00:00,2021-02-17 13:35:00+00:00,51806.46,50666.0,0
BTCUSDT,external,2021-02-26,HIGH,1,2021-02-26 14:30:00+00:00,2021-02-26 14:35:00+00:00,47289.74,44944.0,0
BTCUSDT,external,2021-03-01,HIGH,1,2021-03-01 14:30:00+00:00,2021-03-01 14:35:00+00:00,48448.63,46287.32,0
BTCUSDT,external,2021-03-01,HIGH,2,2021-03-01 15:05:00+00:00,2021-03-01 15:10:00+00:00,48448.63,46287.32,0
BTCUSDT,external,2021-03-12,HIGH,1,2021-03-12 15:45:00+00:00,2021-03-12 15:50:00+00:00,57159.36,55074.3,0
BTCUSDT,external,2021-03-12,HIGH,2,2021-03-12 16:00:00+00:00,2021-03-12 16:05:00+00:00,57159.36,55074.3,0
BTCUSDT,external,2021-03-17,HIGH,1,2021-03-17 18:00:00+00:00,2021-03-17 18:05:00+00:00,56109.14,54154.93,0
BTCUSDT,external,2021-03-18,LOW,1,2021-03-18 14:10:00+00:00,2021-03-18 14:15:00+00:00,58726.81,57650.0,0
BTCUSDT,external,2021-03-18,HIGH,1,2021-03-18 15:30:00+00:00,2021-03-18 15:35:00+00:00,58726.81,57650.0,1
BTCUSDT,external,2021-04-06,LOW,1,2021-04-06 14:00:00+00:00,2021-04-06 14:05:00+00:00,59116.71,58340.48,0
BTCUSDT,external,2021-04-16,HIGH,1,2021-04-16 16:00:00+00:00,2021-04-16 16:05:00+00:00,61737.97,60100.0,0
BTCUSDT,external,2021-04-20,HIGH,1,2021-04-20 14:00:00+00:00,2021-04-20 14:05:00+00:00,56450.0,54248.41,0
BTCUSDT,external,2021-04-20,HIGH,2,2021-04-20 19:00:00+00:00,2021-04-20 19:05:00+00:00,56450.0,54248.41,0
