symbol,partition,date_utc,level,visit_ordinal,bar_start,visit_signal_ts,H,L,opposite_visits_known
BTCUSDT,development,2023-01-19,HIGH,1,2023-01-19 14:40:00+00:00,2023-01-19 14:45:00+00:00,20848.0,20661.0,0
BTCUSDT,development,2023-01-20,HIGH,1,2023-01-20 14:40:00+00:00,2023-01-20 14:45:00+00:00,21145.0,20895.4,0
BTCUSDT,development,2023-01-24,LOW,1,2023-01-24 14:30:00+00:00,2023-01-24 14:35:00+00:00,23086.4,22760.0,0
BTCUSDT,development,2023-01-24,LOW,2,2023-01-24 15:05:00+00:00,2023-01-24 15:10:00+00:00,23086.4,22760.0,0
BTCUSDT,development,2023-01-25,LOW,1,2023-01-25 14:35:00+00:00,2023-01-25 14:40:00+00:00,22747.1,22460.8,0
BTCUSDT,development,2023-01-27,LOW,1,2023-01-27 14:20:00+00:00,2023-01-27 14:25:00+00:00,23080.0,22850.0,0
BTCUSDT,development,2023-01-31,HIGH,1,2023-01-31 13:30:00+00:00,2023-01-31 13:35:00+00:00,22986.8,22803.0,0
BTCUSDT,development,2023-02-01,LOW,1,2023-02-01 16:50:00+00:00,2023-02-01 16:55:00+00:00,23143.6,22911.3,0
BTCUSDT,development,2023-02-02,LOW,1,2023-02-02 13:40:00+00:00,2023-02-02 13:45:00+00:00,23860.0,23750.4,0
BTCUSDT,development,2023-02-03,LOW,1,2023-02-03 13:30:00+00:00,2023-02-03 13:35:00+00:00,23572.9,23328.8,0
BTCUSDT,development,2023-02-08,LOW,1,2023-02-08 13:30:00+00:00,2023-02-08 13:35:00+00:00,23232.2,23054.0,0
BTCUSDT,development,2023-02-08,LOW,2,2023-02-08 14:15:00+00:00,2023-02-08 14:20:00+00:00,23232.2,23054.0,0
BTCUSDT,development,2023-02-08,LOW,3,2023-02-08 14:25:00+00:00,2023-02-08 14:30:00+00:00,23232.2,23054.0,0
BTCUSDT,development,2023-02-09,HIGH,1,2023-02-09 14:35:00+00:00,2023-02-09 14:40:00+00:00,22786.0,22550.0,0
BTCUSDT,development,2023-02-09,LOW,1,2023-02-09 15:40:00+00:00,2023-02-09 15:45:00+00:00,22786.0,22550.0,1
BTCUSDT,development,2023-02-09,LOW,2,2023-02-09 16:00:00+00:00,2023-02-09 16:05:00+00:00,22786.0,22550.0,1
BTCUSDT,development,2023-02-13,LOW,1,2023-02-13 16:35:00+00:00,2023-02-13 16:40:00+00:00,21865.1,21410.0,0
BTCUSDT,development,2023-02-13,LOW,2,2023-02-13 17:50:00+00:00,2023-02-13 17:55:00+00:00,21865.1,21410.0,0
BTCUSDT,development,2023-02-14,LOW,1,2023-02-14 13:30:00+00:00,2023-02-14 13:35:00+00:00,21894.1,21659.1,0
BTCUSDT,development,2023-02-15,HIGH,1,2023-02-15 16:10:00+00:00,2023-02-15 16:15:00+00:00,22924.9,22075.9,0
BTCUSDT,development,2023-02-16,LOW,1,2023-02-16 13:30:00+00:00,2023-02-16 13:35:00+00:00,24678.0,24468.8,0
BTCUSDT,development,2023-02-16,HIGH,1,2023-02-16 13:35:00+00:00,2023-02-16 13:40:00+00:00,24678.0,24468.8,1
BTCUSDT,development,2023-02-17,HIGH,1,2023-02-17 14:20:00+00:00,2023-02-17 14:25:00+00:00,23915.6,23520.0,0
BTCUSDT,development,2023-02-21,LOW,1,2023-02-21 15:15:00+00:00,2023-02-21 15:20:00+00:00,25347.6,24474.8,0
BTCUSDT,development,2023-02-22,LOW,1,2023-02-22 15:00:00+00:00,2023-02-22 15:05:00+00:00,24231.7,23855.3,0
BTCUSDT,development,2023-02-28,HIGH,1,2023-02-28 14:40:00+00:00,2023-02-28 14:45:00+00:00,23497.7,23190.2,0
BTCUSDT,development,2023-03-02,LOW,1,2023-03-02 14:10:00+00:00,2023-03-02 14:15:00+00:00,23460.0,23214.0,0
BTCUSDT,development,2023-03-03,LOW,1,2023-03-03 13:45:00+00:00,2023-03-03 13:50:00+00:00,22474.0,22300.0,0
BTCUSDT,development,2023-03-03,HIGH,1,2023-03-03 14:05:00+00:00,2023-03-03 14:10:00+00:00,22474.0,22300.0,1
BTCUSDT,development,2023-03-06,HIGH,1,2023-03-06 13:40:00+00:00,2023-03-06 13:45:00+00:00,22443.9,22345.3,0
BTCUSDT,development,2023-03-06,HIGH,2,2023-03-06 14:30:00+00:00,2023-03-06 14:35:00+00:00,22443.9,22345.3,0
BTCUSDT,development,2023-03-06,HIGH,3,2023-03-06 14:40:00+00:00,2023-03-06 14:45:00+00:00,22443.9,22345.3,0
BTCUSDT,development,2023-03-07,LOW,1,2023-03-07 14:15:00+00:00,2023-03-07 14:20:00+00:00,22419.7,22303.3,0
BTCUSDT,development,2023-03-07,LOW,2,2023-03-07 14:30:00+00:00,2023-03-07 14:35:00+00:00,22419.7,22303.3,0
BTCUSDT,development,2023-03-08,LOW,1,2023-03-08 14:05:00+00:00,2023-03-08 14:10:00+00:00,22135.0,21932.8,0
BTCUSDT,development,2023-03-08,LOW,2,2023-03-08 15:00:00+00:00,2023-03-08 15:05:00+00:00,22135.0,21932.8,0
BTCUSDT,development,2023-03-09,HIGH,1,2023-03-09 13:50:00+00:00,2023-03-09 13:55:00+00:00,21694.5,21511.1,0
BTCUSDT,development,2023-03-13,HIGH,1,2023-03-13 13:50:00+00:00,2023-03-13 13:55:00+00:00,22572.0,21804.0,0
BTCUSDT,development,2023-03-21,HIGH,1,2023-03-21 16:35:00+00:00,2023-03-21 16:40:00+00:00,28252.5,27382.5,0
BTCUSDT,development,2023-03-22,HIGH,1,2023-03-22 13:35:00+00:00,2023-03-22 13:40:00+00:00,28379.4,27962.1,0
BTCUSDT,development,2023-03-22,HIGH,2,2023-03-22 14:20:00+00:00,2023-03-22 14:25:00+00:00,28379.4,27962.1,0
BTCUSDT,development,2023-03-23,LOW,1,2023-03-23 13:45:00+00:00,2023-03-23 13:50:00+00:00,27735.0,27270.1,0
BTCUSDT,development,2023-03-30,LOW,1,2023-03-30 13:50:00+00:00,2023-03-30 13:55:00+00:00,28734.2,28469.0,0
BTCUSDT,development,2023-04-03,LOW,1,2023-04-03 14:45:00+00:00,2023-04-03 14:50:00+00:00,28540.0,27944.0,0
BTCUSDT,development,2023-04-03,LOW,2,2023-04-03 15:00:00+00:00,2023-04-03 15:05:00+00:00,28540.0,27944.0,0
BTCUSDT,development,2023-04-03,LOW,3,2023-04-03 15:10:00+00:00,2023-04-03 15:15:00+00:00,28540.0,27944.0,0
BTCUSDT,development,2023-04-10,LOW,1,2023-04-10 13:30:00+00:00,2023-04-10 13:35:00+00:00,28383.0,28240.0,0
BTCUSDT,development,2023-04-11,HIGH,1,2023-04-11 13:55:00+00:00,2023-04-11 14:00:00+00:00,30235.0,29966.0,0
BTCUSDT,development,2023-04-14,LOW,1,2023-04-14 14:20:00+00:00,2023-04-14 14:25:00+00:00,30840.0,30557.5,0
BTCUSDT,development,2023-04-14,LOW,2,2023-04-14 14:30:00+00:00,2023-04-14 14:35:00+00:00,30840.0,30557.5,0
BTCUSDT,development,2023-04-17,LOW,1,2023-04-17 13:30:00+00:00,2023-04-17 13:35:00+00:00,29913.6,29283.8,0
BTCUSDT,development,2023-04-17,LOW,2,2023-04-17 15:35:00+00:00,2023-04-17 15:40:00+00:00,29913.6,29283.8,0
BTCUSDT,development,2023-04-20,LOW,1,2023-04-20 16:00:00+00:00,2023-04-20 16:05:00+00:00,28940.0,28300.0,0
BTCUSDT,development,2023-04-20,LOW,2,2023-04-20 18:30:00+00:00,2023-04-20 18:35:00+00:00,28940.0,28300.0,0
BTCUSDT,development,2023-05-01,LOW,1,2023-05-01 13:55:00+00:00,2023-05-01 14:00:00+00:00,28659.2,28426.3,0
BTCUSDT,development,2023-05-01,LOW,2,2023-05-01 14:20:00+00:00,2023-05-01 14:25:00+00:00,28659.2,28426.3,0
BTCUSDT,development,2023-05-02,LOW,1,2023-05-02 13:35:00+00:00,2023-05-02 13:40:00+00:00,28250.0,27921.6,0
BTCUSDT,development,2023-05-02,LOW,2,2023-05-02 14:05:00+00:00,2023-05-02 14:10:00+00:00,28250.0,27921.6,0
BTCUSDT,development,2023-05-02,HIGH,1,2023-05-02 14:20:00+00:00,2023-05-02 14:25:00+00:00,28250.0,27921.6,2
BTCUSDT,development,2023-05-03,LOW,1,2023-05-03 14:50:00+00:00,2023-05-03 14:55:00+00:00,28758.9,28115.4,0
BTCUSDT,development,2023-05-03,HIGH,1,2023-05-03 17:40:00+00:00,2023-05-03 17:45:00+00:00,28758.9,28115.4,1
BTCUSDT,development,2023-05-03,HIGH,2,2023-05-03 18:00:00+00:00,2023-05-03 18:05:00+00:00,28758.9,28115.4,1
BTCUSDT,development,2023-05-08,HIGH,1,2023-05-08 15:00:00+00:00,2023-05-08 15:05:00+00:00,27977.6,27550.0,0
BTCUSDT,development,2023-05-08,HIGH,2,2023-05-08 15:20:00+00:00,2023-05-08 15:25:00+00:00,27977.6,27550.0,0
BTCUSDT,development,2023-05-11,LOW,1,2023-05-11 13:50:00+00:00,2023-05-11 13:55:00+00:00,27630.0,27220.0,0
BTCUSDT,development,2023-05-12,HIGH,1,2023-05-12 13:30:00+00:00,2023-05-12 13:35:00+00:00,26473.0,26220.0,0
BTCUSDT,development,2023-05-12,HIGH,2,2023-05-12 13:50:00+00:00,2023-05-12 13:55:00+00:00,26473.0,26220.0,0
BTCUSDT,development,2023-05-16,LOW,1,2023-05-16 13:55:00+00:00,2023-05-16 14:00:00+00:00,27274.2,26959.1,0
BTCUSDT,development,2023-05-17,LOW,1,2023-05-17 14:35:00+00:00,2023-05-17 14:40:00+00:00,26907.5,26558.0,0
BTCUSDT,development,2023-05-18,LOW,1,2023-05-18 14:45:00+00:00,2023-05-18 14:50:00+00:00,27471.5,27165.6,0
BTCUSDT,development,2023-05-19,LOW,1,2023-05-19 14:10:00+00:00,2023-05-19 14:15:00+00:00,26985.6,26773.0,0
BTCUSDT,development,2023-05-19,LOW,2,2023-05-19 14:25:00+00:00,2023-05-19 14:30:00+00:00,26985.6,26773.0,0
BTCUSDT,development,2023-05-19,LOW,3,2023-05-19 14:45:00+00:00,2023-05-19 14:50:00+00:00,26985.6,26773.0,0
BTCUSDT,development,2023-05-22,HIGH,1,2023-05-22 13:30:00+00:00,2023-05-22 13:35:00+00:00,26892.4,26690.0,0
BTCUSDT,development,2023-05-23,LOW,1,2023-05-23 13:35:00+00:00,2023-05-23 13:40:00+00:00,27383.0,27225.0,0
BTCUSDT,development,2023-05-26,HIGH,1,2023-05-26 13:30:00+00:00,2023-05-26 13:35:00+00:00,26547.3,26342.9,0
BTCUSDT,development,2023-05-29,LOW,1,2023-05-29 14:55:00+00:00,2023-05-29 15:00:00+00:00,27966.7,27730.0,0
BTCUSDT,development,2023-05-31,HIGH,1,2023-05-31 13:40:00+00:00,2023-05-31 13:45:00+00:00,27198.0,26980.0,0
BTCUSDT,development,2023-06-01,HIGH,1,2023-06-01 14:05:00+00:00,2023-06-01 14:10:00+00:00,26960.0,26773.2,0
BTCUSDT,development,2023-06-05,LOW,1,2023-06-05 15:00:00+00:00,2023-06-05 15:05:00+00:00,26831.2,26625.0,0
BTCUSDT,development,2023-06-07,LOW,1,2023-06-07 14:50:00+00:00,2023-06-07 14:55:00+00:00,26968.0,26330.8,0
BTCUSDT,development,2023-06-08,LOW,1,2023-06-08 13:35:00+00:00,2023-06-08 13:40:00+00:00,26594.9,26300.0,0
BTCUSDT,development,2023-06-08,HIGH,1,2023-06-08 14:30:00+00:00,2023-06-08 14:35:00+00:00,26594.9,26300.0,1
BTCUSDT,development,2023-06-09,LOW,1,2023-06-09 15:45:00+00:00,2023-06-09 15:50:00+00:00,26775.0,26476.8,0
BTCUSDT,development,2023-06-13,LOW,1,2023-06-13 15:00:00+00:00,2023-06-13 15:05:00+00:00,26430.5,25888.0,0
BTCUSDT,development,2023-06-14,LOW,1,2023-06-14 17:15:00+00:00,2023-06-14 17:20:00+00:00,26077.0,25872.5,0
BTCUSDT,development,2023-06-19,HIGH,1,2023-06-19 13:30:00+00:00,2023-06-19 13:35:00+00:00,26569.7,26350.2,0
BTCUSDT,development,2023-06-19,LOW,1,2023-06-19 15:10:00+00:00,2023-06-19 15:15:00+00:00,26569.7,26350.2,1
BTCUSDT,development,2023-06-22,HIGH,1,2023-06-22 13:45:00+00:00,2023-06-22 13:50:00+00:00,30320.0,29800.0,0
BTCUSDT,development,2023-07-03,HIGH,1,2023-07-03 14:05:00+00:00,2023-07-03 14:10:00+00:00,30693.7,30559.4,0
BTCUSDT,development,2023-07-03,HIGH,2,2023-07-03 14:25:00+00:00,2023-07-03 14:30:00+00:00,30693.7,30559.4,0
BTCUSDT,development,2023-07-04,HIGH,1,2023-07-04 16:25:00+00:00,2023-07-04 16:30:00+00:00,31080.0,30856.0,0
BTCUSDT,development,2023-07-04,LOW,1,2023-07-04 16:50:00+00:00,2023-07-04 16:55:00+00:00,31080.0,30856.0,1
BTCUSDT,development,2023-07-04,LOW,2,2023-07-04 17:50:00+00:00,2023-07-04 17:55:00+00:00,31080.0,30856.0,1
BTCUSDT,development,2023-07-05,LOW,1,2023-07-05 13:30:00+00:00,2023-07-05 13:35:00+00:00,30797.4,30206.0,0
BTCUSDT,development,2023-07-10,HIGH,1,2023-07-10 13:35:00+00:00,2023-07-10 13:40:00+00:00,30275.4,29966.6,0
BTCUSDT,development,2023-07-11,LOW,1,2023-07-11 13:40:00+00:00,2023-07-11 13:45:00+00:00,30557.8,30325.0,0
BTCUSDT,development,2023-07-14,LOW,1,2023-07-14 13:35:00+00:00,2023-07-14 13:40:00+00:00,31284.9,31071.6,0
BTCUSDT,development,2023-07-17,LOW,1,2023-07-17 17:20:00+00:00,2023-07-17 17:25:00+00:00,30309.4,29910.0,0
BTCUSDT,development,2023-07-18,LOW,1,2023-07-18 16:45:00+00:00,2023-07-18 16:50:00+00:00,30098.5,29657.1,0
BTCUSDT,development,2023-07-18,LOW,2,2023-07-18 17:00:00+00:00,2023-07-18 17:05:00+00:00,30098.5,29657.1,0
BTCUSDT,development,2023-07-19,HIGH,1,2023-07-19 13:45:00+00:00,2023-07-19 13:50:00+00:00,30038.4,29800.0,0
BTCUSDT,development,2023-07-19,HIGH,2,2023-07-19 14:00:00+00:00,2023-07-19 14:05:00+00:00,30038.4,29800.0,0
BTCUSDT,development,2023-07-19,LOW,1,2023-07-19 14:35:00+00:00,2023-07-19 14:40:00+00:00,30038.4,29800.0,2
BTCUSDT,development,2023-07-19,LOW,2,2023-07-19 14:45:00+00:00,2023-07-19 14:50:00+00:00,30038.4,29800.0,2
BTCUSDT,development,2023-07-19,LOW,3,2023-07-19 15:00:00+00:00,2023-07-19 15:05:00+00:00,30038.4,29800.0,2
BTCUSDT,development,2023-07-24,LOW,1,2023-07-24 15:05:00+00:00,2023-07-24 15:10:00+00:00,29820.9,28904.4,0
BTCUSDT,development,2023-07-26,HIGH,1,2023-07-26 14:00:00+00:00,2023-07-26 14:05:00+00:00,29321.4,29145.2,0
BTCUSDT,development,2023-07-26,HIGH,2,2023-07-26 15:40:00+00:00,2023-07-26 15:45:00+00:00,29321.4,29145.2,0
BTCUSDT,development,2023-07-26,HIGH,3,2023-07-26 15:50:00+00:00,2023-07-26 15:55:00+00:00,29321.4,29145.2,0
BTCUSDT,development,2023-07-26,HIGH,4,2023-07-26 16:15:00+00:00,2023-07-26 16:20:00+00:00,29321.4,29145.2,0
BTCUSDT,development,2023-07-26,HIGH,5,2023-07-26 18:00:00+00:00,2023-07-26 18:05:00+00:00,29321.4,29145.2,0
BTCUSDT,development,2023-07-31,LOW,1,2023-07-31 13:50:00+00:00,2023-07-31 13:55:00+00:00,29461.4,29317.4,0
BTCUSDT,development,2023-07-31,LOW,2,2023-07-31 14:20:00+00:00,2023-07-31 14:25:00+00:00,29461.4,29317.4,0
BTCUSDT,development,2023-08-01,LOW,1,2023-08-01 15:30:00+00:00,2023-08-01 15:35:00+00:00,28986.5,28715.0,0
BTCUSDT,development,2023-08-02,LOW,1,2023-08-02 13:30:00+00:00,2023-08-02 13:35:00+00:00,29599.0,29360.0,0
BTCUSDT,development,2023-08-03,HIGH,1,2023-08-03 13:35:00+00:00,2023-08-03 13:40:00+00:00,29193.5,28955.4,0
BTCUSDT,development,2023-08-03,HIGH,2,2023-08-03 13:55:00+00:00,2023-08-03 14:00:00+00:00,29193.5,28955.4,0
BTCUSDT,development,2023-08-04,HIGH,1,2023-08-04 13:35:00+00:00,2023-08-04 13:40:00+00:00,29263.2,29116.0,0
BTCUSDT,development,2023-08-09,LOW,1,2023-08-09 15:05:00+00:00,2023-08-09 15:10:00+00:00,30149.7,29715.6,0
BTCUSDT,development,2023-08-14,LOW,1,2023-08-14 13:30:00+00:00,2023-08-14 13:35:00+00:00,29486.0,29330.0,0
BTCUSDT,development,2023-08-15,LOW,1,2023-08-15 14:05:00+00:00,2023-08-15 14:10:00+00:00,29446.5,29340.2,0
BTCUSDT,development,2023-08-15,HIGH,1,2023-08-15 14:35:00+00:00,2023-08-15 14:40:00+00:00,29446.5,29340.2,1
BTCUSDT,development,2023-08-15,HIGH,2,2023-08-15 14:55:00+00:00,2023-08-15 15:00:00+00:00,29446.5,29340.2,1
BTCUSDT,development,2023-08-15,LOW,2,2023-08-15 15:20:00+00:00,2023-08-15 15:25:00+00:00,29446.5,29340.2,2
BTCUSDT,development,2023-08-15,LOW,3,2023-08-15 15:35:00+00:00,2023-08-15 15:40:00+00:00,29446.5,29340.2,2
BTCUSDT,development,2023-08-18,LOW,1,2023-08-18 13:55:00+00:00,2023-08-18 14:00:00+00:00,26595.2,26222.3,0
BTCUSDT,development,2023-08-22,LOW,1,2023-08-22 13:30:00+00:00,2023-08-22 13:35:00+00:00,26100.0,25991.2,0
BTCUSDT,development,2023-08-22,LOW,2,2023-08-22 13:50:00+00:00,2023-08-22 13:55:00+00:00,26100.0,25991.2,0
BTCUSDT,development,2023-08-23,HIGH,1,2023-08-23 14:50:00+00:00,2023-08-23 14:55:00+00:00,26085.6,25800.0,0
BTCUSDT,development,2023-08-30,LOW,1,2023-08-30 13:35:00+00:00,2023-08-30 13:40:00+00:00,27493.6,27280.7,0
BTCUSDT,development,2023-08-30,LOW,2,2023-08-30 14:15:00+00:00,2023-08-30 14:20:00+00:00,27493.6,27280.7,0
BTCUSDT,development,2023-08-31,LOW,1,2023-08-31 14:15:00+00:00,2023-08-31 14:20:00+00:00,27674.3,27010.0,0
BTCUSDT,development,2023-09-05,LOW,1,2023-09-05 14:35:00+00:00,2023-09-05 14:40:00+00:00,25830.0,25639.0,0
BTCUSDT,development,2023-09-06,HIGH,1,2023-09-06 13:45:00+00:00,2023-09-06 13:50:00+00:00,25766.6,25673.0,0
BTCUSDT,development,2023-09-07,HIGH,1,2023-09-07 13:40:00+00:00,2023-09-07 13:45:00+00:00,25751.0,25625.0,0
BTCUSDT,development,2023-09-07,LOW,1,2023-09-07 13:55:00+00:00,2023-09-07 14:00:00+00:00,25751.0,25625.0,1
BTCUSDT,development,2023-09-07,HIGH,2,2023-09-07 14:50:00+00:00,2023-09-07 14:55:00+00:00,25751.0,25625.0,1
BTCUSDT,development,2023-09-12,HIGH,1,2023-09-12 14:00:00+00:00,2023-09-12 14:05:00+00:00,26330.9,25720.0,0
BTCUSDT,development,2023-09-13,HIGH,1,2023-09-13 14:35:00+00:00,2023-09-13 14:40:00+00:00,26267.4,25850.8,0
BTCUSDT,development,2023-09-14,HIGH,1,2023-09-14 15:00:00+00:00,2023-09-14 15:05:00+00:00,26790.0,26253.0,0
BTCUSDT,development,2023-09-14,HIGH,2,2023-09-14 18:35:00+00:00,2023-09-14 18:40:00+00:00,26790.0,26253.0,0
BTCUSDT,development,2023-09-15,LOW,1,2023-09-15 14:30:00+00:00,2023-09-15 14:35:00+00:00,26691.5,26320.0,0
BTCUSDT,development,2023-09-18,LOW,1,2023-09-18 17:30:00+00:00,2023-09-18 17:35:00+00:00,27397.0,26666.4,0
BTCUSDT,development,2023-09-18,LOW,2,2023-09-18 18:40:00+00:00,2023-09-18 18:45:00+00:00,27397.0,26666.4,0
BTCUSDT,development,2023-09-18,LOW,3,2023-09-18 18:55:00+00:00,2023-09-18 19:00:00+00:00,27397.0,26666.4,0
BTCUSDT,development,2023-09-19,HIGH,1,2023-09-19 15:35:00+00:00,2023-09-19 15:40:00+00:00,27470.0,26834.3,0
BTCUSDT,development,2023-09-19,HIGH,2,2023-09-19 15:50:00+00:00,2023-09-19 15:55:00+00:00,27470.0,26834.3,0
BTCUSDT,development,2023-09-19,HIGH,3,2023-09-19 16:15:00+00:00,2023-09-19 16:20:00+00:00,27470.0,26834.3,0
BTCUSDT,development,2023-09-20,HIGH,1,2023-09-20 13:50:00+00:00,2023-09-20 13:55:00+00:00,27182.0,26930.3,0
BTCUSDT,development,2023-09-22,LOW,1,2023-09-22 13:40:00+00:00,2023-09-22 13:45:00+00:00,26737.7,26560.0,0
BTCUSDT,development,2023-09-22,LOW,2,2023-09-22 13:50:00+00:00,2023-09-22 13:55:00+00:00,26737.7,26560.0,0
BTCUSDT,development,2023-09-22,LOW,3,2023-09-22 17:25:00+00:00,2023-09-22 17:30:00+00:00,26737.7,26560.0,0
BTCUSDT,development,2023-09-26,LOW,1,2023-09-26 13:30:00+00:00,2023-09-26 13:35:00+00:00,26322.4,26170.1,0
BTCUSDT,development,2023-09-27,LOW,1,2023-09-27 14:25:00+00:00,2023-09-27 14:30:00+00:00,26849.9,26209.0,0
BTCUSDT,development,2023-09-28,HIGH,1,2023-09-28 14:20:00+00:00,2023-09-28 14:25:00+00:00,26620.0,26373.8,0
BTCUSDT,development,2023-09-29,LOW,1,2023-09-29 13:40:00+00:00,2023-09-29 13:45:00+00:00,27168.0,26880.0,0
BTCUSDT,development,2023-09-29,LOW,2,2023-09-29 13:50:00+00:00,2023-09-29 13:55:00+00:00,27168.0,26880.0,0
BTCUSDT,development,2023-10-04,LOW,1,2023-10-04 13:45:00+00:00,2023-10-04 13:50:00+00:00,27627.6,27420.5,0
BTCUSDT,development,2023-10-05,HIGH,1,2023-10-05 13:35:00+00:00,2023-10-05 13:40:00+00:00,28070.8,27578.1,0
BTCUSDT,development,2023-10-05,HIGH,2,2023-10-05 14:15:00+00:00,2023-10-05 14:20:00+00:00,28070.8,27578.1,0
BTCUSDT,development,2023-10-05,HIGH,3,2023-10-05 14:30:00+00:00,2023-10-05 14:35:00+00:00,28070.8,27578.1,0
BTCUSDT,development,2023-10-09,LOW,1,2023-10-09 16:00:00+00:00,2023-10-09 16:05:00+00:00,27834.8,27358.2,0
BTCUSDT,development,2023-10-09,LOW,2,2023-10-09 16:25:00+00:00,2023-10-09 16:30:00+00:00,27834.8,27358.2,0
BTCUSDT,development,2023-10-10,LOW,1,2023-10-10 13:35:00+00:00,2023-10-10 13:40:00+00:00,27727.3,27379.0,0
BTCUSDT,development,2023-10-16,HIGH,1,2023-10-16 13:30:00+00:00,2023-10-16 13:35:00+00:00,29488.0,27627.4,0
BTCUSDT,development,2023-10-17,LOW,1,2023-10-17 13:45:00+00:00,2023-10-17 13:50:00+00:00,28605.0,28123.7,0
BTCUSDT,development,2023-10-18,LOW,1,2023-10-18 14:30:00+00:00,2023-10-18 14:35:00+00:00,28584.9,28204.8,0
BTCUSDT,development,2023-10-19,HIGH,1,2023-10-19 13:30:00+00:00,2023-10-19 13:35:00+00:00,28563.6,28267.4,0
BTCUSDT,development,2023-10-19,HIGH,2,2023-10-19 14:10:00+00:00,2023-10-19 14:15:00+00:00,28563.6,28267.4,0
BTCUSDT,development,2023-10-19,HIGH,3,2023-10-19 14:40:00+00:00,2023-10-19 14:45:00+00:00,28563.6,28267.4,0
BTCUSDT,development,2023-10-23,HIGH,1,2023-10-23 14:45:00+00:00,2023-10-23 14:50:00+00:00,30777.0,30333.0,0
BTCUSDT,development,2023-10-24,LOW,1,2023-10-24 15:15:00+00:00,2023-10-24 15:20:00+00:00,34888.0,33966.0,0
BTCUSDT,development,2023-10-25,HIGH,1,2023-10-25 14:30:00+00:00,2023-10-25 14:35:00+00:00,34711.9,33773.3,0
BTCUSDT,development,2023-10-27,LOW,1,2023-10-27 14:30:00+00:00,2023-10-27 14:35:00+00:00,34220.0,33912.1,0
BTCUSDT,development,2023-10-27,LOW,2,2023-10-27 14:45:00+00:00,2023-10-27 14:50:00+00:00,34220.0,33912.1,0
BTCUSDT,development,2023-10-30,LOW,1,2023-10-30 17:10:00+00:00,2023-10-30 17:15:00+00:00,34888.2,34161.7,0
BTCUSDT,development,2023-10-31,HIGH,1,2023-10-31 19:00:00+00:00,2023-10-31 19:05:00+00:00,34563.6,34016.8,0
BTCUSDT,development,2023-10-31,HIGH,2,2023-10-31 19:55:00+00:00,2023-10-31 20:00:00+00:00,34563.6,34016.8,0
BTCUSDT,development,2023-11-03,HIGH,1,2023-11-03 14:00:00+00:00,2023-11-03 14:05:00+00:00,34618.0,34123.0,0
BTCUSDT,development,2023-11-13,LOW,1,2023-11-13 14:45:00+00:00,2023-11-13 14:50:00+00:00,37065.9,36662.0,0
BTCUSDT,development,2023-11-13,HIGH,1,2023-11-13 16:25:00+00:00,2023-11-13 16:30:00+00:00,37065.9,36662.0,1
BTCUSDT,development,2023-11-13,LOW,2,2023-11-13 17:20:00+00:00,2023-11-13 17:25:00+00:00,37065.9,36662.0,1
BTCUSDT,development,2023-11-13,LOW,3,2023-11-13 17:45:00+00:00,2023-11-13 17:50:00+00:00,37065.9,36662.0,1
BTCUSDT,development,2023-11-15,HIGH,1,2023-11-15 15:55:00+00:00,2023-11-15 16:00:00+00:00,36424.7,35593.0,0
BTCUSDT,development,2023-11-23,LOW,1,2023-11-23 14:30:00+00:00,2023-11-23 14:35:00+00:00,37650.0,37135.8,0
BTCUSDT,development,2023-11-23,LOW,2,2023-11-23 14:50:00+00:00,2023-11-23 14:55:00+00:00,37650.0,37135.8,0
BTCUSDT,development,2023-11-23,LOW,3,2023-11-23 15:15:00+00:00,2023-11-23 15:20:00+00:00,37650.0,37135.8,0
BTCUSDT,development,2023-11-24,HIGH,1,2023-11-24 15:20:00+00:00,2023-11-24 15:25:00+00:00,38200.0,37427.3,0
BTCUSDT,development,2023-11-27,LOW,1,2023-11-27 13:50:00+00:00,2023-11-27 13:55:00+00:00,37457.0,36756.7,0
BTCUSDT,development,2023-11-27,LOW,2,2023-11-27 14:30:00+00:00,2023-11-27 14:35:00+00:00,37457.0,36756.7,0
BTCUSDT,development,2023-11-27,LOW,3,2023-11-27 14:55:00+00:00,2023-11-27 15:00:00+00:00,37457.0,36756.7,0
BTCUSDT,development,2023-11-30,HIGH,1,2023-11-30 13:40:00+00:00,2023-11-30 13:45:00+00:00,37913.6,37570.9,0
BTCUSDT,development,2023-12-07,HIGH,1,2023-12-07 15:30:00+00:00,2023-12-07 15:35:00+00:00,43911.5,42815.0,0
BTCUSDT,development,2023-12-14,LOW,1,2023-12-14 13:30:00+00:00,2023-12-14 13:35:00+00:00,43379.3,41851.0,0
BTCUSDT,development,2023-12-14,HIGH,1,2023-12-14 17:45:00+00:00,2023-12-14 17:50:00+00:00,43379.3,41851.0,1
BTCUSDT,development,2023-12-20,HIGH,1,2023-12-20 13:30:00+00:00,2023-12-20 13:35:00+00:00,43437.8,42693.6,0
BTCUSDT,development,2023-12-21,HIGH,1,2023-12-21 13:55:00+00:00,2023-12-21 14:00:00+00:00,44260.0,43610.0,0
BTCUSDT,development,2023-12-26,HIGH,1,2023-12-26 14:25:00+00:00,2023-12-26 14:30:00+00:00,42836.5,42109.0,0
BTCUSDT,development,2023-12-28,LOW,1,2023-12-28 14:45:00+00:00,2023-12-28 14:50:00+00:00,43233.0,42614.0,0
BTCUSDT,development,2023-12-28,LOW,2,2023-12-28 15:05:00+00:00,2023-12-28 15:10:00+00:00,43233.0,42614.0,0
