partition,regime,clock_block,obs_start,obs_end,rebreak_complete_ts,H,L,R4,rr,variant,executed,skip_reason,entry_ts,entry_px,target_px,stop_px,exit_ts,exit_px,exit_reason,pnl
development,BEAR,16-20,2023-02-11 16:00:00+00:00,2023-02-11 20:00:00+00:00,2023-02-11 19:15:00+00:00,21770.0,21651.1,118.90000000000146,1.5,RR150,True,,2023-02-11 19:15:00+00:00,21641.2,21639.21,21642.52666666667,2023-02-11 19:20:00+00:00,21642.52666666667,STOP,-0.43065141181324285
development,BEAR,16-20,2023-02-11 16:00:00+00:00,2023-02-11 20:00:00+00:00,2023-02-11 19:15:00+00:00,21770.0,21651.1,118.90000000000146,2.0,RR200,True,,2023-02-11 19:15:00+00:00,21641.2,21639.21,21642.195,2023-02-11 19:20:00+00:00,21642.195,STOP,-0.4229885588599599
development,BEAR,16-20,2023-02-13 16:00:00+00:00,2023-02-13 20:00:00+00:00,2023-02-13 16:55:00+00:00,21688.0,21544.8,143.20000000000073,1.0,RR100,False,TARGET_ALREADY_PASSED,2023-02-13 16:55:00+00:00,21517.0,,,,,,
development,BEAR,16-20,2023-02-13 16:00:00+00:00,2023-02-13 20:00:00+00:00,2023-02-13 16:55:00+00:00,21688.0,21544.8,143.20000000000073,1.5,RR150,False,TARGET_ALREADY_PASSED,2023-02-13 16:55:00+00:00,21517.0,,,,,,
development,BEAR,16-20,2023-02-13 16:00:00+00:00,2023-02-13 20:00:00+00:00,2023-02-13 16:55:00+00:00,21688.0,21544.8,143.20000000000073,2.0,RR200,False,TARGET_ALREADY_PASSED,2023-02-13 16:55:00+00:00,21517.0,,,,,,
development,SIDEWAYS,00-04,2023-02-22 00:00:00+00:00,2023-02-22 04:00:00+00:00,2023-02-22 02:55:00+00:00,24640.2,24150.0,490.2000000000007,1.0,RR100,True,,2023-02-22 02:55:00+00:00,24145.1,24100.98,24189.219999999998,2023-02-22 03:05:00+00:00,24189.219999999998,STOP,-1.313642933762948
development,SIDEWAYS,00-04,2023-02-22 00:00:00+00:00,2023-02-22 04:00:00+00:00,2023-02-22 02:55:00+00:00,24640.2,24150.0,490.2000000000007,1.5,RR150,True,,2023-02-22 02:55:00+00:00,24145.1,24100.98,24174.513333333332,2023-02-22 03:05:00+00:00,24174.513333333332,STOP,-1.0090952891752987
development,SIDEWAYS,00-04,2023-02-22 00:00:00+00:00,2023-02-22 04:00:00+00:00,2023-02-22 02:55:00+00:00,24640.2,24150.0,490.2000000000007,2.0,RR200,True,,2023-02-22 02:55:00+00:00,24145.1,24100.98,24167.159999999996,2023-02-22 03:00:00+00:00,24167.159999999996,STOP,-0.8568214668814186
development,BEAR,16-20,2023-02-22 16:00:00+00:00,2023-02-22 20:00:00+00:00,2023-02-22 17:10:00+00:00,24231.7,23621.0,610.7000000000007,1.0,RR100,True,,2023-02-22 17:10:00+00:00,23609.2,23559.93,23658.47,2023-02-22 17:25:00+00:00,23658.47,STOP,-1.4434491638853237
development,BEAR,16-20,2023-02-22 16:00:00+00:00,2023-02-22 20:00:00+00:00,2023-02-22 17:10:00+00:00,24231.7,23621.0,610.7000000000007,1.5,RR150,True,,2023-02-22 17:10:00+00:00,23609.2,23559.93,23642.04666666667,2023-02-22 17:20:00+00:00,23642.04666666667,STOP,-1.0956327759235491
development,BEAR,16-20,2023-02-22 16:00:00+00:00,2023-02-22 20:00:00+00:00,2023-02-22 17:10:00+00:00,24231.7,23621.0,610.7000000000007,2.0,RR200,True,,2023-02-22 17:10:00+00:00,23609.2,23559.93,23633.835,2023-02-22 17:20:00+00:00,23633.835,STOP,-0.9217245819425509
development,BULL,04-08,2023-03-02 04:00:00+00:00,2023-03-02 08:00:00+00:00,2023-03-02 06:15:00+00:00,23790.5,23414.1,376.4000000000015,1.0,RR100,True,,2023-03-02 06:15:00+00:00,23411.6,23376.46,23446.739999999998,2023-03-02 06:25:00+00:00,23446.739999999998,STOP,-1.1504826667121821
development,BULL,04-08,2023-03-02 04:00:00+00:00,2023-03-02 08:00:00+00:00,2023-03-02 06:15:00+00:00,23790.5,23414.1,376.4000000000015,1.5,RR150,True,,2023-03-02 06:15:00+00:00,23411.6,23376.46,23435.026666666665,2023-03-02 06:25:00+00:00,23435.026666666665,STOP,-0.9003217778081215
development,BULL,04-08,2023-03-02 04:00:00+00:00,2023-03-02 08:00:00+00:00,2023-03-02 06:15:00+00:00,23790.5,23414.1,376.4000000000015,2.0,RR200,True,,2023-03-02 06:15:00+00:00,23411.6,23376.46,23429.17,2023-03-02 06:25:00+00:00,23429.17,STOP,-0.7752413333560911
development,BEAR,20-00,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00,2023-03-04 20:45:00+00:00,22335.5,22204.0,131.5,1.0,RR100,False,TARGET_ALREADY_PASSED,2023-03-04 20:45:00+00:00,22184.8,,,,,,
development,BEAR,20-00,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00,2023-03-04 20:45:00+00:00,22335.5,22204.0,131.5,1.5,RR150,False,TARGET_ALREADY_PASSED,2023-03-04 20:45:00+00:00,22184.8,,,,,,
development,BEAR,20-00,2023-03-04 20:00:00+00:00,2023-03-05 00:00:00+00:00,2023-03-04 20:45:00+00:00,22335.5,22204.0,131.5,2.0,RR200,False,TARGET_ALREADY_PASSED,2023-03-04 20:45:00+00:00,22184.8,,,,,,
development,BEAR,20-00,2023-03-07 20:00:00+00:00,2023-03-08 00:00:00+00:00,2023-03-07 20:30:00+00:00,22387.6,22039.0,348.59999999999854,1.0,RR100,True,,2023-03-07 20:30:00+00:00,22017.9,22004.14,22031.660000000003,2023-03-07 20:35:00+00:00,22031.660000000003,STOP,-0.7124730333047277
development,BEAR,20-00,2023-03-07 20:00:00+00:00,2023-03-08 00:00:00+00:00,2023-03-07 20:30:00+00:00,22387.6,22039.0,348.59999999999854,1.5,RR150,True,,2023-03-07 20:30:00+00:00,22017.9,22004.14,22027.073333333337,2023-03-07 20:35:00+00:00,22027.073333333337,STOP,-0.6083153555365591
development,BEAR,20-00,2023-03-07 20:00:00+00:00,2023-03-08 00:00:00+00:00,2023-03-07 20:30:00+00:00,22387.6,22039.0,348.59999999999854,2.0,RR200,True,,2023-03-07 20:30:00+00:00,22017.9,22004.14,22024.780000000002,2023-03-07 20:35:00+00:00,22024.780000000002,STOP,-0.5562365166524194
development,BEAR,08-12,2023-03-10 08:00:00+00:00,2023-03-10 12:00:00+00:00,2023-03-10 12:00:00+00:00,20052.0,19757.0,295.0,1.0,RR100,False,NO_NEXT_WINDOW,,,,,,,,
development,BEAR,08-12,2023-03-10 08:00:00+00:00,2023-03-10 12:00:00+00:00,2023-03-10 12:00:00+00:00,20052.0,19757.0,295.0,1.5,RR150,False,NO_NEXT_WINDOW,,,,,,,,
development,BEAR,08-12,2023-03-10 08:00:00+00:00,2023-03-10 12:00:00+00:00,2023-03-10 12:00:00+00:00,20052.0,19757.0,295.0,2.0,RR200,False,NO_NEXT_WINDOW,,,,,,,,
development,BULL,00-04,2023-03-16 00:00:00+00:00,2023-03-16 04:00:00+00:00,2023-03-16 00:45:00+00:00,24645.4,24222.6,422.8000000000029,1.0,RR100,True,,2023-03-16 00:45:00+00:00,24188.5,24180.32,24196.68,2023-03-16 00:50:00+00:00,24196.68,STOP,-0.5690886164913419
development,BULL,00-04,2023-03-16 00:00:00+00:00,2023-03-16 04:00:00+00:00,2023-03-16 00:45:00+00:00,24645.4,24222.6,422.8000000000029,1.5,RR150,True,,2023-03-16 00:45:00+00:00,24188.5,24180.32,24193.953333333335,2023-03-16 00:50:00+00:00,24193.953333333335,STOP,-0.5127257443275243
development,BULL,00-04,2023-03-16 00:00:00+00:00,2023-03-16 04:00:00+00:00,2023-03-16 00:45:00+00:00,24645.4,24222.6,422.8000000000029,2.0,RR200,True,,2023-03-16 00:45:00+00:00,24188.5,24180.32,24192.59,2023-03-16 00:50:00+00:00,24192.59,STOP,-0.48454430824567096
development,BULL,00-04,2023-03-20 00:00:00+00:00,2023-03-20 04:00:00+00:00,2023-03-20 01:20:00+00:00,28397.0,27722.4,674.5999999999985,1.0,RR100,True,,2023-03-20 01:20:00+00:00,27721.0,27654.940000000002,27787.059999999998,2023-03-20 01:35:00+00:00,27787.059999999998,STOP,-1.5915154575953268
development,BULL,00-04,2023-03-20 00:00:00+00:00,2023-03-20 04:00:00+00:00,2023-03-20 01:20:00+00:00,28397.0,27722.4,674.5999999999985,1.5,RR150,True,,2023-03-20 01:20:00+00:00,27721.0,27654.940000000002,27765.039999999997,2023-03-20 01:30:00+00:00,27765.039999999997,STOP,-1.1943436383968105
development,BULL,00-04,2023-03-20 00:00:00+00:00,2023-03-20 04:00:00+00:00,2023-03-20 01:20:00+00:00,28397.0,27722.4,674.5999999999985,2.0,RR200,True,,2023-03-20 01:20:00+00:00,27721.0,27654.940000000002,27754.03,2023-03-20 01:30:00+00:00,27754.03,STOP,-0.9957577287976079
development,BULL,12-16,2023-03-27 12:00:00+00:00,2023-03-27 16:00:00+00:00,2023-03-27 13:10:00+00:00,27986.8,27760.1,226.7000000000008,1.0,RR100,False,TARGET_ALREADY_PASSED,2023-03-27 13:10:00+00:00,27718.1,,,,,,
development,BULL,12-16,2023-03-27 12:00:00+00:00,2023-03-27 16:00:00+00:00,2023-03-27 13:10:00+00:00,27986.8,27760.1,226.7000000000008,1.5,RR150,False,TARGET_ALREADY_PASSED,2023-03-27 13:10:00+00:00,27718.1,,,,,,
development,BULL,12-16,2023-03-27 12:00:00+00:00,2023-03-27 16:00:00+00:00,2023-03-27 13:10:00+00:00,27986.8,27760.1,226.7000000000008,2.0,RR200,False,TARGET_ALREADY_PASSED,2023-03-27 13:10:00+00:00,27718.1,,,,,,
development,BULL,16-20,2023-03-29 16:00:00+00:00,2023-03-29 20:00:00+00:00,2023-03-29 17:45:00+00:00,28589.5,28211.5,378.0,1.0,RR100,True,,2023-03-29 17:45:00+00:00,28180.6,28173.7,28187.499999999996,2023-03-29 17:50:00+00:00,28187.499999999996,STOP,-0.5224246467427248
development,BULL,16-20,2023-03-29 16:00:00+00:00,2023-03-29 20:00:00+00:00,2023-03-29 17:45:00+00:00,28589.5,28211.5,378.0,1.5,RR150,True,,2023-03-29 17:45:00+00:00,28180.6,28173.7,28185.199999999997,2023-03-29 17:50:00+00:00,28185.199999999997,STOP,-0.48161643116189057
development,BULL,16-20,2023-03-29 16:00:00+00:00,2023-03-29 20:00:00+00:00,2023-03-29 17:45:00+00:00,28589.5,28211.5,378.0,2.0,RR200,True,,2023-03-29 17:45:00+00:00,28180.6,28173.7,28184.049999999996,2023-03-29 17:50:00+00:00,28184.049999999996,STOP,-0.4612123233713069
development,BULL,12-16,2023-04-02 12:00:00+00:00,2023-04-02 16:00:00+00:00,2023-04-02 12:50:00+00:00,28432.9,28287.0,145.90000000000146,1.0,RR100,False,TARGET_ALREADY_PASSED,2023-04-02 12:50:00+00:00,28260.0,,,,,,
development,BULL,12-16,2023-04-02 12:00:00+00:00,2023-04-02 16:00:00+00:00,2023-04-02 12:50:00+00:00,28432.9,28287.0,145.90000000000146,1.5,RR150,False,TARGET_ALREADY_PASSED,2023-04-02 12:50:00+00:00,28260.0,,,,,,
development,BULL,12-16,2023-04-02 12:00:00+00:00,2023-04-02 16:00:00+00:00,2023-04-02 12:50:00+00:00,28432.9,28287.0,145.90000000000146,2.0,RR200,False,TARGET_ALREADY_PASSED,2023-04-02 12:50:00+00:00,28260.0,,,,,,
development,SIDEWAYS,16-20,2023-04-02 16:00:00+00:00,2023-04-02 20:00:00+00:00,2023-04-02 19:40:00+00:00,28352.5,28022.0,330.5,1.0,RR100,True,,2023-04-02 19:40:00+00:00,28019.8,27988.95,28050.649999999998,2023-04-02 19:45:00+00:00,27988.95,TP_T10,0.15050357247371504
development,SIDEWAYS,16-20,2023-04-02 16:00:00+00:00,2023-04-02 20:00:00+00:00,2023-04-02 19:40:00+00:00,28352.5,28022.0,330.5,1.5,RR150,True,,2023-04-02 19:40:00+00:00,28019.8,27988.95,28040.366666666665,2023-04-02 19:45:00+00:00,27988.95,TP_T10,0.15050357247371504
development,SIDEWAYS,16-20,2023-04-02 16:00:00+00:00,2023-04-02 20:00:00+00:00,2023-04-02 19:40:00+00:00,28352.5,28022.0,330.5,2.0,RR200,True,,2023-04-02 19:40:00+00:00,28019.8,27988.95,28035.225,2023-04-02 19:45:00+00:00,27988.95,TP_T10,0.15050357247371504
development,BULL,20-00,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00,2023-04-13 20:25:00+00:00,30539.7,30242.1,297.6000000000022,1.0,RR100,True,,2023-04-13 20:25:00+00:00,30227.9,30212.339999999997,30243.460000000006,2023-04-13 20:30:00+00:00,30212.339999999997,TP_T10,-0.14262188243301355
development,BULL,20-00,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00,2023-04-13 20:25:00+00:00,30539.7,30242.1,297.6000000000022,1.5,RR150,True,,2023-04-13 20:25:00+00:00,30227.9,30212.339999999997,30238.273333333338,2023-04-13 20:30:00+00:00,30238.273333333338,STOP,-0.5715854117113613
development,BULL,20-00,2023-04-13 20:00:00+00:00,2023-04-14 00:00:00+00:00,2023-04-13 20:25:00+00:00,30539.7,30242.1,297.6000000000022,2.0,RR200,True,,2023-04-13 20:25:00+00:00,30227.9,30212.339999999997,30235.680000000004,2023-04-13 20:30:00+00:00,30235.680000000004,STOP,-0.5286890587834933
development,BULL,16-20,2023-04-15 16:00:00+00:00,2023-04-15 20:00:00+00:00,2023-04-15 16:55:00+00:00,30432.1,30270.7,161.39999999999782,1.0,RR100,True,,2023-04-15 16:55:00+00:00,30270.0,30254.56,30285.44,2023-04-15 17:00:00+00:00,30285.44,STOP,-0.6550379914105783
development,BULL,16-20,2023-04-15 16:00:00+00:00,2023-04-15 20:00:00+00:00,2023-04-15 16:55:00+00:00,30432.1,30270.7,161.39999999999782,1.5,RR150,True,,2023-04-15 16:55:00+00:00,30270.0,30254.56,30280.29333333333,2023-04-15 17:00:00+00:00,30280.29333333333,STOP,-0.5700253276070152
development,BULL,16-20,2023-04-15 16:00:00+00:00,2023-04-15 20:00:00+00:00,2023-04-15 16:55:00+00:00,30432.1,30270.7,161.39999999999782,2.0,RR200,True,,2023-04-15 16:55:00+00:00,30270.0,30254.56,30277.72,2023-04-15 17:00:00+00:00,30277.72,STOP,-0.5275189957052892
development,BULL,08-12,2023-04-16 08:00:00+00:00,2023-04-16 12:00:00+00:00,2023-04-16 11:55:00+00:00,30397.4,30240.5,156.90000000000146,1.0,RR100,True,,2023-04-16 11:55:00+00:00,30239.9,30224.81,30254.99,2023-04-16 12:00:00+00:00,30224.81,TP_T10,-0.15049520666403604
development,BULL,08-12,2023-04-16 08:00:00+00:00,2023-04-16 12:00:00+00:00,2023-04-16 11:55:00+00:00,30397.4,30240.5,156.90000000000146,1.5,RR150,True,,2023-04-16 11:55:00+00:00,30239.9,30224.81,30249.960000000003,2023-04-16 12:00:00+00:00,30224.81,TP_T10,-0.15049520666403604
development,BULL,08-12,2023-04-16 08:00:00+00:00,2023-04-16 12:00:00+00:00,2023-04-16 11:55:00+00:00,30397.4,30240.5,156.90000000000146,2.0,RR200,True,,2023-04-16 11:55:00+00:00,30239.9,30224.81,30247.445,2023-04-16 12:00:00+00:00,30224.81,TP_T10,-0.15049520666403604
development,BEAR,12-16,2023-04-20 12:00:00+00:00,2023-04-20 16:00:00+00:00,2023-04-20 15:45:00+00:00,28938.0,28575.6,362.4000000000015,1.0,RR100,True,,2023-04-20 15:45:00+00:00,28545.1,28539.359999999997,28550.84,2023-04-20 15:50:00+00:00,28550.84,STOP,-0.5005426500521045
development,BEAR,12-16,2023-04-20 12:00:00+00:00,2023-04-20 16:00:00+00:00,2023-04-20 15:45:00+00:00,28938.0,28575.6,362.4000000000015,1.5,RR150,True,,2023-04-20 15:45:00+00:00,28545.1,28539.359999999997,28548.926666666666,2023-04-20 15:50:00+00:00,28548.926666666666,STOP,-0.4670284333680327
development,BEAR,12-16,2023-04-20 12:00:00+00:00,2023-04-20 16:00:00+00:00,2023-04-20 15:45:00+00:00,28938.0,28575.6,362.4000000000015,2.0,RR200,True,,2023-04-20 15:45:00+00:00,28545.1,28539.359999999997,28547.97,2023-04-20 15:50:00+00:00,28547.97,STOP,-0.4502713250261078
development,BEAR,16-20,2023-04-21 16:00:00+00:00,2023-04-21 20:00:00+00:00,2023-04-21 17:55:00+00:00,28300.0,27954.4,345.59999999999854,1.0,RR100,True,,2023-04-21 17:55:00+00:00,27943.0,27919.84,27966.16,2023-04-21 18:00:00+00:00,27919.84,TP_T10,0.014415059227735116
development,BEAR,16-20,2023-04-21 16:00:00+00:00,2023-04-21 20:00:00+00:00,2023-04-21 17:55:00+00:00,28300.0,27954.4,345.59999999999854,1.5,RR150,True,,2023-04-21 17:55:00+00:00,27943.0,27919.84,27958.44,2023-04-21 18:00:00+00:00,27919.84,TP_T10,0.014415059227735116
development,BEAR,16-20,2023-04-21 16:00:00+00:00,2023-04-21 20:00:00+00:00,2023-04-21 17:55:00+00:00,28300.0,27954.4,345.59999999999854,2.0,RR200,True,,2023-04-21 17:55:00+00:00,27943.0,27919.84,27954.58,2023-04-21 18:00:00+00:00,27954.58,STOP,-0.6072075296138953
development,BEAR,12-16,2023-04-23 12:00:00+00:00,2023-04-23 16:00:00+00:00,2023-04-23 16:00:00+00:00,27760.0,27463.4,296.59999999999854,1.0,RR100,False,NO_NEXT_WINDOW,,,,,,,,
development,BEAR,12-16,2023-04-23 12:00:00+00:00,2023-04-23 16:00:00+00:00,2023-04-23 16:00:00+00:00,27760.0,27463.4,296.59999999999854,1.5,RR150,False,NO_NEXT_WINDOW,,,,,,,,
development,BEAR,12-16,2023-04-23 12:00:00+00:00,2023-04-23 16:00:00+00:00,2023-04-23 16:00:00+00:00,27760.0,27463.4,296.59999999999854,2.0,RR200,False,NO_NEXT_WINDOW,,,,,,,,
development,BEAR,20-00,2023-05-01 20:00:00+00:00,2023-05-02 00:00:00+00:00,2023-05-01 21:10:00+00:00,28402.3,27780.0,622.2999999999993,1.0,RR100,True,,2023-05-01 21:10:00+00:00,27779.6,27717.77,27841.429999999997,2023-05-01 21:20:00+00:00,27841.429999999997,STOP,-1.5128669959250547
development,BEAR,20-00,2023-05-01 20:00:00+00:00,2023-05-02 00:00:00+00:00,2023-05-01 21:10:00+00:00,28402.3,27780.0,622.2999999999993,1.5,RR150,True,,2023-05-01 21:10:00+00:00,27779.6,27717.77,27820.819999999996,2023-05-01 21:20:00+00:00,27820.819999999996,STOP,-1.141911330616629
development,BEAR,20-00,2023-05-01 20:00:00+00:00,2023-05-02 00:00:00+00:00,2023-05-01 21:10:00+00:00,28402.3,27780.0,622.2999999999993,2.0,RR200,True,,2023-05-01 21:10:00+00:00,27779.6,27717.77,27810.515,2023-05-01 21:20:00+00:00,27810.515,STOP,-0.9564334979625274
development,BEAR,12-16,2023-05-03 12:00:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03 12:25:00+00:00,28758.9,28515.0,243.90000000000143,1.0,RR100,True,,2023-05-03 12:25:00+00:00,28508.6,28490.61,28526.589999999997,2023-05-03 12:30:00+00:00,28526.589999999997,STOP,-0.7155188258980868
development,BEAR,12-16,2023-05-03 12:00:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03 12:25:00+00:00,28758.9,28515.0,243.90000000000143,1.5,RR150,True,,2023-05-03 12:25:00+00:00,28508.6,28490.61,28520.59333333333,2023-05-03 12:30:00+00:00,28520.59333333333,STOP,-0.6103458839320949
development,BEAR,12-16,2023-05-03 12:00:00+00:00,2023-05-03 16:00:00+00:00,2023-05-03 12:25:00+00:00,28758.9,28515.0,243.90000000000143,2.0,RR200,True,,2023-05-03 12:25:00+00:00,28508.6,28490.61,28517.594999999998,2023-05-03 12:30:00+00:00,28517.594999999998,STOP,-0.5577594129490434
development,BEAR,20-00,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00,2023-05-07 22:45:00+00:00,29019.9,28753.6,266.3000000000029,1.0,RR100,True,,2023-05-07 22:45:00+00:00,28753.0,28726.969999999998,28779.030000000002,2023-05-07 22:55:00+00:00,28779.030000000002,STOP,-0.8526484192953762
development,BEAR,20-00,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00,2023-05-07 22:45:00+00:00,29019.9,28753.6,266.3000000000029,1.5,RR150,True,,2023-05-07 22:45:00+00:00,28753.0,28726.969999999998,28770.353333333336,2023-05-07 22:50:00+00:00,28770.353333333336,STOP,-0.7017656128636581
development,BEAR,20-00,2023-05-07 20:00:00+00:00,2023-05-08 00:00:00+00:00,2023-05-07 22:45:00+00:00,29019.9,28753.6,266.3000000000029,2.0,RR200,True,,2023-05-07 22:45:00+00:00,28753.0,28726.969999999998,28766.015,2023-05-07 22:50:00+00:00,28766.015,STOP,-0.6263242096476326
development,BEAR,00-04,2023-05-14 00:00:00+00:00,2023-05-14 04:00:00+00:00,2023-05-14 01:05:00+00:00,26928.6,26730.0,198.5999999999985,1.0,RR100,True,,2023-05-14 01:05:00+00:00,26713.8,26710.14,26717.46,2023-05-14 01:10:00+00:00,26717.46,STOP,-0.4685039193225601
development,BEAR,00-04,2023-05-14 00:00:00+00:00,2023-05-14 04:00:00+00:00,2023-05-14 01:05:00+00:00,26928.6,26730.0,198.5999999999985,1.5,RR150,True,,2023-05-14 01:05:00+00:00,26713.8,26710.14,26716.239999999998,2023-05-14 01:10:00+00:00,26716.239999999998,STOP,-0.4456692795484104
development,BEAR,00-04,2023-05-14 00:00:00+00:00,2023-05-14 04:00:00+00:00,2023-05-14 01:05:00+00:00,26928.6,26730.0,198.5999999999985,2.0,RR200,True,,2023-05-14 01:05:00+00:00,26713.8,26710.14,26715.629999999997,2023-05-14 01:10:00+00:00,26715.629999999997,STOP,-0.43425195966122454
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 07:35:00+00:00,27238.5,26969.7,268.7999999999993,1.0,RR100,True,,2023-05-17 07:35:00+00:00,26964.6,26942.82,26986.379999999997,2023-05-17 07:40:00+00:00,26942.82,TP_T10,0.0038628423933543266
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 07:35:00+00:00,27238.5,26969.7,268.7999999999993,1.5,RR150,True,,2023-05-17 07:35:00+00:00,26964.6,26942.82,26979.12,2023-05-17 07:40:00+00:00,26942.82,TP_T10,0.0038628423933543266
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 07:35:00+00:00,27238.5,26969.7,268.7999999999993,2.0,RR200,True,,2023-05-17 07:35:00+00:00,26964.6,26942.82,26975.489999999998,2023-05-17 07:40:00+00:00,26942.82,TP_T10,0.0038628423933543266
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 11:10:00+00:00,26950.0,26801.5,148.5,1.0,RR100,True,,2023-05-19 11:10:00+00:00,26795.9,26786.65,26805.15,2023-05-19 11:15:00+00:00,26805.15,STOP,-0.5726010322474769
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 11:10:00+00:00,26950.0,26801.5,148.5,1.5,RR150,True,,2023-05-19 11:10:00+00:00,26795.9,26786.65,26802.06666666667,2023-05-19 11:15:00+00:00,26802.06666666667,STOP,-0.5150673548316883
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 11:10:00+00:00,26950.0,26801.5,148.5,2.0,RR200,True,,2023-05-19 11:10:00+00:00,26795.9,26786.65,26800.525,2023-05-19 11:15:00+00:00,26800.525,STOP,-0.48630051612368297
development,BULL,00-04,2023-05-24 00:00:00+00:00,2023-05-24 04:00:00+00:00,2023-05-24 01:55:00+00:00,27244.0,27139.0,105.0,1.0,RR100,True,,2023-05-24 01:55:00+00:00,27136.0,27128.5,27143.5,2023-05-24 02:00:00+00:00,27143.5,STOP,-0.5381928066037652
development,BULL,00-04,2023-05-24 00:00:00+00:00,2023-05-24 04:00:00+00:00,2023-05-24 01:55:00+00:00,27244.0,27139.0,105.0,1.5,RR150,True,,2023-05-24 01:55:00+00:00,27136.0,27128.5,27141.0,2023-05-24 02:00:00+00:00,27141.0,STOP,-0.4921285377358805
development,BULL,00-04,2023-05-24 00:00:00+00:00,2023-05-24 04:00:00+00:00,2023-05-24 01:55:00+00:00,27244.0,27139.0,105.0,2.0,RR200,True,,2023-05-24 01:55:00+00:00,27136.0,27128.5,27139.75,2023-05-24 02:00:00+00:00,27139.75,STOP,-0.4690964033018826
development,BEAR,00-04,2023-05-25 00:00:00+00:00,2023-05-25 04:00:00+00:00,2023-05-25 01:20:00+00:00,26476.0,26228.2,247.79999999999927,1.0,RR100,False,TARGET_ALREADY_PASSED,2023-05-25 01:20:00+00:00,26173.4,,,,,,
development,BEAR,00-04,2023-05-25 00:00:00+00:00,2023-05-25 04:00:00+00:00,2023-05-25 01:20:00+00:00,26476.0,26228.2,247.79999999999927,1.5,RR150,False,TARGET_ALREADY_PASSED,2023-05-25 01:20:00+00:00,26173.4,,,,,,
development,BEAR,00-04,2023-05-25 00:00:00+00:00,2023-05-25 04:00:00+00:00,2023-05-25 01:20:00+00:00,26476.0,26228.2,247.79999999999927,2.0,RR200,False,TARGET_ALREADY_PASSED,2023-05-25 01:20:00+00:00,26173.4,,,,,,
development,SIDEWAYS,00-04,2023-06-03 00:00:00+00:00,2023-06-03 04:00:00+00:00,2023-06-03 01:40:00+00:00,27290.0,27132.0,158.0,1.0,RR100,True,,2023-06-03 01:40:00+00:00,27118.5,27116.2,27120.8,2023-06-03 01:45:00+00:00,27120.8,STOP,-0.4424064752844178
development,SIDEWAYS,00-04,2023-06-03 00:00:00+00:00,2023-06-03 04:00:00+00:00,2023-06-03 01:40:00+00:00,27290.0,27132.0,158.0,1.5,RR150,True,,2023-06-03 01:40:00+00:00,27118.5,27116.2,27120.033333333333,2023-06-03 01:45:00+00:00,27120.033333333333,STOP,-0.4282709835228712
development,SIDEWAYS,00-04,2023-06-03 00:00:00+00:00,2023-06-03 04:00:00+00:00,2023-06-03 01:40:00+00:00,27290.0,27132.0,158.0,2.0,RR200,True,,2023-06-03 01:40:00+00:00,27118.5,27116.2,27119.65,2023-06-03 01:45:00+00:00,27119.65,STOP,-0.4212032376422089
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:20:00+00:00,31440.5,30601.0,839.5,1.0,RR100,True,,2023-06-23 22:20:00+00:00,30533.7,30517.05,30550.350000000002,2023-06-23 22:25:00+00:00,30550.350000000002,STOP,-0.6726495642519922
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:20:00+00:00,31440.5,30601.0,839.5,1.5,RR150,True,,2023-06-23 22:20:00+00:00,30533.7,30517.05,30544.800000000003,2023-06-23 22:25:00+00:00,30544.800000000003,STOP,-0.5817663761679578
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:20:00+00:00,31440.5,30601.0,839.5,2.0,RR200,True,,2023-06-23 22:20:00+00:00,30533.7,30517.05,30542.025,2023-06-23 22:25:00+00:00,30542.025,STOP,-0.5363247821259961
development,BULL,12-16,2023-06-25 12:00:00+00:00,2023-06-25 16:00:00+00:00,2023-06-25 15:00:00+00:00,30754.2,30565.2,189.0,1.0,RR100,False,TARGET_ALREADY_PASSED,2023-06-25 15:00:00+00:00,30540.2,,,,,,
