selected_rule,conditions,derivation_baseline_n,derivation_baseline_rate,derivation_selected_n,derivation_selected_rate,derivation_lift,derivation_wilson_lower,confirmation_baseline_n,confirmation_baseline_rate,confirmation_selected_n,confirmation_selected_rate,confirmation_lift,gate_confirmation_n_ge_30,gate_confirmation_rate_ge_45pct,gate_confirmation_lift_ge_8pp,gate_year_2023_above_baseline,gate_year_2024_above_baseline,verdict
bos_extension_range_units <= 0.204433550854 AND bos_to_return_min <= 886.25,2,174,0.3390804597701149,36,0.6944444444444444,0.3553639846743295,0.5314342132091627,161,0.3167701863354037,38,0.39473684210526316,0.07796665576985945,True,False,False,True,True,REJECTED_AS_DEFINED
