event_ts,utc_date,session,session_wib,side,manip_side,acc_high,acc_low,manip_open,manip_high,manip_low,manip_close,displacement_ok,fvg,fvg_low,fvg_high,baseline_entry_idx,baseline_entry_ts,baseline_entry,baseline_signed1h,baseline_signed3h,fvg_entry_idx,fvg_entry_ts,fvg_entry,fvg_signed1h,fvg_signed3h,fill,fill_idx,fill_ts,entry,fvg_stop_valid,fvg_stop,fvg_risk,target,target_dist,net_rr,rr_ok,outcome,net_ret,pnl,control_manip_risk,control_rr_ok
2020-06-16 13:00:00+00:00,2020-06-16,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,9575.96,9472.62,9561.41,9588.0,9491.34,9531.99,True,True,9472.92,9491.34,4022,2020-06-16 14:00:00+00:00,9531.99,0.010195142882021502,0.004625476946576779,4024.0,2020-06-16 16:00:00+00:00,9449.16,-0.004099835329277823,-0.004606758696011237,True,4024.0,2020-06-16 16:00:00+00:00,9472.92,True,9491.34,0.0019444901888752437,9472.62,3.1669221317109446e-05,-0.42628391958415074,False,,,,0.01214831329727264,False
2020-06-22 00:00:00+00:00,2020-06-22,ASIA_OPEN,07:00,LONG,LOW_SWEEP,9338.14,9279.0,9293.39,9335.0,9273.0,9320.35,True,True,9335.0,9362.21,4153,2020-06-22 01:00:00+00:00,9320.35,0.00667678788886672,0.006413922223950763,4155.0,2020-06-22 03:00:00+00:00,9382.44,-0.0002462046120200734,0.003062103248195447,False,,,,False,,,,,,False,,,,,False
2020-06-30 13:00:00+00:00,2020-06-30,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,9172.73,9115.0,9125.01,9159.0,9063.97,9131.08,True,True,9159.0,9160.0,4358,2020-06-30 14:00:00+00:00,9131.08,0.005465947073073574,0.004809945811448335,4360.0,2020-06-30 16:00:00+00:00,9169.22,0.0006303698678842284,-0.004129031695171315,True,4360.0,2020-06-30 16:00:00+00:00,9160.0,True,9159.0,0.0001091703056768559,9172.73,0.001389737991266328,-0.06852103120762797,False,,,,0.010483624454148544,False
2020-07-07 00:00:00+00:00,2020-07-07,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,9379.0,9262.24,9339.59,9380.0,9325.0,9326.26,True,True,9308.0,9325.0,4513,2020-07-07 01:00:00+00:00,9326.31,0.001963263069745591,0.0035801940960572542,4515.0,2020-07-07 03:00:00+00:00,9282.49,-0.0011236209249889662,-0.0003296529271779036,True,4515.0,2020-07-07 03:00:00+00:00,9308.0,True,9325.0,0.001826385904598195,9262.24,0.004916201117318459,1.027000839739042,True,TP,0.003416201117318459,1.7081005586592295,0.007735281478298238,False
2020-08-04 13:00:00+00:00,2020-08-04,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,11315.0,11069.13,11160.9,11170.0,11025.0,11139.91,True,True,11170.0,11184.2,5198,2020-08-04 14:00:00+00:00,11139.91,0.007184079584126035,0.003041317209923733,5200.0,2020-08-04 16:00:00+00:00,11220.32,-0.0041469405507150725,0.000721904544611851,True,5200.0,2020-08-04 16:00:00+00:00,11184.2,True,11170.0,0.0012696482537866568,11315.0,0.011695069830653892,3.680998053350354,True,SL,-0.002769648253786657,-1.3848241268933286,0.014234366338227207,False
2020-08-09 00:00:00+00:00,2020-08-09,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,11790.9,11680.0,11765.72,11811.0,11751.0,11762.71,True,True,11742.0,11751.0,5305,2020-08-09 01:00:00+00:00,11763.5,0.00491435372125637,0.0020147065074170856,5307.0,2020-08-09 03:00:00+00:00,11720.0,-0.0016894197952217471,0.00605546075085317,True,5307.0,2020-08-09 03:00:00+00:00,11742.0,True,11751.0,0.0007664793050587634,11680.0,0.005280190768182593,1.6678690865366552,True,SL,-0.0022664793050587635,-1.1332396525293817,0.005876341338783853,False
2020-08-19 13:00:00+00:00,2020-08-19,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,11876.71,11741.87,11863.66,11922.5,11816.02,11874.62,True,True,11781.02,11816.02,5558,2020-08-19 14:00:00+00:00,11874.63,0.009798200028127035,0.009876518257831979,5560.0,2020-08-19 16:00:00+00:00,11735.02,-0.0019028514651018291,-0.0010387711311952152,True,5560.0,2020-08-19 16:00:00+00:00,11781.02,True,11816.02,0.0029708802803152866,11741.87,0.0033231417992669256,0.4077813953762049,False,,,,0.012009146915971585,False
2020-08-26 00:00:00+00:00,2020-08-26,ASIA_OPEN,07:00,LONG,LOW_SWEEP,11395.0,11268.0,11327.18,11339.98,11257.71,11288.93,True,True,11339.98,11342.86,5713,2020-08-26 01:00:00+00:00,11288.93,0.004809136029721106,0.007269068016189317,5715.0,2020-08-26 03:00:00+00:00,11399.42,-0.002493986536157178,-0.0028299685422591425,True,5715.0,2020-08-26 03:00:00+00:00,11342.86,True,11339.98,0.00025390421816023635,11395.0,0.004596724282940935,1.7656176722063275,True,SL,-0.0017539042181602363,-0.8769521090801181,0.007506925061228072,False
2020-08-26 13:00:00+00:00,2020-08-26,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,11450.47,11271.08,11318.07,11429.21,11255.95,11405.22,True,True,11429.21,11449.94,5726,2020-08-26 14:00:00+00:00,11405.19,0.003928913065016859,0.00585785944819861,5728.0,2020-08-26 16:00:00+00:00,11484.57,-0.001094512027877359,-0.0029491744140179854,True,5729.0,2020-08-26 17:00:00+00:00,11449.94,True,11429.21,0.0018104898366280856,11450.47,4.6288452166459895e-05,-0.4391227943820618,False,,,,0.016942446859983525,False
2020-08-27 13:00:00+00:00,2020-08-27,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,11439.94,11278.08,11358.91,11593.0,11344.68,11407.79,True,True,11343.58,11344.68,5750,2020-08-27 14:00:00+00:00,11407.79,0.007707014242022359,0.011288777230296199,5752.0,2020-08-27 16:00:00+00:00,11329.47,0.004453871187266367,0.0059526173775118485,True,5752.0,2020-08-27 16:00:00+00:00,11343.58,True,11344.68,9.697115020129128e-05,11278.08,0.005774191216529526,2.6764360871458335,True,SL,-0.0015969711502012913,-0.7984855751006457,0.021987767530180072,False
2020-08-30 00:00:00+00:00,2020-08-30,ASIA_OPEN,07:00,LONG,LOW_SWEEP,11521.0,11459.73,11466.27,11514.2,11457.88,11508.1,True,True,11514.2,11607.6,5809,2020-08-30 01:00:00+00:00,11508.09,0.010019907734472033,0.009408164169727673,5811.0,2020-08-30 03:00:00+00:00,11629.46,-0.0011264495513978456,-0.0031506192032991764,True,5811.0,2020-08-30 03:00:00+00:00,11607.6,False,,,,,,False,,,,,False
2020-09-11 00:00:00+00:00,2020-09-11,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,10356.28,10286.7,10335.91,10380.5,10333.1,10337.96,True,True,10315.67,10333.1,6097,2020-09-11 01:00:00+00:00,10337.97,0.003143750658978539,0.011246888895982354,6099.0,2020-09-11 03:00:00+00:00,10259.96,0.003729059372550969,-0.0024493272878258754,False,,,,False,,,,,,False,,,,,False
2020-09-17 13:00:00+00:00,2020-09-17,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,10880.0,10770.0,10801.57,10817.46,10740.0,10813.11,True,True,10817.46,10830.0,6254,2020-09-17 14:00:00+00:00,10813.1,0.0020798845844391955,0.0019143446375229356,6256.0,2020-09-17 16:00:00+00:00,10833.0,7.384842610536069e-05,0.006046339887381125,True,6256.0,2020-09-17 16:00:00+00:00,10830.0,True,10817.46,0.0011578947368421858,10880.0,0.0046168051708217915,1.1726593712002424,True,SL,-0.002657894736842186,-1.3289473684210928,0.008310249307479225,False
2020-09-23 07:00:00+00:00,2020-09-23,LONDON_OPEN,14:00,LONG,LOW_SWEEP,10485.0,10400.51,10430.15,10436.39,10374.12,10423.76,True,True,10436.39,10438.14,6392,2020-09-23 08:00:00+00:00,10423.77,0.0019580247837394094,0.005594904722571625,6394.0,2020-09-23 10:00:00+00:00,10475.42,0.0006367286466795186,0.0022977598988871417,False,,,,False,,,,,,False,,,,,False
2020-09-23 13:00:00+00:00,2020-09-23,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,10515.0,10454.29,10499.49,10531.94,10485.51,10489.91,True,True,10479.3,10485.51,6398,2020-09-23 14:00:00+00:00,10489.9,0.002279335360680257,0.0008922868664142936,6400.0,2020-09-23 16:00:00+00:00,10446.46,-0.003262349159428357,0.003850108074888503,True,6400.0,2020-09-23 16:00:00+00:00,10479.3,True,10485.51,0.0005925968337580703,10454.29,0.0023866097926386687,0.4236887767083239,False,,,,0.005023236284866474,False
2020-09-25 07:00:00+00:00,2020-09-25,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,10689.0,10613.39,10686.12,10697.78,10661.0,10682.49,True,True,10648.73,10661.0,6440,2020-09-25 08:00:00+00:00,10682.49,0.007711685196990503,0.008915524376807205,6442.0,2020-09-25 10:00:00+00:00,10589.49,0.00021153048919253514,-0.0020803645879075017,True,6444.0,2020-09-25 12:00:00+00:00,10648.73,True,10661.0,0.0011522500805260757,10613.39,0.003318705610903849,0.6857217666831431,False,,,,0.004606183084743542,False
2020-11-02 07:00:00+00:00,2020-11-02,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,13750.5,13632.76,13727.03,13752.92,13708.0,13732.14,True,True,13573.66,13708.0,7352,2020-11-02 08:00:00+00:00,13732.13,0.021008394182111534,0.017727038704119402,7354.0,2020-11-02 10:00:00+00:00,13559.54,0.005224366018316218,0.019480749346954318,False,,,,False,,,,,,False,,,,,False
2020-11-06 07:00:00+00:00,2020-11-06,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,15766.0,15435.0,15683.7,15795.93,15660.0,15738.0,True,True,15557.0,15660.0,7448,2020-11-06 08:00:00+00:00,15738.0,0.015330410471470324,0.008682805947388461,7450.0,2020-11-06 10:00:00+00:00,15420.0,-0.01176070038910515,-0.0029844357976653857,True,7450.0,2020-11-06 10:00:00+00:00,15557.0,True,15660.0,0.006620813781577425,15435.0,0.007842128945169377,0.7809720941461427,False,,,,0.015358359580896078,False
2020-11-19 00:00:00+00:00,2020-11-19,ASIA_OPEN,07:00,LONG,LOW_SWEEP,17868.65,17600.0,17788.32,17835.0,17581.64,17772.58,True,True,17835.0,17864.32,7753,2020-11-19 01:00:00+00:00,17772.57,0.005254164141708317,0.009171436657726018,7755.0,2020-11-19 03:00:00+00:00,17948.01,-0.0006931130526447449,-0.002117783531433215,True,7755.0,2020-11-19 03:00:00+00:00,17864.32,True,17835.0,0.001641260344642265,17868.65,0.00024238258159290396,-0.40035440569327174,False,,,,0.015823720130405203,False
2020-11-25 00:00:00+00:00,2020-11-25,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,19220.0,18872.0,19178.53,19240.56,19138.79,19182.02,True,True,19124.67,19138.79,7897,2020-11-25 01:00:00+00:00,19180.45,0.002908690880558118,0.018531890544799534,7899.0,2020-11-25 03:00:00+00:00,18995.96,0.008999808380308227,0.005228480161044713,True,7904.0,2020-11-25 08:00:00+00:00,19124.67,True,19138.79,0.0007383133931201229,18872.0,0.01321173123510096,5.232391170556888,True,SL,-0.002238313393120123,-1.1191566965600614,0.006059712402880837,True
2020-11-27 13:00:00+00:00,2020-11-27,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,17079.57,16658.91,17071.0,17084.3,16912.08,16950.07,True,True,16791.24,16912.08,7958,2020-11-27 14:00:00+00:00,16950.07,0.010594056543719255,0.007821796606149567,7960.0,2020-11-27 16:00:00+00:00,16511.03,-0.018560925635772163,-0.01636542359864901,True,7960.0,2020-11-27 16:00:00+00:00,16791.24,True,16912.08,0.007196609660751686,16658.91,0.007880895038127127,0.733722138516172,False,,,,0.01745314818917469,False
2020-11-28 07:00:00+00:00,2020-11-28,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,17043.7,16865.78,17023.15,17071.1,17001.43,17021.77,True,True,16966.77,17001.43,7976,2020-11-28 08:00:00+00:00,17021.77,0.008174825532245023,-0.010679852917763633,7978.0,2020-11-28 10:00:00+00:00,16920.0,-0.016758865248227117,-0.013070330969267241,True,7978.0,2020-11-28 10:00:00+00:00,16966.77,True,17001.43,0.002042816635104964,16865.78,0.005952223080763257,1.2566902381137064,True,SL,-0.003542816635104964,-1.771408317552482,0.0061490784633727045,False
2020-11-29 07:00:00+00:00,2020-11-29,LONDON_OPEN,14:00,LONG,LOW_SWEEP,17871.79,17707.37,17732.02,17850.0,17669.58,17819.3,True,True,17850.0,18052.28,8000,2020-11-29 08:00:00+00:00,17819.29,0.01819544998706446,0.0205827504911813,8002.0,2020-11-29 10:00:00+00:00,18107.0,0.0043662671894848515,-0.0042409013088861025,True,8002.0,2020-11-29 10:00:00+00:00,18052.28,False,,,,,,False,,,,,False
2020-12-01 13:00:00+00:00,2020-12-01,NEW_YORK_OPEN,20:00,LONG,LOW_SWEEP,19956.0,18400.0,18574.71,18837.0,18050.0,18765.1,True,True,18837.0,19180.0,8054,2020-12-01 14:00:00+00:00,18765.09,0.0283542471685454,0.016288224570199406,8056.0,2020-12-01 16:00:00+00:00,19276.0,-0.010648474787300133,-0.027289375389084825,True,8056.0,2020-12-01 16:00:00+00:00,19180.0,True,18837.0,0.017883211678832115,19956.0,0.04045881126173097,2.0099254915673668,True,SL,-0.019383211678832116,-9.691605839416058,0.058915537017726796,False
2020-12-03 00:00:00+00:00,2020-12-03,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,19280.0,19053.0,19207.01,19314.43,19161.24,19184.14,True,True,19102.08,19161.24,8089,2020-12-03 01:00:00+00:00,19184.14,0.00842623125143993,0.004594420182504888,8091.0,2020-12-03 03:00:00+00:00,19046.95,-0.0025752154544427253,0.00618629229351686,True,8091.0,2020-12-03 03:00:00+00:00,19102.08,True,19161.24,0.003097044929138599,19053.0,0.0025693537038899293,0.23261763162499835,False,,,,0.01111659044460072,False
2020-12-06 07:00:00+00:00,2020-12-06,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,19238.19,19112.0,19192.09,19265.35,19178.24,19238.17,True,True,19086.47,19178.24,8168,2020-12-06 08:00:00+00:00,19238.17,0.011109164749037892,0.010038376831060236,8170.0,2020-12-06 10:00:00+00:00,19044.99,-3.1504348385613667e-06,0.002992913096830141,True,8171.0,2020-12-06 11:00:00+00:00,19086.47,False,,,,,,False,,,,,False
2020-12-30 07:00:00+00:00,2020-12-30,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,28635.0,27758.33,28412.13,28656.9,28297.03,28437.38,True,True,27932.21,28297.03,8744,2020-12-30 08:00:00+00:00,28437.38,0.02328625210901991,0.019292564926867373,8746.0,2020-12-30 10:00:00+00:00,27885.89,-0.0001025608291504998,-0.00023596162790573416,True,8746.0,2020-12-30 10:00:00+00:00,27932.21,True,28297.03,0.013060907103304742,27758.33,0.006225071342367732,0.32450391372219733,False,,,,0.025944599442722302,False
2021-01-01 00:00:00+00:00,2021-01-01,ASIA_OPEN,07:00,LONG,LOW_SWEEP,29199.49,28800.0,28948.19,29055.0,28706.0,29015.0,True,True,29055.0,29159.16,8785,2021-01-01 01:00:00+00:00,29015.0,0.014937101499224559,0.009895226606927432,8787.0,2021-01-01 03:00:00+00:00,29236.58,0.0022413702286656623,-0.0007791609004884625,True,8788.0,2021-01-01 04:00:00+00:00,29159.16,True,29055.0,0.0035721193614630825,29199.49,0.0013830988272639454,-0.023047796079927775,False,,,,0.015540914072970547,False
2021-01-09 07:00:00+00:00,2021-01-09,LONDON_OPEN,14:00,LONG,LOW_SWEEP,40555.0,38900.0,39017.99,39745.3,38733.28,39683.38,True,True,39745.3,40203.0,8984,2021-01-09 08:00:00+00:00,39683.38,0.013292970508056667,0.019107243385014128,8986.0,2021-01-09 10:00:00+00:00,40411.87,0.000736169843167378,0.013717504287725335,True,8986.0,2021-01-09 10:00:00+00:00,40203.0,True,39745.3,0.01138472253314422,40555.0,0.008755565505061812,0.5631138339531833,False,,,,0.036557470835509816,False
2021-01-11 07:00:00+00:00,2021-01-11,LONDON_OPEN,14:00,LONG,LOW_SWEEP,36003.03,32668.0,32924.52,34749.0,32600.0,34399.95,True,True,34749.0,34940.0,9032,2021-01-11 08:00:00+00:00,34399.95,0.030686381811601438,0.028970100247238673,9034.0,2021-01-11 10:00:00+00:00,35800.0,-0.011270391061452556,-0.041801955307262606,True,9035.0,2021-01-11 11:00:00+00:00,34940.0,True,34749.0,0.005466514024041214,36003.03,0.030424441900400653,4.151924736042064,True,SL,-0.0069665140240412135,-3.483257012020607,0.06697195191757298,False
2021-01-21 07:00:00+00:00,2021-01-21,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,34960.0,34000.0,34697.97,35073.29,34592.86,34681.91,True,True,33524.71,34592.86,9272,2021-01-21 08:00:00+00:00,34681.91,0.04048306451403649,0.05254929731378699,9274.0,2021-01-21 10:00:00+00:00,32915.62,0.0017080036772815221,0.013234142331209453,False,,,,False,,,,,,False,,,,,False
2021-01-28 00:00:00+00:00,2021-01-28,ASIA_OPEN,07:00,LONG,LOW_SWEEP,31674.65,30082.59,30382.96,30734.72,29843.33,30685.2,True,True,30734.72,30800.0,9433,2021-01-28 01:00:00+00:00,30681.27,0.006462574723927528,0.024208254743040225,9435.0,2021-01-28 03:00:00+00:00,30992.64,0.013918465803493874,0.024238657952339704,False,,,,False,,,,,,False,,,,,False
2021-02-01 00:00:00+00:00,2021-02-01,ASIA_OPEN,07:00,LONG,LOW_SWEEP,33280.73,32536.34,33125.11,33140.03,32322.47,32570.42,True,True,33140.03,33259.0,9529,2021-02-01 01:00:00+00:00,32570.42,0.027164218330620216,0.03162225111005634,9531.0,2021-02-01 03:00:00+00:00,33674.91,-0.0022135174229122034,0.0033562079304738646,False,,,,False,,,,,,False,,,,,False
2021-02-09 07:00:00+00:00,2021-02-09,LONDON_OPEN,14:00,SHORT,HIGH_SWEEP,48250.0,46300.0,48214.1,48266.36,47500.0,47612.4,True,True,47320.0,47500.0,9728,2021-02-09 08:00:00+00:00,47614.65,0.007590310965217673,0.03814960311584781,9730.0,2021-02-09 10:00:00+00:00,46568.21,0.016535744019364307,0.024979916556809867,False,,,,False,,,,,,False,,,,,False
2021-02-12 13:00:00+00:00,2021-02-12,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,48100.0,47370.0,47757.0,48273.0,47722.41,47947.0,True,True,47224.07,47722.41,9806,2021-02-12 14:00:00+00:00,47946.99,0.028115216408788113,0.0051304576157961135,9808.0,2021-02-12 16:00:00+00:00,47083.34,-0.013118440620397909,-0.005847503596813741,True,9808.0,2021-02-12 16:00:00+00:00,47224.07,False,,,,,,False,,,,,False
2021-02-16 00:00:00+00:00,2021-02-16,ASIA_OPEN,07:00,LONG,LOW_SWEEP,48833.08,47700.0,47981.6,48031.41,47101.02,47745.69,True,True,48031.41,48231.0,9889,2021-02-16 01:00:00+00:00,47745.68,0.012991541852582333,0.0412795461285711,9891.0,2021-02-16 03:00:00+00:00,48503.37,0.025013313507906698,0.01610754056883046,False,,,,False,,,,,,False,,,,,False
2021-03-03 13:00:00+00:00,2021-03-03,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,52627.0,51219.0,52569.5,52681.51,51282.0,51623.41,True,True,51237.21,51282.0,10262,2021-03-03 14:00:00+00:00,51623.41,0.015048211654363874,0.010112660128418494,10264.0,2021-03-03 16:00:00+00:00,50796.23,-0.00600694185375561,-0.009243993107362458,True,10264.0,2021-03-03 16:00:00+00:00,51237.21,True,51282.0,0.0008741693780750528,51219.0,0.0003554057685810591,-0.4821030217932319,False,,,,0.02818849816373692,False
2021-03-15 00:00:00+00:00,2021-03-15,ASIA_OPEN,07:00,LONG,LOW_SWEEP,60833.85,59005.0,59037.11,59990.0,58770.0,59534.79,True,True,59990.0,60145.3,10537,2021-03-15 01:00:00+00:00,59534.78,0.010922858873418262,0.016011145081916922,10539.0,2021-03-15 03:00:00+00:00,60184.16,0.005048504456986569,-0.017382314549210354,True,10540.0,2021-03-15 04:00:00+00:00,60145.3,True,59990.0,0.0025820803953094072,60833.85,0.011448109827367985,2.4370195743325027,True,SL,-0.004082080395309407,-2.0410401976547035,0.0228662921292271,False
2021-04-05 00:00:00+00:00,2021-04-05,ASIA_OPEN,07:00,SHORT,HIGH_SWEEP,58345.0,57930.91,58234.61,58450.26,57962.93,57978.12,True,True,57881.41,57962.93,11041,2021-04-05 01:00:00+00:00,57978.11,0.001968674039219298,0.0075563001277551,11043.0,2021-04-05 03:00:00+00:00,57669.9,0.002252301460553885,0.012496987163147621,False,,,,False,,,,,,False,,,,,False
2021-04-12 13:00:00+00:00,2021-04-12,NEW_YORK_OPEN,20:00,SHORT,HIGH_SWEEP,60656.72,59500.0,60504.99,60670.0,60352.0,60399.11,True,True,60232.55,60352.0,11222,2021-04-12 14:00:00+00:00,60399.12,0.007095136485432252,0.0057408121177925375,11224.0,2021-04-12 16:00:00+00:00,60075.19,0.00037969085074895936,9.521401430445664e-05,True,11227.0,2021-04-12 19:00:00+00:00,60232.55,True,60352.0,0.001983146986139506,59500.0,0.012162028670544462,3.06103323028626,True,SL,-0.003483146986139506,-1.7415734930697528,0.007262684379127184,True
2021-04-17 00:00:00+00:00,2021-04-17,ASIA_OPEN,07:00,LONG,LOW_SWEEP,62145.04,61410.86,61424.67,61785.0,61201.19,61496.31,True,True,61785.0,61944.32,11329,2021-04-17 01:00:00+00:00,61496.32,0.007275882524352628,0.01561296675963697,11331.0,2021-04-17 03:00:00+00:00,62232.57,0.003597633843500203,0.0001031614153166327,True,11334.0,2021-04-17 06:00:00+00:00,61944.32,True,61785.0,0.002571987229821874,62145.04,0.003240329379675185,0.42739067719308993,False,,,,0.01199674158986647,False
