partition,exec_min,execution_utc,execution_start,entry_bar_start,entry_px,exit_ts,exit_px_0,exit_reason,pnl_0,pnl_5,H,L,candidate_id,accepted,blocked_by_clock,pre4_return,pre24_return,pre24_vol,pre24_range_pct,ref_return,ref_range_pct,ref_close_location,range_completion_frac,extreme_spacing_frac,high_before_low,k1_start_frac,leave_time_frac,k1_episode_bars,k1_overshoot_R,leave_drop_from_H_R,k1_to_fill_frac,post_leave_to_fill_frac,single_k1,pre4_up,pre24_up,ref_up,ref_close_upper_half,mfe_R,mae_R,hold_min,mfe_target_fraction,is_loss,is_win
external,600,10:00,2020-01-02 10:00:00+00:00,2020-01-02 10:20:00+00:00,129.905,2020-01-02 13:35:00+00:00,129.07,CLOSE_INVALIDATION,-3.613887071321364,-4.110424915328081,130.22,128.96,external|10:00|2020-01-02T10:00:00+00:00|2020-01-02T10:20:00+00:00,True,,-0.008115764489702193,-0.004610065309258449,0.0013669566452967348,0.032961966961198776,0.003242241778601329,0.009726725335803543,0.7936507936507994,0.7666666666666667,0.26666666666666666,False,0.027777777777777776,0.041666666666666664,1,0.01587301587302411,0.2301587301587255,0.027777777777777776,0.0,True,False,False,True,True,0.17857142857142536,0.7182539682539744,195.0,0.3571428571428507,True,False
external,960,16:00,2020-01-10 16:00:00+00:00,2020-01-10 16:10:00+00:00,141.425,2020-01-10 18:20:00+00:00,144.555,TARGET,10.665936008485044,10.410530743113556,142.99,136.73,external|16:00|2020-01-10T16:00:00+00:00|2020-01-10T16:10:00+00:00,True,,0.0013177159590045395,-0.01469528886327609,0.001639395414541719,0.029606684915718297,0.04130720865623627,0.045766924989033626,0.9105431309904153,0.8666666666666667,0.8666666666666667,False,0.0,0.013888888888888888,1,0.0990415335463263,0.24600638977636033,0.027777777777777776,0.0,True,True,False,True,True,0.5439297124600624,0.12859424920127865,130.0,1.0878594249201248,False,True
external,540,09:00,2020-01-13 09:00:00+00:00,2020-01-13 11:10:00+00:00,143.6325,2020-01-13 14:30:00+00:00,142.58,CLOSE_INVALIDATION,-4.063864376098669,-4.559952467676753,144.07,142.32,external|09:00|2020-01-13T09:00:00+00:00|2020-01-13T11:10:00+00:00,True,,-0.02135498396670532,-0.0038197097020626902,0.001687291651848998,0.031043822487672745,0.0015337423312884457,0.012200223089793643,0.7657142857142877,0.6,0.43333333333333335,True,0.3194444444444444,0.3472222222222222,2,0.12000000000000455,0.16571428571428118,0.041666666666666664,0.0,False,False,False,True,True,0.15285714285715,0.6471428571428532,200.0,0.3057142857143,True,False
external,600,10:00,2020-01-16 10:00:00+00:00,2020-01-16 11:20:00+00:00,162.055,2020-01-16 11:40:00+00:00,163.54500000000002,TARGET,4.197204652741382,3.9450321366730328,162.8,159.82,external|10:00|2020-01-16T10:00:00+00:00|2020-01-16T11:20:00+00:00,True,,-0.021574841540711986,-0.001057805985937521,0.003361592556617585,0.06664177711405625,0.00510776130559365,0.01856235206179157,0.5167785234899366,0.8833333333333333,0.5333333333333333,True,0.18055555555555555,0.20833333333333334,2,0.04697986577180722,0.23154362416107166,0.041666666666666664,0.0,False,False,False,True,True,0.7097315436241503,0.1325503355704724,20.0,1.4194630872483005,False,True
external,960,16:00,2020-01-16 16:00:00+00:00,2020-01-16 21:10:00+00:00,164.5325,2020-01-16 22:00:00+00:00,163.54,TIME_EXIT,-3.416121434974872,-3.9128569457844593,165.92,160.37,external|16:00|2020-01-16T16:00:00+00:00|2020-01-16T21:10:00+00:00,True,,0.0017863742762103119,-0.02855265515799532,0.003306473644579134,0.0639746729586045,0.00030737075059938945,0.03411815331653029,0.4234234234234237,0.6333333333333333,0.4,True,0.8333333333333334,0.8472222222222222,1,0.014414414414416711,0.19099099099098688,0.027777777777777776,0.0,True,True,False,True,False,0.0247747747747728,0.35180180180180043,50.0,0.0495495495495456,True,False
external,960,16:00,2020-01-22 16:00:00+00:00,2020-01-22 17:20:00+00:00,168.01,2020-01-22 22:00:00+00:00,168.04,TIME_EXIT,-0.3107196000237563,-0.8105589607433236,168.64,166.12,external|16:00|2020-01-22T16:00:00+00:00|2020-01-22T17:20:00+00:00,True,,-0.008765221483616692,0.0020814748736246447,0.0017379656316498602,0.03919119833482012,-0.0054005934718101,0.014955489614243216,0.5833333333333371,0.5333333333333333,0.5333333333333333,True,0.1111111111111111,0.18055555555555555,5,0.22222222222222474,0.09523809523808825,0.1111111111111111,0.027777777777777776,False,False,True,False,True,0.19444444444444944,0.23412698412698718,280.0,0.3888888888888989,True,False
external,960,16:00,2020-02-04 16:00:00+00:00,2020-02-04 16:10:00+00:00,187.94,2020-02-04 22:00:00+00:00,188.19,TIME_EXIT,0.2651058848569091,-0.23530901357864364,188.95,184.91,external|16:00|2020-02-04T16:00:00+00:00|2020-02-04T16:10:00+00:00,True,,-0.013861596473524807,-0.012865497076023358,0.0018044886590389132,0.03875598086124398,0.015133563119345217,0.021757862990090436,0.886138613861391,0.9666666666666667,0.5833333333333334,False,0.0,0.013888888888888888,1,0.009900990099014986,0.12128712871286675,0.027777777777777776,0.0,True,False,False,True,True,0.49752475247524625,0.22029702970296736,350.0,0.9950495049504925,False,True
external,540,09:00,2020-02-17 09:00:00+00:00,2020-02-17 09:25:00+00:00,251.07999999999998,2020-02-17 11:25:00+00:00,243.2,CLOSE_INVALIDATION,-16.092209654293466,-16.57627541176031,254.0,242.32,external|09:00|2020-02-17T09:00:00+00:00|2020-02-17T09:25:00+00:00,True,,-0.034882373392050026,-0.07988067616837913,0.0043770781200446005,0.1330976319375391,0.009690077680788,0.046768639384960384,0.8424657534246573,0.48333333333333334,0.43333333333333335,False,0.0,0.013888888888888888,1,0.0,0.1104452054794513,0.06944444444444445,0.041666666666666664,True,False,False,True,True,0.15924657534246683,0.6746575342465746,120.0,0.31849315068493367,True,False
external,960,16:00,2020-02-19 16:00:00+00:00,2020-02-19 16:25:00+00:00,282.13,2020-02-19 17:30:00+00:00,284.75,TARGET,4.243249565802976,3.991054038783704,283.44,278.2,external|16:00|2020-02-19T16:00:00+00:00|2020-02-19T16:25:00+00:00,True,,0.01116996360753797,0.05132431723672859,0.0033953971730748367,0.10377252463192614,-0.0026012899547447343,0.018672273099811173,0.3244274809160278,0.25,0.06666666666666667,True,0.041666666666666664,0.05555555555555555,1,0.08587786259541753,0.33778625954198066,0.027777777777777776,0.0,True,True,True,False,False,0.7919847328244217,0.21755725190839398,65.0,1.5839694656488434,False,True
external,300,05:00,2020-03-09 05:00:00+00:00,2020-03-09 06:35:00+00:00,204.595,2020-03-09 11:00:00+00:00,203.59,TIME_EXIT,-2.856071751509081,-3.3533670321171822,207.4,196.18,external|05:00|2020-03-09T05:00:00+00:00|2020-03-09T06:35:00+00:00,True,,-0.06402739340494401,-0.15933602965958893,0.004597189121841935,0.17707280080889787,0.005813370752731251,0.05622932745314222,0.40285204991087187,0.8666666666666667,0.85,True,0.20833333333333334,0.2222222222222222,1,0.09982174688057083,0.12655971479501035,0.05555555555555555,0.027777777777777776,True,False,False,True,False,0.3614081996434944,0.12254901960784315,265.0,0.7228163992869888,True,False
