date_wib,decision_t_utc,weekly_sell_health,mean_p_sell_168h,mean_baseline_p_sell_168h,trade,a511_pnl,a511_win,weekly_sell_lift,g7_weight,g7_weighted_pnl
2024-03-12,2024-03-11 23:00:00+00:00,0.0410263339217693,0.4855738977268737,0.4445475638051043,True,5.999999999999979,True,1.0922878388323727,1.0,5.999999999999979
2024-03-19,2024-03-18 23:00:00+00:00,0.0562077731499823,0.5007553369550868,0.4445475638051043,True,5.999999999999979,True,1.126438153588948,1.0,5.999999999999979
2024-03-26,2024-03-25 23:00:00+00:00,0.0573673864183729,0.5019149502234773,0.4445475638051043,True,0.1524372912669886,True,1.129046678216695,1.0,0.1524372912669886
2024-04-02,2024-04-01 23:00:00+00:00,-0.0037606420816155,0.4401378926826189,0.4438985347642344,False,5.999999999999923,True,0.991528149369511,0.991528149369511,5.949168896216989
2024-04-09,2024-04-08 23:00:00+00:00,0.005767088825831,0.4455739187671901,0.4398068299413591,True,6.000000000000034,True,1.013112776867517,1.0,6.000000000000034
2024-04-16,2024-04-15 23:00:00+00:00,0.027963745610309,0.4677705755516682,0.4398068299413591,True,5.999999999999979,True,1.0635818811955184,1.0,5.999999999999979
2024-04-23,2024-04-22 23:00:00+00:00,0.0266465451906384,0.4664533751319976,0.4398068299413591,True,5.094038573191823,True,1.0605869290256165,1.0,5.094038573191823
2024-04-30,2024-04-29 23:00:00+00:00,-0.0022715937382172,0.4375352362031418,0.4398068299413591,False,-4.750000000000004,False,0.9948350194140454,0.9948350194140454,-4.72546634221672
2024-05-07,2024-05-06 23:00:00+00:00,0.0163516921020551,0.4682334980122389,0.4518818059101838,True,-0.4372365736254595,False,1.0361857722266985,1.0,-0.4372365736254595
2024-05-14,2024-05-13 23:00:00+00:00,-0.0062487953858378,0.4477440203091055,0.4539928156949434,False,0.9920381048920408,True,0.9862359157021623,0.9862359157021623,0.9783836087896396
2024-05-21,2024-05-20 23:00:00+00:00,-0.0115735823150096,0.4424192333799337,0.4539928156949434,False,-4.750000000000004,False,0.974507124529507,0.974507124529507,-4.6289088415151625
2024-05-28,2024-05-27 23:00:00+00:00,-0.0210678084187068,0.4329250072762364,0.4539928156949434,False,6.000000000000034,True,0.953594401298052,0.953594401298052,5.721566407788344
2024-06-04,2024-06-03 23:00:00+00:00,-0.0288909931329019,0.4226055654864849,0.4514965586193869,False,-0.8144103270741603,False,0.936010601672698,0.936010601672698,-0.7622967002531436
2024-06-11,2024-06-10 23:00:00+00:00,-0.0487063054517542,0.3993798737827175,0.4480861792344717,False,5.999999999999923,True,0.8913014779099726,0.8913014779099726,5.347808867459767
2024-06-18,2024-06-17 23:00:00+00:00,-0.0371495060634151,0.4109366731710565,0.4480861792344717,False,6.000000000000034,True,0.9170929437571966,0.9170929437571966,5.502557662543211
2024-06-25,2024-06-24 23:00:00+00:00,-0.0449609635892139,0.4031252156452577,0.4480861792344717,False,-4.750000000000004,False,0.8996600081126647,0.8996600081126647,-4.273385038535161
2024-07-02,2024-07-01 23:00:00+00:00,-0.027767223106879,0.4189016417274414,0.4466688648343203,False,-1.201862722675389,False,0.9378348810652419,0.9378348810652419,-1.1271487835770213
2024-07-09,2024-07-08 23:00:00+00:00,0.0107746585968961,0.4485082804737405,0.4377336218768443,True,-4.750000000000004,False,1.0246146470328195,1.0,-4.750000000000004
2024-07-16,2024-07-15 23:00:00+00:00,0.0179224450258707,0.455656066902715,0.4377336218768443,True,-4.750000000000004,False,1.0409437249737081,1.0,-4.750000000000004
2024-07-23,2024-07-22 23:00:00+00:00,0.0117092567024908,0.4494428785793352,0.4377336218768443,True,4.389040288478447,True,1.0267497311544995,1.0,4.389040288478447
2024-07-30,2024-07-29 23:00:00+00:00,0.0033205567888526,0.441054178665697,0.4377336218768443,True,5.999999999999979,True,1.0075857933293206,1.0,5.999999999999979
2024-08-06,2024-08-05 23:00:00+00:00,0.0432938388640218,0.4832552019348889,0.439961363070867,True,5.999999999999979,True,1.0984037292771283,1.0,5.999999999999979
2024-08-13,2024-08-12 23:00:00+00:00,0.0448804526256279,0.4857591208940336,0.4408786682684057,True,-4.750000000000004,False,1.101797741319398,1.0,-4.750000000000004
