event_id,partition,clock_block,regime,label,mode,bad_prob,model_eligible,resolved_before_or_at,_flag
50,external,12-16,SIDEWAYS,OTHER,SAFE,,False,False,False
68,external,12-16,BULL,GOOD,SAFE,0.14351862423803402,True,False,False
72,external,12-16,BULL,GOOD,SAFE,,False,True,False
76,external,12-16,BULL,GOOD,SAFE,0.5234359607343532,True,False,False
80,external,12-16,SIDEWAYS,OTHER,SAFE,,False,False,False
81,external,12-16,SIDEWAYS,GOOD,SAFE,0.3826477551449398,True,False,False
83,external,12-16,BULL,BAD,SAFE,0.3826106591711166,True,False,False
85,external,12-16,BULL,OTHER,SAFE,,False,False,False
86,external,12-16,BULL,GOOD,SAFE,,False,True,False
89,external,12-16,SIDEWAYS,OTHER,SAFE,,False,False,False
96,external,12-16,BULL,GOOD,SAFE,0.09305543632824362,True,False,False
102,external,12-16,SIDEWAYS,GOOD,SAFE,0.23548048572663907,True,False,False
129,external,12-16,BEAR,GOOD,SAFE,0.24221373315560468,True,False,False
154,external,12-16,BEAR,OTHER,SAFE,,False,False,False
159,external,12-16,BULL,GOOD,SAFE,0.19522873399826246,True,False,False
169,external,12-16,BULL,GOOD,SAFE,,False,True,False
177,external,12-16,BULL,GOOD,SAFE,0.9463160951113216,True,False,True
178,external,12-16,BULL,OTHER,SAFE,,False,False,False
186,external,12-16,BULL,BAD,SAFE,0.13652318181930173,True,False,False
20,external,16-20,BULL,GOOD,SAFE,0.44805787774974437,True,False,False
34,external,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
45,external,16-20,BULL,GOOD,SAFE,0.02748791222752377,True,False,False
47,external,16-20,SIDEWAYS,BAD,SAFE,0.11853945372809557,True,False,False
51,external,16-20,BEAR,BAD,SAFE,0.06533164893224211,True,False,False
53,external,16-20,BULL,GOOD,SAFE,0.02854960755760805,True,False,False
106,external,16-20,BEAR,BAD,SAFE,0.006650664555111507,True,False,False
115,external,16-20,BULL,OTHER,SAFE,,False,False,False
123,external,16-20,BULL,BAD,SAFE,0.08699855735237393,True,False,False
125,external,16-20,BEAR,GOOD,SAFE,0.017344196942011073,True,False,False
127,external,16-20,BULL,OTHER,SAFE,,False,False,False
134,external,16-20,BEAR,OTHER,SAFE,,False,False,False
137,external,16-20,BEAR,GOOD,SAFE,0.03164198692273506,True,False,False
144,external,16-20,BEAR,OTHER,SAFE,,False,False,False
150,external,16-20,BEAR,GOOD,SAFE,0.10677449693362646,True,False,False
160,external,16-20,BULL,OTHER,SAFE,,False,False,False
161,external,16-20,BULL,GOOD,SAFE,0.33802905845856096,True,False,False
170,external,16-20,BULL,GOOD,SAFE,,False,True,False
180,external,16-20,BEAR,OTHER,SAFE,,False,False,False
182,external,16-20,SIDEWAYS,BAD,SAFE,0.9763081481782329,True,False,False
185,external,16-20,BEAR,OTHER,SAFE,,False,False,False
189,external,16-20,BEAR,OTHER,SAFE,,False,False,False
192,external,16-20,BEAR,GOOD,SAFE,,False,True,False
194,external,16-20,BEAR,BAD,SAFE,0.009083639923172236,True,False,False
198,external,16-20,BEAR,GOOD,SAFE,,False,True,False
13,external,20-00,BULL,BAD,SAFE,0.6518132654794063,True,False,False
19,external,20-00,BULL,BAD,SAFE,0.9597897013593332,True,False,False
35,external,20-00,BULL,OTHER,SAFE,,False,False,False
56,external,20-00,SIDEWAYS,OTHER,SAFE,,False,False,False
57,external,20-00,BULL,GOOD,SAFE,,False,True,False
61,external,20-00,BULL,OTHER,SAFE,,False,False,False
65,external,20-00,BEAR,BAD,SAFE,0.942352010189833,True,False,False
66,external,20-00,SIDEWAYS,OTHER,SAFE,,False,False,False
77,external,20-00,BULL,OTHER,SAFE,,False,False,False
100,external,20-00,BULL,BAD,SAFE,0.1314512850705702,True,False,False
101,external,20-00,BULL,GOOD,SAFE,,False,True,False
113,external,20-00,BULL,GOOD,SAFE,0.6202783983820244,True,False,False
122,external,20-00,BEAR,GOOD,SAFE,,False,True,False
126,external,20-00,SIDEWAYS,GOOD,SAFE,,False,True,False
155,external,20-00,BEAR,OTHER,SAFE,,False,False,False
156,external,20-00,BEAR,OTHER,SAFE,,False,False,False
158,external,20-00,BULL,OTHER,SAFE,,False,False,False
172,external,20-00,BEAR,GOOD,SAFE,,False,True,False
187,external,20-00,BULL,GOOD,SAFE,0.523305761681097,True,False,False
193,external,20-00,BEAR,GOOD,SAFE,0.6421635058569478,True,False,False
199,external,20-00,BULL,GOOD,SAFE,0.5024986819856321,True,False,False
201,external,20-00,BEAR,GOOD,SAFE,0.11302559265973762,True,False,False
536,reference_validation,00-04,BULL,GOOD,SAFE,,False,True,False
544,reference_validation,00-04,BEAR,GOOD,SAFE,0.5474708220443396,True,False,True
552,reference_validation,00-04,SIDEWAYS,OTHER,SAFE,,False,False,False
559,reference_validation,00-04,BULL,GOOD,SAFE,0.1847305997714701,True,False,False
562,reference_validation,00-04,SIDEWAYS,BAD,SAFE,0.7202521142321561,True,False,True
563,reference_validation,00-04,BULL,GOOD,SAFE,0.7673965616390895,True,False,True
569,reference_validation,00-04,SIDEWAYS,GOOD,SAFE,0.3030490031732656,True,False,False
575,reference_validation,00-04,SIDEWAYS,OTHER,SAFE,,False,False,False
577,reference_validation,00-04,BEAR,GOOD,SAFE,,False,True,False
578,reference_validation,00-04,BULL,OTHER,SAFE,,False,False,False
596,reference_validation,00-04,BULL,GOOD,SAFE,0.15000553016002097,True,False,False
606,reference_validation,00-04,BEAR,GOOD,SAFE,0.27128091648204794,True,False,False
613,reference_validation,00-04,BULL,GOOD,SAFE,,False,True,False
620,reference_validation,00-04,BULL,GOOD,SAFE,0.3419804127915486,True,False,False
621,reference_validation,00-04,BULL,GOOD,SAFE,,False,True,False
626,reference_validation,00-04,BULL,GOOD,SAFE,0.3172480318574188,True,False,False
640,reference_validation,00-04,BULL,OTHER,SAFE,,False,False,False
650,reference_validation,00-04,BEAR,OTHER,SAFE,,False,False,False
658,reference_validation,00-04,BULL,GOOD,SAFE,0.19132051449161483,True,False,False
667,reference_validation,00-04,BEAR,BAD,SAFE,0.44881860998496453,True,False,False
676,reference_validation,00-04,BULL,GOOD,SAFE,0.8862145985602907,True,False,True
685,reference_validation,00-04,BULL,GOOD,SAFE,0.7053278561987416,True,False,True
687,reference_validation,00-04,BEAR,GOOD,SAFE,0.6108529501461673,True,False,True
697,reference_validation,00-04,BULL,GOOD,SAFE,,False,True,False
698,reference_validation,00-04,BEAR,GOOD,SAFE,0.2623298080195688,True,False,False
699,reference_validation,00-04,BULL,GOOD,SAFE,,False,True,False
701,reference_validation,00-04,BEAR,GOOD,SAFE,,False,True,False
703,reference_validation,00-04,BEAR,GOOD,SAFE,0.5051821202626237,True,False,False
714,reference_validation,00-04,BEAR,GOOD,SAFE,0.8593745708965546,True,False,True
718,reference_validation,00-04,BULL,BAD,SAFE,0.8146766147957291,True,False,True
719,reference_validation,00-04,BEAR,GOOD,SAFE,,False,True,False
727,reference_validation,00-04,BEAR,BAD,SAFE,0.544896690411223,True,False,True
535,reference_validation,04-08,BULL,OTHER,SAFE,,False,False,False
548,reference_validation,04-08,BEAR,OTHER,SAFE,,False,False,False
556,reference_validation,04-08,BULL,GOOD,SAFE,0.05077173585087106,True,False,False
561,reference_validation,04-08,BEAR,GOOD,SAFE,,False,True,False
564,reference_validation,04-08,BULL,OTHER,SAFE,,False,False,False
565,reference_validation,04-08,BULL,GOOD,SAFE,0.10803299314431673,True,False,False
576,reference_validation,04-08,BEAR,BAD,SAFE,0.06180997208575163,True,False,False
579,reference_validation,04-08,BEAR,GOOD,SAFE,,False,True,False
581,reference_validation,04-08,BULL,GOOD,SAFE,,False,True,False
597,reference_validation,04-08,BULL,OTHER,SAFE,,False,False,False
615,reference_validation,04-08,BULL,BAD,SAFE,0.5104878840087904,True,False,False
635,reference_validation,04-08,BEAR,OTHER,SAFE,,False,False,False
637,reference_validation,04-08,BEAR,GOOD,SAFE,0.05320009166706519,True,False,False
642,reference_validation,04-08,BULL,OTHER,SAFE,,False,False,False
673,reference_validation,04-08,BEAR,GOOD,SAFE,,False,True,False
682,reference_validation,04-08,BEAR,OTHER,SAFE,,False,False,False
692,reference_validation,04-08,BULL,GOOD,SAFE,0.7005562697283938,True,False,False
695,reference_validation,04-08,BULL,OTHER,SAFE,,False,False,False
707,reference_validation,04-08,BEAR,OTHER,SAFE,,False,False,False
715,reference_validation,04-08,BEAR,OTHER,SAFE,,False,False,False
537,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
539,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
540,reference_validation,08-12,BEAR,OTHER,SAFE,,False,False,False
542,reference_validation,08-12,BULL,GOOD,SAFE,0.48561200784843206,True,False,False
547,reference_validation,08-12,BEAR,OTHER,SAFE,,False,False,False
549,reference_validation,08-12,BEAR,OTHER,SAFE,,False,False,False
551,reference_validation,08-12,BEAR,GOOD,SAFE,0.8106311608404025,True,False,True
557,reference_validation,08-12,BULL,GOOD,SAFE,,False,True,False
572,reference_validation,08-12,BULL,GOOD,SAFE,0.8653320839957014,True,False,True
573,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
586,reference_validation,08-12,BEAR,GOOD,SAFE,,False,True,False
588,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
589,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
590,reference_validation,08-12,BEAR,GOOD,SAFE,,False,True,False
591,reference_validation,08-12,BULL,GOOD,SAFE,0.8936675226629923,True,False,True
600,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
622,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
627,reference_validation,08-12,BEAR,BAD,SAFE,0.9150662225019013,True,False,True
638,reference_validation,08-12,BEAR,GOOD,SAFE,0.5069067701031126,True,False,False
649,reference_validation,08-12,BEAR,GOOD,SAFE,0.1447059746647678,True,False,False
651,reference_validation,08-12,BULL,GOOD,SAFE,0.4343682994463985,True,False,False
690,reference_validation,08-12,BEAR,BAD,SAFE,0.5443690447442951,True,False,False
709,reference_validation,08-12,BEAR,OTHER,SAFE,,False,False,False
728,reference_validation,08-12,BULL,OTHER,SAFE,,False,False,False
543,reference_validation,12-16,BEAR,GOOD,SAFE,,False,True,False
545,reference_validation,12-16,BEAR,GOOD,SAFE,,False,True,False
550,reference_validation,12-16,BEAR,GOOD,SAFE,0.3660235839804301,True,False,False
554,reference_validation,12-16,BULL,GOOD,SAFE,0.9180183744709006,True,False,True
566,reference_validation,12-16,BULL,GOOD,SAFE,,False,True,False
568,reference_validation,12-16,BULL,OTHER,SAFE,,False,False,False
571,reference_validation,12-16,SIDEWAYS,BAD,SAFE,0.9765344676872005,True,False,True
587,reference_validation,12-16,BEAR,OTHER,SAFE,,False,False,False
592,reference_validation,12-16,BULL,OTHER,SAFE,,False,False,False
598,reference_validation,12-16,BULL,GOOD,SAFE,,False,True,False
610,reference_validation,12-16,BEAR,GOOD,SAFE,0.03990443416121302,True,False,False
616,reference_validation,12-16,BULL,GOOD,SAFE,0.5988152502586717,True,False,False
619,reference_validation,12-16,BEAR,BAD,SAFE,0.43661355695357734,True,False,False
628,reference_validation,12-16,BEAR,GOOD,SAFE,0.8590742381207158,True,False,True
629,reference_validation,12-16,BEAR,GOOD,SAFE,0.4135281339972011,True,False,False
633,reference_validation,12-16,BEAR,BAD,SAFE,0.3826672634226594,True,False,False
643,reference_validation,12-16,SIDEWAYS,OTHER,SAFE,,False,False,False
644,reference_validation,12-16,BULL,GOOD,SAFE,0.09744099108850339,True,False,False
645,reference_validation,12-16,BULL,OTHER,SAFE,,False,False,False
652,reference_validation,12-16,SIDEWAYS,GOOD,SAFE,0.8725808616388449,True,False,True
653,reference_validation,12-16,BULL,BAD,SAFE,0.8774527327103815,True,False,True
655,reference_validation,12-16,BEAR,GOOD,SAFE,,False,True,False
657,reference_validation,12-16,BEAR,GOOD,SAFE,0.08738775238582057,True,False,False
660,reference_validation,12-16,BULL,GOOD,SAFE,,False,True,False
661,reference_validation,12-16,BULL,GOOD,SAFE,0.38580304584247027,True,False,False
666,reference_validation,12-16,BEAR,OTHER,SAFE,,False,False,False
669,reference_validation,12-16,BULL,GOOD,SAFE,0.598401304062901,True,False,False
670,reference_validation,12-16,BULL,GOOD,SAFE,0.6896513430480563,True,False,True
681,reference_validation,12-16,BULL,OTHER,SAFE,,False,False,False
683,reference_validation,12-16,BEAR,GOOD,SAFE,0.01864793130931366,True,False,False
684,reference_validation,12-16,BEAR,GOOD,SAFE,0.4220663182377662,True,False,False
686,reference_validation,12-16,BEAR,GOOD,SAFE,0.12906367904507993,True,False,False
689,reference_validation,12-16,BULL,BAD,SAFE,0.3384564982121251,True,False,False
702,reference_validation,12-16,BULL,GOOD,SAFE,,False,True,False
710,reference_validation,12-16,BEAR,GOOD,SAFE,,False,True,False
716,reference_validation,12-16,BULL,GOOD,SAFE,0.6946655341702285,True,False,True
717,reference_validation,12-16,BULL,GOOD,SAFE,0.3912405652503689,True,False,False
722,reference_validation,12-16,BEAR,GOOD,SAFE,0.09144305365114844,True,False,False
723,reference_validation,12-16,BEAR,GOOD,SAFE,0.3178507761548475,True,False,False
726,reference_validation,12-16,BULL,GOOD,SAFE,0.4763802768090024,True,False,False
538,reference_validation,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
553,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
555,reference_validation,16-20,BEAR,OTHER,SAFE,,False,False,False
560,reference_validation,16-20,BEAR,OTHER,SAFE,,False,False,False
567,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
574,reference_validation,16-20,BULL,GOOD,SAFE,0.028341735382154298,True,False,False
593,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
595,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
599,reference_validation,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
601,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
605,reference_validation,16-20,BEAR,GOOD,SAFE,,False,True,False
614,reference_validation,16-20,BULL,GOOD,SAFE,,False,True,False
623,reference_validation,16-20,SIDEWAYS,OTHER,SAFE,,False,False,False
624,reference_validation,16-20,BEAR,GOOD,SAFE,,False,True,False
625,reference_validation,16-20,BEAR,OTHER,SAFE,,False,False,False
631,reference_validation,16-20,BEAR,GOOD,SAFE,,False,True,False
639,reference_validation,16-20,BULL,GOOD,SAFE,0.043140682420578974,True,False,False
641,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
648,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
659,reference_validation,16-20,BULL,GOOD,SAFE,0.26460749920112997,True,False,False
663,reference_validation,16-20,BEAR,OTHER,SAFE,,False,False,False
671,reference_validation,16-20,BULL,OTHER,SAFE,,False,False,False
677,reference_validation,16-20,BEAR,GOOD,SAFE,0.3761697971220025,True,False,False
696,reference_validation,16-20,SIDEWAYS,GOOD,SAFE,0.2222222822671834,True,False,False
700,reference_validation,16-20,BEAR,OTHER,SAFE,,False,False,False
706,reference_validation,16-20,BEAR,GOOD,SAFE,0.032659436382738036,True,False,False
725,reference_validation,16-20,BULL,GOOD,SAFE,0.0671214324631597,True,False,False
546,reference_validation,20-00,SIDEWAYS,OTHER,SAFE,,False,False,False
558,reference_validation,20-00,BEAR,GOOD,SAFE,,False,True,False
570,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
582,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
594,reference_validation,20-00,BULL,BAD,SAFE,0.8782868169938705,True,False,False
602,reference_validation,20-00,BULL,GOOD,SAFE,,False,True,False
603,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
609,reference_validation,20-00,SIDEWAYS,GOOD,SAFE,0.07894752512119116,True,False,False
611,reference_validation,20-00,BEAR,OTHER,SAFE,,False,False,False
612,reference_validation,20-00,SIDEWAYS,BAD,SAFE,0.8262751985173165,True,False,False
617,reference_validation,20-00,SIDEWAYS,GOOD,SAFE,0.25896858299347425,True,False,False
618,reference_validation,20-00,SIDEWAYS,OTHER,SAFE,,False,False,False
630,reference_validation,20-00,SIDEWAYS,GOOD,SAFE,0.14157161424318113,True,False,False
632,reference_validation,20-00,BEAR,OTHER,SAFE,,False,False,False
636,reference_validation,20-00,BEAR,GOOD,SAFE,0.8396998671224701,True,False,False
646,reference_validation,20-00,BEAR,OTHER,SAFE,,False,False,False
664,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
665,reference_validation,20-00,BEAR,GOOD,SAFE,0.3660178119106323,True,False,False
675,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
678,reference_validation,20-00,BULL,GOOD,SAFE,0.07127075473574357,True,False,False
680,reference_validation,20-00,BEAR,OTHER,SAFE,,False,False,False
694,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
704,reference_validation,20-00,SIDEWAYS,BAD,SAFE,,False,True,False
705,reference_validation,20-00,BEAR,GOOD,SAFE,0.07550966408547956,True,False,False
708,reference_validation,20-00,BEAR,BAD,SAFE,0.7387656073704445,True,False,False
711,reference_validation,20-00,BEAR,GOOD,SAFE,0.15096744153728783,True,False,False
713,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
721,reference_validation,20-00,BEAR,GOOD,SAFE,,False,True,False
724,reference_validation,20-00,BULL,OTHER,SAFE,,False,False,False
202,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
212,development,00-04,BULL,GOOD,AGGRESSIVE,0.2559042089502608,True,False,False
214,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
216,development,00-04,BULL,GOOD,AGGRESSIVE,0.24853391065031924,True,False,False
223,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
241,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
244,development,00-04,BEAR,GOOD,AGGRESSIVE,0.8530359922381724,True,False,True
247,development,00-04,BULL,GOOD,AGGRESSIVE,0.43909383365288407,True,False,False
256,development,00-04,BULL,BAD,AGGRESSIVE,0.8705920267072984,True,False,True
275,development,00-04,BEAR,GOOD,AGGRESSIVE,0.17841677875678255,True,False,False
280,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
286,development,00-04,BEAR,BAD,AGGRESSIVE,0.7634054399660062,True,False,True
303,development,00-04,BULL,GOOD,AGGRESSIVE,,False,True,False
311,development,00-04,SIDEWAYS,GOOD,AGGRESSIVE,,False,True,False
315,development,00-04,BULL,OTHER,AGGRESSIVE,,False,False,False
326,development,00-04,SIDEWAYS,GOOD,AGGRESSIVE,,False,True,False
334,development,00-04,BULL,GOOD,AGGRESSIVE,,False,True,False
335,development,00-04,BULL,GOOD,AGGRESSIVE,,False,True,False
356,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
359,development,00-04,BULL,GOOD,AGGRESSIVE,0.48910396914637977,True,False,False
360,development,00-04,BEAR,GOOD,AGGRESSIVE,0.019765206459552,True,False,False
361,development,00-04,BEAR,BAD,AGGRESSIVE,0.658421215159273,True,False,True
363,development,00-04,BULL,OTHER,AGGRESSIVE,,False,False,False
369,development,00-04,BULL,BAD,AGGRESSIVE,0.742700719859304,True,False,True
383,development,00-04,SIDEWAYS,GOOD,AGGRESSIVE,,False,True,False
384,development,00-04,BULL,GOOD,AGGRESSIVE,0.2708194797814125,True,False,False
385,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
395,development,00-04,BEAR,GOOD,AGGRESSIVE,0.5370971313685411,True,False,True
406,development,00-04,BULL,BAD,AGGRESSIVE,0.7752561179957571,True,False,True
416,development,00-04,BULL,OTHER,AGGRESSIVE,,False,False,False
429,development,00-04,BULL,GOOD,AGGRESSIVE,,False,True,False
430,development,00-04,BULL,GOOD,AGGRESSIVE,0.7121464310994191,True,False,True
433,development,00-04,BEAR,GOOD,AGGRESSIVE,,False,True,False
443,development,00-04,BULL,OTHER,AGGRESSIVE,,False,False,False
446,development,00-04,SIDEWAYS,BAD,AGGRESSIVE,0.7010283075255411,True,False,True
449,development,00-04,BULL,BAD,AGGRESSIVE,0.5332603845054695,True,False,True
457,development,00-04,BEAR,GOOD,AGGRESSIVE,0.38566679231686674,True,False,False
484,development,00-04,BEAR,GOOD,AGGRESSIVE,0.2010547748011503,True,False,False
488,development,00-04,BEAR,GOOD,AGGRESSIVE,0.08185586330718785,True,False,False
511,development,00-04,BULL,GOOD,AGGRESSIVE,0.021311184099537583,True,False,False
528,development,00-04,BEAR,GOOD,AGGRESSIVE,0.30201517587191423,True,False,False
533,development,00-04,BEAR,OTHER,AGGRESSIVE,,False,False,False
221,development,04-08,BULL,OTHER,AGGRESSIVE,,False,False,False
257,development,04-08,SIDEWAYS,GOOD,AGGRESSIVE,0.6600651263024486,True,False,False
259,development,04-08,BULL,GOOD,AGGRESSIVE,0.06710848977134963,True,False,False
262,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
270,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
296,development,04-08,BEAR,GOOD,AGGRESSIVE,0.04706621218977257,True,False,False
300,development,04-08,BULL,GOOD,AGGRESSIVE,0.3074530804429112,True,False,False
321,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
330,development,04-08,BEAR,BAD,AGGRESSIVE,0.843718723074864,True,False,True
336,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
346,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
349,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
357,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
370,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
373,development,04-08,BULL,OTHER,AGGRESSIVE,,False,False,False
374,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
377,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
380,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
388,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
408,development,04-08,BULL,OTHER,AGGRESSIVE,,False,False,False
415,development,04-08,BEAR,GOOD,AGGRESSIVE,0.25129449379938384,True,False,False
417,development,04-08,BULL,GOOD,AGGRESSIVE,,False,True,False
422,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
428,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
431,development,04-08,SIDEWAYS,OTHER,AGGRESSIVE,,False,False,False
442,development,04-08,BULL,GOOD,AGGRESSIVE,0.20487912318563073,True,False,False
444,development,04-08,BULL,GOOD,AGGRESSIVE,0.1378033696068798,True,False,False
451,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
454,development,04-08,SIDEWAYS,OTHER,AGGRESSIVE,,False,False,False
467,development,04-08,BULL,OTHER,AGGRESSIVE,,False,False,False
474,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
475,development,04-08,BEAR,OTHER,AGGRESSIVE,,False,False,False
482,development,04-08,BEAR,GOOD,AGGRESSIVE,,False,True,False
485,development,04-08,SIDEWAYS,GOOD,AGGRESSIVE,,False,True,False
499,development,04-08,SIDEWAYS,OTHER,AGGRESSIVE,,False,False,False
518,development,04-08,BULL,OTHER,AGGRESSIVE,,False,False,False
519,development,04-08,BULL,OTHER,AGGRESSIVE,,False,False,False
526,development,04-08,SIDEWAYS,OTHER,AGGRESSIVE,,False,False,False
206,development,08-12,BULL,BAD,AGGRESSIVE,0.6534644184854693,True,False,True
207,development,08-12,BULL,GOOD,AGGRESSIVE,0.40209434497892194,True,False,False
208,development,08-12,BULL,OTHER,AGGRESSIVE,,False,False,False
217,development,08-12,BEAR,GOOD,AGGRESSIVE,,False,True,False
222,development,08-12,BEAR,GOOD,AGGRESSIVE,,False,True,False
227,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
230,development,08-12,BEAR,GOOD,AGGRESSIVE,0.3924574728631004,True,False,False
235,development,08-12,SIDEWAYS,GOOD,AGGRESSIVE,,False,True,False
238,development,08-12,BULL,GOOD,AGGRESSIVE,,False,True,False
249,development,08-12,BEAR,BAD,AGGRESSIVE,0.6540911764846039,True,False,True
252,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
258,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
263,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
266,development,08-12,SIDEWAYS,OTHER,AGGRESSIVE,,False,False,False
268,development,08-12,SIDEWAYS,BAD,AGGRESSIVE,0.843179984269626,True,False,True
276,development,08-12,BEAR,BAD,AGGRESSIVE,0.4123581190348307,True,False,False
277,development,08-12,BEAR,GOOD,AGGRESSIVE,,False,True,False
283,development,08-12,BEAR,GOOD,AGGRESSIVE,,False,True,False
299,development,08-12,BULL,OTHER,AGGRESSIVE,,False,False,False
301,development,08-12,BULL,GOOD,AGGRESSIVE,0.6883941301629489,True,False,True
307,development,08-12,BULL,GOOD,AGGRESSIVE,0.5870408412415498,True,False,False
309,development,08-12,BEAR,GOOD,AGGRESSIVE,,False,True,False
314,development,08-12,BULL,GOOD,AGGRESSIVE,0.08566996243708189,True,False,False
318,development,08-12,BULL,OTHER,AGGRESSIVE,,False,False,False
355,development,08-12,BEAR,GOOD,AGGRESSIVE,0.06905603718321764,True,False,False
358,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
378,development,08-12,BEAR,GOOD,AGGRESSIVE,,False,True,False
382,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
389,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
391,development,08-12,BULL,GOOD,AGGRESSIVE,,False,True,False
399,development,08-12,SIDEWAYS,GOOD,AGGRESSIVE,,False,True,False
407,development,08-12,BULL,GOOD,AGGRESSIVE,0.14519363108698344,True,False,False
411,development,08-12,BULL,GOOD,AGGRESSIVE,0.5960940718638095,True,False,False
421,development,08-12,BEAR,BAD,AGGRESSIVE,0.9360805665636953,True,False,True
426,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
432,development,08-12,BEAR,GOOD,AGGRESSIVE,0.4461021592097093,True,False,False
441,development,08-12,BULL,BAD,AGGRESSIVE,0.17552176249699677,True,False,False
447,development,08-12,BULL,GOOD,AGGRESSIVE,0.39796553368232673,True,False,False
470,development,08-12,BEAR,BAD,AGGRESSIVE,0.7365012286207966,True,False,True
472,development,08-12,BEAR,BAD,AGGRESSIVE,,False,True,False
478,development,08-12,BEAR,GOOD,AGGRESSIVE,,False,True,False
493,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
495,development,08-12,BULL,GOOD,AGGRESSIVE,0.8692742518895414,True,False,True
502,development,08-12,BULL,GOOD,AGGRESSIVE,,False,True,False
503,development,08-12,BULL,OTHER,AGGRESSIVE,,False,False,False
504,development,08-12,BEAR,GOOD,AGGRESSIVE,0.9289833851319765,True,False,True
506,development,08-12,BULL,GOOD,AGGRESSIVE,0.26963364987397254,True,False,False
512,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
514,development,08-12,BEAR,OTHER,AGGRESSIVE,,False,False,False
516,development,08-12,BULL,GOOD,AGGRESSIVE,0.03970385777641361,True,False,False
204,development,12-16,BEAR,GOOD,AGGRESSIVE,0.09314783497085916,True,False,False
213,development,12-16,BEAR,GOOD,AGGRESSIVE,0.35481404938628625,True,False,False
220,development,12-16,BEAR,GOOD,AGGRESSIVE,0.7236825977397731,True,False,True
226,development,12-16,BEAR,BAD,AGGRESSIVE,,False,True,False
232,development,12-16,SIDEWAYS,GOOD,AGGRESSIVE,0.09721483213403335,True,False,False
233,development,12-16,BEAR,GOOD,AGGRESSIVE,0.21901604220869458,True,False,False
237,development,12-16,SIDEWAYS,OTHER,AGGRESSIVE,,False,False,False
240,development,12-16,BEAR,GOOD,AGGRESSIVE,,False,True,False
