partition,zone,field,calculated,expected,pass
external,ETH_0500,n,36.0,36.0,True
external,ETH_0500,wins,20.0,20.0,True
external,ETH_0500,wr,0.5555555555555556,0.5555555555555556,True
external,ETH_0500,pf,2.1141078403021596,2.1141078403021596,True
external,ETH_0500,expectancy,1.6697188122444675,1.6697188122444675,True
external,ETH_0500,net,60.10987724080083,60.10987724080083,True
external,ETH_0500,max_ls,4.0,4.0,True
external,ETH_0900,n,56.0,56.0,True
external,ETH_0900,wins,33.0,33.0,True
external,ETH_0900,wr,0.5892857142857143,0.5892857142857143,True
external,ETH_0900,pf,1.0224126696486135,1.0224126696486135,True
external,ETH_0900,expectancy,0.06771425598450644,0.06771425598450644,True
external,ETH_0900,net,3.7919983351323605,3.7919983351323605,True
external,ETH_0900,max_ls,3.0,3.0,True
external,ETH_1000,n,38.0,38.0,True
external,ETH_1000,wins,25.0,25.0,True
external,ETH_1000,wr,0.6578947368421053,0.6578947368421053,True
external,ETH_1000,pf,1.7220817570614255,1.7220817570614255,True
external,ETH_1000,expectancy,1.5203582201409744,1.5203582201409744,True
external,ETH_1000,net,57.77361236535703,57.77361236535703,True
external,ETH_1000,max_ls,3.0,3.0,True
external,ETH_1600,n,60.0,60.0,True
external,ETH_1600,wins,33.0,33.0,True
external,ETH_1600,wr,0.55,0.55,True
external,ETH_1600,pf,1.5479439586758035,1.5479439586758035,True
external,ETH_1600,expectancy,1.0331162531486207,1.0331162531486207,True
external,ETH_1600,net,61.986975188917235,61.986975188917235,True
external,ETH_1600,max_ls,6.0,6.0,True
development,ETH_0500,n,58.0,58.0,True
development,ETH_0500,wins,33.0,33.0,True
development,ETH_0500,wr,0.5689655172413793,0.5689655172413793,True
development,ETH_0500,pf,1.378658857813715,1.378658857813715,True
development,ETH_0500,expectancy,0.5519802886564882,0.5519802886564882,True
development,ETH_0500,net,32.01485674207631,32.01485674207631,True
development,ETH_0500,max_ls,4.0,4.0,True
development,ETH_0900,n,96.0,96.0,True
development,ETH_0900,wins,62.0,62.0,True
development,ETH_0900,wr,0.6458333333333334,0.6458333333333334,True
development,ETH_0900,pf,1.3266555612003679,1.3266555612003679,True
development,ETH_0900,expectancy,0.4836885848231534,0.4836885848231534,True
development,ETH_0900,net,46.43410414302273,46.43410414302273,True
development,ETH_0900,max_ls,4.0,4.0,True
development,ETH_1000,n,97.0,97.0,True
development,ETH_1000,wins,57.0,57.0,True
development,ETH_1000,wr,0.5876288659793815,0.5876288659793815,True
development,ETH_1000,pf,1.2526903073967435,1.2526903073967435,True
development,ETH_1000,expectancy,0.3840569572902663,0.3840569572902663,True
development,ETH_1000,net,37.25352485715583,37.25352485715583,True
development,ETH_1000,max_ls,5.0,5.0,True
development,ETH_1600,n,61.0,61.0,True
development,ETH_1600,wins,38.0,38.0,True
development,ETH_1600,wr,0.6229508196721312,0.6229508196721312,True
development,ETH_1600,pf,1.356477333965431,1.356477333965431,True
development,ETH_1600,expectancy,0.5839264992646819,0.5839264992646819,True
development,ETH_1600,net,35.61951645514559,35.61951645514559,True
development,ETH_1600,max_ls,4.0,4.0,True
reference_validation,ETH_0500,n,28.0,28.0,True
reference_validation,ETH_0500,wins,18.0,18.0,True
reference_validation,ETH_0500,wr,0.6428571428571429,0.6428571428571429,True
reference_validation,ETH_0500,pf,1.518192077656603,1.518192077656603,True
reference_validation,ETH_0500,expectancy,0.7232687380670448,0.7232687380670448,True
reference_validation,ETH_0500,net,20.251524665877255,20.251524665877255,True
reference_validation,ETH_0500,max_ls,2.0,2.0,True
reference_validation,ETH_0900,n,35.0,35.0,True
reference_validation,ETH_0900,wins,23.0,23.0,True
reference_validation,ETH_0900,wr,0.6571428571428571,0.6571428571428571,True
reference_validation,ETH_0900,pf,1.5450551674084732,1.5450551674084732,True
reference_validation,ETH_0900,expectancy,0.710926805959229,0.710926805959229,True
reference_validation,ETH_0900,net,24.882438208573014,24.882438208573014,True
reference_validation,ETH_0900,max_ls,3.0,3.0,True
reference_validation,ETH_1000,n,41.0,41.0,True
reference_validation,ETH_1000,wins,23.0,23.0,True
reference_validation,ETH_1000,wr,0.5609756097560976,0.5609756097560976,True
reference_validation,ETH_1000,pf,1.395193775049917,1.395193775049917,True
reference_validation,ETH_1000,expectancy,0.7361063514524795,0.7361063514524795,True
reference_validation,ETH_1000,net,30.180360409551657,30.180360409551657,True
reference_validation,ETH_1000,max_ls,4.0,4.0,True
reference_validation,ETH_1600,n,39.0,39.0,True
reference_validation,ETH_1600,wins,22.0,22.0,True
reference_validation,ETH_1600,wr,0.5641025641025641,0.5641025641025641,True
reference_validation,ETH_1600,pf,1.069794119840298,1.069794119840298,True
reference_validation,ETH_1600,expectancy,0.15842370705854592,0.15842370705854592,True
reference_validation,ETH_1600,net,6.178524575283291,6.178524575283291,True
reference_validation,ETH_1600,max_ls,4.0,4.0,True
