partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,entry_fraction,entry_level,T10,filled,fill_ts,cancel_reason,rebreak_confirmed,rebreak_complete_ts,t10_reached,t10_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_t10
development,BEAR,12-16,2024-10-10 12:00:00+00:00,2024-10-10 16:00:00+00:00,2024-10-10 14:40:00+00:00,61297.0,60600.0,697.0,0.15,60704.55,60530.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,12-16,2024-10-10 12:00:00+00:00,2024-10-10 16:00:00+00:00,2024-10-10 14:40:00+00:00,61297.0,60600.0,697.0,0.25,60774.25,60530.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,12-16,2024-10-10 12:00:00+00:00,2024-10-10 16:00:00+00:00,2024-10-10 14:40:00+00:00,61297.0,60600.0,697.0,0.5,60948.5,60530.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2024-10-19 08:00:00+00:00,2024-10-19 12:00:00+00:00,2024-10-19 10:35:00+00:00,68544.6,68270.8,273.8000000000029,0.05,68284.49,68243.42,True,2024-10-19 10:35:00+00:00,,True,2024-10-19 10:50:00+00:00,True,2024-10-19 10:55:00+00:00,False,,False,0.0,15.0,20.0
development,BULL,08-12,2024-10-19 08:00:00+00:00,2024-10-19 12:00:00+00:00,2024-10-19 10:35:00+00:00,68544.6,68270.8,273.8000000000029,0.1,68298.18000000001,68243.42,True,2024-10-19 10:35:00+00:00,,True,2024-10-19 10:50:00+00:00,True,2024-10-19 10:55:00+00:00,False,,False,0.0,15.0,20.0
development,BULL,08-12,2024-10-19 08:00:00+00:00,2024-10-19 12:00:00+00:00,2024-10-19 10:35:00+00:00,68544.6,68270.8,273.8000000000029,0.15,68311.87000000001,68243.42,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2024-10-19 08:00:00+00:00,2024-10-19 12:00:00+00:00,2024-10-19 10:35:00+00:00,68544.6,68270.8,273.8000000000029,0.25,68339.25,68243.42,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2024-10-19 08:00:00+00:00,2024-10-19 12:00:00+00:00,2024-10-19 10:35:00+00:00,68544.6,68270.8,273.8000000000029,0.5,68407.70000000001,68243.42,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2024-10-19 16:00:00+00:00,2024-10-19 20:00:00+00:00,2024-10-19 17:05:00+00:00,68347.2,68063.5,283.6999999999971,0.05,68077.685,68035.13,True,2024-10-19 17:05:00+00:00,,True,2024-10-19 17:10:00+00:00,True,2024-10-19 17:15:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,16-20,2024-10-19 16:00:00+00:00,2024-10-19 20:00:00+00:00,2024-10-19 17:05:00+00:00,68347.2,68063.5,283.6999999999971,0.1,68091.87,68035.13,True,2024-10-19 17:05:00+00:00,,True,2024-10-19 17:10:00+00:00,True,2024-10-19 17:15:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,16-20,2024-10-19 16:00:00+00:00,2024-10-19 20:00:00+00:00,2024-10-19 17:05:00+00:00,68347.2,68063.5,283.6999999999971,0.15,68106.055,68035.13,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2024-10-19 16:00:00+00:00,2024-10-19 20:00:00+00:00,2024-10-19 17:05:00+00:00,68347.2,68063.5,283.6999999999971,0.25,68134.425,68035.13,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2024-10-19 16:00:00+00:00,2024-10-19 20:00:00+00:00,2024-10-19 17:05:00+00:00,68347.2,68063.5,283.6999999999971,0.5,68205.35,68035.13,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2024-10-20 12:00:00+00:00,2024-10-20 16:00:00+00:00,2024-10-20 13:40:00+00:00,68498.0,68330.0,168.0,0.05,68338.4,68313.2,True,2024-10-20 13:40:00+00:00,,False,,False,,True,2024-10-20 14:05:00+00:00,False,0.0,,
development,BULL,12-16,2024-10-20 12:00:00+00:00,2024-10-20 16:00:00+00:00,2024-10-20 13:40:00+00:00,68498.0,68330.0,168.0,0.1,68346.8,68313.2,True,2024-10-20 13:40:00+00:00,,False,,False,,True,2024-10-20 14:05:00+00:00,False,0.0,,
development,BULL,12-16,2024-10-20 12:00:00+00:00,2024-10-20 16:00:00+00:00,2024-10-20 13:40:00+00:00,68498.0,68330.0,168.0,0.15,68355.2,68313.2,True,2024-10-20 13:40:00+00:00,,False,,False,,True,2024-10-20 14:05:00+00:00,False,0.0,,
development,BULL,12-16,2024-10-20 12:00:00+00:00,2024-10-20 16:00:00+00:00,2024-10-20 13:40:00+00:00,68498.0,68330.0,168.0,0.25,68372.0,68313.2,True,2024-10-20 13:40:00+00:00,,False,,False,,True,2024-10-20 14:05:00+00:00,False,0.0,,
development,BULL,12-16,2024-10-20 12:00:00+00:00,2024-10-20 16:00:00+00:00,2024-10-20 13:40:00+00:00,68498.0,68330.0,168.0,0.5,68414.0,68313.2,True,2024-10-20 13:40:00+00:00,,False,,False,,True,2024-10-20 14:05:00+00:00,False,0.0,,
development,BEAR,16-20,2024-10-23 16:00:00+00:00,2024-10-23 20:00:00+00:00,2024-10-23 16:35:00+00:00,66921.7,65900.0,1021.6999999999971,0.05,65951.085,65797.83,True,2024-10-23 16:35:00+00:00,,True,2024-10-23 16:55:00+00:00,True,2024-10-23 17:05:00+00:00,False,,False,0.0,20.0,30.0
development,BEAR,16-20,2024-10-23 16:00:00+00:00,2024-10-23 20:00:00+00:00,2024-10-23 16:35:00+00:00,66921.7,65900.0,1021.6999999999971,0.1,66002.17,65797.83,True,2024-10-23 16:35:00+00:00,,True,2024-10-23 16:55:00+00:00,True,2024-10-23 17:05:00+00:00,False,,False,0.0,20.0,30.0
development,BEAR,16-20,2024-10-23 16:00:00+00:00,2024-10-23 20:00:00+00:00,2024-10-23 16:35:00+00:00,66921.7,65900.0,1021.6999999999971,0.15,66053.255,65797.83,True,2024-10-23 16:35:00+00:00,,True,2024-10-23 16:55:00+00:00,True,2024-10-23 17:05:00+00:00,False,,False,0.0,20.0,30.0
development,BEAR,16-20,2024-10-23 16:00:00+00:00,2024-10-23 20:00:00+00:00,2024-10-23 16:35:00+00:00,66921.7,65900.0,1021.6999999999971,0.25,66155.425,65797.83,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,16-20,2024-10-23 16:00:00+00:00,2024-10-23 20:00:00+00:00,2024-10-23 16:35:00+00:00,66921.7,65900.0,1021.6999999999971,0.5,66410.85,65797.83,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-10-24 08:00:00+00:00,2024-10-24 12:00:00+00:00,2024-10-24 10:35:00+00:00,67457.0,67050.0,407.0,0.05,67070.35,67009.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-10-24 08:00:00+00:00,2024-10-24 12:00:00+00:00,2024-10-24 10:35:00+00:00,67457.0,67050.0,407.0,0.1,67090.7,67009.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-10-24 08:00:00+00:00,2024-10-24 12:00:00+00:00,2024-10-24 10:35:00+00:00,67457.0,67050.0,407.0,0.15,67111.05,67009.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-10-24 08:00:00+00:00,2024-10-24 12:00:00+00:00,2024-10-24 10:35:00+00:00,67457.0,67050.0,407.0,0.25,67151.75,67009.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-10-24 08:00:00+00:00,2024-10-24 12:00:00+00:00,2024-10-24 10:35:00+00:00,67457.0,67050.0,407.0,0.5,67253.5,67009.3,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-10-25 00:00:00+00:00,2024-10-25 04:00:00+00:00,2024-10-25 01:20:00+00:00,68842.5,67890.0,952.5,0.05,67937.625,67794.75,True,2024-10-25 01:25:00+00:00,,True,2024-10-25 01:40:00+00:00,True,2024-10-25 04:25:00+00:00,False,,False,5.0,15.0,180.0
development,BULL,00-04,2024-10-25 00:00:00+00:00,2024-10-25 04:00:00+00:00,2024-10-25 01:20:00+00:00,68842.5,67890.0,952.5,0.1,67985.25,67794.75,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-10-25 00:00:00+00:00,2024-10-25 04:00:00+00:00,2024-10-25 01:20:00+00:00,68842.5,67890.0,952.5,0.15,68032.875,67794.75,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-10-25 00:00:00+00:00,2024-10-25 04:00:00+00:00,2024-10-25 01:20:00+00:00,68842.5,67890.0,952.5,0.25,68128.125,67794.75,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-10-25 00:00:00+00:00,2024-10-25 04:00:00+00:00,2024-10-25 01:20:00+00:00,68842.5,67890.0,952.5,0.5,68366.25,67794.75,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-10-27 08:00:00+00:00,2024-10-27 12:00:00+00:00,2024-10-27 09:55:00+00:00,67291.8,67081.6,210.1999999999971,0.05,67092.11,67060.58,True,2024-10-27 09:55:00+00:00,,True,2024-10-27 10:35:00+00:00,True,2024-10-27 10:40:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,08-12,2024-10-27 08:00:00+00:00,2024-10-27 12:00:00+00:00,2024-10-27 09:55:00+00:00,67291.8,67081.6,210.1999999999971,0.1,67102.62000000001,67060.58,True,2024-10-27 09:55:00+00:00,,True,2024-10-27 10:35:00+00:00,True,2024-10-27 10:40:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,08-12,2024-10-27 08:00:00+00:00,2024-10-27 12:00:00+00:00,2024-10-27 09:55:00+00:00,67291.8,67081.6,210.1999999999971,0.15,67113.13,67060.58,True,2024-10-27 09:55:00+00:00,,True,2024-10-27 10:35:00+00:00,True,2024-10-27 10:40:00+00:00,False,,False,0.0,40.0,45.0
development,BEAR,08-12,2024-10-27 08:00:00+00:00,2024-10-27 12:00:00+00:00,2024-10-27 09:55:00+00:00,67291.8,67081.6,210.1999999999971,0.25,67134.15000000001,67060.58,True,2024-10-27 10:10:00+00:00,,True,2024-10-27 10:35:00+00:00,True,2024-10-27 10:40:00+00:00,False,,False,15.0,25.0,30.0
development,BEAR,08-12,2024-10-27 08:00:00+00:00,2024-10-27 12:00:00+00:00,2024-10-27 09:55:00+00:00,67291.8,67081.6,210.1999999999971,0.5,67186.70000000001,67060.58,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,16-20,2024-11-01 16:00:00+00:00,2024-11-01 20:00:00+00:00,2024-11-01 19:20:00+00:00,71650.0,69036.0,2614.0,0.05,69166.7,68774.6,True,2024-11-01 19:20:00+00:00,,True,2024-11-01 21:25:00+00:00,False,,False,,True,0.0,125.0,
development,BEAR,16-20,2024-11-01 16:00:00+00:00,2024-11-01 20:00:00+00:00,2024-11-01 19:20:00+00:00,71650.0,69036.0,2614.0,0.1,69297.4,68774.6,True,2024-11-01 19:35:00+00:00,,True,2024-11-01 21:25:00+00:00,False,,False,,True,15.0,110.0,
development,BEAR,16-20,2024-11-01 16:00:00+00:00,2024-11-01 20:00:00+00:00,2024-11-01 19:20:00+00:00,71650.0,69036.0,2614.0,0.15,69428.1,68774.6,True,2024-11-01 19:35:00+00:00,,True,2024-11-01 21:25:00+00:00,False,,False,,True,15.0,110.0,
development,BEAR,16-20,2024-11-01 16:00:00+00:00,2024-11-01 20:00:00+00:00,2024-11-01 19:20:00+00:00,71650.0,69036.0,2614.0,0.25,69689.5,68774.6,False,,NO_FILL_BEFORE_BLOCK_END,False,,False,,False,,False,,,
development,BEAR,16-20,2024-11-01 16:00:00+00:00,2024-11-01 20:00:00+00:00,2024-11-01 19:20:00+00:00,71650.0,69036.0,2614.0,0.5,70343.0,68774.6,False,,NO_FILL_BEFORE_BLOCK_END,False,,False,,False,,False,,,
development,BEAR,08-12,2024-11-04 08:00:00+00:00,2024-11-04 12:00:00+00:00,2024-11-04 08:15:00+00:00,69397.2,68600.9,796.3000000000029,0.05,68640.715,68521.26999999999,True,2024-11-04 08:15:00+00:00,,True,2024-11-04 08:20:00+00:00,True,2024-11-04 08:40:00+00:00,False,,False,0.0,5.0,25.0
development,BEAR,08-12,2024-11-04 08:00:00+00:00,2024-11-04 12:00:00+00:00,2024-11-04 08:15:00+00:00,69397.2,68600.9,796.3000000000029,0.1,68680.53,68521.26999999999,True,2024-11-04 08:15:00+00:00,,True,2024-11-04 08:20:00+00:00,True,2024-11-04 08:40:00+00:00,False,,False,0.0,5.0,25.0
development,BEAR,08-12,2024-11-04 08:00:00+00:00,2024-11-04 12:00:00+00:00,2024-11-04 08:15:00+00:00,69397.2,68600.9,796.3000000000029,0.15,68720.345,68521.26999999999,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-11-04 08:00:00+00:00,2024-11-04 12:00:00+00:00,2024-11-04 08:15:00+00:00,69397.2,68600.9,796.3000000000029,0.25,68799.97499999999,68521.26999999999,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BEAR,08-12,2024-11-04 08:00:00+00:00,2024-11-04 12:00:00+00:00,2024-11-04 08:15:00+00:00,69397.2,68600.9,796.3000000000029,0.5,68999.04999999999,68521.26999999999,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-11-09 00:00:00+00:00,2024-11-09 04:00:00+00:00,2024-11-09 02:00:00+00:00,77080.4,76278.5,801.8999999999942,0.05,76318.595,76198.31,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-11-09 00:00:00+00:00,2024-11-09 04:00:00+00:00,2024-11-09 02:00:00+00:00,77080.4,76278.5,801.8999999999942,0.1,76358.69,76198.31,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-11-09 00:00:00+00:00,2024-11-09 04:00:00+00:00,2024-11-09 02:00:00+00:00,77080.4,76278.5,801.8999999999942,0.15,76398.785,76198.31,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-11-09 00:00:00+00:00,2024-11-09 04:00:00+00:00,2024-11-09 02:00:00+00:00,77080.4,76278.5,801.8999999999942,0.25,76478.975,76198.31,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,00-04,2024-11-09 00:00:00+00:00,2024-11-09 04:00:00+00:00,2024-11-09 02:00:00+00:00,77080.4,76278.5,801.8999999999942,0.5,76679.45,76198.31,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2024-11-12 08:00:00+00:00,2024-11-12 12:00:00+00:00,2024-11-12 10:10:00+00:00,90070.1,87769.0,2301.100000000006,0.05,87884.055,87538.89,True,2024-11-12 10:10:00+00:00,,True,2024-11-12 10:25:00+00:00,True,2024-11-12 10:30:00+00:00,False,,False,0.0,15.0,20.0
development,BULL,08-12,2024-11-12 08:00:00+00:00,2024-11-12 12:00:00+00:00,2024-11-12 10:10:00+00:00,90070.1,87769.0,2301.100000000006,0.1,87999.11,87538.89,True,2024-11-12 10:10:00+00:00,,True,2024-11-12 10:25:00+00:00,True,2024-11-12 10:30:00+00:00,False,,False,0.0,15.0,20.0
development,BULL,08-12,2024-11-12 08:00:00+00:00,2024-11-12 12:00:00+00:00,2024-11-12 10:10:00+00:00,90070.1,87769.0,2301.100000000006,0.15,88114.16500000001,87538.89,True,2024-11-12 10:10:00+00:00,,True,2024-11-12 10:25:00+00:00,True,2024-11-12 10:30:00+00:00,False,,False,0.0,15.0,20.0
development,BULL,08-12,2024-11-12 08:00:00+00:00,2024-11-12 12:00:00+00:00,2024-11-12 10:10:00+00:00,90070.1,87769.0,2301.100000000006,0.25,88344.275,87538.89,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,08-12,2024-11-12 08:00:00+00:00,2024-11-12 12:00:00+00:00,2024-11-12 10:10:00+00:00,90070.1,87769.0,2301.100000000006,0.5,88919.55,87538.89,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2024-11-12 12:00:00+00:00,2024-11-12 16:00:00+00:00,2024-11-12 13:55:00+00:00,89590.2,85500.0,4090.199999999997,0.05,85704.51,85090.98,True,2024-11-12 13:55:00+00:00,,False,,False,,True,2024-11-12 19:35:00+00:00,False,0.0,,
development,BULL,12-16,2024-11-12 12:00:00+00:00,2024-11-12 16:00:00+00:00,2024-11-12 13:55:00+00:00,89590.2,85500.0,4090.199999999997,0.1,85909.02,85090.98,True,2024-11-12 13:55:00+00:00,,False,,False,,True,2024-11-12 19:35:00+00:00,False,0.0,,
development,BULL,12-16,2024-11-12 12:00:00+00:00,2024-11-12 16:00:00+00:00,2024-11-12 13:55:00+00:00,89590.2,85500.0,4090.199999999997,0.15,86113.53,85090.98,True,2024-11-12 13:55:00+00:00,,False,,False,,True,2024-11-12 19:35:00+00:00,False,0.0,,
development,BULL,12-16,2024-11-12 12:00:00+00:00,2024-11-12 16:00:00+00:00,2024-11-12 13:55:00+00:00,89590.2,85500.0,4090.199999999997,0.25,86522.55,85090.98,True,2024-11-12 14:00:00+00:00,,False,,False,,True,2024-11-12 19:35:00+00:00,False,5.0,,
development,BULL,12-16,2024-11-12 12:00:00+00:00,2024-11-12 16:00:00+00:00,2024-11-12 13:55:00+00:00,89590.2,85500.0,4090.199999999997,0.5,87545.1,85090.98,False,,NO_FILL_BEFORE_BLOCK_END,False,,False,,False,,False,,,
development,BULL,04-08,2024-11-13 04:00:00+00:00,2024-11-13 08:00:00+00:00,2024-11-13 05:00:00+00:00,88619.0,87061.6,1557.3999999999942,0.05,87139.47,86905.86,True,2024-11-13 05:00:00+00:00,,True,2024-11-13 05:05:00+00:00,True,2024-11-13 05:40:00+00:00,False,,False,0.0,5.0,40.0
development,BULL,04-08,2024-11-13 04:00:00+00:00,2024-11-13 08:00:00+00:00,2024-11-13 05:00:00+00:00,88619.0,87061.6,1557.3999999999942,0.1,87217.34000000001,86905.86,True,2024-11-13 05:00:00+00:00,,True,2024-11-13 05:05:00+00:00,True,2024-11-13 05:40:00+00:00,False,,False,0.0,5.0,40.0
development,BULL,04-08,2024-11-13 04:00:00+00:00,2024-11-13 08:00:00+00:00,2024-11-13 05:00:00+00:00,88619.0,87061.6,1557.3999999999942,0.15,87295.21,86905.86,True,2024-11-13 05:00:00+00:00,,True,2024-11-13 05:05:00+00:00,True,2024-11-13 05:40:00+00:00,False,,False,0.0,5.0,40.0
development,BULL,04-08,2024-11-13 04:00:00+00:00,2024-11-13 08:00:00+00:00,2024-11-13 05:00:00+00:00,88619.0,87061.6,1557.3999999999942,0.25,87450.95000000001,86905.86,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-11-13 04:00:00+00:00,2024-11-13 08:00:00+00:00,2024-11-13 05:00:00+00:00,88619.0,87061.6,1557.3999999999942,0.5,87840.3,86905.86,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-11-14 04:00:00+00:00,2024-11-14 08:00:00+00:00,2024-11-14 07:05:00+00:00,90642.5,89531.7,1110.800000000003,0.05,89587.23999999999,89420.62,True,2024-11-14 07:05:00+00:00,,True,2024-11-14 07:10:00+00:00,True,2024-11-14 07:15:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,04-08,2024-11-14 04:00:00+00:00,2024-11-14 08:00:00+00:00,2024-11-14 07:05:00+00:00,90642.5,89531.7,1110.800000000003,0.1,89642.78,89420.62,True,2024-11-14 07:05:00+00:00,,True,2024-11-14 07:10:00+00:00,True,2024-11-14 07:15:00+00:00,False,,False,0.0,5.0,10.0
development,BULL,04-08,2024-11-14 04:00:00+00:00,2024-11-14 08:00:00+00:00,2024-11-14 07:05:00+00:00,90642.5,89531.7,1110.800000000003,0.15,89698.31999999999,89420.62,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-11-14 04:00:00+00:00,2024-11-14 08:00:00+00:00,2024-11-14 07:05:00+00:00,90642.5,89531.7,1110.800000000003,0.25,89809.4,89420.62,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,04-08,2024-11-14 04:00:00+00:00,2024-11-14 08:00:00+00:00,2024-11-14 07:05:00+00:00,90642.5,89531.7,1110.800000000003,0.5,90087.1,89420.62,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,16-20,2024-11-14 16:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 16:20:00+00:00,91846.1,87855.0,3991.100000000006,0.05,88054.555,87455.89,True,2024-11-14 16:20:00+00:00,,True,2024-11-14 21:00:00+00:00,True,2024-11-14 21:10:00+00:00,False,,False,0.0,280.0,290.0
development,BULL,16-20,2024-11-14 16:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 16:20:00+00:00,91846.1,87855.0,3991.100000000006,0.1,88254.11,87455.89,True,2024-11-14 16:20:00+00:00,,True,2024-11-14 21:00:00+00:00,True,2024-11-14 21:10:00+00:00,False,,False,0.0,280.0,290.0
development,BULL,16-20,2024-11-14 16:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 16:20:00+00:00,91846.1,87855.0,3991.100000000006,0.15,88453.66500000001,87455.89,True,2024-11-14 16:20:00+00:00,,True,2024-11-14 21:00:00+00:00,True,2024-11-14 21:10:00+00:00,False,,False,0.0,280.0,290.0
development,BULL,16-20,2024-11-14 16:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 16:20:00+00:00,91846.1,87855.0,3991.100000000006,0.25,88852.775,87455.89,True,2024-11-14 16:40:00+00:00,,True,2024-11-14 21:00:00+00:00,True,2024-11-14 21:10:00+00:00,False,,False,20.0,260.0,270.0
development,BULL,16-20,2024-11-14 16:00:00+00:00,2024-11-14 20:00:00+00:00,2024-11-14 16:20:00+00:00,91846.1,87855.0,3991.100000000006,0.5,89850.55,87455.89,False,,NO_FILL_BEFORE_BLOCK_END,False,,False,,False,,False,,,
development,BULL,20-00,2024-11-17 20:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-17 20:40:00+00:00,90701.0,89713.7,987.3000000000029,0.05,89763.065,89614.97,True,2024-11-17 20:40:00+00:00,,True,2024-11-17 20:50:00+00:00,True,2024-11-17 20:55:00+00:00,False,,False,0.0,10.0,15.0
development,BULL,20-00,2024-11-17 20:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-17 20:40:00+00:00,90701.0,89713.7,987.3000000000029,0.1,89812.43,89614.97,True,2024-11-17 20:40:00+00:00,,True,2024-11-17 20:50:00+00:00,True,2024-11-17 20:55:00+00:00,False,,False,0.0,10.0,15.0
development,BULL,20-00,2024-11-17 20:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-17 20:40:00+00:00,90701.0,89713.7,987.3000000000029,0.15,89861.795,89614.97,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-11-17 20:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-17 20:40:00+00:00,90701.0,89713.7,987.3000000000029,0.25,89960.525,89614.97,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-11-17 20:00:00+00:00,2024-11-18 00:00:00+00:00,2024-11-17 20:40:00+00:00,90701.0,89713.7,987.3000000000029,0.5,90207.35,89614.97,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-11-19 20:00:00+00:00,2024-11-20 00:00:00+00:00,2024-11-19 21:30:00+00:00,93985.9,92105.9,1880.0,0.05,92199.9,91917.9,True,2024-11-19 21:30:00+00:00,,True,2024-11-19 21:40:00+00:00,True,2024-11-19 22:35:00+00:00,False,,False,0.0,10.0,65.0
development,BULL,20-00,2024-11-19 20:00:00+00:00,2024-11-20 00:00:00+00:00,2024-11-19 21:30:00+00:00,93985.9,92105.9,1880.0,0.1,92293.9,91917.9,True,2024-11-19 21:30:00+00:00,,True,2024-11-19 21:40:00+00:00,True,2024-11-19 22:35:00+00:00,False,,False,0.0,10.0,65.0
development,BULL,20-00,2024-11-19 20:00:00+00:00,2024-11-20 00:00:00+00:00,2024-11-19 21:30:00+00:00,93985.9,92105.9,1880.0,0.15,92387.9,91917.9,True,2024-11-19 21:30:00+00:00,,True,2024-11-19 21:40:00+00:00,True,2024-11-19 22:35:00+00:00,False,,False,0.0,10.0,65.0
development,BULL,20-00,2024-11-19 20:00:00+00:00,2024-11-20 00:00:00+00:00,2024-11-19 21:30:00+00:00,93985.9,92105.9,1880.0,0.25,92575.9,91917.9,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-11-19 20:00:00+00:00,2024-11-20 00:00:00+00:00,2024-11-19 21:30:00+00:00,93985.9,92105.9,1880.0,0.5,93045.9,91917.9,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2024-11-22 12:00:00+00:00,2024-11-22 16:00:00+00:00,2024-11-22 15:25:00+00:00,99340.0,98300.0,1040.0,0.05,98352.0,98196.0,True,2024-11-22 15:25:00+00:00,,True,2024-11-22 15:35:00+00:00,False,,True,2024-11-22 19:10:00+00:00,False,0.0,10.0,
development,BULL,12-16,2024-11-22 12:00:00+00:00,2024-11-22 16:00:00+00:00,2024-11-22 15:25:00+00:00,99340.0,98300.0,1040.0,0.1,98404.0,98196.0,True,2024-11-22 15:25:00+00:00,,True,2024-11-22 15:35:00+00:00,False,,True,2024-11-22 19:10:00+00:00,False,0.0,10.0,
development,BULL,12-16,2024-11-22 12:00:00+00:00,2024-11-22 16:00:00+00:00,2024-11-22 15:25:00+00:00,99340.0,98300.0,1040.0,0.15,98456.0,98196.0,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2024-11-22 12:00:00+00:00,2024-11-22 16:00:00+00:00,2024-11-22 15:25:00+00:00,99340.0,98300.0,1040.0,0.25,98560.0,98196.0,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,12-16,2024-11-22 12:00:00+00:00,2024-11-22 16:00:00+00:00,2024-11-22 15:25:00+00:00,99340.0,98300.0,1040.0,0.5,98820.0,98196.0,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-11-23 20:00:00+00:00,2024-11-24 00:00:00+00:00,2024-11-23 20:20:00+00:00,98504.4,97368.0,1136.3999999999942,0.05,97424.82,97254.36,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
development,BULL,20-00,2024-11-23 20:00:00+00:00,2024-11-24 00:00:00+00:00,2024-11-23 20:20:00+00:00,98504.4,97368.0,1136.3999999999942,0.1,97481.64,97254.36,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,
