feature,stable,development_smd,development_auc,development_winner_median,development_loser_median,external_smd,external_auc,external_winner_median,external_loser_median,reference_validation_smd,reference_validation_auc,reference_validation_winner_median,reference_validation_loser_median
ema21_dist_aligned,False,0.10585507273596903,0.5290958770005536,0.07417730196023122,-0.05022956024485897,0.05496755213625034,0.5131085636245276,0.016285992803885485,-0.01128597919612058,0.061577012821339636,0.5179260071110023,0.06235789967536698,-0.04233796540187813
eff12,False,0.10532048714896682,0.5297664244631426,0.02260133823511163,-0.01524169705606317,0.06113246737404938,0.5161875798315109,0.00699194070612125,-0.00571566057525241,0.040898106009336,0.5103586518473796,0.004278869437745179,-0.0035206937126815697
forward12_atr,False,-0.09696185262806961,0.5226001661841954,1.5394146640882775,1.613201866239315,-0.04518391775208948,0.5080897021409705,1.507689638638181,1.545541177641826,-0.03460766074039874,0.5092601405197372,1.5377402133006632,1.582853575639873
ema8_dist_aligned,False,0.09545849135733395,0.5254887796048543,0.030807598574843484,-0.021520219743100658,0.0555275333024937,0.5100059189980855,0.008445463539219294,-0.0070511498548079775,0.04109367532436791,0.5131769963293936,0.02490165084499757,-0.018282346699203977
pos24_aligned,False,0.09229108606802296,0.5268205324915923,0.5235579436801405,0.4842180841208106,0.0007896206461316205,0.5004934799423856,0.49568574078517447,0.5022557774370564,0.037838032034719755,0.5106496345140777,0.513129879347056,0.48993603968150296
forward24_atr,False,-0.08825457398997649,0.5255006534012309,2.2545483335069356,2.4283246263210825,-0.022866121528736544,0.5026256488541966,2.2851660571632455,2.277309141726569,-0.03518561371544919,0.5094522576685945,2.280086669893749,2.354903144887804
ema55_dist_aligned,False,0.0860479729623149,0.524630246643067,0.11536238088422399,-0.07219604360586412,0.047860250131354774,0.5149344141833104,0.14413960100593687,-0.10525099352531198,0.0740324731845244,0.5177738438715414,0.03330601418227408,-0.02132012455701702
pos12_aligned,False,0.08277755592748955,0.5241223831710411,0.5196310262775399,0.4859011076673611,0.017351931508347296,0.5051827245586434,0.5085010855575361,0.49384363206038484,0.03171138844647504,0.509059814600544,0.5075274472421278,0.4940542809177418
adverse12_atr,False,0.08231413724709084,0.5218401492641407,1.630667695183654,1.5474274775503916,0.015612284194385548,0.5022949535573338,1.5343391868123812,1.5262868653621813,0.026806219302234743,0.5069664094290387,1.5778971937252304,1.550480952453545
prevday_forward_atr,False,-0.07809401124619117,0.5205612097380272,2.491795959483281,2.668702494399531,-0.022723169708641782,0.5061164532710538,2.618860365232848,2.6331049981574566,-0.02717039744204692,0.5058972034114957,2.5324559265578164,2.61208853575483
adverse24_atr,False,0.07558538107731484,0.5240094195438579,2.465041706752893,2.2836257823125825,-0.004639688231976876,0.5017805371109292,2.249372537335832,2.2996525510550088,0.03759523843381446,0.5089374856808262,2.3661260351079734,2.297131250565611
supportive_wick,False,-0.07482276826392989,0.5209037276595109,0.24776119402984714,0.2632639896790664,-0.03464516001276426,0.5100337751941106,0.25824865120482504,0.2685866024335145,-0.032618960866175155,0.5096693933252646,0.2371311651949042,0.24633821571238562
dirfrac12,False,0.07326624702307755,0.5231814988485644,0.5,0.5,0.07007445458452508,0.5204835081560989,0.5,0.5,0.04729263987315353,0.5140608072688989,0.5,0.5
week_pos_aligned,False,0.07297023855986007,0.5215310856557795,0.517635356764845,0.4881036225661155,0.03994610421457139,0.5108126757978804,0.5271224603890421,0.4837597755299848,0.023926695314055155,0.507490662546545,0.49879484747905684,0.5020363678081774
pos48_aligned,False,0.07270846933304298,0.521143690841421,0.5180935249038586,0.4880279118960524,0.008814368948112408,0.5026511818523448,0.5055028097213986,0.4962289538493648,0.022903720491100857,0.5065815731548329,0.5049857732434443,0.495863642846954
ema8_slope3_aligned,False,0.07232166811008005,0.5237299520374282,0.00017101213138442928,-0.00012308392116805456,0.035943855223391746,0.5088073540446221,3.807539656353054e-05,-2.9704999534474474e-05,0.03389339300459309,0.5135061680198657,0.00010138163868478323,-6.783489767703266e-05
aligned_ret12,False,0.07196137439861229,0.5252761539693336,0.0007001696192331375,-0.00045839246314471893,0.0532941995676377,0.5162801806137198,0.0002816146816966847,-0.00022905517914478812,0.03720965473934079,0.5104394535100534,0.0001334062271933778,-0.00011099095899358424
ema21_slope3_aligned,False,0.0713733183768863,0.5226720851692864,0.00012898994840793154,-8.09290388482653e-05,0.03997275198203818,0.5112784437044908,5.017454683653444e-05,-3.6921515878085565e-05,0.03946923063675578,0.5134088120036813,8.951038661320077e-05,-6.31875337547827e-05
forward48_atr,False,-0.07065012485667234,0.5209817819544839,3.1776255394354904,3.423553037956813,-0.01662082580865315,0.5039312721995697,3.34680699301222,3.4114972149430467,-0.053249154032356874,0.5069302999604164,3.1990905834903347,3.2977587013699563
prevday_adverse_atr,False,0.06901183973719358,0.51830606860795,2.7018100833483873,2.523328311063684,0.013857371565247694,0.502248811188042,2.601135617126965,2.638772257686544,0.03209381698397099,0.5065896587936138,2.6138063792977073,2.542217345768312
