partition,timeframe,variant,n,wr,pf,mean_ret,median_ret,median_winner,median_loser,median_mfe,median_mae,p10_mae,median_cross_to_signal,median_bars,median_hold_minutes,mean_gross_usd,fee_wr,fee_pf,mean_fee_usd,max_losing_streak,mae_le_0p5,mae_le_1p0,mae_le_1p5,mae_le_1p8
august,15m,C1_CROSS_ENTRY,22,0.5909090909090909,5.6007545552029985,0.0037067521731045457,0.00036253820061604713,0.0018710611318655257,-0.0014508392909238221,0.004641824348512569,-0.0009456709636778693,-0.0031157850617168025,0.0,13.0,195.0,1.853376086552273,0.45454545454545453,3.4256232292703617,1.4533760865522731,3,0.045454545454545456,0.0,0.0,0.0
august,15m,C2_FIRST_STRONG_AFTER_CROSS,22,0.5909090909090909,5.6007545552029985,0.0037067521731045457,0.00036253820061604713,0.0018710611318655257,-0.0014508392909238221,0.004641824348512569,-0.0009456709636778693,-0.0031157850617168025,0.0,13.0,195.0,1.853376086552273,0.45454545454545453,3.4256232292703617,1.4533760865522731,3,0.045454545454545456,0.0,0.0,0.0
august,1h,C1_CROSS_ENTRY,3,0.3333333333333333,1.4093537695312068,0.0016026018559743098,-0.003345531404776114,0.016552672540636637,-0.005872433486356854,0.002891625870266701,-0.004889744155967102,-0.008291085141528964,0.0,7.0,420.0,0.8013009279871545,0.3333333333333333,1.1804293420718373,0.40130092798715405,2,0.3333333333333333,0.0,0.0,0.0
august,1h,C2_FIRST_STRONG_AFTER_CROSS,3,0.3333333333333333,1.4093537695312068,0.0016026018559743098,-0.003345531404776114,0.016552672540636637,-0.005872433486356854,0.002891625870266701,-0.004889744155967102,-0.008291085141528964,0.0,7.0,420.0,0.8013009279871545,0.3333333333333333,1.1804293420718373,0.40130092798715405,2,0.3333333333333333,0.0,0.0,0.0
august,4h,C1_CROSS_ENTRY,2,0.5,98.08313849689065,0.06403960662951458,0.06403960662951458,0.12939848677286525,-0.0013192735138360945,0.07576875875908196,-0.004581315598069957,-0.00523053057870142,0.0,22.0,5280.0,32.01980331475729,0.5,60.680457681976726,31.619803314757288,1,0.5,0.0,0.0,0.0
august,4h,C2_FIRST_STRONG_AFTER_CROSS,2,0.5,98.08313849689065,0.06403960662951458,0.06403960662951458,0.12939848677286525,-0.0013192735138360945,0.07576875875908196,-0.004581315598069957,-0.00523053057870142,0.0,22.0,5280.0,32.01980331475729,0.5,60.680457681976726,31.619803314757288,1,0.5,0.0,0.0,0.0
august,5m,C1_CROSS_ENTRY,56,0.25,0.7702071724060191,-0.00018010494480461388,-0.00041154999228454336,0.001789018702272216,-0.0008585587874791467,0.001129060260560033,-0.0006643139680661547,-0.0024047439105501778,0.0,10.5,52.5,-0.09005247240230695,0.21428571428571427,0.299102487254798,-0.4900524724023069,8,0.0,0.0,0.0,0.0
august,5m,C2_FIRST_STRONG_AFTER_CROSS,56,0.25,0.7702071724060191,-0.00018010494480461388,-0.00041154999228454336,0.001789018702272216,-0.0008585587874791467,0.001129060260560033,-0.0006643139680661547,-0.0024047439105501778,0.0,10.5,52.5,-0.09005247240230695,0.21428571428571427,0.299102487254798,-0.4900524724023069,8,0.0,0.0,0.0,0.0
development,15m,C1_CROSS_ENTRY,1013,0.29615004935834155,1.0314463793997233,8.81323256820094e-05,-0.0016287206686569355,0.004892454703244287,-0.0027960192922114047,0.003632847768749059,-0.0031781467528642082,-0.009147755829985681,0.0,9.0,135.0,0.044066162841004675,0.24086870681145114,0.7899825330551945,-0.35593383715899524,17,0.30306021717670284,0.087857847976308,0.03356367226061204,0.02073050345508391
development,15m,C2_FIRST_STRONG_AFTER_CROSS,1011,0.29475766567754697,1.030926661908727,8.671849142891786e-05,-0.001636331021229287,0.0049003552577331355,-0.0027960192922114047,0.003616420698339118,-0.0031569416006591577,-0.009191359945515232,0.0,9.0,135.0,0.043359245714458934,0.23936696340257171,0.7897115476819996,-0.356640754285541,17,0.3036597428288823,0.08803165182987141,0.033630069238377844,0.020771513353115726
development,1h,C1_CROSS_ENTRY,247,0.2591093117408907,1.0292983608084993,0.00019615873112829537,-0.004604786232397018,0.014070750100429796,-0.00735306121021162,0.009418249885772445,-0.008816573934472549,-0.022282736902164712,0.0,11.0,660.0,0.09807936556414786,0.23481781376518218,0.9172832025276872,-0.30192063443585243,10,0.7246963562753036,0.4251012145748988,0.22267206477732793,0.1659919028340081
development,1h,C2_FIRST_STRONG_AFTER_CROSS,247,0.2591093117408907,1.024763779852573,0.00016578170799574145,-0.004473076608514592,0.013537768085001844,-0.00735306121021162,0.009418249885772445,-0.008816573934472549,-0.022282736902164712,0.0,11.0,660.0,0.08289085399787087,0.23481781376518218,0.9131138347231452,-0.31710914600212936,10,0.7246963562753036,0.4291497975708502,0.22267206477732793,0.1659919028340081
