partition,timeframe,variant,n,wr,pf,mean_ret,median_ret,median_winner,median_loser,median_mfe,median_mae,p10_mae,median_cross_to_signal,median_bars,median_hold_minutes,mean_gross_usd,fee_wr,fee_pf,mean_fee_usd,max_losing_streak,mae_le_0p5,mae_le_1p0,mae_le_1p5,mae_le_1p8
development,4h,C1_CROSS_ENTRY,56,0.39285714285714285,1.5455860630172258,0.006664341547634024,-0.0039582348591933325,0.023285715683443065,-0.017411062510235165,0.02964486886713802,-0.016932597930882365,-0.03929176094656395,0.0,14.0,3360.0,3.332170773817012,0.35714285714285715,1.4610768643839966,2.9321707738170124,5,0.9107142857142857,0.7857142857142857,0.5357142857142857,0.4642857142857143
development,4h,C2_FIRST_STRONG_AFTER_CROSS,56,0.39285714285714285,1.5455860630172258,0.006664341547634024,-0.0039582348591933325,0.023285715683443065,-0.017411062510235165,0.02964486886713802,-0.016932597930882365,-0.03929176094656395,0.0,14.0,3360.0,3.332170773817012,0.35714285714285715,1.4610768643839966,2.9321707738170124,5,0.9107142857142857,0.7857142857142857,0.5357142857142857,0.4642857142857143
development,5m,C1_CROSS_ENTRY,3302,0.291641429436705,1.0393082335009465,5.857760947330804e-05,-0.0009011165494977602,0.002107591295895883,-0.0014636477686839067,0.002017805162223163,-0.0015864890011444421,-0.004765001619458752,0.0,9.0,45.0,0.02928880473665403,0.21229557843731073,0.6450653819999248,-0.370711195263346,21,0.08964264082374318,0.016959418534221685,0.005451241671714113,0.003331314354936402
development,5m,C2_FIRST_STRONG_AFTER_CROSS,3285,0.29101978691019786,1.0344822959011368,5.169259225803009e-05,-0.0009061234871445834,0.002141139583647589,-0.001491077036131938,0.00199847604794523,-0.0016065436926255838,-0.004770721046706638,0.0,9.0,45.0,0.025846296129015043,0.21278538812785389,0.643260795021585,-0.37415370387098495,21,0.0898021308980213,0.017351598173515982,0.005479452054794521,0.0033485540334855404
external,15m,C1_CROSS_ENTRY,673,0.300148588410104,1.076686963280472,0.00028924028030701525,-0.0022760260482281858,0.006936689494677073,-0.004021936531859116,0.006043089858118744,-0.004473871136330798,-0.012646103771268801,0.0,10.0,150.0,0.1446201401535076,0.27191679049034173,0.8824925031572928,-0.25537985984649236,14,0.45319465081723626,0.1738484398216939,0.06983655274888559,0.04903417533432392
external,15m,C2_FIRST_STRONG_AFTER_CROSS,671,0.2965722801788376,1.070368445033049,0.00026650337749636004,-0.0022755573695368847,0.007311582623235058,-0.004001200376713698,0.005997394079190199,-0.004546850765456134,-0.012656513631580935,0.0,10.0,150.0,0.13325168874817997,0.2697466467958271,0.8777610366311663,-0.26674831125181997,21,0.45454545454545453,0.17436661698956782,0.07004470938897168,0.04918032786885246
external,1h,C1_CROSS_ENTRY,141,0.41134751773049644,2.1882720415516306,0.006910417897646405,-0.0032317580916408906,0.016435903683775455,-0.008853136704160991,0.017385771452874232,-0.009630988573225752,-0.020730659757448033,0.0,14.0,840.0,3.455208948823202,0.40425531914893614,1.9712838153590635,3.055208948823203,11,0.7588652482269503,0.48936170212765956,0.2695035460992908,0.19858156028368795
external,1h,C2_FIRST_STRONG_AFTER_CROSS,141,0.41134751773049644,2.206823763438072,0.006959306205535723,-0.00297936066478266,0.016435903683775455,-0.008729110504367199,0.017385771452874232,-0.009606930050258145,-0.020730659757448033,0.0,14.0,840.0,3.4796531027678608,0.40425531914893614,1.9867227564871184,3.0796531027678617,11,0.7588652482269503,0.48226950354609927,0.2695035460992908,0.19858156028368795
external,4h,C1_CROSS_ENTRY,46,0.43478260869565216,2.130942994359975,0.017603424976460055,-0.007710078978630741,0.03920559627999054,-0.022139108339416957,0.035022802196856606,-0.018713149474501145,-0.05272548744668831,0.0,10.5,2520.0,8.801712488230027,0.43478260869565216,2.0490707860581576,8.401712488230027,4,0.9347826086956522,0.7608695652173914,0.6086956521739131,0.5434782608695652
external,4h,C2_FIRST_STRONG_AFTER_CROSS,46,0.41304347826086957,2.1189506665008007,0.017441754919639087,-0.007710078978630741,0.04308485782667093,-0.021509382164989765,0.03402920451371205,-0.018713149474501145,-0.05272548744668831,0.0,10.5,2520.0,8.720877459819544,0.41304347826086957,2.036406809529047,8.320877459819544,4,0.9565217391304348,0.7608695652173914,0.6086956521739131,0.5434782608695652
external,5m,C1_CROSS_ENTRY,2110,0.2990521327014218,1.0703250802590119,0.00015077194834559342,-0.001251835632372189,0.003639033829954341,-0.0020675261217063534,0.003277999636564277,-0.0023835136353545505,-0.007090859450907372,0.0,10.0,50.0,0.07538597417279673,0.23933649289099526,0.7621383916368486,-0.3246140258272033,17,0.18862559241706162,0.04928909952606635,0.015639810426540283,0.00900473933649289
external,5m,C2_FIRST_STRONG_AFTER_CROSS,2106,0.2962962962962963,1.0664761543446064,0.00014285893963567232,-0.001256981149040215,0.0036946577199160613,-0.002046922143655372,0.003256657827999998,-0.002380765146434982,-0.007125024038131589,0.0,10.0,50.0,0.0714294698178362,0.23741690408357075,0.7599080044131968,-0.32857053018216376,17,0.1908831908831909,0.048907882241215575,0.01566951566951567,0.009021842355175688
reference_validation,15m,C1_CROSS_ENTRY,525,0.3238095238095238,1.137792121863717,0.00032900856173440106,-0.0014363117870722641,0.004903060150649452,-0.0026808887247928848,0.0038199714347753044,-0.002823839926728966,-0.007820787825484543,0.0,11.0,165.0,0.16450428086720054,0.2742857142857143,0.8403175694253635,-0.23549571913279946,16,0.26095238095238094,0.05714285714285714,0.017142857142857144,0.011428571428571429
reference_validation,15m,C2_FIRST_STRONG_AFTER_CROSS,523,0.33078393881453155,1.1485013376751405,0.0003522861189993064,-0.0013492765086308145,0.004822304216281159,-0.0026902534431862413,0.003917515461683285,-0.0027957405339775754,-0.007856517125328243,0.0,11.0,165.0,0.17614305949965325,0.28107074569789675,0.8471487009635585,-0.22385694050034677,16,0.26003824091778205,0.05736137667304015,0.017208413001912046,0.011472275334608031
reference_validation,1h,C1_CROSS_ENTRY,132,0.3333333333333333,0.8217657139773898,-0.0009858110170343198,-0.003871218892888384,0.011699760169939566,-0.006212932595105969,0.008558945032378418,-0.006957351500910869,-0.016779707819242116,0.0,10.0,600.0,-0.4929055085171599,0.3106060606060606,0.7062629120266959,-0.89290550851716,10,0.6666666666666666,0.25757575757575757,0.12121212121212122,0.09090909090909091
reference_validation,1h,C2_FIRST_STRONG_AFTER_CROSS,132,0.32575757575757575,0.7490795930821881,-0.0014230943451302117,-0.004125922454254027,0.010902871115104906,-0.006229848371352986,0.008558945032378418,-0.007131753268579011,-0.016779707819242116,0.0,10.0,600.0,-0.7115471725651058,0.30303030303030304,0.6429450883323218,-1.111547172565106,10,0.6818181818181818,0.26515151515151514,0.12878787878787878,0.09090909090909091
reference_validation,4h,C1_CROSS_ENTRY,32,0.34375,0.5834203101253758,-0.004967209338373184,-0.010742057792624604,0.012454518127694714,-0.017560134528266103,0.015823458909306698,-0.012870564602464274,-0.033673689726897674,0.0,7.0,1680.0,-2.4836046691865925,0.34375,0.5367253626019283,-2.8836046691865924,10,0.78125,0.5625,0.46875,0.375
reference_validation,4h,C2_FIRST_STRONG_AFTER_CROSS,32,0.34375,0.5704143913439887,-0.005239081621630726,-0.011058449631803302,0.012454518127694714,-0.017560134528266103,0.013983120004216754,-0.014217582048760335,-0.033673689726897674,0.0,7.0,1680.0,-2.619540810815363,0.34375,0.5252542040965379,-3.0195408108153634,10,0.78125,0.59375,0.5,0.375
reference_validation,5m,C1_CROSS_ENTRY,1651,0.3125378558449425,0.9141000384160474,-0.0001157051721065754,-0.00082987124109557,0.0019755391794246124,-0.0014270621739332912,0.0018411973977265905,-0.001443255421008094,-0.004259869321735499,0.0,10.0,50.0,-0.05785258605328771,0.2313749242883101,0.5263018773359193,-0.45785258605328766,17,0.07147183525136282,0.008479709267110842,0.0024227740763173833,0.0012113870381586917
reference_validation,5m,C2_FIRST_STRONG_AFTER_CROSS,1648,0.3131067961165049,0.9071489017734136,-0.00012559638450878883,-0.0008317025031162051,0.001971630489704612,-0.0014334123100580576,0.00180557903359857,-0.0014443035450177333,-0.004300874802788723,0.0,10.0,50.0,-0.06279819225439441,0.23118932038834952,0.5227147045174046,-0.4627981922543944,17,0.07281553398058252,0.00849514563106796,0.0024271844660194173,0.0012135922330097086
