role,partition,component,stage,snapshot_min,feature,kind,continuation_n,staller_n,continuation_value,staller_value,continuation_minus_staller,meaningful_min_abs_gap,development_meaningful
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,post_e20_peak_R,median,26,32,0.31738362672116593,0.3134818592362869,0.0039017674848790262,0.03,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,post_e20_giveback_from_peak_R,median,26,32,0.16700476307244358,0.23038708948239672,-0.06338232640995314,0.03,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,post_e20_mae_below_E20_R,median,26,32,0.1632865099179513,0.21728899481708214,-0.05400248489913084,0.03,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,closes_ge_E20,median,26,32,2.5,2.0,0.5,1.0,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,fraction_closes_ge_E20,median,26,32,0.3571428571428571,0.2857142857142857,0.0714285714285714,0.1,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,consecutive_closes_ge_E20,median,26,32,0.5,0.0,0.5,1.0,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,E25_by_snapshot,rate,95,63,0.2,0.3968253968253968,-0.1968253968253968,0.1,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,E30_by_snapshot,rate,95,63,0.16842105263157894,0.30158730158730157,-0.13316624895572263,0.1,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,closed_back_le_E10,rate,95,63,0.10526315789473684,0.3968253968253968,-0.29156223893065997,0.1,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,30,closed_back_le_H,rate,95,63,0.021052631578947368,0.14285714285714285,-0.12180451127819548,0.1,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,close_R,median,15,21,0.1475788322498321,0.07137117393527476,0.07620765831455734,0.03,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,close_vs_E20_R,median,15,21,-0.05242116775016792,-0.12862882606472525,0.07620765831455734,0.03,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,post_e20_peak_R,median,15,21,0.3153786774165876,0.3121911037891275,0.003187573627460083,0.03,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,post_e20_giveback_from_peak_R,median,15,21,0.22709753928253842,0.28066330630433517,-0.053565767021796745,0.03,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,post_e20_mae_below_E20_R,median,15,21,0.19155007618783765,0.2953481652701507,-0.10379808908231303,0.03,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,closes_ge_E20,median,15,21,3.0,2.0,1.0,1.0,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,fraction_closes_ge_E20,median,15,21,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.1,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,consecutive_closes_ge_E20,median,15,21,0.0,0.0,0.0,1.0,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,E25_by_snapshot,rate,95,63,0.11578947368421053,0.2857142857142857,-0.16992481203007517,0.1,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,E30_by_snapshot,rate,95,63,0.09473684210526316,0.19047619047619047,-0.0957393483709273,0.1,False
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,closed_back_le_E10,rate,95,63,0.11578947368421053,0.31746031746031744,-0.20167084377610692,0.1,True
CLOCK_SUPPORT,external,PARENT,SNAPSHOT,60,closed_back_le_H,rate,95,63,0.031578947368421054,0.15873015873015872,-0.12715121136173768,0.1,True
CLOCK_SUPPORT,external,REC_H2,ANCHOR,0,entry_to_e20_min,median,38,23,15.0,10.0,5.0,10.0,False
CLOCK_SUPPORT,external,REC_H2,ANCHOR,0,break_to_e20_min,median,38,23,10.0,5.0,5.0,10.0,False
CLOCK_SUPPORT,external,REC_H2,ANCHOR,0,e20_bar_close_R,median,38,23,0.20422802125434472,0.1916396642985097,0.012588356955835017,0.03,False
CLOCK_SUPPORT,external,REC_H2,ANCHOR,0,e20_bar_close_vs_E20_R,median,38,23,0.00422802125434471,-0.008360335701490307,0.012588356955835017,0.03,False
CLOCK_SUPPORT,external,REC_H2,ANCHOR,0,running_mae_R_to_E20,median,38,23,0.12065327833470715,0.10621288259479086,0.01444039573991629,0.03,False
CLOCK_SUPPORT,external,REC_H2,ANCHOR,0,closes_gt_H_to_E20,median,38,23,3.0,2.0,1.0,1.0,True
CLOCK_SUPPORT,external,REC_H2,ANCHOR,0,closes_ge_E10_to_E20,median,38,23,1.0,2.0,-1.0,1.0,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,close_R,median,26,21,0.20754812798094768,0.124856376867098,0.08269175111384969,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,close_vs_E20_R,median,26,21,0.007548127980947658,-0.07514362313290202,0.08269175111384967,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,post_e20_peak_R,median,26,21,0.29310824168953326,0.24779990736452195,0.0453083343250113,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,post_e20_giveback_from_peak_R,median,26,21,0.09052906207728198,0.13481424741478487,-0.04428518533750289,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,post_e20_mae_below_E20_R,median,26,21,0.16864324312569856,0.19788583509514043,-0.029242591969441872,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,closes_ge_E20,median,26,21,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,fraction_closes_ge_E20,median,26,21,0.5,0.0,0.5,0.1,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,consecutive_closes_ge_E20,median,26,21,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,E25_by_snapshot,rate,38,23,0.5,0.43478260869565216,0.06521739130434784,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,E30_by_snapshot,rate,38,23,0.2894736842105263,0.30434782608695654,-0.014874141876430214,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,closed_back_le_E10,rate,38,23,0.05263157894736842,0.34782608695652173,-0.2951945080091533,0.1,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,5,closed_back_le_H,rate,38,23,0.0,0.0,0.0,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,close_R,median,22,21,0.19558773190822187,0.08899712198361742,0.10659060992460445,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,close_vs_E20_R,median,22,21,-0.004412268091778124,-0.11100287801638259,0.10659060992460447,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,post_e20_peak_R,median,22,21,0.3023299795089527,0.2596109309865691,0.04271904852238356,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,post_e20_giveback_from_peak_R,median,22,21,0.10283376000017569,0.18468468468468185,-0.08185092468450617,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,post_e20_mae_below_E20_R,median,22,21,0.18425127764571458,0.21073549566011854,-0.026484218014403954,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,closes_ge_E20,median,22,21,1.5,0.0,1.5,1.0,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,fraction_closes_ge_E20,median,22,21,0.5,0.0,0.5,0.1,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,consecutive_closes_ge_E20,median,22,21,0.0,0.0,0.0,1.0,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,E25_by_snapshot,rate,38,23,0.4473684210526316,0.5217391304347826,-0.07437070938215101,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,E30_by_snapshot,rate,38,23,0.3157894736842105,0.30434782608695654,0.011441647597253968,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,closed_back_le_E10,rate,38,23,0.05263157894736842,0.5217391304347826,-0.4691075514874142,0.1,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,10,closed_back_le_H,rate,38,23,0.0,0.30434782608695654,-0.30434782608695654,0.1,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,close_R,median,19,14,0.21597467883075677,0.1348639075911797,0.08111077123957708,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,close_vs_E20_R,median,19,14,0.01597467883075676,-0.06513609240882032,0.08111077123957708,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,post_e20_peak_R,median,19,14,0.32206759443339944,0.2800090080570429,0.042058586376356566,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,post_e20_giveback_from_peak_R,median,19,14,0.12195121951219512,0.1848343156690891,-0.06288309615689397,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,post_e20_mae_below_E20_R,median,19,14,0.1724489795918329,0.19319123888602452,-0.02074225929419163,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,closes_ge_E20,median,19,14,2.0,1.0,1.0,1.0,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,fraction_closes_ge_E20,median,19,14,0.5,0.25,0.25,0.1,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,consecutive_closes_ge_E20,median,19,14,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,E25_by_snapshot,rate,38,23,0.42105263157894735,0.391304347826087,0.02974828375286037,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,E30_by_snapshot,rate,38,23,0.2894736842105263,0.2608695652173913,0.02860411899313503,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,closed_back_le_E10,rate,38,23,0.07894736842105263,0.30434782608695654,-0.2254004576659039,0.1,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,15,closed_back_le_H,rate,38,23,0.0,0.08695652173913043,-0.08695652173913043,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,close_R,median,13,8,0.20102040816326727,0.1424479086595169,0.058572499503750375,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,close_vs_E20_R,median,13,8,0.0010204081632672612,-0.0575520913404831,0.05857249950375036,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,post_e20_peak_R,median,13,8,0.32206759443339944,0.3063229896563246,0.015744604777074844,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,post_e20_giveback_from_peak_R,median,13,8,0.18767454850120904,0.22526729352720104,-0.037592745025992,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,post_e20_mae_below_E20_R,median,13,8,0.16119605186762181,0.19203956516243173,-0.030843513294809916,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,closes_ge_E20,median,13,8,3.0,3.5,-0.5,1.0,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,fraction_closes_ge_E20,median,13,8,0.42857142857142855,0.5,-0.07142857142857145,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,consecutive_closes_ge_E20,median,13,8,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,E25_by_snapshot,rate,38,23,0.34210526315789475,0.30434782608695654,0.037757437070938205,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,E30_by_snapshot,rate,38,23,0.23684210526315788,0.21739130434782608,0.0194508009153318,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,closed_back_le_E10,rate,38,23,0.13157894736842105,0.17391304347826086,-0.04233409610983982,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,30,closed_back_le_H,rate,38,23,0.0,0.043478260869565216,-0.043478260869565216,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,close_R,median,8,4,0.19648006328825507,0.18975642308975904,0.006723640198496028,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,close_vs_E20_R,median,8,4,-0.003519936711744956,-0.010243576910240984,0.006723640198496028,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,post_e20_peak_R,median,8,4,0.33807722177358707,0.33247788470885553,0.0055993370647315355,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,post_e20_giveback_from_peak_R,median,8,4,0.2121048523226466,0.2407907907907903,-0.028685938468143712,0.03,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,post_e20_mae_below_E20_R,median,8,4,0.13980901749818914,0.18772494124508904,-0.0479159237468999,0.03,True
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,closes_ge_E20,median,8,4,5.5,5.0,0.5,1.0,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,fraction_closes_ge_E20,median,8,4,0.42307692307692313,0.38461538461538464,0.03846153846153849,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,consecutive_closes_ge_E20,median,8,4,0.5,1.0,-0.5,1.0,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,E25_by_snapshot,rate,38,23,0.21052631578947367,0.17391304347826086,0.03661327231121281,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,E30_by_snapshot,rate,38,23,0.21052631578947367,0.17391304347826086,0.03661327231121281,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,closed_back_le_E10,rate,38,23,0.07894736842105263,0.13043478260869565,-0.05148741418764302,0.1,False
CLOCK_SUPPORT,external,REC_H2,SNAPSHOT,60,closed_back_le_H,rate,38,23,0.0,0.0,0.0,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,ANCHOR,0,entry_to_e20_min,median,147,102,10.0,5.0,5.0,10.0,False
CLOCK_SUPPORT,reference_validation,POOLED,ANCHOR,0,break_to_e20_min,median,108,82,5.0,5.0,0.0,10.0,False
CLOCK_SUPPORT,reference_validation,POOLED,ANCHOR,0,e20_bar_close_R,median,147,102,0.2276119402985144,0.15000000000000252,0.07761194029851187,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,ANCHOR,0,e20_bar_close_vs_E20_R,median,147,102,0.02761194029851438,-0.04999999999999748,0.07761194029851186,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,ANCHOR,0,running_mae_R_to_E20,median,147,102,0.1744277821625892,0.16045409850719725,0.01397368365539195,0.03,False
CLOCK_SUPPORT,reference_validation,POOLED,ANCHOR,0,closes_gt_H_to_E20,median,147,102,2.0,2.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,POOLED,ANCHOR,0,closes_ge_E10_to_E20,median,147,102,1.0,1.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,close_R,median,75,90,0.1790450928381995,0.10917692569068847,0.06986816714751103,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,close_vs_E20_R,median,75,90,-0.020954907161800512,-0.09082307430931154,0.06986816714751103,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,post_e20_peak_R,median,75,90,0.29155313351498546,0.25460962258715036,0.0369435109278351,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,post_e20_giveback_from_peak_R,median,75,90,0.10684931506848924,0.14205402440696846,-0.03520470933847922,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,post_e20_mae_below_E20_R,median,75,90,0.16666666666666863,0.19402380952381015,-0.027357142857141525,0.03,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,closes_ge_E20,median,75,90,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,fraction_closes_ge_E20,median,75,90,0.5,0.0,0.5,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,consecutive_closes_ge_E20,median,75,90,0.0,0.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,E25_by_snapshot,rate,147,102,0.35374149659863946,0.45098039215686275,-0.09723889555822329,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,E30_by_snapshot,rate,147,102,0.22448979591836735,0.20588235294117646,0.018607442977190886,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,closed_back_le_E10,rate,147,102,0.12244897959183673,0.47058823529411764,-0.3481392557022809,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,5,closed_back_le_H,rate,147,102,0.013605442176870748,0.10784313725490197,-0.09423769507803122,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,close_R,median,62,81,0.18197438300531504,0.08367346938776059,0.09830091361755446,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,close_vs_E20_R,median,62,81,-0.018025616994684954,-0.11632653061223942,0.09830091361755447,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,post_e20_peak_R,median,62,81,0.29257246376811985,0.262931034482753,0.029641429285366838,0.03,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,post_e20_giveback_from_peak_R,median,62,81,0.1305106658047828,0.1898734177214921,-0.05936275191670931,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,post_e20_mae_below_E20_R,median,62,81,0.16305223161118326,0.19411764705883056,-0.031065415447647293,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,closes_ge_E20,median,62,81,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,fraction_closes_ge_E20,median,62,81,0.3333333333333333,0.0,0.3333333333333333,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,consecutive_closes_ge_E20,median,62,81,0.0,0.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,E25_by_snapshot,rate,147,102,0.29931972789115646,0.4411764705882353,-0.14185674269707882,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,E30_by_snapshot,rate,147,102,0.19727891156462585,0.22549019607843138,-0.02821128451380553,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,closed_back_le_E10,rate,147,102,0.1292517006802721,0.5294117647058824,-0.4001600640256102,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,10,closed_back_le_H,rate,147,102,0.027210884353741496,0.13725490196078433,-0.11004401760704283,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,close_R,median,51,71,0.20633187772925934,0.05569620253164504,0.1506356751976143,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,close_vs_E20_R,median,51,71,0.006331877729259333,-0.14430379746835498,0.1506356751976143,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,post_e20_peak_R,median,51,71,0.30270270270269817,0.262931034482753,0.039771668219945155,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,post_e20_giveback_from_peak_R,median,51,71,0.15352697095435894,0.20786516853932827,-0.05433819758496933,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,post_e20_mae_below_E20_R,median,51,71,0.16506550218340313,0.2121065375302663,-0.04704103534686316,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,closes_ge_E20,median,51,71,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,fraction_closes_ge_E20,median,51,71,0.25,0.0,0.25,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,consecutive_closes_ge_E20,median,51,71,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,E25_by_snapshot,rate,147,102,0.2585034013605442,0.38235294117647056,-0.12384953981592633,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,E30_by_snapshot,rate,147,102,0.17687074829931973,0.19607843137254902,-0.019207683073229287,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,closed_back_le_E10,rate,147,102,0.1360544217687075,0.5392156862745098,-0.40316126450580225,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,15,closed_back_le_H,rate,147,102,0.04081632653061224,0.20588235294117646,-0.16506602641056423,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,close_R,median,39,42,0.17057396928051843,0.059658398888073554,0.11091557039244487,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,close_vs_E20_R,median,39,42,-0.029426030719481577,-0.14034160111192645,0.11091557039244487,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,post_e20_peak_R,median,39,42,0.3028391167192466,0.27765858542515753,0.025180531294089092,0.03,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,post_e20_giveback_from_peak_R,median,39,42,0.17704918032786873,0.24137134052387996,-0.06432216019601122,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,post_e20_mae_below_E20_R,median,39,42,0.1610389610389634,0.21487874528208173,-0.05383978424311833,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,closes_ge_E20,median,39,42,2.0,1.0,1.0,1.0,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,fraction_closes_ge_E20,median,39,42,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,consecutive_closes_ge_E20,median,39,42,0.0,0.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,E25_by_snapshot,rate,147,102,0.20408163265306123,0.27450980392156865,-0.07042817126850742,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,E30_by_snapshot,rate,147,102,0.14285714285714285,0.16666666666666666,-0.023809523809523808,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,closed_back_le_E10,rate,147,102,0.1360544217687075,0.3333333333333333,-0.19727891156462582,0.1,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,30,closed_back_le_H,rate,147,102,0.047619047619047616,0.12745098039215685,-0.07983193277310924,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,close_R,median,24,25,0.14977435201086503,0.005012531328316232,0.1447618206825488,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,close_vs_E20_R,median,24,25,-0.050225647989134994,-0.1949874686716838,0.14476182068254878,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,post_e20_peak_R,median,24,25,0.28862707828100836,0.2768361581920859,0.011790920088922463,0.03,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,post_e20_giveback_from_peak_R,median,24,25,0.22138991293434696,0.30738177623990837,-0.08599186330556141,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,post_e20_mae_below_E20_R,median,24,25,0.19805756771618102,0.26295399515738654,-0.06489642744120552,0.03,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,closes_ge_E20,median,24,25,2.0,1.0,1.0,1.0,True
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,fraction_closes_ge_E20,median,24,25,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,consecutive_closes_ge_E20,median,24,25,0.0,0.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,E25_by_snapshot,rate,147,102,0.11564625850340136,0.18627450980392157,-0.07062825130052021,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,E30_by_snapshot,rate,147,102,0.06802721088435375,0.09803921568627451,-0.03001200480192076,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,closed_back_le_E10,rate,147,102,0.11564625850340136,0.20588235294117646,-0.0902360944377751,0.1,False
CLOCK_SUPPORT,reference_validation,POOLED,SNAPSHOT,60,closed_back_le_H,rate,147,102,0.05442176870748299,0.11764705882352941,-0.06322529011604641,0.1,False
CLOCK_SUPPORT,reference_validation,PARENT,ANCHOR,0,entry_to_e20_min,median,119,75,10.0,5.0,5.0,10.0,False
CLOCK_SUPPORT,reference_validation,PARENT,ANCHOR,0,break_to_e20_min,median,80,55,5.0,5.0,0.0,10.0,False
CLOCK_SUPPORT,reference_validation,PARENT,ANCHOR,0,e20_bar_close_R,median,119,75,0.2273425499231982,0.1369863013698683,0.09035624855332988,0.03,True
CLOCK_SUPPORT,reference_validation,PARENT,ANCHOR,0,e20_bar_close_vs_E20_R,median,119,75,0.02734254992319818,-0.0630136986301317,0.09035624855332988,0.03,True
CLOCK_SUPPORT,reference_validation,PARENT,ANCHOR,0,running_mae_R_to_E20,median,119,75,0.1904761904761765,0.16304347826086812,0.02743271221530838,0.03,False
CLOCK_SUPPORT,reference_validation,PARENT,ANCHOR,0,closes_gt_H_to_E20,median,119,75,2.0,2.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,PARENT,ANCHOR,0,closes_ge_E10_to_E20,median,119,75,1.0,1.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,close_R,median,63,66,0.16564417177913768,0.09313136794411106,0.07251280383502662,0.03,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,close_vs_E20_R,median,63,66,-0.03435582822086233,-0.10686863205588895,0.07251280383502662,0.03,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,post_e20_peak_R,median,63,66,0.2916666666666741,0.260845999492586,0.0308206671740881,0.03,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,post_e20_giveback_from_peak_R,median,63,66,0.12019230769230779,0.1729004449388184,-0.052708137246510606,0.03,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,post_e20_mae_below_E20_R,median,63,66,0.17791798107254472,0.21460909453529697,-0.03669111346275225,0.03,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,closes_ge_E20,median,63,66,1.0,0.0,1.0,1.0,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,fraction_closes_ge_E20,median,63,66,0.5,0.0,0.5,0.1,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,consecutive_closes_ge_E20,median,63,66,0.0,0.0,0.0,1.0,False
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,E25_by_snapshot,rate,119,75,0.3697478991596639,0.48,-0.1102521008403361,0.1,True
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,E30_by_snapshot,rate,119,75,0.25210084033613445,0.21333333333333335,0.0387675070028011,0.1,False
CLOCK_SUPPORT,reference_validation,PARENT,SNAPSHOT,5,closed_back_le_E10,rate,119,75,0.13445378151260504,0.52,-0.385546218487395,0.1,True
