segment,slippage_bps_per_side,trades,win_rate,net_pnl,expectancy,pf,max_dd,max_loss_streak,max_win_streak
2026_PRE_FREEZE_OOS,0,21,0.42857142857142855,17.275134688185982,0.8226254613421896,1.2889525950841243,38.86134034339888,6,4
2026_PRE_FREEZE_OOS,2,21,0.42857142857142855,13.075134688185983,0.6226254613421897,1.2102606603370472,40.06134034339888,6,4
2026_PRE_FREEZE_OOS,5,21,0.42857142857142855,6.775134688185983,0.32262546134218967,1.102988488180697,41.861340343398886,6,4
2026_PRE_FREEZE_OOS,10,21,0.38095238095238093,-3.724865311814024,-0.17737453865781067,0.948256121000879,45.61258044804083,7,3
POST_FREEZE_PROSPECTIVE,0,0,,0.0,,,,0,0
POST_FREEZE_PROSPECTIVE,2,0,,0.0,,,,0,0
POST_FREEZE_PROSPECTIVE,5,0,,0.0,,,,0,0
POST_FREEZE_PROSPECTIVE,10,0,,0.0,,,,0,0
