partition,entry_ts,exit_ts,entry_px,exit_px,pnl,win,final_layer,a52_act,fastmr_act,recovery
development,2024-05-06 23:00:00+00:00,2024-05-07 05:00:00+00:00,63466.5,63426.8,-0.43723657362545953,False,PARENT,False,False,False
development,2024-05-13 23:00:00+00:00,2024-05-14 05:00:00+00:00,62742.6,62524.0,0.9920381048920408,True,PARENT,False,False,False
development,2024-05-20 23:00:00+00:00,2024-05-20 23:20:00+00:00,69577.6,70134.22080000001,-4.7500000000000036,False,PARENT,False,False,False
development,2024-05-27 23:00:00+00:00,2024-05-28 01:50:00+00:00,69631.2,68691.1788,6.000000000000034,True,PARENT,False,False,False
development,2024-06-03 23:00:00+00:00,2024-06-04 05:00:00+00:00,69088.3,69097.2,-0.8144103270741603,False,PARENT,False,False,False
development,2024-06-10 23:00:00+00:00,2024-06-11 02:00:00+00:00,69536.3,68597.55995000001,5.999999999999923,True,PARENT,False,False,False
development,2024-06-17 23:00:00+00:00,2024-06-18 00:50:00+00:00,66632.4,65732.8626,6.000000000000034,True,PARENT,False,False,False
development,2024-06-24 23:00:00+00:00,2024-06-25 00:55:00+00:00,60028.3,60508.5264,-4.7500000000000036,False,PARENT,False,False,False
development,2024-07-01 23:00:00+00:00,2024-07-02 05:00:00+00:00,62961.6,63018.5,-1.201862722675389,False,PARENT,False,False,False
development,2024-07-08 23:00:00+00:00,2024-07-09 01:15:00+00:00,56663.5,57116.808,-4.7500000000000036,False,PARENT,False,False,False
development,2024-07-15 23:00:00+00:00,2024-07-16 00:00:00+00:00,64309.0,64823.472,-4.7500000000000036,False,PARENT,False,False,False
development,2024-07-22 23:00:00+00:00,2024-07-23 05:00:00+00:00,67609.9,66915.0,4.389040288478447,True,A5.11_RUNNER_RECOVERY,False,True,True
development,2024-07-29 23:00:00+00:00,2024-07-30 00:25:00+00:00,67195.3,66288.16345000001,5.999999999999979,True,A5.11_RUNNER_RECOVERY,False,True,True
development,2024-08-05 23:00:00+00:00,2024-08-05 23:50:00+00:00,54672.7,53934.61855,5.999999999999979,True,PARENT,False,False,False
development,2024-08-12 23:00:00+00:00,2024-08-12 23:20:00+00:00,59030.1,59502.3408,-4.7500000000000036,False,PARENT,False,False,False
development,2024-08-19 23:00:00+00:00,2024-08-20 00:25:00+00:00,59203.1,59676.724799999996,-4.7500000000000036,False,PARENT,False,False,False
development,2024-08-26 23:00:00+00:00,2024-08-27 01:05:00+00:00,62939.9,62814.0202,0.2500000000000009,True,A5.2_LOCK,True,False,False
development,2024-09-02 23:00:00+00:00,2024-09-03 05:00:00+00:00,59315.7,59076.1,1.2697013606852443,True,PARENT,False,False,False
development,2024-09-09 23:00:00+00:00,2024-09-10 04:40:00+00:00,57188.5,56416.45525,6.000000000000034,True,PARENT,False,False,False
development,2024-09-16 23:00:00+00:00,2024-09-17 01:35:00+00:00,57948.7,57832.802599999995,0.2500000000000009,True,FASTMR_LOCK,False,True,False
development,2024-09-23 23:00:00+00:00,2024-09-24 00:45:00+00:00,63190.7,63212.2,-0.9201199701854561,False,A5.2_MARKET,True,False,False
development,2024-09-30 23:00:00+00:00,2024-10-01 00:05:00+00:00,63458.3,63331.383400000006,0.2500000000000009,True,FASTMR_LOCK,False,True,False
development,2024-10-07 23:00:00+00:00,2024-10-07 23:10:00+00:00,62430.4,62500.2,-1.309022527486519,False,FASTMR_MARKET,False,True,False
development,2024-10-14 23:00:00+00:00,2024-10-15 03:35:00+00:00,66431.8,65534.970700000005,5.999999999999979,True,PARENT,False,False,False
development,2024-10-21 23:00:00+00:00,2024-10-22 00:35:00+00:00,67769.9,66855.00635,5.999999999999979,True,PARENT,False,False,False
development,2024-10-28 23:00:00+00:00,2024-10-29 02:10:00+00:00,69941.1,70500.6288,-4.7500000000000036,False,PARENT,False,False,False
development,2024-11-04 23:00:00+00:00,2024-11-05 01:45:00+00:00,67906.0,67844.7,-0.2986407681206109,False,FASTMR_MARKET,False,True,False
development,2024-11-11 23:00:00+00:00,2024-11-11 23:05:00+00:00,88089.0,88793.712,-4.7500000000000036,False,PARENT,False,False,False
development,2024-11-18 23:00:00+00:00,2024-11-19 05:00:00+00:00,91222.7,91608.2,-2.8629609187187093,False,PARENT,False,False,False
development,2024-11-25 23:00:00+00:00,2024-11-25 23:45:00+00:00,94479.0,93203.5335,5.999999999999979,True,PARENT,False,False,False
development,2024-12-02 23:00:00+00:00,2024-12-03 02:45:00+00:00,95434.3,96197.77440000001,-4.7500000000000036,False,PARENT,False,False,False
development,2024-12-09 23:00:00+00:00,2024-12-10 00:35:00+00:00,97040.0,97816.32,-4.7500000000000036,False,PARENT,False,False,False
development,2024-12-16 23:00:00+00:00,2024-12-17 03:30:00+00:00,105771.2,106617.36959999999,-4.7500000000000036,False,PARENT,False,False,False
development,2024-12-23 23:00:00+00:00,2024-12-24 02:15:00+00:00,95162.2,93877.5103,6.000000000000034,True,PARENT,False,False,False
development,2024-12-30 23:00:00+00:00,2024-12-31 05:00:00+00:00,92767.9,92428.5,1.0792965562440866,True,PARENT,False,False,False
reference_validation,2025-01-06 23:00:00+00:00,2025-01-07 05:00:00+00:00,101965.9,101610.7,0.9917587644496524,True,PARENT,False,False,False
reference_validation,2025-01-13 23:00:00+00:00,2025-01-14 02:20:00+00:00,94360.1,95114.9808,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-01-20 23:00:00+00:00,2025-01-20 23:50:00+00:00,103585.2,102186.79980000001,5.999999999999923,True,PARENT,False,False,False
reference_validation,2025-01-27 23:00:00+00:00,2025-01-28 00:05:00+00:00,101585.1,102397.78080000001,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-02-03 23:00:00+00:00,2025-02-04 04:15:00+00:00,101648.4,100276.1466,6.000000000000034,True,PARENT,False,False,False
reference_validation,2025-02-10 23:00:00+00:00,2025-02-11 04:55:00+00:00,97343.2,98121.94559999999,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-02-17 23:00:00+00:00,2025-02-18 05:00:00+00:00,95845.8,96042.1,-1.7740406987056527,False,PARENT,False,False,False
reference_validation,2025-02-24 23:00:00+00:00,2025-02-25 00:15:00+00:00,92380.1,91132.96865000001,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-03-03 23:00:00+00:00,2025-03-04 01:25:00+00:00,86593.2,85424.1918,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-03-10 23:00:00+00:00,2025-03-11 00:20:00+00:00,79460.3,78387.58595000001,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-03-17 23:00:00+00:00,2025-03-18 04:50:00+00:00,84011.9,82877.73935,5.999999999999923,True,PARENT,False,False,False
reference_validation,2025-03-24 23:00:00+00:00,2025-03-25 05:00:00+00:00,87411.5,86510.1,4.406072141537404,True,PARENT,False,False,False
reference_validation,2025-03-31 23:00:00+00:00,2025-04-01 02:55:00+00:00,82372.3,83031.27840000001,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-04-07 23:00:00+00:00,2025-04-08 01:05:00+00:00,79919.5,78840.58675,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-04-14 23:00:00+00:00,2025-04-15 02:20:00+00:00,84456.2,85131.8496,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-04-21 23:00:00+00:00,2025-04-22 01:20:00+00:00,87122.4,87819.3792,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-04-28 23:00:00+00:00,2025-04-29 05:00:00+00:00,94775.6,94310.4,1.704218174298084,True,PARENT,False,False,False
reference_validation,2025-05-05 23:00:00+00:00,2025-05-06 05:00:00+00:00,95010.5,94540.7,1.722358318291179,True,PARENT,False,False,False
reference_validation,2025-05-12 23:00:00+00:00,2025-05-13 03:35:00+00:00,102812.5,101424.53125,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-05-19 23:00:00+00:00,2025-05-20 00:20:00+00:00,105512.1,106356.1968,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-05-26 23:00:00+00:00,2025-05-27 01:25:00+00:00,109143.8,107670.35870000001,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-06-02 23:00:00+00:00,2025-06-03 05:00:00+00:00,105650.0,105134.9,1.6877662091812913,True,PARENT,False,False,False
reference_validation,2025-06-09 23:00:00+00:00,2025-06-10 05:00:00+00:00,110132.3,109486.8,2.1805662371529317,True,PARENT,False,False,False
reference_validation,2025-06-16 23:00:00+00:00,2025-06-17 00:10:00+00:00,107645.5,106192.28575000001,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-06-23 23:00:00+00:00,2025-06-24 05:00:00+00:00,105488.3,104776.9,2.6219379305572894,True,PARENT,False,False,False
reference_validation,2025-06-30 23:00:00+00:00,2025-07-01 05:00:00+00:00,107051.1,106836.3,0.2532591911713351,True,PARENT,False,False,False
reference_validation,2025-07-07 23:00:00+00:00,2025-07-08 02:25:00+00:00,107965.8,107749.8684,0.2500000000000009,True,A5.2_LOCK,True,False,False
reference_validation,2025-07-14 23:00:00+00:00,2025-07-15 02:00:00+00:00,120014.6,118394.40290000002,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-07-21 23:00:00+00:00,2025-07-22 05:00:00+00:00,117307.7,116500.0,2.6926555119569935,True,PARENT,False,False,False
reference_validation,2025-07-28 23:00:00+00:00,2025-07-29 05:00:00+00:00,117842.9,118491.3,-3.5011203475135693,False,PARENT,False,False,False
reference_validation,2025-08-04 23:00:00+00:00,2025-08-05 05:00:00+00:00,115284.2,114287.8,3.5714941856732914,True,PARENT,False,False,False
reference_validation,2025-08-11 23:00:00+00:00,2025-08-12 05:00:00+00:00,118845.6,119024.0,-1.5005536595380224,False,PARENT,False,False,False
reference_validation,2025-08-18 23:00:00+00:00,2025-08-19 03:55:00+00:00,116342.3,114771.67895,6.000000000000034,True,PARENT,False,False,False
reference_validation,2025-08-25 23:00:00+00:00,2025-08-26 01:05:00+00:00,110096.8,108610.49320000001,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-09-01 23:00:00+00:00,2025-09-01 23:50:00+00:00,108386.3,109253.3904,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-09-08 23:00:00+00:00,2025-09-09 05:00:00+00:00,112186.7,111979.9,0.1716778816027449,True,PARENT,False,False,False
reference_validation,2025-09-15 23:00:00+00:00,2025-09-16 05:00:00+00:00,115224.0,115458.3,-1.7667152676525681,False,PARENT,False,False,False
reference_validation,2025-09-22 23:00:00+00:00,2025-09-23 05:00:00+00:00,112584.2,112377.6,0.16753549787620958,True,PARENT,False,False,False
reference_validation,2025-09-29 23:00:00+00:00,2025-09-30 05:00:00+00:00,114125.9,114037.2,-0.3613940832010991,False,PARENT,False,False,False
reference_validation,2025-10-06 23:00:00+00:00,2025-10-07 05:00:00+00:00,124999.9,124449.8,1.45040176032138,True,PARENT,False,False,False
reference_validation,2025-10-13 23:00:00+00:00,2025-10-14 02:20:00+00:00,115443.2,113884.71680000001,5.999999999999923,True,PARENT,False,False,False
reference_validation,2025-10-20 23:00:00+00:00,2025-10-21 03:25:00+00:00,110731.5,109236.62475,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-10-27 23:00:00+00:00,2025-10-28 02:55:00+00:00,114078.9,113855.5,0.22914688868844246,True,A5.2_MARKET,True,False,False
reference_validation,2025-11-03 23:00:00+00:00,2025-11-04 00:35:00+00:00,106441.6,106232.4,0.23269849382204288,True,FASTMR_MARKET,False,True,False
reference_validation,2025-11-10 23:00:00+00:00,2025-11-11 01:00:00+00:00,106003.9,105791.89219999999,0.2500000000000564,True,A5.2_LOCK,True,False,False
reference_validation,2025-11-17 23:00:00+00:00,2025-11-18 02:20:00+00:00,92213.1,90968.22315,5.999999999999979,True,PARENT,False,False,False
reference_validation,2025-11-24 23:00:00+00:00,2025-11-25 02:35:00+00:00,88584.7,87388.80655,6.000000000000034,True,PARENT,False,False,False
reference_validation,2025-12-01 23:00:00+00:00,2025-12-02 01:10:00+00:00,86518.4,87210.5472,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2025-12-08 23:00:00+00:00,2025-12-09 05:00:00+00:00,90788.6,89875.4,4.279265788876636,True,PARENT,False,False,False
reference_validation,2025-12-15 23:00:00+00:00,2025-12-16 01:15:00+00:00,86228.8,86056.34240000001,0.24999999999994538,True,A5.2_LOCK,True,False,False
reference_validation,2025-12-22 23:00:00+00:00,2025-12-23 05:00:00+00:00,88616.0,87892.0,3.335041076103635,True,PARENT,False,False,False
reference_validation,2025-12-29 23:00:00+00:00,2025-12-30 05:00:00+00:00,87317.1,87262.0,-0.4344833371699157,False,PARENT,False,False,False
reference_validation,2026-01-05 23:00:00+00:00,2026-01-06 05:00:00+00:00,94125.3,93758.8,1.1968729448936517,True,PARENT,False,False,False
reference_validation,2026-01-12 23:00:00+00:00,2026-01-13 05:00:00+00:00,91203.9,91479.3,-2.2598038570720007,False,PARENT,False,False,False
reference_validation,2026-01-19 23:00:00+00:00,2026-01-20 05:00:00+00:00,92528.0,92026.2,1.961611620266341,True,PARENT,False,False,False
reference_validation,2026-01-26 23:00:00+00:00,2026-01-27 03:00:00+00:00,88094.9,88799.6592,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2026-02-02 23:00:00+00:00,2026-02-03 03:05:00+00:00,78758.3,77695.06295,5.999999999999979,True,PARENT,False,False,False
reference_validation,2026-02-09 23:00:00+00:00,2026-02-10 03:35:00+00:00,70334.2,69384.6883,6.000000000000034,True,A5.11_RUNNER_RECOVERY,False,True,True
reference_validation,2026-02-16 23:00:00+00:00,2026-02-17 02:15:00+00:00,68561.1,69109.58880000001,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2026-02-23 23:00:00+00:00,2026-02-24 01:20:00+00:00,64694.4,63821.0256,5.999999999999979,True,PARENT,False,False,False
reference_validation,2026-03-02 23:00:00+00:00,2026-03-03 02:05:00+00:00,69414.2,68477.1083,5.999999999999923,True,PARENT,False,False,False
reference_validation,2026-03-09 23:00:00+00:00,2026-03-10 00:40:00+00:00,68602.2,69151.01759999999,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2026-03-16 23:00:00+00:00,2026-03-17 00:15:00+00:00,74719.0,75316.75200000001,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2026-03-23 23:00:00+00:00,2026-03-24 05:00:00+00:00,70745.1,70339.9,2.1138025813803036,True,PARENT,False,False,False
reference_validation,2026-03-30 23:00:00+00:00,2026-03-30 23:25:00+00:00,66746.4,66612.90719999999,0.2500000000000564,True,FASTMR_LOCK,False,True,False
reference_validation,2026-04-06 23:00:00+00:00,2026-04-06 23:25:00+00:00,68777.0,68639.446,0.2500000000000009,True,FASTMR_LOCK,False,True,False
reference_validation,2026-04-13 23:00:00+00:00,2026-04-14 05:00:00+00:00,74600.0,74355.5,0.8887399463806962,True,PARENT,False,False,False
reference_validation,2026-04-20 23:00:00+00:00,2026-04-21 05:00:00+00:00,75927.7,75768.3,0.2996827903386796,True,PARENT,False,False,False
reference_validation,2026-04-27 23:00:00+00:00,2026-04-28 05:00:00+00:00,77025.8,76845.2,0.4223344645560574,True,A5.11_RUNNER_RECOVERY,False,True,True
reference_validation,2026-05-04 23:00:00+00:00,2026-05-05 02:40:00+00:00,80031.9,80672.1552,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2026-05-11 23:00:00+00:00,2026-05-12 01:45:00+00:00,81788.4,80684.2566,5.999999999999979,True,PARENT,False,False,False
reference_validation,2026-05-18 23:00:00+00:00,2026-05-19 05:00:00+00:00,77045.0,76889.4,0.2597994678435196,True,PARENT,False,False,False
reference_validation,2026-05-25 23:00:00+00:00,2026-05-26 05:00:00+00:00,77084.7,76713.9,1.6551465465909638,True,PARENT,False,False,False
reference_validation,2026-06-01 23:00:00+00:00,2026-06-02 02:10:00+00:00,71376.7,70413.11455,5.999999999999979,True,PARENT,False,False,False
reference_validation,2026-06-08 23:00:00+00:00,2026-06-09 00:35:00+00:00,63407.6,62551.5974,5.999999999999979,True,PARENT,False,False,False
reference_validation,2026-06-15 23:00:00+00:00,2026-06-16 05:00:00+00:00,66170.0,65811.1,1.9619540577300594,True,PARENT,False,False,False
reference_validation,2026-06-22 23:00:00+00:00,2026-06-23 05:00:00+00:00,63948.5,63594.9,2.0147247394387287,True,PARENT,False,False,False
reference_validation,2026-06-29 23:00:00+00:00,2026-06-30 04:10:00+00:00,60326.4,59511.9936,5.999999999999979,True,PARENT,False,False,False
reference_validation,2026-07-06 23:00:00+00:00,2026-07-07 02:55:00+00:00,64227.2,63360.1328,5.999999999999979,True,PARENT,False,False,False
reference_validation,2026-07-13 23:00:00+00:00,2026-07-14 00:15:00+00:00,61897.9,62393.0832,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2026-07-20 23:00:00+00:00,2026-07-21 04:05:00+00:00,65118.8,65639.7504,-4.7500000000000036,False,PARENT,False,False,False
reference_validation,2026-07-27 23:00:00+00:00,2026-07-28 05:00:00+00:00,63755.5,63323.5,2.6379430009959854,True,PARENT,False,False,False
