period,n,mean_terminal_r,median_terminal_r,pf_terminal,mean_fixed150_r,pf_fixed150,median_mfe_r,median_mae_r,median_giveback_r,median_retained_fraction,median_time_to_mfe_min,median_time_to_outcome_min,sl_hit_rate,touch_050r_rate,touch_100r_rate,touch_150r_rate,positive_event_negative_realized_share,negative_event_positive_realized_share
HIST_2020_2024,34,0.11315675562821645,-1.0,1.2024910363873347,0.052472470827943624,1.099114667119449,0.829891012593109,0.7851255886970268,1.26622919400348,-1.00559495895413,80.0,257.5,0.5588235294117647,0.6470588235294118,0.4117647058823529,0.23529411764705882,0.058823529411764705,0.0
RETRO_2025,12,0.45102595296584025,0.4677387624576669,2.0824622871180165,0.19411803015011989,1.4658832723602875,0.9296399701371305,0.6785261121370869,0.8435482078698215,0.4421495641102665,55.0,237.5,0.4166666666666667,0.8333333333333334,0.5,0.25,0.0,0.0
RETRO_2026_PRE,10,-0.3677685891193122,-1.0,0.45546792043837614,-0.3208455121962325,0.524944002442936,0.6310096818810524,0.8892503987240812,1.2271493212669915,-1.5860063038843033,45.0,232.5,0.6,0.6,0.3,0.1,0.0,0.1
