portfolio,n,wins,wr,pf,expectancy,net,tuesday_accepted_n,tuesday_accepted_net,displaced_current_n,tuesday_accepted_wr,tuesday_accepted_pf
CURRENT_LONG_SHORT20,283,207,0.7314487632508834,2.3410454459722616,1.2985372277950917,367.48603546601095,0,0.0,0,,
PLUS_TUESDAY_A511,417,291,0.697841726618705,2.0564264242224506,1.171632535601919,488.57076734600025,139,130.3285205371619,5,0.6402877697841727,1.69159815640554
