partition,anchor_date_utc,clock_min,reference_start,reference_end,execution_start,execution_end,case_status,k1_signal_ts,leave_ts,blind_filled,h2_after_fill,same_bar_confirmed,entry_executed,fixed_net_pnl_usd,fixed_exit_reason,fixed_e20_reached,window_status,H,L,range,F15,F65,E20_DOWN,blind_touch_bar_start,confirmation_bar_start,entry_start,entry_px,entry_fraction,fixed_exit_px,fixed_hold_minutes,fixed_h2_seen,fixed_breakdown_accepted
external,2021-05-19,1170,2021-05-19 19:30:00+00:00,2021-05-20 01:00:00+00:00,2021-05-20 01:00:00+00:00,2021-05-20 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-19,1180,2021-05-19 19:40:00+00:00,2021-05-20 01:10:00+00:00,2021-05-20 01:10:00+00:00,2021-05-20 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-19,1190,2021-05-19 19:50:00+00:00,2021-05-20 01:20:00+00:00,2021-05-20 01:20:00+00:00,2021-05-20 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-19,1200,2021-05-19 20:00:00+00:00,2021-05-20 01:30:00+00:00,2021-05-20 01:30:00+00:00,2021-05-20 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-19,1210,2021-05-19 20:10:00+00:00,2021-05-20 01:40:00+00:00,2021-05-20 01:40:00+00:00,2021-05-20 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-19,1220,2021-05-19 20:20:00+00:00,2021-05-20 01:50:00+00:00,2021-05-20 01:50:00+00:00,2021-05-20 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-19,1230,2021-05-19 20:30:00+00:00,2021-05-20 02:00:00+00:00,2021-05-20 02:00:00+00:00,2021-05-20 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-20,1170,2021-05-20 19:30:00+00:00,2021-05-21 01:00:00+00:00,2021-05-21 01:00:00+00:00,2021-05-21 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-20,1180,2021-05-20 19:40:00+00:00,2021-05-21 01:10:00+00:00,2021-05-21 01:10:00+00:00,2021-05-21 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-20,1190,2021-05-20 19:50:00+00:00,2021-05-21 01:20:00+00:00,2021-05-21 01:20:00+00:00,2021-05-21 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-20,1200,2021-05-20 20:00:00+00:00,2021-05-21 01:30:00+00:00,2021-05-21 01:30:00+00:00,2021-05-21 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-20,1210,2021-05-20 20:10:00+00:00,2021-05-21 01:40:00+00:00,2021-05-21 01:40:00+00:00,2021-05-21 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-20,1220,2021-05-20 20:20:00+00:00,2021-05-21 01:50:00+00:00,2021-05-21 01:50:00+00:00,2021-05-21 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-20,1230,2021-05-20 20:30:00+00:00,2021-05-21 02:00:00+00:00,2021-05-21 02:00:00+00:00,2021-05-21 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-23,1170,2021-05-23 19:30:00+00:00,2021-05-24 01:00:00+00:00,2021-05-24 01:00:00+00:00,2021-05-24 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-23,1180,2021-05-23 19:40:00+00:00,2021-05-24 01:10:00+00:00,2021-05-24 01:10:00+00:00,2021-05-24 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-23,1190,2021-05-23 19:50:00+00:00,2021-05-24 01:20:00+00:00,2021-05-24 01:20:00+00:00,2021-05-24 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-23,1200,2021-05-23 20:00:00+00:00,2021-05-24 01:30:00+00:00,2021-05-24 01:30:00+00:00,2021-05-24 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-23,1210,2021-05-23 20:10:00+00:00,2021-05-24 01:40:00+00:00,2021-05-24 01:40:00+00:00,2021-05-24 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-23,1220,2021-05-23 20:20:00+00:00,2021-05-24 01:50:00+00:00,2021-05-24 01:50:00+00:00,2021-05-24 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-23,1230,2021-05-23 20:30:00+00:00,2021-05-24 02:00:00+00:00,2021-05-24 02:00:00+00:00,2021-05-24 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-24,1170,2021-05-24 19:30:00+00:00,2021-05-25 01:00:00+00:00,2021-05-25 01:00:00+00:00,2021-05-25 07:30:00+00:00,NO_CONFIRMATION_PRE_H2,2021-05-25 04:25:00+00:00,2021-05-25 04:30:00+00:00,True,False,False,False,,NO_TRADE,False,NO_H2_BY_SESSION_END,39917.09,37707.25,2209.8399999999965,38038.726,39143.646,37265.282,2021-05-25 04:30:00+00:00,,,,,,,False,False
external,2021-05-24,1180,2021-05-24 19:40:00+00:00,2021-05-25 01:10:00+00:00,2021-05-25 01:10:00+00:00,2021-05-25 07:40:00+00:00,NO_CONFIRMATION_PRE_H2,2021-05-25 03:10:00+00:00,2021-05-25 03:20:00+00:00,True,True,False,False,,NO_TRADE,False,H2_ARRIVAL,39917.09,37865.78,2051.3099999999977,38173.4765,39199.131499999996,37455.518,2021-05-25 03:20:00+00:00,,,,,,,False,False
external,2021-05-24,1190,2021-05-24 19:50:00+00:00,2021-05-25 01:20:00+00:00,2021-05-25 01:20:00+00:00,2021-05-25 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-24,1200,2021-05-24 20:00:00+00:00,2021-05-25 01:30:00+00:00,2021-05-25 01:30:00+00:00,2021-05-25 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-24,1210,2021-05-24 20:10:00+00:00,2021-05-25 01:40:00+00:00,2021-05-25 01:40:00+00:00,2021-05-25 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-24,1220,2021-05-24 20:20:00+00:00,2021-05-25 01:50:00+00:00,2021-05-25 01:50:00+00:00,2021-05-25 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-24,1230,2021-05-24 20:30:00+00:00,2021-05-25 02:00:00+00:00,2021-05-25 02:00:00+00:00,2021-05-25 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-25,1170,2021-05-25 19:30:00+00:00,2021-05-26 01:00:00+00:00,2021-05-26 01:00:00+00:00,2021-05-26 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-25,1180,2021-05-25 19:40:00+00:00,2021-05-26 01:10:00+00:00,2021-05-26 01:10:00+00:00,2021-05-26 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-25,1190,2021-05-25 19:50:00+00:00,2021-05-26 01:20:00+00:00,2021-05-26 01:20:00+00:00,2021-05-26 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-25,1200,2021-05-25 20:00:00+00:00,2021-05-26 01:30:00+00:00,2021-05-26 01:30:00+00:00,2021-05-26 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-25,1210,2021-05-25 20:10:00+00:00,2021-05-26 01:40:00+00:00,2021-05-26 01:40:00+00:00,2021-05-26 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-25,1220,2021-05-25 20:20:00+00:00,2021-05-26 01:50:00+00:00,2021-05-26 01:50:00+00:00,2021-05-26 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-25,1230,2021-05-25 20:30:00+00:00,2021-05-26 02:00:00+00:00,2021-05-26 02:00:00+00:00,2021-05-26 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-26,1170,2021-05-26 19:30:00+00:00,2021-05-27 01:00:00+00:00,2021-05-27 01:00:00+00:00,2021-05-27 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-26,1180,2021-05-26 19:40:00+00:00,2021-05-27 01:10:00+00:00,2021-05-27 01:10:00+00:00,2021-05-27 07:40:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-27 01:25:00+00:00,2021-05-27 01:40:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,39430.98,38140.0,1290.9800000000032,38333.647,38979.137,37881.804,,,,,,,,False,False
external,2021-05-26,1190,2021-05-26 19:50:00+00:00,2021-05-27 01:20:00+00:00,2021-05-27 01:20:00+00:00,2021-05-27 07:50:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-27 01:25:00+00:00,2021-05-27 01:40:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,39430.98,38146.93,1284.050000000003,38339.5375,38981.5625,37890.12,,,,,,,,False,False
external,2021-05-26,1200,2021-05-26 20:00:00+00:00,2021-05-27 01:30:00+00:00,2021-05-27 01:30:00+00:00,2021-05-27 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-26,1210,2021-05-26 20:10:00+00:00,2021-05-27 01:40:00+00:00,2021-05-27 01:40:00+00:00,2021-05-27 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-26,1220,2021-05-26 20:20:00+00:00,2021-05-27 01:50:00+00:00,2021-05-27 01:50:00+00:00,2021-05-27 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-26,1230,2021-05-26 20:30:00+00:00,2021-05-27 02:00:00+00:00,2021-05-27 02:00:00+00:00,2021-05-27 08:30:00+00:00,NO_CONFIRMATION_PRE_H2,2021-05-27 02:05:00+00:00,2021-05-27 02:10:00+00:00,True,True,False,False,,NO_TRADE,False,H2_ARRIVAL,39430.98,37500.0,1930.9800000000032,37789.647,38755.137,37113.804,2021-05-27 02:10:00+00:00,,,,,,,False,False
external,2021-05-27,1170,2021-05-27 19:30:00+00:00,2021-05-28 01:00:00+00:00,2021-05-28 01:00:00+00:00,2021-05-28 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-27,1180,2021-05-27 19:40:00+00:00,2021-05-28 01:10:00+00:00,2021-05-28 01:10:00+00:00,2021-05-28 07:40:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-28 04:20:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,39189.89,37700.0,1489.8899999999994,37923.4835,38668.4285,37402.022,,,,,,,,False,False
external,2021-05-27,1190,2021-05-27 19:50:00+00:00,2021-05-28 01:20:00+00:00,2021-05-28 01:20:00+00:00,2021-05-28 07:50:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-28 04:20:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,39189.89,37700.0,1489.8899999999994,37923.4835,38668.4285,37402.022,,,,,,,,False,False
external,2021-05-27,1200,2021-05-27 20:00:00+00:00,2021-05-28 01:30:00+00:00,2021-05-28 01:30:00+00:00,2021-05-28 08:00:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-28 04:20:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,39189.89,37700.0,1489.8899999999994,37923.4835,38668.4285,37402.022,,,,,,,,False,False
external,2021-05-27,1210,2021-05-27 20:10:00+00:00,2021-05-28 01:40:00+00:00,2021-05-28 01:40:00+00:00,2021-05-28 08:10:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-28 04:20:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,39189.89,37700.0,1489.8899999999994,37923.4835,38668.4285,37402.022,,,,,,,,False,False
external,2021-05-27,1220,2021-05-27 20:20:00+00:00,2021-05-28 01:50:00+00:00,2021-05-28 01:50:00+00:00,2021-05-28 08:20:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-28 04:20:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,39189.89,37700.0,1489.8899999999994,37923.4835,38668.4285,37402.022,,,,,,,,False,False
external,2021-05-27,1230,2021-05-27 20:30:00+00:00,2021-05-28 02:00:00+00:00,2021-05-28 02:00:00+00:00,2021-05-28 08:30:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-28 04:20:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,39189.89,37700.0,1489.8899999999994,37923.4835,38668.4285,37402.022,,,,,,,,False,False
external,2021-05-30,1170,2021-05-30 19:30:00+00:00,2021-05-31 01:00:00+00:00,2021-05-31 01:00:00+00:00,2021-05-31 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-30,1180,2021-05-30 19:40:00+00:00,2021-05-31 01:10:00+00:00,2021-05-31 01:10:00+00:00,2021-05-31 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-30,1190,2021-05-30 19:50:00+00:00,2021-05-31 01:20:00+00:00,2021-05-31 01:20:00+00:00,2021-05-31 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-30,1200,2021-05-30 20:00:00+00:00,2021-05-31 01:30:00+00:00,2021-05-31 01:30:00+00:00,2021-05-31 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-30,1210,2021-05-30 20:10:00+00:00,2021-05-31 01:40:00+00:00,2021-05-31 01:40:00+00:00,2021-05-31 08:10:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-05-31 01:45:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,36350.0,34840.18,1509.8199999999997,35066.653,35821.563,34538.216,,,,,,,,False,False
external,2021-05-30,1220,2021-05-30 20:20:00+00:00,2021-05-31 01:50:00+00:00,2021-05-31 01:50:00+00:00,2021-05-31 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-30,1230,2021-05-30 20:30:00+00:00,2021-05-31 02:00:00+00:00,2021-05-31 02:00:00+00:00,2021-05-31 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-05-31,1170,2021-05-31 19:30:00+00:00,2021-06-01 01:00:00+00:00,2021-06-01 01:00:00+00:00,2021-06-01 07:30:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-01 03:35:00+00:00,2021-06-01 03:40:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37893.76,36512.0,1381.760000000002,36719.264,37410.144,36235.648,,,,,,,,False,False
external,2021-05-31,1180,2021-05-31 19:40:00+00:00,2021-06-01 01:10:00+00:00,2021-06-01 01:10:00+00:00,2021-06-01 07:40:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-01 03:35:00+00:00,2021-06-01 03:45:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37893.76,36554.25,1339.510000000002,36755.1765,37424.9315,36286.348,,,,,,,,False,False
external,2021-05-31,1190,2021-05-31 19:50:00+00:00,2021-06-01 01:20:00+00:00,2021-06-01 01:20:00+00:00,2021-06-01 07:50:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-01 03:35:00+00:00,2021-06-01 03:45:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37893.76,36554.25,1339.510000000002,36755.1765,37424.9315,36286.348,,,,,,,,False,False
external,2021-05-31,1200,2021-05-31 20:00:00+00:00,2021-06-01 01:30:00+00:00,2021-06-01 01:30:00+00:00,2021-06-01 08:00:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-01 03:35:00+00:00,2021-06-01 03:45:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37893.76,36554.25,1339.510000000002,36755.1765,37424.9315,36286.348,,,,,,,,False,False
external,2021-05-31,1210,2021-05-31 20:10:00+00:00,2021-06-01 01:40:00+00:00,2021-06-01 01:40:00+00:00,2021-06-01 08:10:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-01 03:35:00+00:00,2021-06-01 03:45:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37893.76,36554.25,1339.510000000002,36755.1765,37424.9315,36286.348,,,,,,,,False,False
external,2021-05-31,1220,2021-05-31 20:20:00+00:00,2021-06-01 01:50:00+00:00,2021-06-01 01:50:00+00:00,2021-06-01 08:20:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-01 03:35:00+00:00,2021-06-01 03:45:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37893.76,36554.25,1339.510000000002,36755.1765,37424.9315,36286.348,,,,,,,,False,False
external,2021-05-31,1230,2021-05-31 20:30:00+00:00,2021-06-01 02:00:00+00:00,2021-06-01 02:00:00+00:00,2021-06-01 08:30:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-01 03:35:00+00:00,2021-06-01 03:45:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37893.76,36554.25,1339.510000000002,36755.1765,37424.9315,36286.348,,,,,,,,False,False
external,2021-06-01,1170,2021-06-01 19:30:00+00:00,2021-06-02 01:00:00+00:00,2021-06-02 01:00:00+00:00,2021-06-02 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-01,1180,2021-06-01 19:40:00+00:00,2021-06-02 01:10:00+00:00,2021-06-02 01:10:00+00:00,2021-06-02 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-01,1190,2021-06-01 19:50:00+00:00,2021-06-02 01:20:00+00:00,2021-06-02 01:20:00+00:00,2021-06-02 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-01,1200,2021-06-01 20:00:00+00:00,2021-06-02 01:30:00+00:00,2021-06-02 01:30:00+00:00,2021-06-02 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-01,1210,2021-06-01 20:10:00+00:00,2021-06-02 01:40:00+00:00,2021-06-02 01:40:00+00:00,2021-06-02 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-01,1220,2021-06-01 20:20:00+00:00,2021-06-02 01:50:00+00:00,2021-06-02 01:50:00+00:00,2021-06-02 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-01,1230,2021-06-01 20:30:00+00:00,2021-06-02 02:00:00+00:00,2021-06-02 02:00:00+00:00,2021-06-02 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-02,1170,2021-06-02 19:30:00+00:00,2021-06-03 01:00:00+00:00,2021-06-03 01:00:00+00:00,2021-06-03 07:30:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-03 01:55:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,37950.0,37301.0,649.0,37398.35,37722.85,37171.2,,,,,,,,False,False
external,2021-06-02,1180,2021-06-02 19:40:00+00:00,2021-06-03 01:10:00+00:00,2021-06-03 01:10:00+00:00,2021-06-03 07:40:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-03 01:55:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,37950.0,37301.0,649.0,37398.35,37722.85,37171.2,,,,,,,,False,False
external,2021-06-02,1190,2021-06-02 19:50:00+00:00,2021-06-03 01:20:00+00:00,2021-06-03 01:20:00+00:00,2021-06-03 07:50:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-03 01:55:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,37932.22,37301.0,631.2200000000012,37395.683,37711.293,37174.756,,,,,,,,False,False
external,2021-06-02,1200,2021-06-02 20:00:00+00:00,2021-06-03 01:30:00+00:00,2021-06-03 01:30:00+00:00,2021-06-03 08:00:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-03 01:55:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,37932.22,37301.0,631.2200000000012,37395.683,37711.293,37174.756,,,,,,,,False,False
external,2021-06-02,1210,2021-06-02 20:10:00+00:00,2021-06-03 01:40:00+00:00,2021-06-03 01:40:00+00:00,2021-06-03 08:10:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-03 01:55:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,37926.62,37301.0,625.6200000000026,37394.843,37707.653,37175.876,,,,,,,,False,False
external,2021-06-02,1220,2021-06-02 20:20:00+00:00,2021-06-03 01:50:00+00:00,2021-06-03 01:50:00+00:00,2021-06-03 08:20:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-03 01:55:00+00:00,,False,False,False,False,,NO_TRADE,False,NO_WINDOW_LOW_BREAK_DURING_K1,37926.62,37301.0,625.6200000000026,37394.843,37707.653,37175.876,,,,,,,,False,False
external,2021-06-02,1230,2021-06-02 20:30:00+00:00,2021-06-03 02:00:00+00:00,2021-06-03 02:00:00+00:00,2021-06-03 08:30:00+00:00,NO_BLIND_F15_OPPORTUNITY,2021-06-03 02:05:00+00:00,2021-06-03 02:10:00+00:00,False,False,False,False,,NO_TRADE,False,H2_ARRIVAL,37926.62,37226.74,699.8800000000047,37331.722,37681.662000000004,37086.763999999996,,,,,,,,False,False
external,2021-06-03,1170,2021-06-03 19:30:00+00:00,2021-06-04 01:00:00+00:00,2021-06-04 01:00:00+00:00,2021-06-04 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-03,1180,2021-06-03 19:40:00+00:00,2021-06-04 01:10:00+00:00,2021-06-04 01:10:00+00:00,2021-06-04 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-03,1190,2021-06-03 19:50:00+00:00,2021-06-04 01:20:00+00:00,2021-06-04 01:20:00+00:00,2021-06-04 07:50:00+00:00,NO_CONFIRMATION_PRE_H2,2021-06-04 01:30:00+00:00,2021-06-04 01:35:00+00:00,True,True,False,False,,NO_TRADE,False,H2_ARRIVAL,39297.35,37620.0,1677.3499999999985,37871.6025,38710.2775,37284.53,2021-06-04 01:35:00+00:00,,,,,,,False,False
external,2021-06-03,1200,2021-06-03 20:00:00+00:00,2021-06-04 01:30:00+00:00,2021-06-04 01:30:00+00:00,2021-06-04 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-03,1210,2021-06-03 20:10:00+00:00,2021-06-04 01:40:00+00:00,2021-06-04 01:40:00+00:00,2021-06-04 08:10:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-03,1220,2021-06-03 20:20:00+00:00,2021-06-04 01:50:00+00:00,2021-06-04 01:50:00+00:00,2021-06-04 08:20:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-03,1230,2021-06-03 20:30:00+00:00,2021-06-04 02:00:00+00:00,2021-06-04 02:00:00+00:00,2021-06-04 08:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-06,1170,2021-06-06 19:30:00+00:00,2021-06-07 01:00:00+00:00,2021-06-07 01:00:00+00:00,2021-06-07 07:30:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-06,1180,2021-06-06 19:40:00+00:00,2021-06-07 01:10:00+00:00,2021-06-07 01:10:00+00:00,2021-06-07 07:40:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-06,1190,2021-06-06 19:50:00+00:00,2021-06-07 01:20:00+00:00,2021-06-07 01:20:00+00:00,2021-06-07 07:50:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
external,2021-06-06,1200,2021-06-06 20:00:00+00:00,2021-06-07 01:30:00+00:00,2021-06-07 01:30:00+00:00,2021-06-07 08:00:00+00:00,NO_K1_OPP0,,,False,False,False,False,,NO_K1_OPP0,False,,,,,,,,,,,,,,,,
