dev_block,threshold,eligible,bad_direction,n,fail_n,target_n,time_n,fail_median,target_median,fail_hit,target_hit,gap,ratio,compressed_n,compressed_rate,time_hit
0,0.0781317957018631,True,True,49,40,8,1,0.0636455696202536,0.0847785705605602,0.675,0.375,0.30000000000000004,1.8,31,0.6326530612244898,1.0
1,0.0781317957018631,True,True,55,37,16,2,0.0789473684210558,0.08434423626547846,0.4864864864864865,0.4375,0.048986486486486513,1.111969111969112,26,0.4727272727272727,0.5
2,0.0781317957018631,True,False,50,41,9,0,0.0905587668593463,0.0454545454545446,0.43902439024390244,0.5555555555555556,-0.11653116531165314,0.7902439024390243,23,0.46,
3,0.0781317957018631,True,False,38,30,8,0,0.0886638764064929,0.0669895979493493,0.4,0.5,-0.09999999999999998,0.8,16,0.42105263157894735,
4,0.0781317957018631,True,True,56,46,10,0,0.0703678835505203,0.09135266142308275,0.5869565217391305,0.2,0.3869565217391305,2.9347826086956523,29,0.5178571428571429,
5,0.0781317957018631,True,True,52,39,12,1,0.0611111111111081,0.0920375123809005,0.717948717948718,0.4166666666666667,0.30128205128205127,1.723076923076923,34,0.6538461538461539,1.0
