partition,date_utc,signal_ts,entry_ts,entry_px,H,L,range,h2_bar_start,target_name,target_extension,target_px,stop_name,stop_distance,stop_fraction,invalidation_boundary_px,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes,h2_before_exit,accepted_close_above_H_before_exit
august,2026-08-04,2026-08-04 13:40:00+00:00,2026-08-04 14:30:00+00:00,63943.475000000006,64034.3,63428.8,605.5,2026-08-04 14:40:00+00:00,E20,0.2,64155.4,D50,0.5,0.35,63640.725000000006,0.6999999999999856,2026-08-04 14:40:00+00:00,2026-08-04 14:40:00+00:00,64155.4,TP_E20,0.003314255285625345,1.2571276428126725,10.0,True,False
august,2026-08-04,2026-08-04 13:40:00+00:00,2026-08-04 14:30:00+00:00,63943.475000000006,64034.3,63428.8,605.5,2026-08-04 14:40:00+00:00,E20,0.2,64155.4,D60,0.6,0.25,63580.175,0.5833333333333166,2026-08-04 14:40:00+00:00,2026-08-04 14:40:00+00:00,64155.4,TP_E20,0.003314255285625345,1.2571276428126725,10.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E10,0.1,63802.8,D30,0.3,0.55,63528.9,0.8333333333333253,2026-08-17 14:50:00+00:00,2026-08-17 14:50:00+00:00,63802.8,TP_E10,0.0019551401340802688,0.5775700670401344,60.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E10,0.1,63802.8,D40,0.4,0.44999999999999996,63479.1,0.6249999999999863,2026-08-17 14:50:00+00:00,2026-08-17 14:50:00+00:00,63802.8,TP_E10,0.0019551401340802688,0.5775700670401344,60.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E10,0.1,63802.8,D50,0.5,0.35,63429.3,0.5,2026-08-17 14:50:00+00:00,2026-08-17 14:50:00+00:00,63802.8,TP_E10,0.0019551401340802688,0.5775700670401344,60.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E10,0.1,63802.8,D60,0.6,0.25,63379.5,0.41666666666666263,2026-08-17 14:50:00+00:00,2026-08-17 14:50:00+00:00,63802.8,TP_E10,0.0019551401340802688,0.5775700670401344,60.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E15,0.15,63827.7,D30,0.3,0.55,63528.9,0.9999999999999513,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63827.7,TP_E15,0.002346168160896056,0.773084080448028,65.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E15,0.15,63827.7,D40,0.4,0.44999999999999996,63479.1,0.7499999999999544,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63827.7,TP_E15,0.002346168160896056,0.773084080448028,65.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E15,0.15,63827.7,D50,0.5,0.35,63429.3,0.5999999999999767,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63827.7,TP_E15,0.002346168160896056,0.773084080448028,65.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E15,0.15,63827.7,D60,0.6,0.25,63379.5,0.49999999999997563,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63827.7,TP_E15,0.002346168160896056,0.773084080448028,65.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E20,0.2,63852.6,D30,0.3,0.55,63528.9,1.166666666666626,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63852.6,TP_E20,0.0027371961877122875,0.9685980938561437,65.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E20,0.2,63852.6,D40,0.4,0.44999999999999996,63479.1,0.8749999999999589,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63852.6,TP_E20,0.0027371961877122875,0.9685980938561437,65.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E20,0.2,63852.6,D50,0.5,0.35,63429.3,0.6999999999999824,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63852.6,TP_E20,0.0027371961877122875,0.9685980938561437,65.0,True,False
august,2026-08-17,2026-08-17 13:45:00+00:00,2026-08-17 13:50:00+00:00,63678.3,63753.0,63255.0,498.0,2026-08-17 14:50:00+00:00,E20,0.2,63852.6,D60,0.6,0.25,63379.5,0.583333333333313,2026-08-17 14:55:00+00:00,2026-08-17 14:55:00+00:00,63852.6,TP_E20,0.0027371961877122875,0.9685980938561437,65.0,True,False
august,2026-08-20,2026-08-20 15:05:00+00:00,2026-08-20 15:15:00+00:00,72080.145,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,E10,0.1,72759.07,D30,0.3,0.55,71265.435,0.8333333333333304,2026-08-20 15:30:00+00:00,2026-08-20 15:30:00+00:00,72759.07,TP_E10,0.009419029331863893,4.309514665931946,15.0,True,False
august,2026-08-20,2026-08-20 15:05:00+00:00,2026-08-20 15:15:00+00:00,72080.145,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,E10,0.1,72759.07,D40,0.4,0.44999999999999996,70993.865,0.6250000000000033,2026-08-20 15:30:00+00:00,2026-08-20 15:30:00+00:00,72759.07,TP_E10,0.009419029331863893,4.309514665931946,15.0,True,False
august,2026-08-20,2026-08-20 15:05:00+00:00,2026-08-20 15:15:00+00:00,72080.145,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,E10,0.1,72759.07,D50,0.5,0.35,70722.295,0.5,2026-08-20 15:30:00+00:00,2026-08-20 15:30:00+00:00,72759.07,TP_E10,0.009419029331863893,4.309514665931946,15.0,True,False
august,2026-08-20,2026-08-20 15:05:00+00:00,2026-08-20 15:15:00+00:00,72080.145,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,E10,0.1,72759.07,D60,0.6,0.25,70450.725,0.4166666666666689,2026-08-20 15:30:00+00:00,2026-08-20 15:30:00+00:00,72759.07,TP_E10,0.009419029331863893,4.309514665931946,15.0,True,False
august,2026-08-20,2026-08-20 15:05:00+00:00,2026-08-20 15:15:00+00:00,72080.145,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,E15,0.15,72894.855,D30,0.3,0.55,71265.435,0.9999999999999821,2026-08-20 17:50:00+00:00,2026-08-20 17:50:00+00:00,72894.855,TP_E15,0.011302835198236494,5.251417599118247,155.0,True,True
august,2026-08-20,2026-08-20 15:05:00+00:00,2026-08-20 15:15:00+00:00,72080.145,72487.5,69771.8,2715.699999999997,2026-08-20 15:30:00+00:00,E15,0.15,72894.855,D40,0.4,0.44999999999999996,70993.865,0.7499999999999933,2026-08-20 17:50:00+00:00,2026-08-20 17:50:00+00:00,72894.855,TP_E15,0.011302835198236494,5.251417599118247,155.0,True,True
