visits_reached,first_break_visit,break_i,first_visit_delay_min,h1_h2_min,h2_h3_min,h3_h4_min,h4_h5_min,break_delay_min,break_close_excess_R,extension_before_reclaim_R,ext15_R,ext30_R,ext60_R,ext120_R,reclaim_min,reclaim15,reclaim30,reclaim60,reach_E05,reach_E10,reach_E15,reach_E20,reach_E30,reach_E40,partition,ref_min,hour,execution_start,dev_block,H,L,R,role
1,1,189626,10.0,,,,,15.0,0.08196721311474951,0.0,0.16393442622951068,0.5245901639344271,0.5573770491803224,1.0491803278688543,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-07-09 17:00:00+00:00,1,38.35,37.74,0.6099999999999994,CLOCK_SUPPORT
1,1,189947,170.0,,,,,180.0,0.09374999999999607,0.09374999999999607,0.09374999999999607,0.16666666666666297,0.16666666666666297,0.21874999999999328,10.0,True,True,True,True,False,False,False,False,False,development,240,17,2022-07-10 17:00:00+00:00,1,37.2,36.24,0.9600000000000009,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-11 17:00:00+00:00,1,35.8,34.59,1.2099999999999937,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-12 17:00:00+00:00,1,34.6,33.72,0.8800000000000026,CLOCK_SUPPORT
1,1,190776,0.0,,,,,5.0,0.05263157894736921,0.0,0.10000000000000261,0.10000000000000261,0.14210526315789648,0.14210526315789648,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-07-13 17:00:00+00:00,1,33.76,31.86,1.8999999999999986,CLOCK_SUPPORT
1,1,191068,20.0,,,,,25.0,0.03846153846153861,1.3461538461538476,0.42307692307692474,0.5659340659340665,0.7582417582417595,0.7747252747252766,,False,False,False,True,True,True,True,True,True,development,240,17,2022-07-14 17:00:00+00:00,1,35.43,33.61,1.8200000000000003,CLOCK_SUPPORT
1,1,191386,170.0,,,,,175.0,0.1294964028776976,0.38129496402877766,0.22302158273380937,0.22302158273380937,0.38129496402877766,0.38129496402877766,40.0,False,False,True,True,True,True,True,True,False,development,240,17,2022-07-15 17:00:00+00:00,1,38.56,37.17,1.3900000000000006,CLOCK_SUPPORT
1,1,191640,0.0,,,,,5.0,0.03908794788273532,0.0,0.042345276872965,0.042345276872965,0.042345276872965,0.042345276872965,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-07-16 17:00:00+00:00,1,40.07,37.0,3.0700000000000003,CLOCK_SUPPORT
1,1,192044,575.0,,,,,585.0,0.4067796610169466,0.9237288135593191,0.7457627118644031,0.9067796610169496,0.9067796610169496,0.9237288135593191,,False,False,False,True,True,True,True,True,True,development,240,17,2022-07-17 17:00:00+00:00,1,39.81,38.63,1.1799999999999997,CLOCK_SUPPORT
1,1,192296,400.0,,,,,405.0,0.15315315315314837,3.2792792792792813,1.3873873873873874,3.2792792792792813,3.2792792792792813,3.2792792792792813,,False,False,False,True,True,True,True,True,True,development,240,17,2022-07-18 17:00:00+00:00,1,42.56,41.45,1.1099999999999994,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-19 17:00:00+00:00,1,47.4,45.21,2.1899999999999977,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-20 17:00:00+00:00,1,46.32,43.51,2.8100000000000023,CLOCK_SUPPORT
1,1,193080,0.0,,,,,5.0,0.05809128630705409,0.18257261410788259,0.18257261410788259,0.18257261410788259,0.18257261410788259,0.18257261410788259,25.0,False,True,True,True,True,True,False,False,False,development,240,17,2022-07-21 17:00:00+00:00,1,43.24,40.83,2.4100000000000037,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-22 17:00:00+00:00,1,43.87,41.27,2.5999999999999943,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-23 17:00:00+00:00,1,40.48,39.64,0.8399999999999963,CLOCK_SUPPORT
1,1,194001,285.0,,,,,290.0,0.13600000000000137,0.6079999999999984,0.2560000000000002,0.34399999999999975,0.6079999999999984,0.6079999999999984,65.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-07-24 17:00:00+00:00,1,41.32,40.07,1.25,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-25 17:00:00+00:00,1,39.35,38.14,1.2100000000000009,CLOCK_SUPPORT
1,1,194570,245.0,,,,,255.0,0.04597701149425165,0.0,0.08045977011494243,0.08045977011494243,0.08045977011494243,0.37931034482758225,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-07-26 17:00:00+00:00,1,35.74,34.87,0.8700000000000045,CLOCK_SUPPORT
1,1,194820,60.0,,,,,65.0,0.283185840707966,2.6991150442478022,0.5929203539823048,0.7433628318584131,1.3274336283185895,2.451327433628331,,False,False,False,True,True,True,True,True,True,development,240,17,2022-07-27 17:00:00+00:00,1,37.51,36.38,1.1299999999999955,CLOCK_SUPPORT
2,2,195106,40.0,10.0,,,,55.0,0.051829268292681266,0.11280487804877967,0.11280487804877967,0.11280487804877967,0.11280487804877967,0.11280487804877967,10.0,True,True,True,True,True,False,False,False,False,development,240,17,2022-07-28 17:00:00+00:00,1,42.59,39.31,3.280000000000001,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-07-29 17:00:00+00:00,1,43.44,41.37,2.0700000000000003,CLOCK_SUPPORT
1,1,195672,0.0,,,,,5.0,0.006211180124224575,0.0,0.00931677018633576,0.00931677018633576,0.10559006211180234,0.10559006211180234,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-07-30 17:00:00+00:00,1,46.3,43.08,3.219999999999999,CLOCK_SUPPORT
1,1,195973,65.0,,,,,70.0,0.18367346938775406,0.6326530612244846,0.6326530612244846,0.6326530612244846,0.6326530612244846,0.6326530612244846,20.0,False,True,True,True,True,True,True,True,True,development,240,17,2022-07-31 17:00:00+00:00,1,44.56,43.58,0.980000000000004,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-01 17:00:00+00:00,1,42.97,41.3,1.6700000000000017,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-02 17:00:00+00:00,1,42.43,39.99,2.4399999999999977,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-03 17:00:00+00:00,1,41.0,39.75,1.25,CLOCK_SUPPORT
1,1,197235,615.0,,,,,620.0,0.04145077720207166,0.16580310880829033,0.13989637305699645,0.14507772020725448,0.16580310880829033,0.16580310880829033,,False,False,False,True,True,True,False,False,False,development,240,17,2022-08-04 17:00:00+00:00,1,39.83,37.9,1.9299999999999997,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-05 17:00:00+00:00,1,40.95,39.39,1.5600000000000023,CLOCK_SUPPORT
1,1,197708,100.0,,,,,105.0,0.17948717948717996,0.7692307692307608,0.3333333333333212,0.7692307692307608,0.7692307692307608,0.7692307692307608,95.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-08-06 17:00:00+00:00,1,40.6,40.21,0.39000000000000057,CLOCK_SUPPORT
5,0,198006,10.0,50.0,15.0,20.0,25.0,155.0,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-07 17:00:00+00:00,1,40.69,40.19,0.5,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-08 17:00:00+00:00,1,43.27,42.07,1.2000000000000028,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-09 17:00:00+00:00,1,41.43,39.68,1.75,CLOCK_SUPPORT
1,1,198894,270.0,,,,,275.0,0.03896103896103105,0.0,0.5194805194805155,0.5194805194805155,0.5194805194805155,0.5194805194805155,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-08-10 17:00:00+00:00,1,42.45,41.68,0.7700000000000031,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-11 17:00:00+00:00,1,45.32,43.34,1.9799999999999969,CLOCK_SUPPORT
1,1,199436,100.0,,,,,105.0,0.05825242718446126,0.0,0.2621359223300929,0.6407766990291222,1.194174757281549,1.55339805825242,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-08-12 17:00:00+00:00,1,43.45,42.42,1.0300000000000011,CLOCK_SUPPORT
2,0,-1,265.0,195.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-13 17:00:00+00:00,1,47.17,46.02,1.1499999999999986,CLOCK_SUPPORT
1,1,200106,570.0,,,,,575.0,0.04458598726114667,0.5222929936305734,0.22929936305732443,0.4012738853503155,0.5222929936305734,0.5222929936305734,70.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-08-14 17:00:00+00:00,1,46.42,44.85,1.5700000000000003,CLOCK_SUPPORT
1,0,-1,0.0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-15 17:00:00+00:00,1,44.71,43.46,1.25,CLOCK_SUPPORT
4,4,200670,455.0,20.0,15.0,15.0,,515.0,0.04504504504504251,0.0,0.15315315315315478,0.15315315315315478,0.21621621621621812,0.32432432432432395,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-08-16 17:00:00+00:00,1,43.71,42.6,1.1099999999999994,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-17 17:00:00+00:00,1,42.12,40.72,1.3999999999999986,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-18 17:00:00+00:00,1,41.63,40.5,1.1300000000000026,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-19 17:00:00+00:00,1,37.76,36.25,1.509999999999998,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-20 17:00:00+00:00,1,36.96,36.06,0.8999999999999986,CLOCK_SUPPORT
1,1,202054,230.0,,,,,235.0,0.24242424242424396,0.0,0.3030303030303067,0.5050505050505041,0.5050505050505041,0.5050505050505041,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-08-21 17:00:00+00:00,1,36.54,35.55,0.990000000000002,CLOCK_SUPPORT
4,4,202375,185.0,15.0,165.0,30.0,,400.0,0.06140350877193004,0.4649122807017489,0.4649122807017489,0.4649122807017489,0.4649122807017489,0.4649122807017489,,False,False,False,True,True,True,True,True,True,development,240,17,2022-08-22 17:00:00+00:00,1,35.02,33.88,1.1400000000000006,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-23 17:00:00+00:00,1,36.09,35.16,0.9300000000000068,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-24 17:00:00+00:00,1,36.39,35.14,1.25,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-25 17:00:00+00:00,1,36.38,35.27,1.1099999999999994,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-26 17:00:00+00:00,1,35.77,32.71,3.0600000000000023,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-27 17:00:00+00:00,1,32.0,30.82,1.1799999999999997,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-28 17:00:00+00:00,1,32.18,31.17,1.009999999999998,CLOCK_SUPPORT
1,1,204390,385.0,,,,,395.0,0.06299212598425065,0.25984251968503813,0.25984251968503813,0.25984251968503813,0.25984251968503813,0.25984251968503813,45.0,False,False,True,True,True,True,True,False,False,development,240,17,2022-08-29 17:00:00+00:00,1,32.29,31.02,1.2699999999999996,CLOCK_SUPPORT
1,0,-1,625.0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-30 17:00:00+00:00,1,32.64,30.61,2.030000000000001,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-08-31 17:00:00+00:00,1,32.95,31.54,1.4100000000000037,CLOCK_SUPPORT
1,1,205222,230.0,,,,,235.0,0.0309278350515476,0.19587628865979537,0.14432989690721726,0.19587628865979537,0.19587628865979537,0.45360824742268224,50.0,False,False,True,True,True,True,False,False,False,development,240,17,2022-09-01 17:00:00+00:00,1,31.34,30.37,0.9699999999999989,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-02 17:00:00+00:00,1,32.37,31.71,0.6599999999999966,CLOCK_SUPPORT
3,3,205860,445.0,70.0,20.0,,,545.0,0.480000000000004,1.9200000000000017,0.7999999999999972,1.9200000000000017,1.9200000000000017,1.9200000000000017,,False,False,False,True,True,True,True,True,True,development,240,17,2022-09-03 17:00:00+00:00,1,31.23,30.98,0.25,CLOCK_SUPPORT
2,2,206083,0.0,215.0,,,,220.0,0.12765957446809026,0.17021276595745116,0.17021276595745116,0.17021276595745116,0.6808510638297894,0.6808510638297894,10.0,True,True,True,True,True,True,False,False,False,development,240,17,2022-09-04 17:00:00+00:00,1,31.9,31.43,0.46999999999999886,CLOCK_SUPPORT
4,4,206377,0.0,60.0,155.0,25.0,,250.0,0.12903225806451318,0.30645161290322165,0.30645161290322165,0.30645161290322165,0.4838709677419301,0.4838709677419301,20.0,False,True,True,True,True,True,True,True,False,development,240,17,2022-09-05 17:00:00+00:00,1,31.96,31.34,0.620000000000001,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-06 17:00:00+00:00,1,33.88,32.4,1.480000000000004,CLOCK_SUPPORT
1,1,206904,0.0,,,,,5.0,0.03125000000000503,0.2656250000000039,0.2656250000000039,0.2656250000000039,0.9531250000000091,0.9531250000000091,25.0,False,True,True,True,True,True,True,False,False,development,240,17,2022-09-07 17:00:00+00:00,1,31.74,31.1,0.639999999999997,CLOCK_SUPPORT
1,1,207278,430.0,,,,,435.0,0.08695652173913261,0.6793478260869579,0.13586956521739157,0.2771739130434816,0.2771739130434816,0.2771739130434816,,False,False,False,True,True,True,True,True,True,development,240,17,2022-09-08 17:00:00+00:00,1,33.98,32.14,1.8399999999999963,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-09 17:00:00+00:00,1,35.33,34.61,0.7199999999999989,CLOCK_SUPPORT
1,1,207786,65.0,,,,,95.0,0.20370370370370297,0.3518518518518482,0.31481481481480533,0.31481481481480533,0.3518518518518482,0.3518518518518482,60.0,False,False,True,True,True,True,True,True,False,development,240,17,2022-09-10 17:00:00+00:00,1,34.81,34.27,0.5399999999999991,CLOCK_SUPPORT
1,1,208162,525.0,,,,,535.0,0.04605263157894746,0.0,0.06578947368420665,0.06578947368420665,0.06578947368420665,0.06578947368420665,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-09-11 17:00:00+00:00,1,36.02,34.5,1.5200000000000031,CLOCK_SUPPORT
1,1,208473,645.0,,,,,650.0,0.030120481927713473,0.29518072289156805,0.29518072289156805,0.29518072289156805,0.29518072289156805,0.29518072289156805,25.0,False,True,True,True,True,True,True,False,False,development,240,17,2022-09-12 17:00:00+00:00,1,38.44,36.78,1.6599999999999966,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-13 17:00:00+00:00,1,36.09,34.34,1.75,CLOCK_SUPPORT
1,1,208978,285.0,,,,,295.0,0.22222222222221782,1.2222222222222179,0.9259259259259274,0.9259259259259274,1.2222222222222179,1.2222222222222179,195.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-09-14 17:00:00+00:00,1,33.67,33.13,0.5399999999999991,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-15 17:00:00+00:00,1,33.97,32.36,1.6099999999999994,CLOCK_SUPPORT
1,1,209586,450.0,,,,,455.0,0.05511811023621497,0.06299212598425047,0.06299212598425047,0.06299212598425047,0.06299212598425047,0.06299212598425047,15.0,True,True,True,True,False,False,False,False,False,development,240,17,2022-09-16 17:00:00+00:00,1,32.84,31.57,1.2700000000000031,CLOCK_SUPPORT
3,3,209860,310.0,55.0,10.0,,,385.0,0.0549450549450516,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,40.0,False,False,True,True,True,True,True,True,False,development,240,17,2022-09-17 17:00:00+00:00,1,33.6,32.69,0.9100000000000037,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-18 17:00:00+00:00,1,33.43,32.35,1.0799999999999983,CLOCK_SUPPORT
1,1,210384,120.0,,,,,125.0,0.057851239669421683,0.0,0.19008264462809646,0.3223140495867771,0.3801652892561988,0.3801652892561988,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-09-19 17:00:00+00:00,1,32.5,31.29,1.2100000000000009,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-20 17:00:00+00:00,1,32.55,31.55,0.9999999999999964,CLOCK_SUPPORT
2,2,210947,30.0,25.0,,,,60.0,0.03809523809523726,0.0,0.40952380952380896,0.40952380952380896,1.1809523809523752,1.1809523809523752,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-09-21 17:00:00+00:00,1,32.24,31.19,1.0500000000000007,CLOCK_SUPPORT
1,1,211243,95.0,,,,,100.0,0.025974025974030167,0.0,0.025974025974030167,0.12987012987013238,0.3766233766233867,0.727272727272734,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-09-22 17:00:00+00:00,1,32.3,31.53,0.769999999999996,CLOCK_SUPPORT
1,1,211551,195.0,,,,,200.0,0.18348623853211332,2.027522935779824,0.6146788990825724,0.6146788990825724,0.8165137614678932,1.467889908256887,,False,False,False,True,True,True,True,True,True,development,240,17,2022-09-23 17:00:00+00:00,1,32.26,31.17,1.0899999999999963,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-24 17:00:00+00:00,1,34.49,33.55,0.9400000000000048,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-25 17:00:00+00:00,1,33.65,32.8,0.8500000000000014,CLOCK_SUPPORT
1,1,212391,65.0,,,,,80.0,0.12658227848101458,0.26582278481012794,0.26582278481012794,0.367088607594945,0.4936708860759506,0.6582278481012704,10.0,True,True,True,True,True,True,True,False,False,development,240,17,2022-09-26 17:00:00+00:00,1,33.41,32.62,0.7899999999999991,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-27 17:00:00+00:00,1,35.4,32.52,2.8799999999999955,CLOCK_SUPPORT
2,2,212970,30.0,60.0,,,,95.0,0.15584415584416256,0.7402597402597445,0.33766233766233683,0.3896103896103972,0.4805194805194889,0.7402597402597445,255.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-09-28 17:00:00+00:00,1,33.22,32.45,0.769999999999996,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-29 17:00:00+00:00,1,34.41,32.62,1.7899999999999991,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-09-30 17:00:00+00:00,1,35.19,33.72,1.4699999999999989,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-01 17:00:00+00:00,1,33.09,32.57,0.5200000000000031,CLOCK_SUPPORT
2,2,214128,40.0,80.0,,,,125.0,0.02564102564103872,0.6666666666666788,0.6666666666666788,0.6666666666666788,0.6666666666666788,0.6666666666666788,25.0,False,True,True,True,True,True,True,True,True,development,240,17,2022-10-02 17:00:00+00:00,1,32.58,32.19,0.39000000000000057,CLOCK_SUPPORT
1,1,214404,55.0,,,,,65.0,0.028985507246381437,0.0,0.13043478260870103,0.13043478260870103,0.13043478260870103,0.13043478260870103,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-10-03 17:00:00+00:00,1,33.12,32.43,0.6899999999999977,CLOCK_SUPPORT
1,0,-1,225.0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-04 17:00:00+00:00,1,34.37,33.68,0.6899999999999977,CLOCK_SUPPORT
3,3,214992,5.0,10.0,105.0,,,125.0,0.21428571428571308,0.3214285714285654,0.3214285714285654,0.3214285714285654,0.3214285714285654,0.3214285714285654,50.0,False,False,True,True,True,True,True,True,False,development,240,17,2022-10-05 17:00:00+00:00,1,33.99,33.15,0.8400000000000034,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-06 17:00:00+00:00,1,34.18,33.55,0.6300000000000026,CLOCK_SUPPORT
1,1,215598,260.0,,,,,275.0,0.021739130434778244,0.0,0.021739130434778244,0.021739130434778244,0.021739130434778244,0.17391304347825684,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-10-07 17:00:00+00:00,1,33.06,32.6,0.46000000000000085,CLOCK_SUPPORT
1,0,-1,80.0,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-08 17:00:00+00:00,1,32.95,32.65,0.30000000000000426,CLOCK_SUPPORT
1,1,216213,465.0,,,,,470.0,0.5,1.6363636363636422,1.6363636363636422,1.6363636363636422,1.6363636363636422,1.6363636363636422,70.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-10-09 17:00:00+00:00,1,33.11,32.89,0.21999999999999886,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-10 17:00:00+00:00,1,32.89,32.24,0.6499999999999986,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-11 17:00:00+00:00,1,31.85,31.05,0.8000000000000007,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-12 17:00:00+00:00,1,31.3,30.97,0.33000000000000185,CLOCK_SUPPORT
2,2,217286,40.0,25.0,,,,75.0,0.03960396039604053,0.07425742574257532,0.07425742574257532,0.07425742574257532,0.33663366336633654,0.33663366336633654,15.0,True,True,True,True,False,False,False,False,False,development,240,17,2022-10-13 17:00:00+00:00,1,30.22,28.2,2.0199999999999996,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-14 17:00:00+00:00,1,31.79,30.4,1.3900000000000006,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-15 17:00:00+00:00,1,30.08,29.7,0.379999999999999,CLOCK_SUPPORT
1,1,218166,150.0,,,,,155.0,0.8095238095238143,2.3333333333333335,1.4285714285714262,2.3333333333333335,2.3333333333333335,2.3333333333333335,140.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-10-16 17:00:00+00:00,1,30.02,29.81,0.21000000000000085,CLOCK_SUPPORT
1,1,218503,395.0,,,,,400.0,0.05357142857142404,0.1607142857142848,0.1607142857142848,0.1607142857142848,0.49999999999999367,0.49999999999999367,15.0,True,True,True,True,True,True,False,False,False,development,240,17,2022-10-17 17:00:00+00:00,1,31.19,30.63,0.5600000000000023,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-18 17:00:00+00:00,1,30.97,30.1,0.8699999999999974,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-19 17:00:00+00:00,1,30.0,29.52,0.4800000000000004,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-20 17:00:00+00:00,1,29.42,28.8,0.620000000000001,CLOCK_SUPPORT
1,1,219579,15.0,,,,,20.0,0.02352941176470534,0.0,0.17647058823529216,0.17647058823529216,0.25882352941176295,0.29411764705882304,5.0,True,True,True,False,False,False,False,False,False,development,240,17,2022-10-21 17:00:00+00:00,1,27.85,27.0,0.8500000000000014,CLOCK_SUPPORT
1,1,219975,555.0,,,,,560.0,0.17999999999999972,0.7199999999999989,0.6199999999999974,0.6199999999999974,0.6400000000000006,0.7199999999999989,155.0,False,False,False,True,True,True,True,True,True,development,240,17,2022-10-22 17:00:00+00:00,1,28.21,27.71,0.5,CLOCK_SUPPORT
2,2,220158,15.0,10.0,,,,35.0,0.17857142857143038,4.964285714285696,0.5714285714285696,2.9285714285714177,3.1785714285714177,3.1785714285714177,,False,False,False,True,True,True,True,True,True,development,240,17,2022-10-23 17:00:00+00:00,1,28.14,27.86,0.28000000000000114,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-24 17:00:00+00:00,1,28.94,28.14,0.8000000000000007,CLOCK_SUPPORT
1,1,220728,0.0,,,,,5.0,0.1064516129032252,0.1387096774193547,0.1387096774193547,0.1387096774193547,0.29677419354838636,0.29677419354838636,15.0,True,True,True,True,True,False,False,False,False,development,240,17,2022-10-25 17:00:00+00:00,1,31.37,28.27,3.1000000000000014,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-26 17:00:00+00:00,1,32.19,30.59,1.5999999999999979,CLOCK_SUPPORT
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,17,2022-10-27 17:00:00+00:00,1,32.06,31.08,0.980000000000004,CLOCK_SUPPORT
1,1,221596,15.0,,,,,25.0,0.13432835820895503,0.28358208955224073,0.28358208955224073,0.28358208955224073,0.28358208955224073,0.28358208955224073,35.0,False,False,True,True,True,True,True,False,False,development,240,17,2022-10-28 17:00:00+00:00,1,31.9,30.56,1.3399999999999999,CLOCK_SUPPORT
1,1,221888,35.0,,,,,45.0,0.026315789473688393,0.13157894736842327,0.3552631578947419,0.3552631578947419,0.3552631578947419,0.3552631578947419,10.0,True,True,True,True,True,False,False,False,False,development,240,17,2022-10-29 17:00:00+00:00,1,33.47,32.71,0.759999999999998,CLOCK_SUPPORT
1,1,222217,240.0,,,,,250.0,0.03125000000000503,0.2656250000000039,0.187500000000008,0.2656250000000039,0.2656250000000039,0.8125000000000087,45.0,False,False,True,True,True,True,True,False,False,development,240,17,2022-10-30 17:00:00+00:00,1,32.62,31.98,0.639999999999997,CLOCK_SUPPORT
