visits_reached,first_break_visit,break_i,first_visit_delay_min,h1_h2_min,h2_h3_min,h3_h4_min,h4_h5_min,break_delay_min,break_close_excess_R,extension_before_reclaim_R,ext15_R,ext30_R,ext60_R,ext120_R,reclaim_min,reclaim15,reclaim30,reclaim60,reach_E05,reach_E10,reach_E15,reach_E20,reach_E30,reach_E40,partition,ref_min,hour,execution_start,dev_block,H,L,R,role
1,1,143270,5.0,,,,,15.0,0.033297529538131275,0.146079484425349,0.146079484425349,0.146079484425349,0.146079484425349,0.146079484425349,10.0,True,True,True,True,True,False,False,False,False,development,240,18,2022-01-24 18:00:00+00:00,0,90.14,80.83,9.310000000000002,CENTRAL
1,1,143562,30.0,,,,,35.0,0.04582210242587646,0.08490566037735786,0.1320754716981137,0.2601078167115892,0.2601078167115892,0.2601078167115892,10.0,True,True,True,True,False,False,False,False,False,development,240,18,2022-01-25 18:00:00+00:00,0,97.92,90.5,7.420000000000002,CENTRAL
1,1,143857,60.0,,,,,70.0,0.3788546255506612,0.0,0.4074889867841404,0.4074889867841404,0.4074889867841404,0.4074889867841404,5.0,True,True,True,False,False,False,False,False,False,development,240,18,2022-01-26 18:00:00+00:00,0,101.97,97.43,4.539999999999992,CENTRAL
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,18,2022-01-27 18:00:00+00:00,0,94.63,89.31,5.319999999999993,CENTRAL
1,1,144426,30.0,,,,,35.0,0.002202643171804161,0.0,0.055066079295154106,0.055066079295154106,0.055066079295154106,0.055066079295154106,5.0,True,True,True,False,False,False,False,False,False,development,240,18,2022-01-28 18:00:00+00:00,0,92.7,88.16,4.540000000000006,CENTRAL
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,18,2022-01-29 18:00:00+00:00,0,98.27,93.38,4.890000000000001,CENTRAL
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,18,2022-01-30 18:00:00+00:00,0,95.82,93.8,2.019999999999996,CENTRAL
1,1,145308,120.0,,,,,125.0,0.003926701570680776,0.0,0.08638743455497523,0.08638743455497523,0.08638743455497523,0.1544502617801056,5.0,True,True,True,False,False,False,False,False,False,development,240,18,2022-01-31 18:00:00+00:00,0,98.77,91.13,7.640000000000001,CENTRAL
0,0,-1,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,development,240,18,2022-02-01 18:00:00+00:00,0,113.61,106.25,7.359999999999999,CENTRAL
1,1,145872,55.0,,,,,65.0,0.29392446633826097,0.35632183908046067,0.30870279146141427,0.3349753694581297,0.35632183908046067,0.35632183908046067,60.0,False,False,True,True,True,True,True,True,False,development,240,18,2022-02-02 18:00:00+00:00,0,109.63,103.54,6.089999999999989,CENTRAL
