role,partition,component,outcome,snapshot_min,n,close_R_q25,close_R_q50,close_R_q75,close_R_n,close_vs_E20_R_q25,close_vs_E20_R_q50,close_vs_E20_R_q75,close_vs_E20_R_n,post_e20_peak_R_q25,post_e20_peak_R_q50,post_e20_peak_R_q75,post_e20_peak_R_n,post_e20_giveback_from_peak_R_q25,post_e20_giveback_from_peak_R_q50,post_e20_giveback_from_peak_R_q75,post_e20_giveback_from_peak_R_n,post_e20_mae_below_E20_R_q25,post_e20_mae_below_E20_R_q50,post_e20_mae_below_E20_R_q75,post_e20_mae_below_E20_R_n,closes_ge_E20_q25,closes_ge_E20_q50,closes_ge_E20_q75,closes_ge_E20_n,fraction_closes_ge_E20_q25,fraction_closes_ge_E20_q50,fraction_closes_ge_E20_q75,fraction_closes_ge_E20_n,closes_gt_H_q25,closes_gt_H_q50,closes_gt_H_q75,closes_gt_H_n,fraction_closes_gt_H_q25,fraction_closes_gt_H_q50,fraction_closes_gt_H_q75,fraction_closes_gt_H_n,consecutive_closes_ge_E20_q25,consecutive_closes_ge_E20_q50,consecutive_closes_ge_E20_q75,consecutive_closes_ge_E20_n,baseline_exited_by_snapshot_rate,E25_by_snapshot_rate,E30_by_snapshot_rate,closed_back_le_E10_rate,closed_back_le_H_rate
CENTRAL,external,REC_H2,E20_TO_E40_CONTINUATION,60,33,0.1753086419753049,0.2353736242517882,0.2949055775142747,5,-0.024691358024695104,0.035373624251788194,0.0949055775142747,5,0.34388878161807496,0.3846477097632711,0.38570487483531124,5,0.1586356632581603,0.2280767082479997,0.2342150994400457,5,0.1401428847267801,0.1561563244151844,0.20242040588344964,5,2.0,7.0,7.0,5,0.15384615384615385,0.5384615384615384,0.5384615384615384,5,13.0,13.0,13.0,5,1.0,1.0,1.0,5,0.0,2.0,5.0,5,0.8484848484848485,0.15151515151515152,0.15151515151515152,0.030303030303030304,0.0
CENTRAL,external,REC_H2,E20_STALLER,5,19,0.058191943771160465,0.12452585808122899,0.18807935542523724,19,-0.14180805622883955,-0.07547414191877103,-0.01192064457476276,19,0.23452521028346784,0.26975476839237394,0.3075281915276369,19,0.10449589105940642,0.15061728395061733,0.1971395021376757,19,0.1291693266277009,0.18214963919483423,0.23204519955121045,19,0.0,1.0,1.0,19,0.0,0.5,0.5,19,2.0,2.0,2.0,19,1.0,1.0,1.0,19,0.0,0.0,0.0,19,0.0,0.5789473684210527,0.3157894736842105,0.47368421052631576,0.05263157894736842
CENTRAL,external,REC_H2,E20_STALLER,10,19,0.05252205287864052,0.10078946768345967,0.15337417618119623,18,-0.1474779471213595,-0.09921053231654034,-0.046625823818803785,18,0.24452503940987302,0.27876148845664506,0.3099369352699921,18,0.1266221328638076,0.19824638210492307,0.24488286510212826,18,0.16246710098520162,0.20076639694757023,0.24755774606444172,18,0.0,1.0,1.0,18,0.0,0.3333333333333333,0.3333333333333333,18,3.0,3.0,3.0,18,1.0,1.0,1.0,18,0.0,0.0,0.0,18,0.05263157894736842,0.631578947368421,0.3157894736842105,0.5789473684210527,0.10526315789473684
CENTRAL,external,REC_H2,E20_STALLER,15,19,0.021516379759343982,0.08651962926067719,0.16077427682722323,16,-0.17848362024065603,-0.11348037073932282,-0.039225723172776776,16,0.2396042711214037,0.27876148845664506,0.321240856281229,16,0.14940180245054518,0.21732095778115634,0.2657238728938057,16,0.15575336248986202,0.20076639694757023,0.23432302438285124,16,0.0,1.0,1.0,16,0.0,0.25,0.25,16,4.0,4.0,4.0,16,1.0,1.0,1.0,16,0.0,0.0,0.0,16,0.15789473684210525,0.5789473684210527,0.3157894736842105,0.5789473684210527,0.10526315789473684
CENTRAL,external,REC_H2,E20_STALLER,30,19,0.05212443406201775,0.09824410056129906,0.141680147822406,8,-0.14787556593798223,-0.10175589943870095,-0.058319852177594014,8,0.25812330796381655,0.27876148845664506,0.3168062108736556,8,0.18479033667498498,0.2151739965162564,0.26730294013255324,8,0.19831518757648614,0.214794997347416,0.24826496550086521,8,1.0,1.0,3.0,8,0.14285714285714285,0.14285714285714285,0.42857142857142855,8,7.0,7.0,7.0,8,1.0,1.0,1.0,8,0.0,0.0,0.5,8,0.5789473684210527,0.3684210526315789,0.15789473684210525,0.3684210526315789,0.05263157894736842
CENTRAL,external,REC_H2,E20_STALLER,60,19,0.11675455638819511,0.16710976072920664,0.17530864197530874,5,-0.0832454436118049,-0.032890239270793376,-0.024691358024691273,5,0.2780098746676813,0.28596961572832835,0.3301878064575807,5,0.23623243448537923,0.2518518518518518,0.277926720285972,5,0.20370370370370344,0.22053844018873242,0.24737384140061733,5,2.0,3.0,5.0,5,0.15384615384615385,0.23076923076923078,0.38461538461538464,5,13.0,13.0,13.0,5,1.0,1.0,1.0,5,0.0,0.0,0.0,5,0.7368421052631579,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.0
CENTRAL,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,5,38,0.12426844640526324,0.1986684201874093,0.25785678409987745,20,-0.07573155359473677,-0.0013315798125907163,0.057856784099877434,20,0.2644878510111998,0.2762901655306692,0.32298588625517455,20,0.06730769230769479,0.09148616857304993,0.13138017881257924,20,0.10159870846072683,0.1651151767940083,0.24600202429149842,20,0.0,1.0,2.0,20,0.0,0.5,1.0,20,2.0,2.0,2.0,20,1.0,1.0,1.0,20,0.0,0.5,2.0,20,0.47368421052631576,0.42105263157894735,0.18421052631578946,0.07894736842105263,0.0
CENTRAL,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,10,38,0.15747848963836591,0.18213058419244046,0.22849656426298448,19,-0.04252151036163408,-0.017869415807559547,0.02849656426298447,19,0.26056392251070326,0.2900552486187794,0.33779196385669885,19,0.09957816175874222,0.12707182320442192,0.1586947975363644,19,0.10871470301850429,0.1562043795620423,0.24989878542510238,19,0.5,1.0,2.5,19,0.16666666666666666,0.3333333333333333,0.8333333333333333,19,3.0,3.0,3.0,19,1.0,1.0,1.0,19,0.0,0.0,2.5,19,0.5,0.39473684210526316,0.21052631578947367,0.10526315789473684,0.0
CENTRAL,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,15,38,0.1783557893919357,0.24437299035369375,0.2935385155642552,15,-0.021644210608064332,0.04437299035369374,0.09353851556425519,15,0.2762901655306692,0.3190184049079711,0.3408859182055085,15,0.11273598242637697,0.13919413919414253,0.17111268557117434,15,0.10871470301850429,0.1562043795620423,0.2673817993182157,15,1.0,1.0,3.0,15,0.25,0.25,0.75,15,4.0,4.0,4.0,15,1.0,1.0,1.0,15,0.0,1.0,1.5,15,0.6052631578947368,0.3684210526315789,0.21052631578947367,0.15789473684210525,0.0
CENTRAL,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,30,38,0.12289029535865047,0.18734261944984593,0.23433404443562283,10,-0.07710970464134954,-0.012657380550154085,0.03433404443562283,10,0.2790036110177993,0.3203444169009376,0.3522499398411795,10,0.15291915505631848,0.17194092827004107,0.18802638966871987,10,0.11435144990450198,0.1570051433675179,0.27222654513116845,10,1.0,2.0,4.75,10,0.14285714285714285,0.2857142857142857,0.6785714285714286,10,7.0,7.0,7.0,10,1.0,1.0,1.0,10,0.0,0.5,4.75,10,0.7368421052631579,0.2631578947368421,0.15789473684210525,0.18421052631578946,0.0
CENTRAL,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,60,38,0.13544018058690596,0.16877637130801895,0.23312883435582404,5,-0.06455981941309405,-0.03122362869198106,0.03312883435582403,5,0.27373417721519017,0.3190184049079711,0.32167042889390407,5,0.1831501831501829,0.1862302483069981,0.20569620253164714,5,0.12663656884875987,0.13670886075949196,0.15780590717299348,5,2.0,5.0,5.0,5,0.15384615384615385,0.38461538461538464,0.38461538461538464,5,13.0,13.0,13.0,5,1.0,1.0,1.0,5,0.0,0.0,4.0,5,0.868421052631579,0.13157894736842105,0.07894736842105263,0.10526315789473684,0.0
CENTRAL,reference_validation,REC_H2,E20_STALLER,5,27,0.08181377032046414,0.11289653742484308,0.20082067613914403,26,-0.11818622967953588,-0.08710346257515693,0.0008206761391440151,26,0.22204873159071742,0.25539909528673677,0.3073457928260089,26,0.11468849174379589,0.14055201093767666,0.19335999366485118,26,0.1238803327011402,0.1604621739292127,0.2462675644028032,26,0.0,0.0,1.0,26,0.0,0.0,0.5,26,2.0,2.0,2.0,26,1.0,1.0,1.0,26,0.0,0.0,0.75,26,0.037037037037037035,0.48148148148148145,0.2962962962962963,0.4444444444444444,0.037037037037037035
CENTRAL,reference_validation,REC_H2,E20_STALLER,10,27,0.047619047619043016,0.0833333333333432,0.1232091690544439,25,-0.152380952380957,-0.11666666666665682,-0.07679083094555611,25,0.21946564885496372,0.24675324675324964,0.3196261682243009,25,0.13253012048193027,0.17537313432835827,0.23809523809523442,25,0.12542787286063709,0.19191374663072824,0.24205607476635535,25,0.0,0.0,1.0,25,0.0,0.0,0.3333333333333333,25,3.0,3.0,3.0,25,1.0,1.0,1.0,25,0.0,0.0,0.0,25,0.07407407407407407,0.4444444444444444,0.2962962962962963,0.5925925925925926,0.037037037037037035
CENTRAL,reference_validation,REC_H2,E20_STALLER,15,27,-0.008127116436571095,0.03741704505763323,0.11764335521241688,24,-0.2081271164365711,-0.1625829549423668,-0.08235664478758313,24,0.22721489706222478,0.25539909528673677,0.3257068873147208,24,0.18464285714285997,0.2436894528585068,0.29381126054250745,24,0.13343015899793256,0.2049621667262066,0.2886613386613402,24,0.0,0.5,1.0,24,0.0,0.125,0.25,24,3.0,4.0,4.0,24,0.75,1.0,1.0,24,0.0,0.0,0.0,24,0.1111111111111111,0.4444444444444444,0.2962962962962963,0.6666666666666666,0.25925925925925924
CENTRAL,reference_validation,REC_H2,E20_STALLER,30,27,0.024541058233936527,0.1118546605062255,0.19694344834271135,12,-0.17545894176606347,-0.08814533949377451,-0.0030565516572886586,12,0.218101343101341,0.3026702269692959,0.3624126580473439,12,0.1773271044359137,0.19132524933628584,0.2715783850652268,12,0.1585305343511461,0.19230628613212003,0.22614443567481377,12,0.0,1.0,4.0,12,0.0,0.14285714285714285,0.5714285714285714,12,7.0,7.0,7.0,12,1.0,1.0,1.0,12,0.0,0.0,0.5,12,0.5555555555555556,0.25925925925925924,0.2222222222222222,0.3333333333333333,0.07407407407407407
CENTRAL,reference_validation,REC_H2,E20_STALLER,60,27,0.1652113265448472,0.22388059701492918,0.26639889723357835,3,-0.034788673455152824,0.023880597014929172,0.06639889723357834,3,0.3398503975449874,0.36007462686567393,0.3647506892290139,3,0.21061888012168248,0.21974522292993454,0.25847074230608924,3,0.08154173400513459,0.09365671641790718,0.14402461989119594,3,5.5,8.0,9.0,3,0.42307692307692313,0.6153846153846154,0.6923076923076923,3,13.0,13.0,13.0,3,1.0,1.0,1.0,3,1.0,2.0,2.5,3,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.0
CLOCK_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,5,38,0.12752513679109728,0.20754812798094768,0.25975121522811545,26,-0.07247486320890272,0.007548127980947658,0.059751215228115426,26,0.2505736594451206,0.29310824168953326,0.3382195138594337,26,0.05887356953568564,0.09052906207728198,0.12784775465498374,26,0.10686881975299026,0.16864324312569856,0.21805722552209006,26,0.0,1.0,2.0,26,0.0,0.5,1.0,26,2.0,2.0,2.0,26,1.0,1.0,1.0,26,0.0,1.0,2.0,26,0.3157894736842105,0.5,0.2894736842105263,0.05263157894736842,0.0
CLOCK_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,10,38,0.15329019942552316,0.19558773190822187,0.25228908607778017,22,-0.04670980057447685,-0.004412268091778124,0.05228908607778016,22,0.2612921868932153,0.3023299795089527,0.34268631224760293,22,0.09124259803843766,0.10283376000017569,0.13489583333333455,22,0.09627339710802103,0.18425127764571458,0.22914988410080522,22,0.0,1.5,3.0,22,0.0,0.5,1.0,22,3.0,3.0,3.0,22,1.0,1.0,1.0,22,0.0,0.0,3.0,22,0.42105263157894735,0.4473684210526316,0.3157894736842105,0.05263157894736842,0.0
CLOCK_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,15,38,0.16414987547201051,0.21597467883075677,0.29623948382201737,19,-0.035850124527989496,0.01597467883075676,0.09623948382201733,19,0.2723997138614433,0.32206759443339944,0.3441142726021086,19,0.10496298373969748,0.12195121951219512,0.16782100448624526,19,0.10465799786248581,0.1724489795918329,0.22619801169040674,19,0.5,2.0,3.0,19,0.125,0.5,0.75,19,4.0,4.0,4.0,19,1.0,1.0,1.0,19,0.0,1.0,1.5,19,0.5,0.42105263157894735,0.2894736842105263,0.07894736842105263,0.0
CLOCK_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,30,38,0.17072051399724583,0.20102040816326727,0.24347362812999285,13,-0.02927948600275418,0.0010204081632672612,0.043473628129992836,13,0.2934586194434418,0.32206759443339944,0.33822854520422224,13,0.14274890134869023,0.18767454850120904,0.22448979591836526,13,0.08730512249443424,0.16119605186762181,0.20242040588344964,13,1.0,3.0,4.0,13,0.14285714285714285,0.42857142857142855,0.5714285714285714,13,7.0,7.0,7.0,13,1.0,1.0,1.0,13,0.0,1.0,2.0,13,0.6578947368421053,0.34210526315789475,0.23684210526315788,0.13157894736842105,0.0
CLOCK_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,60,38,0.150629919977434,0.19648006328825507,0.24917395812965087,8,-0.049370080022566015,-0.003519936711744956,0.049173958129650856,8,0.3334139350825143,0.33807722177358707,0.35722780277822475,8,0.19339413848802467,0.2121048523226466,0.2307391646290034,8,0.08705605983358612,0.13980901749818914,0.2123586174824959,8,2.0,5.5,7.75,8,0.15384615384615385,0.42307692307692313,0.5961538461538461,8,13.0,13.0,13.0,8,1.0,1.0,1.0,8,0.0,0.5,7.0,8,0.7894736842105263,0.21052631578947367,0.21052631578947367,0.07894736842105263,0.0
CLOCK_SUPPORT,external,REC_H2,E20_STALLER,5,23,0.0746967439880824,0.124856376867098,0.1749781277340334,21,-0.1253032560119176,-0.07514362313290202,-0.02502187226596661,21,0.22531645569620382,0.24779990736452195,0.3047473200612571,21,0.0849703060758327,0.13481424741478487,0.15783320342946291,21,0.1428327645051156,0.19788583509514043,0.2633680555555583,21,0.0,0.0,1.0,21,0.0,0.0,0.5,21,2.0,2.0,2.0,21,1.0,1.0,1.0,21,0.0,0.0,0.0,21,0.08695652173913043,0.43478260869565216,0.30434782608695654,0.34782608695652173,0.0
CLOCK_SUPPORT,external,REC_H2,E20_STALLER,10,23,-0.008726003490393455,0.08899712198361742,0.15000000000000135,21,-0.20872600349039347,-0.11100287801638259,-0.04999999999999866,21,0.22531645569620382,0.2596109309865691,0.3047473200612571,21,0.11435967717374837,0.18468468468468185,0.28010471204188286,21,0.1428327645051156,0.21073549566011854,0.3083209193445427,21,0.0,0.0,1.0,21,0.0,0.0,0.3333333333333333,21,2.0,3.0,3.0,21,0.6666666666666666,1.0,1.0,21,0.0,0.0,0.0,21,0.08695652173913043,0.5217391304347826,0.30434782608695654,0.5217391304347826,0.30434782608695654
CLOCK_SUPPORT,external,REC_H2,E20_STALLER,15,23,0.03709458787305708,0.1348639075911797,0.2026858706255192,14,-0.16290541212694293,-0.06513609240882032,0.002685870625519199,14,0.2275741328930495,0.2800090080570429,0.3169234740683139,14,0.11904469236172384,0.1848343156690891,0.22923455841003548,14,0.13649798456491619,0.19319123888602452,0.23486532982905192,14,0.0,1.0,2.5,14,0.0,0.25,0.625,14,4.0,4.0,4.0,14,1.0,1.0,1.0,14,0.0,0.0,0.75,14,0.391304347826087,0.391304347826087,0.2608695652173913,0.30434782608695654,0.08695652173913043
CLOCK_SUPPORT,external,REC_H2,E20_STALLER,30,23,0.11984091638102781,0.1424479086595169,0.194148525551953,8,-0.0801590836189722,-0.0575520913404831,-0.0058514744480470254,8,0.26497360836701495,0.3063229896563246,0.3519582773387608,8,0.15099022624602626,0.22526729352720104,0.23032198865532183,8,0.16222461673937583,0.19203956516243173,0.22443130852221568,8,1.0,3.5,4.0,8,0.14285714285714285,0.5,0.5714285714285714,8,7.0,7.0,7.0,8,1.0,1.0,1.0,8,0.0,0.0,0.25,8,0.6521739130434783,0.30434782608695654,0.21739130434782608,0.17391304347826086,0.043478260869565216
CLOCK_SUPPORT,external,REC_H2,E20_STALLER,60,23,0.15438946357195565,0.18975642308975904,0.22445674020477546,4,-0.045610536428044364,-0.010243576910240984,0.024456740204775437,4,0.30342153176798703,0.33247788470885553,0.3609794486473519,4,0.19504445390272035,0.2407907907907903,0.25658998507539493,4,0.1562812001440995,0.18772494124508904,0.2204204204204186,4,3.75,5.0,6.25,4,0.2884615384615385,0.38461538461538464,0.4807692307692308,4,13.0,13.0,13.0,4,1.0,1.0,1.0,4,0.0,1.0,2.25,4,0.8260869565217391,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.0
CLOCK_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,5,28,0.14318380034438855,0.2011445872101612,0.23090270151548342,12,-0.056816199655611466,0.0011445872101611826,0.030902701515483424,12,0.243904414457559,0.2647737639116927,0.29807482641877425,12,0.059820766421082236,0.09198463781515609,0.10722113866443354,12,0.07059447983015113,0.07993807388426223,0.15117760455954746,12,0.0,1.0,1.25,12,0.0,0.5,0.625,12,2.0,2.0,2.0,12,1.0,1.0,1.0,12,0.0,0.5,1.25,12,0.5714285714285714,0.2857142857142857,0.10714285714285714,0.07142857142857142,0.0
CLOCK_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,10,28,0.1887617712200643,0.215250965250963,0.2283506270408171,10,-0.011238228779935716,0.015250965250962992,0.02835062704081709,10,0.24279140488568782,0.29315463003987413,0.314798439651639,10,0.06795313116993895,0.10087549588633912,0.11724550729536366,10,0.06797593772116535,0.07725779967159471,0.13910593286669196,10,1.0,1.5,2.0,10,0.3333333333333333,0.5,0.6666666666666666,10,3.0,3.0,3.0,10,1.0,1.0,1.0,10,0.25,1.0,2.0,10,0.6428571428571429,0.25,0.17857142857142858,0.07142857142857142,0.0
CLOCK_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,15,28,0.23283793347487766,0.25324675324675255,0.2790697674418524,9,0.03283793347487765,0.05324675324675254,0.0790697674418524,9,0.2848837209302274,0.30270270270269817,0.3264604810996626,9,0.09544468546637666,0.1099656357388294,0.124338624338624,9,0.06666666666667247,0.08095238095238023,0.1484536082474187,9,1.0,2.0,3.0,9,0.25,0.5,0.75,9,4.0,4.0,4.0,9,1.0,1.0,1.0,9,1.0,2.0,3.0,9,0.6785714285714286,0.32142857142857145,0.17857142857142858,0.07142857142857142,0.0
CLOCK_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,30,28,0.13979698400100032,0.165097653505689,0.1972402597402598,6,-0.060203015998999694,-0.034902346494310996,-0.002759740259740212,6,0.29592297088433056,0.30394875394875065,0.3140906333581498,6,0.1583245583245616,0.17140747304681597,0.17988826107887787,6,0.07564350064350372,0.09101714874512558,0.10272949552790987,6,3.25,4.0,4.75,6,0.46428571428571425,0.5714285714285714,0.6785714285714286,6,7.0,7.0,7.0,6,1.0,1.0,1.0,6,0.0,0.0,0.75,6,0.7857142857142857,0.21428571428571427,0.14285714285714285,0.03571428571428571,0.0
CLOCK_SUPPORT,reference_validation,REC_H2,E20_TO_E40_CONTINUATION,60,28,0.19459459459459133,0.23280423280423154,0.2658423493044821,5,-0.005405405405408681,0.03280423280423153,0.06584234930448207,5,0.29366306027820804,0.30270270270269817,0.3835978835978842,5,0.18083462132921424,0.18121693121693178,0.21311475409836272,5,0.08095238095238023,0.10108191653787092,0.13442622950819572,5,6.0,8.0,11.0,5,0.46153846153846156,0.6153846153846154,0.8461538461538461,5,13.0,13.0,13.0,5,1.0,1.0,1.0,5,0.0,5.0,7.0,5,0.8214285714285714,0.17857142857142858,0.10714285714285714,0.07142857142857142,0.0
CLOCK_SUPPORT,reference_validation,REC_H2,E20_STALLER,5,27,0.09947552447552521,0.15258048924571982,0.2042412301192315,24,-0.1005244755244748,-0.047419510754280206,0.004241230119231512,24,0.22014252563580106,0.2418070492687408,0.2922794117647051,24,0.08003513520903643,0.11980442593499882,0.1489999637668042,24,0.11926030977116966,0.146830115991792,0.19645408947879034,24,0.0,0.0,1.0,24,0.0,0.0,0.5,24,2.0,2.0,2.0,24,1.0,1.0,1.0,24,0.0,0.0,1.0,24,0.1111111111111111,0.37037037037037035,0.18518518518518517,0.3333333333333333,0.07407407407407407
CLOCK_SUPPORT,reference_validation,REC_H2,E20_STALLER,10,27,0.06757324953528648,0.10314971366239271,0.16031209781209732,22,-0.13242675046471353,-0.0968502863376073,-0.039687902187902704,22,0.22659266409266193,0.2418070492687408,0.2915066026410587,22,0.11518581907090644,0.14234887919098604,0.18656673993782588,22,0.1285709046454777,0.14924436840605315,0.19161996404779527,22,0.0,0.0,1.0,22,0.0,0.0,0.3333333333333333,22,3.0,3.0,3.0,22,1.0,1.0,1.0,22,0.0,0.0,0.0,22,0.18518518518518517,0.37037037037037035,0.18518518518518517,0.4444444444444444,0.0
CLOCK_SUPPORT,reference_validation,REC_H2,E20_STALLER,15,27,0.022142588462882546,0.10817241379310771,0.14058135171569971,22,-0.17785741153711745,-0.0918275862068923,-0.0594186482843003,22,0.2280243087417981,0.2418070492687408,0.2915066026410587,22,0.12406548951134791,0.1686176142697864,0.2370226805158313,22,0.13902123552123485,0.190007882412928,0.20772344094261808,22,0.0,0.0,1.0,22,0.0,0.0,0.25,22,4.0,4.0,4.0,22,1.0,1.0,1.0,22,0.0,0.0,0.0,22,0.18518518518518517,0.37037037037037035,0.18518518518518517,0.5555555555555556,0.14814814814814814
CLOCK_SUPPORT,reference_validation,REC_H2,E20_STALLER,30,27,0.034465945981306936,0.094889899684423,0.18341536869477154,14,-0.16553405401869306,-0.10511010031557701,-0.016584631305228484,14,0.22681774503522997,0.24082661744180545,0.2990723079590787,14,0.1424761227392828,0.18181286412877024,0.2545628326713684,14,0.14711440764072486,0.18911002444987746,0.21492440258116316,14,0.0,1.0,1.0,14,0.0,0.14285714285714285,0.14285714285714285,14,7.0,7.0,7.0,14,1.0,1.0,1.0,14,0.0,0.0,0.0,14,0.48148148148148145,0.2222222222222222,0.14814814814814814,0.37037037037037035,0.07407407407407407
CLOCK_SUPPORT,reference_validation,REC_H2,E20_STALLER,60,27,0.0697339716398033,0.11356037891049763,0.23422189349112504,6,-0.1302660283601967,-0.08643962108950239,0.03422189349112502,6,0.2805075187969896,0.3397133757961781,0.3808182263596267,6,0.16928608151723792,0.24152941619869533,0.2650765226676159,6,0.12333065778650514,0.15827345603130305,0.18134749034748943,6,1.5,3.0,3.75,6,0.11538461538461539,0.23076923076923078,0.2884615384615385,6,13.0,13.0,13.0,6,1.0,1.0,1.0,6,0.0,0.0,1.5,6,0.7777777777777778,0.18518518518518517,0.14814814814814814,0.14814814814814814,0.0
REF_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,5,33,0.15591821765838335,0.20250400148040634,0.23511133077474636,14,-0.04408178234161667,0.0025040014804063315,0.03511133077474634,14,0.24464751366277154,0.2583526800927286,0.3099353368962329,14,0.06921031612577724,0.08752260941388008,0.13623265114090546,14,0.09623922710186116,0.1925381314366874,0.2480654087566374,14,0.0,1.0,1.75,14,0.0,0.5,0.875,14,2.0,2.0,2.0,14,1.0,1.0,1.0,14,0.0,0.5,1.75,14,0.5757575757575758,0.24242424242424243,0.12121212121212122,0.06060606060606061,0.0
REF_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,10,33,0.16844591152678307,0.2035766271574161,0.23064944471269883,11,-0.03155408847321696,0.003576627157416079,0.0306494447126988,11,0.2492776796738147,0.2823871906841349,0.3200295080208133,11,0.10486969520774045,0.14403669724770274,0.16884687293691328,11,0.10477766182675367,0.19043460178831165,0.23292093227419114,11,0.0,2.0,2.0,11,0.0,0.6666666666666666,0.6666666666666666,11,3.0,3.0,3.0,11,1.0,1.0,1.0,11,0.0,1.0,2.0,11,0.6666666666666666,0.24242424242424243,0.15151515151515152,0.06060606060606061,0.0
REF_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,15,33,0.17640499553969563,0.2302631578947358,0.23448275862068602,9,-0.02359500446030438,0.030263157894735798,0.034482758620686005,9,0.27297056199821934,0.3146788990825645,0.3320856726970283,9,0.10771276595744672,0.162403826159286,0.1825688073394472,9,0.10405073649754255,0.1347587719298261,0.26266726137377716,9,1.0,2.0,3.0,9,0.25,0.5,0.75,9,4.0,4.0,4.0,9,1.0,1.0,1.0,9,0.0,1.0,2.0,9,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.06060606060606061,0.0
REF_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,30,33,0.21885827605350022,0.25918128654970596,0.2746737445085705,7,0.018858276053500225,0.05918128654970595,0.07467374450857048,7,0.3215681729455385,0.33777777777777573,0.3778565596011538,7,0.12789147069802148,0.162403826159286,0.19429722213342632,7,0.08338425326619402,0.1347587719298261,0.19521730089415712,7,3.5,4.0,5.0,7,0.5,0.5714285714285714,0.7142857142857143,7,7.0,7.0,7.0,7,1.0,1.0,1.0,7,2.0,4.0,4.0,7,0.7878787878787878,0.21212121212121213,0.21212121212121213,0.030303030303030304,0.0
REF_SUPPORT,external,REC_H2,E20_TO_E40_CONTINUATION,60,33,0.14979080172951648,0.18146972988864157,0.21314865804776664,2,-0.05020919827048352,-0.018530270111358438,0.013148658047766631,2,0.4174156215716227,0.46448397759947185,0.511552333627321,2,0.28572826811796814,0.31922114426255416,0.35271402040714017,2,0.22644664099640624,0.2624586802045008,0.2984707194125954,2,7.25,8.5,9.75,2,0.5576923076923077,0.6538461538461539,0.75,2,13.0,13.0,13.0,2,1.0,1.0,1.0,2,1.5,3.0,4.5,2,0.9393939393939394,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.0
REF_SUPPORT,external,REC_H2,E20_STALLER,5,21,0.03803921568626649,0.09110942249240246,0.20245120290512816,21,-0.1619607843137335,-0.10889057750759755,0.0024512029051281525,21,0.23529411764705552,0.28506581933726705,0.31503947621798506,21,0.11594202898550396,0.1854419410745223,0.20050441361916657,21,0.15174262734584604,0.21314589665653297,0.24806881430257993,21,0.0,0.0,1.0,21,0.0,0.0,0.5,21,2.0,2.0,2.0,21,1.0,1.0,1.0,21,0.0,0.0,1.0,21,0.0,0.5714285714285714,0.38095238095238093,0.5238095238095238,0.047619047619047616
REF_SUPPORT,external,REC_H2,E20_STALLER,10,21,0.016590134393607806,0.0667515071683072,0.1906187171761632,20,-0.1834098656063922,-0.13324849283169282,-0.00938128282383683,20,0.23096650104183133,0.2860365789813324,0.3127611618793202,20,0.16204333280701314,0.20096385085742674,0.24652386936419393,20,0.1995482781017659,0.24764891202441625,0.2850873585905661,20,0.0,0.5,2.0,20,0.0,0.16666666666666666,0.6666666666666666,20,3.0,3.0,3.0,20,1.0,1.0,1.0,20,0.0,0.0,0.25,20,0.047619047619047616,0.5238095238095238,0.38095238095238093,0.6666666666666666,0.19047619047619047
REF_SUPPORT,external,REC_H2,E20_STALLER,15,21,-0.004171522696326427,0.09030241418709711,0.16238991348283066,16,-0.20417152269632644,-0.1096975858129029,-0.037610086517169336,16,0.2374366422898259,0.29996146502901244,0.32320432082770595,16,0.19310018580005134,0.21507972053222546,0.2751363714507415,16,0.19949503605673619,0.2386732967221066,0.26814862396514744,16,0.0,1.0,3.0,16,0.0,0.25,0.75,16,3.75,4.0,4.0,16,0.9375,1.0,1.0,16,0.0,0.0,0.0,16,0.23809523809523808,0.5238095238095238,0.38095238095238093,0.5714285714285714,0.19047619047619047
