partition,regime,clock_block,obs_start,obs_end,fill_ts,entry_fraction,entry_price,H,L,R4,stop_r4_fraction,target_r4_fraction,nominal_rr,stop_price,target_price,exit_ts,exit_price,exit_reason,gross_return,net_pnl_usd,win,structural_winner
development,BEAR,04-08,2023-05-12 04:00:00+00:00,2023-05-12 08:00:00+00:00,2023-05-12 05:40:00+00:00,0.05,26543.75,27090.0,26515.0,575.0,0.25,0.25,1.0,26687.5,26400.0,2023-05-12 05:50:00+00:00,26400.0,TP,0.005415587473510714,2.307793736755357,True,True
development,BULL,20-00,2023-05-15 20:00:00+00:00,2023-05-16 00:00:00+00:00,2023-05-15 21:35:00+00:00,0.05,27318.07,27650.0,27300.6,349.40000000000146,0.15,0.15,1.0,27370.48,27265.66,2023-05-15 21:35:00+00:00,27370.48,STOP_FILL_BAR,-0.001918510348644683,-1.3592551743223416,False,True
development,SIDEWAYS,12-16,2023-05-16 12:00:00+00:00,2023-05-16 16:00:00+00:00,2023-05-16 13:35:00+00:00,0.05,26993.38,27274.2,26978.6,295.6000000000022,0.3,0.3,1.0,27082.06,26904.7,2023-05-16 13:45:00+00:00,27082.06,STOP,-0.003285249939059143,-2.0426249695295717,False,True
development,BEAR,04-08,2023-05-17 04:00:00+00:00,2023-05-17 08:00:00+00:00,2023-05-17 05:50:00+00:00,0.05,26983.14,27238.5,26969.7,268.7999999999993,0.25,0.25,1.0,27050.34,26915.94,2023-05-17 07:45:00+00:00,26915.94,TP,0.002490444032829416,0.8452220164147078,True,True
development,BEAR,08-12,2023-05-19 08:00:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19 10:20:00+00:00,0.1,26816.35,26950.0,26801.5,148.5,0.3,0.3,1.0,26860.899999999998,26771.8,2023-05-19 10:25:00+00:00,26860.899999999998,STOP,-0.0016612999159094834,-1.2306499579547419,False,True
development,BULL,04-08,2023-05-21 04:00:00+00:00,2023-05-21 08:00:00+00:00,2023-05-21 07:10:00+00:00,0.05,27061.9,27288.0,27050.0,238.0,0.25,0.25,1.0,27121.4,27002.4,2023-05-21 08:00:00+00:00,27044.5,TIME,0.0006429703753247722,-0.07851481233761393,False,True
development,SIDEWAYS,04-08,2023-05-24 04:00:00+00:00,2023-05-24 08:00:00+00:00,2023-05-24 07:25:00+00:00,0.05,26672.635,27212.9,26644.2,568.7000000000007,0.25,0.25,1.0,26814.809999999998,26530.46,2023-05-24 08:00:00+00:00,26664.2,TIME,0.0003162417211496979,-0.24187913942515107,False,False
development,BEAR,12-16,2023-05-24 12:00:00+00:00,2023-05-24 16:00:00+00:00,2023-05-24 13:25:00+00:00,0.05,26659.2,26834.0,26650.0,184.0,0.3,0.3,1.0,26714.4,26604.0,2023-05-24 13:40:00+00:00,26604.0,TP,0.0020705797623334805,0.6352898811667403,True,True
development,BULL,16-20,2023-05-29 16:00:00+00:00,2023-05-29 20:00:00+00:00,2023-05-29 16:15:00+00:00,0.05,27589.34,27945.4,27570.6,374.8000000000029,0.25,0.25,1.0,27683.04,27495.64,2023-05-29 17:25:00+00:00,27683.04,STOP,-0.003396239272124695,-2.0981196360623473,False,True
development,BULL,16-20,2023-06-03 16:00:00+00:00,2023-06-03 20:00:00+00:00,2023-06-03 18:05:00+00:00,0.05,27121.51,27340.2,27110.0,230.20000000000076,0.25,0.25,1.0,27179.059999999998,27063.96,2023-06-03 19:50:00+00:00,27063.96,TP,0.002121932001573632,0.660966000786816,True,True
development,BULL,16-20,2023-06-04 16:00:00+00:00,2023-06-04 20:00:00+00:00,2023-06-04 16:25:00+00:00,0.05,27157.0,27290.0,27150.0,140.0,0.25,0.25,1.0,27192.0,27122.0,2023-06-04 17:05:00+00:00,27192.0,STOP,-0.0012888021504584453,-1.0444010752292225,False,False
development,BEAR,04-08,2023-06-05 04:00:00+00:00,2023-06-05 08:00:00+00:00,2023-06-05 06:35:00+00:00,0.05,26773.5,27125.0,26755.0,370.0,0.25,0.25,1.0,26866.0,26681.0,2023-06-05 08:00:00+00:00,26819.2,TIME,-0.0017069116850617486,-1.2534558425308744,False,False
development,BEAR,08-12,2023-06-05 08:00:00+00:00,2023-06-05 12:00:00+00:00,2023-06-05 10:15:00+00:00,0.1,26734.050000000003,26861.4,26719.9,141.5,0.3,0.3,1.0,26776.500000000004,26691.600000000002,2023-06-05 11:00:00+00:00,26691.600000000002,TP,0.0015878626695169913,0.3939313347584956,True,True
development,BULL,12-16,2023-06-07 12:00:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07 15:40:00+00:00,0.05,26362.66,26968.0,26330.8,637.2000000000007,0.3,0.3,1.0,26553.82,26171.5,2023-06-07 15:40:00+00:00,26553.82,STOP_FILL_BAR,-0.007251165094872818,-4.025582547436409,False,True
development,SIDEWAYS,16-20,2023-06-07 16:00:00+00:00,2023-06-07 20:00:00+00:00,2023-06-07 16:25:00+00:00,0.05,26263.5,26900.0,26230.0,670.0,0.25,0.25,1.0,26431.0,26096.0,2023-06-07 17:15:00+00:00,26431.0,STOP,-0.006377672435128601,-3.5888362175643,False,False
development,BEAR,16-20,2023-06-09 16:00:00+00:00,2023-06-09 20:00:00+00:00,2023-06-09 16:25:00+00:00,0.05,26453.71,26775.0,26436.8,338.2000000000007,0.25,0.25,1.0,26538.26,26369.16,2023-06-09 20:00:00+00:00,26400.0,TIME,0.0020303390337309637,0.6151695168654819,True,True
development,BEAR,16-20,2023-06-12 16:00:00+00:00,2023-06-12 20:00:00+00:00,2023-06-12 17:30:00+00:00,0.05,25735.06,25983.2,25722.0,261.2000000000007,0.25,0.25,1.0,25800.36,25669.760000000002,2023-06-12 17:40:00+00:00,25800.36,STOP,-0.0025373945116117574,-1.6686972558058786,False,False
development,BEAR,08-12,2023-06-15 08:00:00+00:00,2023-06-15 12:00:00+00:00,2023-06-15 11:25:00+00:00,0.1,24876.74,25063.4,24856.0,207.40000000000143,0.3,0.3,1.0,24938.960000000003,24814.52,2023-06-15 11:30:00+00:00,24938.960000000003,STOP,-0.0025011315791378277,-1.650565789568914,False,False
development,BULL,12-16,2023-06-17 12:00:00+00:00,2023-06-17 16:00:00+00:00,2023-06-17 14:15:00+00:00,0.05,26464.7,26649.0,26455.0,194.0,0.3,0.3,1.0,26522.9,26406.5,2023-06-17 14:15:00+00:00,26522.9,STOP_FILL_BAR,-0.0021991558566694775,-1.4995779283347388,False,True
development,BULL,08-12,2023-06-18 08:00:00+00:00,2023-06-18 12:00:00+00:00,2023-06-18 10:15:00+00:00,0.1,26478.99,26675.1,26457.2,217.89999999999785,0.3,0.3,1.0,26544.36,26413.620000000003,2023-06-18 12:00:00+00:00,26488.5,TIME,-0.0003591526716086376,-0.5795763358043188,False,False
development,BULL,08-12,2023-06-19 08:00:00+00:00,2023-06-19 12:00:00+00:00,2023-06-19 10:55:00+00:00,0.1,26366.17,26468.5,26354.8,113.70000000000071,0.3,0.3,1.0,26400.28,26332.059999999998,2023-06-19 11:20:00+00:00,26400.28,STOP,-0.0012937032568628884,-1.0468516284314442,False,False
development,BULL,08-12,2023-06-23 08:00:00+00:00,2023-06-23 12:00:00+00:00,2023-06-23 08:10:00+00:00,0.1,29926.99,30079.9,29910.0,169.90000000000146,0.3,0.3,1.0,29977.960000000003,29876.02,2023-06-23 08:15:00+00:00,29977.960000000003,STOP,-0.001703144886939888,-1.251572443469944,False,False
development,BULL,20-00,2023-06-23 20:00:00+00:00,2023-06-24 00:00:00+00:00,2023-06-23 22:00:00+00:00,0.05,30642.975,31440.5,30601.0,839.5,0.15,0.15,1.0,30768.899999999998,30517.05,2023-06-23 22:10:00+00:00,30517.05,TP,0.004109424753960713,1.6547123769803567,True,True
development,BULL,00-04,2023-06-24 00:00:00+00:00,2023-06-24 04:00:00+00:00,2023-06-24 01:25:00+00:00,0.05,30466.215,30943.4,30441.1,502.3000000000029,0.2,0.2,1.0,30566.675,30365.755,2023-06-24 01:50:00+00:00,30566.675,STOP,-0.0032974230635475763,-2.048711531773788,False,False
development,SIDEWAYS,08-12,2023-06-28 08:00:00+00:00,2023-06-28 12:00:00+00:00,2023-06-28 08:10:00+00:00,0.1,30162.25,30479.5,30127.0,352.5,0.3,0.3,1.0,30268.0,30056.5,2023-06-28 08:55:00+00:00,30268.0,STOP,-0.003506038176860148,-2.153019088430074,False,False
development,BULL,00-04,2023-07-12 00:00:00+00:00,2023-07-12 04:00:00+00:00,2023-07-12 01:25:00+00:00,0.05,30500.16,30640.0,30492.8,147.20000000000073,0.2,0.2,1.0,30529.6,30470.72,2023-07-12 01:25:00+00:00,30529.6,STOP_FILL_BAR,-0.0009652408380808065,-0.8826204190404032,False,True
development,BEAR,04-08,2023-07-13 04:00:00+00:00,2023-07-13 08:00:00+00:00,2023-07-13 04:55:00+00:00,0.05,30265.395,30423.0,30257.1,165.90000000000146,0.25,0.25,1.0,30306.870000000003,30223.92,2023-07-13 05:20:00+00:00,30306.870000000003,STOP,-0.0013703769602214735,-1.0851884801107368,False,True
development,BEAR,12-16,2023-07-15 12:00:00+00:00,2023-07-15 16:00:00+00:00,2023-07-15 14:25:00+00:00,0.05,30263.955,30360.0,30258.9,101.09999999999854,0.3,0.3,1.0,30294.285,30233.625000000004,2023-07-15 14:30:00+00:00,30294.285,STOP,-0.0010021822990418175,-0.9010911495209087,False,False
development,BEAR,12-16,2023-07-19 12:00:00+00:00,2023-07-19 16:00:00+00:00,2023-07-19 14:10:00+00:00,0.05,29861.51,30038.4,29852.2,186.20000000000076,0.3,0.3,1.0,29917.37,29805.649999999998,2023-07-19 14:15:00+00:00,29917.37,STOP,-0.0018706354769065792,-1.3353177384532895,False,True
development,BEAR,12-16,2023-07-22 12:00:00+00:00,2023-07-22 16:00:00+00:00,2023-07-22 12:30:00+00:00,0.05,29853.985,29969.6,29847.9,121.69999999999708,0.3,0.3,1.0,29890.495,29817.475000000002,2023-07-22 12:50:00+00:00,29817.475000000002,TP,0.0012229523127313957,0.21147615636569783,True,True
development,BEAR,16-20,2023-07-22 16:00:00+00:00,2023-07-22 20:00:00+00:00,2023-07-22 18:00:00+00:00,0.05,29811.02,29895.0,29806.6,88.40000000000146,0.25,0.25,1.0,29833.120000000003,29788.92,2023-07-22 18:10:00+00:00,29788.92,TP,0.0007413365929781062,-0.029331703510946938,False,True
development,BEAR,00-04,2023-08-04 00:00:00+00:00,2023-08-04 04:00:00+00:00,2023-08-04 02:05:00+00:00,0.05,29160.12,29352.4,29150.0,202.40000000000143,0.2,0.2,1.0,29200.6,29119.64,2023-08-04 02:20:00+00:00,29119.64,TP,0.001388197305086521,0.2940986525432605,True,True
development,SIDEWAYS,16-20,2023-08-10 16:00:00+00:00,2023-08-10 20:00:00+00:00,2023-08-10 17:15:00+00:00,0.05,29397.49,29729.8,29380.0,349.7999999999993,0.25,0.25,1.0,29484.940000000002,29310.04,2023-08-10 17:30:00+00:00,29310.04,TP,0.0029747437621375403,1.08737188106877,True,False
development,BEAR,08-12,2023-08-11 08:00:00+00:00,2023-08-11 12:00:00+00:00,2023-08-11 10:55:00+00:00,0.1,29378.76,29481.9,29367.3,114.60000000000218,0.3,0.3,1.0,29413.14,29344.379999999997,2023-08-11 11:40:00+00:00,29413.14,STOP,-0.001170233188875263,-0.9851165944376316,False,False
development,BEAR,12-16,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,2023-08-13 13:25:00+00:00,0.05,29363.935,29400.7,29362.0,38.70000000000073,0.3,0.3,1.0,29375.545000000002,29352.325,2023-08-13 14:35:00+00:00,29375.545000000002,STOP,-0.00039538297574901257,-0.5976914878745063,False,True
development,BEAR,04-08,2023-08-15 04:00:00+00:00,2023-08-15 08:00:00+00:00,2023-08-15 05:40:00+00:00,0.05,29360.43,29446.5,29355.9,90.59999999999854,0.25,0.25,1.0,29383.08,29337.78,2023-08-15 07:40:00+00:00,29383.08,STOP,-0.0007714464672350322,-0.7857232336175162,False,True
development,BEAR,12-16,2023-08-16 12:00:00+00:00,2023-08-16 16:00:00+00:00,2023-08-16 13:30:00+00:00,0.05,29092.15,29209.0,29086.0,123.0,0.3,0.3,1.0,29129.050000000003,29055.25,2023-08-16 13:30:00+00:00,29129.050000000003,STOP_FILL_BAR,-0.0012683833955208347,-1.0341916977604173,False,True
development,BEAR,00-04,2023-08-17 00:00:00+00:00,2023-08-17 04:00:00+00:00,2023-08-17 00:15:00+00:00,0.05,28726.465,29132.4,28705.1,427.3000000000029,0.2,0.2,1.0,28811.925,28641.005,2023-08-17 00:35:00+00:00,28641.005,TP,0.0029749570648528846,1.0874785324264424,True,True
development,BEAR,00-04,2023-08-19 00:00:00+00:00,2023-08-19 04:00:00+00:00,2023-08-19 02:10:00+00:00,0.05,26001.775,26235.0,25989.5,245.5,0.2,0.2,1.0,26050.875,25952.675000000003,2023-08-19 02:25:00+00:00,26050.875,STOP,-0.0018883326234458433,-1.3441663117229217,False,True
development,BEAR,08-12,2023-08-21 08:00:00+00:00,2023-08-21 12:00:00+00:00,2023-08-21 09:45:00+00:00,0.1,26003.94,26174.4,25985.0,189.40000000000143,0.3,0.3,1.0,26060.76,25947.12,2023-08-21 10:10:00+00:00,25947.12,TP,0.002185053495739481,0.6925267478697404,True,True
development,BEAR,16-20,2023-09-03 16:00:00+00:00,2023-09-03 20:00:00+00:00,2023-09-03 16:50:00+00:00,0.05,25818.41,26115.0,25802.8,312.2000000000007,0.25,0.25,1.0,25896.46,25740.36,2023-09-03 18:10:00+00:00,25896.46,STOP,-0.003023036662598482,-1.911518331299241,False,False
development,BEAR,00-04,2023-09-04 00:00:00+00:00,2023-09-04 04:00:00+00:00,2023-09-04 00:25:00+00:00,0.05,25926.01,26135.2,25915.0,220.20000000000076,0.2,0.2,1.0,25970.05,25881.969999999998,2023-09-04 00:50:00+00:00,25881.969999999998,TP,0.0016986802057085096,0.44934010285425474,True,True
development,BULL,00-04,2023-09-10 00:00:00+00:00,2023-09-10 04:00:00+00:00,2023-09-10 01:15:00+00:00,0.05,25846.94,25908.5,25843.7,64.79999999999927,0.2,0.2,1.0,25859.899999999998,25833.98,2023-09-10 01:25:00+00:00,25833.98,TP,0.0005014133201067177,-0.14929333994664112,False,True
development,BEAR,12-16,2023-09-10 12:00:00+00:00,2023-09-10 16:00:00+00:00,2023-09-10 12:30:00+00:00,0.05,25783.805,25856.1,25780.0,76.09999999999854,0.3,0.3,1.0,25806.635,25760.975000000002,2023-09-10 13:20:00+00:00,25760.975000000002,TP,0.0008854395229873212,0.04271976149366058,True,True
development,BULL,04-08,2023-09-20 04:00:00+00:00,2023-09-20 08:00:00+00:00,2023-09-20 04:10:00+00:00,0.05,27085.74,27381.0,27070.2,310.7999999999993,0.25,0.25,1.0,27163.440000000002,27008.04,2023-09-20 05:55:00+00:00,27008.04,TP,0.002868668162656834,1.0343340813284172,True,True
development,BEAR,00-04,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2023-09-25 00:30:00+00:00,0.05,26102.55,26512.0,26081.0,431.0,0.2,0.2,1.0,26188.75,26016.35,2023-09-25 00:55:00+00:00,26188.75,STOP,-0.0033023593480330745,-2.051179674016537,False,True
development,BEAR,00-04,2023-09-26 00:00:00+00:00,2023-09-26 04:00:00+00:00,2023-09-26 00:40:00+00:00,0.05,26257.22,26440.0,26247.6,192.40000000000143,0.2,0.2,1.0,26295.7,26218.74,2023-09-26 02:00:00+00:00,26295.7,STOP,-0.0014655016791571827,-1.1327508395785912,False,True
development,BULL,16-20,2023-10-01 16:00:00+00:00,2023-10-01 20:00:00+00:00,2023-10-01 17:35:00+00:00,0.05,27075.015000000003,27219.7,27067.4,152.29999999999927,0.25,0.25,1.0,27113.090000000004,27036.940000000002,2023-10-01 17:45:00+00:00,27036.940000000002,TP,0.0014062780759309173,0.3031390379654586,True,True
development,BULL,04-08,2023-10-05 04:00:00+00:00,2023-10-05 08:00:00+00:00,2023-10-05 04:10:00+00:00,0.05,27643.95,27890.0,27631.0,259.0,0.25,0.25,1.0,27708.7,27579.2,2023-10-05 07:20:00+00:00,27579.2,TP,0.002342284659030276,0.771142329515138,True,True
development,BULL,16-20,2023-10-05 16:00:00+00:00,2023-10-05 20:00:00+00:00,2023-10-05 16:25:00+00:00,0.05,27416.5,28110.0,27380.0,730.0,0.25,0.25,1.0,27599.0,27234.0,2023-10-05 20:00:00+00:00,27457.1,TIME,-0.0014808600660185854,-1.1404300330092927,False,True
development,BULL,08-12,2023-10-08 08:00:00+00:00,2023-10-08 12:00:00+00:00,2023-10-08 09:35:00+00:00,0.1,27884.29,28061.5,27864.6,196.90000000000143,0.3,0.3,1.0,27943.36,27825.22,2023-10-08 09:50:00+00:00,27825.22,TP,0.0021183971332961933,0.6591985666480965,True,True
development,BULL,00-04,2023-10-09 00:00:00+00:00,2023-10-09 04:00:00+00:00,2023-10-09 01:10:00+00:00,0.05,27789.815,27968.7,27780.4,188.29999999999927,0.2,0.2,1.0,27827.475,27752.155,2023-10-09 01:25:00+00:00,27827.475,STOP,-0.0013551727494407523,-1.0775863747203762,False,False
development,SIDEWAYS,08-12,2023-10-09 08:00:00+00:00,2023-10-09 12:00:00+00:00,2023-10-09 08:10:00+00:00,0.1,27813.4,27934.0,27800.0,134.0,0.3,0.3,1.0,27853.600000000002,27773.2,2023-10-09 08:30:00+00:00,27773.2,TP,0.0014453464876642455,0.3226732438321227,True,True
development,BEAR,04-08,2023-10-11 04:00:00+00:00,2023-10-11 08:00:00+00:00,2023-10-11 07:50:00+00:00,0.05,27023.38,27467.6,27000.0,467.59999999999854,0.25,0.25,1.0,27140.28,26906.480000000003,2023-10-11 08:00:00+00:00,27012.8,TIME,0.0003915128307414448,-0.2042435846292776,False,False
development,BEAR,08-12,2023-10-12 08:00:00+00:00,2023-10-12 12:00:00+00:00,2023-10-12 08:30:00+00:00,0.1,26782.91,26909.9,26768.8,141.10000000000218,0.3,0.3,1.0,26825.24,26740.579999999998,2023-10-12 09:20:00+00:00,26740.579999999998,TP,0.001580485466291816,0.39024273314590807,True,True
development,BEAR,16-20,2023-10-12 16:00:00+00:00,2023-10-12 20:00:00+00:00,2023-10-12 17:00:00+00:00,0.05,26618.585,26853.9,26606.2,247.70000000000076,0.25,0.25,1.0,26680.51,26556.66,2023-10-12 17:00:00+00:00,26680.51,STOP_FILL_BAR,-0.002326382112347417,-1.5631910561737086,False,True
development,BEAR,04-08,2023-10-14 04:00:00+00:00,2023-10-14 08:00:00+00:00,2023-10-14 07:15:00+00:00,0.05,26836.395,26986.4,26828.5,157.90000000000146,0.25,0.25,1.0,26875.870000000003,26796.92,2023-10-14 08:00:00+00:00,26860.5,TIME,-0.0008982204949658687,-0.8491102474829344,False,False
development,BULL,00-04,2023-10-17 00:00:00+00:00,2023-10-17 04:00:00+00:00,2023-10-17 03:50:00+00:00,0.05,28241.33,28633.3,28220.7,412.59999999999854,0.2,0.2,1.0,28323.850000000002,28158.81,2023-10-17 04:00:00+00:00,28259.9,TIME,-0.0006575469356436013,-0.7287734678218007,False,False
development,BULL,00-04,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,2023-10-18 00:30:00+00:00,0.05,28369.215,28544.3,28360.0,184.29999999999927,0.2,0.2,1.0,28406.075,28332.355,2023-10-18 00:30:00+00:00,28406.075,STOP_FILL_BAR,-0.0012992957330684187,-1.0496478665342095,False,True
development,BULL,16-20,2023-10-20 16:00:00+00:00,2023-10-20 20:00:00+00:00,2023-10-20 19:25:00+00:00,0.05,29385.575,29900.0,29358.5,541.5,0.25,0.25,1.0,29520.95,29250.2,2023-10-20 19:50:00+00:00,29520.95,STOP,-0.004606852171516127,-2.703426085758063,False,False
development,BULL,12-16,2023-10-22 12:00:00+00:00,2023-10-22 16:00:00+00:00,2023-10-22 15:50:00+00:00,0.05,29772.8,29981.8,29761.8,220.0,0.3,0.3,1.0,29838.8,29706.8,2023-10-22 16:00:00+00:00,29815.3,TIME,-0.0014274774290627687,-1.1137387145313844,False,False
development,BULL,08-12,2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 09:45:00+00:00,0.1,34442.47,34809.4,34401.7,407.7000000000044,0.3,0.3,1.0,34564.780000000006,34320.159999999996,2023-10-26 10:05:00+00:00,34320.159999999996,TP,0.003551139044325362,1.3755695221626811,True,True
development,BULL,04-08,2023-10-30 04:00:00+00:00,2023-10-30 08:00:00+00:00,2023-10-30 07:30:00+00:00,0.05,34198.99,34578.8,34179.0,399.8000000000029,0.25,0.25,1.0,34298.94,34099.03999999999,2023-10-30 08:00:00+00:00,34191.7,TIME,0.00021316418993662893,-0.2934179050316855,False,False
development,SIDEWAYS,04-08,2023-10-31 04:00:00+00:00,2023-10-31 08:00:00+00:00,2023-10-31 04:45:00+00:00,0.05,34226.83,34620.7,34206.1,414.59999999999854,0.25,0.25,1.0,34330.48,34123.18,2023-10-31 05:45:00+00:00,34330.48,STOP,-0.003028326023765609,-1.9141630118828044,False,True
development,BULL,00-04,2023-11-01 00:00:00+00:00,2023-11-01 04:00:00+00:00,2023-11-01 03:10:00+00:00,0.05,34454.76,34744.7,34439.5,305.1999999999971,0.2,0.2,1.0,34515.8,34393.72,2023-11-01 04:00:00+00:00,34430.0,TIME,0.0007186234935318672,-0.040688253234066385,False,True
development,BULL,04-08,2023-11-01 04:00:00+00:00,2023-11-01 08:00:00+00:00,2023-11-01 05:05:00+00:00,0.05,34420.28,34684.0,34406.4,277.59999999999854,0.25,0.25,1.0,34489.68,34350.88,2023-11-01 05:55:00+00:00,34350.88,TP,0.002016253208864119,0.6081266044320596,True,True
development,SIDEWAYS,08-12,2023-11-03 08:00:00+00:00,2023-11-03 12:00:00+00:00,2023-11-03 09:00:00+00:00,0.1,34340.09,34700.0,34300.1,399.9000000000015,0.3,0.3,1.0,34460.06,34220.119999999995,2023-11-03 09:55:00+00:00,34220.119999999995,TP,0.003493584320833206,1.3467921604166029,True,True
development,BULL,12-16,2023-11-04 12:00:00+00:00,2023-11-04 16:00:00+00:00,2023-11-04 14:00:00+00:00,0.05,34679.265,34880.0,34668.7,211.3000000000029,0.3,0.3,1.0,34742.655,34615.875,2023-11-04 14:30:00+00:00,34742.655,STOP,-0.001827893411235775,-1.3139467056178875,False,True
development,BULL,16-20,2023-11-06 16:00:00+00:00,2023-11-06 20:00:00+00:00,2023-11-06 17:35:00+00:00,0.05,34929.525,35281.5,34911.0,370.5,0.25,0.25,1.0,35022.15,34836.9,2023-11-06 18:15:00+00:00,34836.9,TP,0.002651768095901676,0.925884047950838,True,True
development,BULL,00-04,2023-11-11 00:00:00+00:00,2023-11-11 04:00:00+00:00,2023-11-11 01:45:00+00:00,0.05,37104.5,37570.0,37080.0,490.0,0.2,0.2,1.0,37202.5,37006.5,2023-11-11 01:45:00+00:00,37202.5,STOP_FILL_BAR,-0.002641189074101524,-1.7205945370507618,False,True
development,BEAR,12-16,2023-11-14 12:00:00+00:00,2023-11-14 16:00:00+00:00,2023-11-14 12:10:00+00:00,0.05,36284.285,36779.9,36258.2,521.7000000000044,0.3,0.3,1.0,36440.795000000006,36127.775,2023-11-14 13:00:00+00:00,36440.795000000006,STOP,-0.00431343762182449,-2.556718810912245,False,True
development,BULL,04-08,2023-11-16 04:00:00+00:00,2023-11-16 08:00:00+00:00,2023-11-16 05:05:00+00:00,0.05,37383.935000000005,37956.5,37353.8,602.6999999999971,0.25,0.25,1.0,37534.61,37233.26000000001,2023-11-16 06:50:00+00:00,37534.61,STOP,-0.004030474587546646,-2.415237293773323,False,False
development,BEAR,08-12,2023-11-17 08:00:00+00:00,2023-11-17 12:00:00+00:00,2023-11-17 10:45:00+00:00,0.1,36183.130000000005,36537.1,36143.8,393.2999999999956,0.3,0.3,1.0,36301.12,36065.14000000001,2023-11-17 10:50:00+00:00,36301.12,STOP,-0.0032609119222134168,-2.0304559611067083,False,False
development,BULL,00-04,2023-11-19 00:00:00+00:00,2023-11-19 04:00:00+00:00,2023-11-19 01:20:00+00:00,0.05,36463.5,36720.0,36450.0,270.0,0.2,0.2,1.0,36517.5,36409.5,2023-11-19 01:30:00+00:00,36409.5,TP,0.001480932987782303,0.34046649389115147,True,True
development,BULL,12-16,2023-11-20 12:00:00+00:00,2023-11-20 16:00:00+00:00,2023-11-20 14:05:00+00:00,0.05,37088.87,37445.5,37070.1,375.4000000000015,0.3,0.3,1.0,37201.490000000005,36976.25,2023-11-20 14:10:00+00:00,36976.25,TP,0.0030364904619634573,1.1182452309817288,True,True
development,BULL,12-16,2023-11-21 12:00:00+00:00,2023-11-21 16:00:00+00:00,2023-11-21 12:30:00+00:00,0.05,37170.175,37439.5,37156.0,283.5,0.3,0.3,1.0,37255.225000000006,37085.125,2023-11-21 13:40:00+00:00,37085.125,TP,0.0022881248205046897,0.7440624102523449,True,True
development,BULL,08-12,2023-11-25 08:00:00+00:00,2023-11-25 12:00:00+00:00,2023-11-25 10:05:00+00:00,0.1,37720.34,37830.5,37708.1,122.40000000000146,0.3,0.3,1.0,37757.06,37683.619999999995,2023-11-25 10:15:00+00:00,37683.619999999995,TP,0.0009734800905824594,0.08674004529122964,True,True
development,BEAR,12-16,2023-11-27 12:00:00+00:00,2023-11-27 16:00:00+00:00,2023-11-27 13:35:00+00:00,0.05,36861.16,37457.0,36829.8,627.1999999999971,0.3,0.3,1.0,37049.32,36673.00000000001,2023-11-27 15:20:00+00:00,37049.32,STOP,-0.005104559921608441,-2.9522799608042205,False,True
development,BULL,00-04,2023-12-03 00:00:00+00:00,2023-12-03 04:00:00+00:00,2023-12-03 03:45:00+00:00,0.05,39293.51,39725.0,39270.8,454.1999999999971,0.2,0.2,1.0,39384.35,39202.670000000006,2023-12-03 04:00:00+00:00,39376.0,TIME,-0.0020993288713580934,-1.449664435679047,False,False
development,BULL,04-08,2023-12-06 04:00:00+00:00,2023-12-06 08:00:00+00:00,2023-12-06 05:55:00+00:00,0.05,43598.745,44160.1,43569.2,590.9000000000015,0.25,0.25,1.0,43746.47,43451.020000000004,2023-12-06 06:20:00+00:00,43451.020000000004,TP,0.003388285603175012,1.294142801587506,True,True
development,BEAR,16-20,2023-12-12 16:00:00+00:00,2023-12-12 20:00:00+00:00,2023-12-12 16:20:00+00:00,0.05,41216.935,42085.9,41171.2,914.7000000000044,0.25,0.25,1.0,41445.61,40988.259999999995,2023-12-12 17:25:00+00:00,40988.259999999995,TP,0.0055480835729294995,2.37404178646475,True,True
development,BULL,00-04,2023-12-15 00:00:00+00:00,2023-12-15 04:00:00+00:00,2023-12-15 02:20:00+00:00,0.05,42868.43,43193.9,42851.3,342.59999999999854,0.2,0.2,1.0,42936.95,42799.91,2023-12-15 02:30:00+00:00,42936.95,STOP,-0.0015983790402400275,-1.1991895201200138,False,True
development,BEAR,20-00,2023-12-16 20:00:00+00:00,2023-12-17 00:00:00+00:00,2023-12-16 20:25:00+00:00,0.05,42360.835,42756.7,42340.0,416.6999999999971,0.15,0.15,1.0,42423.34,42298.33,2023-12-16 20:55:00+00:00,42298.33,TP,0.0014755374864541123,0.3377687432270561,True,True
development,BULL,16-20,2023-12-24 16:00:00+00:00,2023-12-24 20:00:00+00:00,2023-12-24 19:35:00+00:00,0.05,43599.17,43908.3,43582.9,325.40000000000146,0.25,0.25,1.0,43680.52,43517.82,2023-12-24 20:00:00+00:00,43645.3,TIME,-0.0010580476646689526,-0.9290238323344763,False,False
development,BEAR,00-04,2023-12-29 00:00:00+00:00,2023-12-29 04:00:00+00:00,2023-12-29 01:20:00+00:00,0.05,42390.65,42788.7,42369.7,419.0,0.2,0.2,1.0,42474.450000000004,42306.85,2023-12-29 01:20:00+00:00,42474.450000000004,STOP_FILL_BAR,-0.0019768510272902846,-1.3884255136451422,False,True
