partition,regime,clock_block,obs_start,obs_end,fill_ts,entry_fraction,entry_price,H,L,R4,stop_r4_fraction,target_r4_fraction,nominal_rr,stop_price,target_price,exit_ts,exit_price,exit_reason,gross_return,net_pnl_usd,win,structural_winner
external,BULL,08-12,2020-01-28 08:00:00+00:00,2020-01-28 12:00:00+00:00,2020-01-28 09:00:00+00:00,0.1,8994.758,9149.09,8977.61,171.47999999999956,0.3,0.3,1.0,9046.202,8943.314,2020-01-28 10:30:00+00:00,9046.202,STOP,-0.005719331192679059,-3.2596655963395293,False,True
external,BULL,00-04,2020-01-31 00:00:00+00:00,2020-01-31 04:00:00+00:00,2020-01-31 01:30:00+00:00,0.05,9487.451,9599.0,9481.58,117.42000000000009,0.2,0.2,1.0,9510.935,9463.966999999999,2020-01-31 01:35:00+00:00,9463.966999999999,TP,0.002475269700997705,0.8376348504988526,True,True
external,SIDEWAYS,16-20,2020-02-03 16:00:00+00:00,2020-02-03 20:00:00+00:00,2020-02-03 16:40:00+00:00,0.05,9284.941,9378.82,9280.0,98.81999999999972,0.25,0.25,1.0,9309.646,9260.236,2020-02-03 17:00:00+00:00,9260.236,TP,0.0026607600414477513,0.9303800207238756,True,True
external,SIDEWAYS,12-16,2020-02-04 12:00:00+00:00,2020-02-04 16:00:00+00:00,2020-02-04 12:55:00+00:00,0.05,9123.55,9305.0,9114.0,191.0,0.3,0.3,1.0,9180.849999999999,9066.25,2020-02-04 15:00:00+00:00,9180.849999999999,STOP,-0.00628045004411652,-3.54022502205826,False,False
external,BULL,12-16,2020-02-07 12:00:00+00:00,2020-02-07 16:00:00+00:00,2020-02-07 12:30:00+00:00,0.05,9778.476,9900.0,9772.08,127.92000000000009,0.3,0.3,1.0,9816.852,9740.1,2020-02-07 14:30:00+00:00,9816.852,STOP,-0.003924537934132088,-2.362268967066044,False,True
external,BULL,20-00,2020-02-09 20:00:00+00:00,2020-02-10 00:00:00+00:00,2020-02-09 21:00:00+00:00,0.05,10074.381,10138.43,10071.01,67.42000000000007,0.15,0.15,1.0,10084.493999999999,10064.268,2020-02-09 21:05:00+00:00,10084.493999999999,STOP,-0.0010038333868849485,-0.9019166934424743,False,False
external,SIDEWAYS,04-08,2020-02-11 04:00:00+00:00,2020-02-11 08:00:00+00:00,2020-02-11 04:40:00+00:00,0.05,9740.0885,9874.77,9733.0,141.77000000000044,0.25,0.25,1.0,9775.530999999999,9704.646,2020-02-11 05:10:00+00:00,9775.530999999999,STOP,-0.0036388273063431816,-2.219413653171591,False,False
external,BULL,20-00,2020-02-11 20:00:00+00:00,2020-02-12 00:00:00+00:00,2020-02-11 21:55:00+00:00,0.05,10214.659,10409.96,10204.38,205.57999999999996,0.15,0.15,1.0,10245.496,10183.822,2020-02-11 22:25:00+00:00,10245.496,STOP,-0.0030188966660560606,-1.9094483330280303,False,False
external,BULL,00-04,2020-02-14 00:00:00+00:00,2020-02-14 04:00:00+00:00,2020-02-14 00:30:00+00:00,0.05,10203.75,10275.0,10200.0,75.0,0.2,0.2,1.0,10218.75,10188.75,2020-02-14 00:30:00+00:00,10218.75,STOP_FILL_BAR,-0.001470047776552738,-1.135023888276369,False,False
external,BULL,04-08,2020-02-14 04:00:00+00:00,2020-02-14 08:00:00+00:00,2020-02-14 05:40:00+00:00,0.05,10197.8725,10299.0,10192.55,106.45000000000071,0.25,0.25,1.0,10224.484999999999,10171.26,2020-02-14 05:50:00+00:00,10224.484999999999,STOP,-0.002609612936423678,-1.7048064682118391,False,True
external,BULL,12-16,2020-02-15 12:00:00+00:00,2020-02-15 16:00:00+00:00,2020-02-15 13:45:00+00:00,0.05,10232.907,10288.14,10230.0,58.13999999999942,0.3,0.3,1.0,10250.348999999998,10215.465,2020-02-15 13:50:00+00:00,10250.348999999998,STOP,-0.001704500979047215,-1.2522504895236075,False,True
external,SIDEWAYS,12-16,2020-02-16 12:00:00+00:00,2020-02-16 16:00:00+00:00,2020-02-16 12:40:00+00:00,0.05,9916.001,10030.02,9910.0,120.02000000000044,0.3,0.3,1.0,9952.007,9879.995,2020-02-16 13:30:00+00:00,9879.995,TP,0.003631100884318124,1.415550442159062,True,True
external,BEAR,12-16,2020-02-18 12:00:00+00:00,2020-02-18 16:00:00+00:00,2020-02-18 13:05:00+00:00,0.05,9653.098,9802.59,9645.23,157.36000000000058,0.3,0.3,1.0,9700.306,9605.89,2020-02-18 13:25:00+00:00,9605.89,TP,0.004890450713335816,2.045225356667908,True,True
external,SIDEWAYS,16-20,2020-02-25 16:00:00+00:00,2020-02-25 20:00:00+00:00,2020-02-25 16:25:00+00:00,0.05,9374.059,9686.78,9357.6,329.1800000000003,0.25,0.25,1.0,9456.354,9291.764,2020-02-25 17:00:00+00:00,9291.764,TP,0.008779014512283322,3.989507256141661,True,True
external,SIDEWAYS,08-12,2020-02-26 08:00:00+00:00,2020-02-26 12:00:00+00:00,2020-02-26 09:25:00+00:00,0.1,9140.072,9230.72,9130.0,100.71999999999936,0.3,0.3,1.0,9170.288,9109.856,2020-02-26 09:30:00+00:00,9170.288,STOP,-0.0033058820543208356,-2.0529410271604176,False,False
external,SIDEWAYS,16-20,2020-03-03 16:00:00+00:00,2020-03-03 20:00:00+00:00,2020-03-03 16:50:00+00:00,0.05,8672.35,8907.0,8660.0,247.0,0.25,0.25,1.0,8734.1,8610.6,2020-03-03 17:40:00+00:00,8734.1,STOP,-0.007120330706209966,-3.960165353104983,False,False
external,SIDEWAYS,20-00,2020-03-15 20:00:00+00:00,2020-03-16 00:00:00+00:00,2020-03-15 20:20:00+00:00,0.05,5260.665999999999,5408.98,5252.86,156.1199999999999,0.15,0.15,1.0,5284.083999999999,5237.248,2020-03-15 20:25:00+00:00,5284.083999999999,STOP,-0.004451527620267029,-2.6257638101335146,False,True
external,BEAR,08-12,2020-03-18 08:00:00+00:00,2020-03-18 12:00:00+00:00,2020-03-18 08:15:00+00:00,0.1,5125.85,5435.0,5091.5,343.5,0.3,0.3,1.0,5228.900000000001,5022.8,2020-03-18 09:05:00+00:00,5228.900000000001,STOP,-0.020103982754079847,-10.451991377039924,False,True
external,BULL,04-08,2020-03-21 04:00:00+00:00,2020-03-21 08:00:00+00:00,2020-03-21 06:10:00+00:00,0.05,6076.104,6376.19,6060.31,315.8799999999992,0.25,0.25,1.0,6155.0740000000005,5997.134,2020-03-21 06:45:00+00:00,6155.0740000000005,STOP,-0.012996815064389987,-6.898407532194994,False,False
external,BULL,08-12,2020-03-21 08:00:00+00:00,2020-03-21 12:00:00+00:00,2020-03-21 09:05:00+00:00,0.1,6063.509,6320.0,6035.01,284.9899999999998,0.3,0.3,1.0,6149.006,5978.012,2020-03-21 09:25:00+00:00,5978.012,TP,0.01410025119118324,6.65012559559162,True,True
external,BULL,12-16,2020-03-24 12:00:00+00:00,2020-03-24 16:00:00+00:00,2020-03-24 15:00:00+00:00,0.05,6577.9995,6840.0,6564.21,275.79,0.3,0.3,1.0,6660.7365,6495.2625,2020-03-24 15:05:00+00:00,6495.2625,TP,0.012577836164323224,5.888918082161611,True,True
external,BULL,20-00,2020-03-25 20:00:00+00:00,2020-03-26 00:00:00+00:00,2020-03-25 21:25:00+00:00,0.05,6575.5495,6699.99,6569.0,130.98999999999978,0.15,0.15,1.0,6595.198,6555.901,2020-03-25 21:30:00+00:00,6595.198,STOP,-0.002988115289832468,-1.8940576449162339,False,True
external,BULL,08-12,2020-03-27 08:00:00+00:00,2020-03-27 12:00:00+00:00,2020-03-27 10:15:00+00:00,0.1,6634.366,6823.24,6613.38,209.85999999999967,0.3,0.3,1.0,6697.324,6571.408,2020-03-27 12:00:00+00:00,6617.62,TIME,0.0025241296606186778,0.8620648303093389,True,False
external,BULL,12-16,2020-03-27 12:00:00+00:00,2020-03-27 16:00:00+00:00,2020-03-27 13:15:00+00:00,0.05,6595.7635,6699.0,6590.33,108.67000000000009,0.3,0.3,1.0,6628.3645,6563.1625,2020-03-27 13:20:00+00:00,6628.3645,STOP,-0.00494271815537347,-2.871359077686735,False,True
external,SIDEWAYS,20-00,2020-03-29 20:00:00+00:00,2020-03-30 00:00:00+00:00,2020-03-29 21:55:00+00:00,0.05,5884.65,6163.0,5870.0,293.0,0.15,0.15,1.0,5928.599999999999,5840.7,2020-03-29 22:05:00+00:00,5928.599999999999,STOP,-0.007468583518136137,-4.134291759068069,False,False
external,BULL,04-08,2020-03-31 04:00:00+00:00,2020-03-31 08:00:00+00:00,2020-03-31 06:10:00+00:00,0.05,6384.0765,6516.63,6377.1,139.52999999999977,0.25,0.25,1.0,6418.959,6349.194,2020-03-31 06:20:00+00:00,6418.959,STOP,-0.005463985276492177,-3.1319926382460883,False,False
external,SIDEWAYS,08-12,2020-04-01 08:00:00+00:00,2020-04-01 12:00:00+00:00,2020-04-01 11:15:00+00:00,0.1,6271.153,6370.0,6260.17,109.82999999999991,0.3,0.3,1.0,6304.102,6238.204000000001,2020-04-01 12:00:00+00:00,6290.84,TIME,-0.0031392951184574668,-1.9696475592287332,False,False
external,BULL,12-16,2020-04-24 12:00:00+00:00,2020-04-24 16:00:00+00:00,2020-04-24 13:50:00+00:00,0.05,7478.542,7612.91,7471.47,141.4399999999996,0.3,0.3,1.0,7520.974,7436.110000000001,2020-04-24 14:15:00+00:00,7436.110000000001,TP,0.005673833215083874,2.4369166075419373,True,True
external,BULL,16-20,2020-04-25 16:00:00+00:00,2020-04-25 20:00:00+00:00,2020-04-25 17:35:00+00:00,0.05,7522.5165,7722.33,7512.0,210.32999999999996,0.25,0.25,1.0,7575.099,7469.933999999999,2020-04-25 20:00:00+00:00,7539.88,TIME,-0.00230820364435231,-1.5541018221761553,False,False
external,BULL,04-08,2020-05-08 04:00:00+00:00,2020-05-08 08:00:00+00:00,2020-05-08 06:00:00+00:00,0.05,9843.9245,10045.03,9833.34,211.6900000000005,0.25,0.25,1.0,9896.847,9791.001999999999,2020-05-08 06:30:00+00:00,9791.001999999999,TP,0.005376158665174706,2.288079332587353,True,True
external,BULL,08-12,2020-05-09 08:00:00+00:00,2020-05-09 12:00:00+00:00,2020-05-09 10:50:00+00:00,0.1,9608.739,9888.0,9577.71,310.2900000000009,0.3,0.3,1.0,9701.826,9515.652,2020-05-09 12:00:00+00:00,9651.24,TIME,-0.004423161041214691,-2.6115805206073452,False,True
external,SIDEWAYS,20-00,2020-05-12 20:00:00+00:00,2020-05-13 00:00:00+00:00,2020-05-12 20:20:00+00:00,0.05,8780.55,8981.0,8770.0,211.0,0.15,0.15,1.0,8812.199999999999,8748.9,2020-05-12 20:35:00+00:00,8812.199999999999,STOP,-0.0036045578010488683,-2.2022789005244343,False,True
external,BULL,12-16,2020-05-15 12:00:00+00:00,2020-05-15 16:00:00+00:00,2020-05-15 15:25:00+00:00,0.05,9472.0,9700.0,9460.0,240.0,0.3,0.3,1.0,9544.0,9400.0,2020-05-15 16:00:00+00:00,9472.45,TIME,-4.7508445946022764e-05,-0.4237542229730114,False,True
external,BULL,08-12,2020-05-16 08:00:00+00:00,2020-05-16 12:00:00+00:00,2020-05-16 08:40:00+00:00,0.1,9392.715,9585.0,9371.35,213.64999999999964,0.3,0.3,1.0,9456.81,9328.62,2020-05-16 09:30:00+00:00,9328.62,TP,0.006823905548076285,3.0119527740381424,True,True
external,BEAR,04-08,2020-05-22 04:00:00+00:00,2020-05-22 08:00:00+00:00,2020-05-22 05:35:00+00:00,0.05,8962.102,9128.58,8953.34,175.23999999999978,0.25,0.25,1.0,9005.912,8918.292000000001,2020-05-22 05:40:00+00:00,9005.912,STOP,-0.0048883621275454675,-2.8441810637727336,False,False
external,BEAR,20-00,2020-05-22 20:00:00+00:00,2020-05-23 00:00:00+00:00,2020-05-22 20:20:00+00:00,0.05,9140.573,9259.38,9134.32,125.05999999999948,0.15,0.15,1.0,9159.332,9121.814,2020-05-22 20:20:00+00:00,9159.332,STOP_FILL_BAR,-0.002052278341850124,-1.4261391709250621,False,False
external,BULL,04-08,2020-05-28 04:00:00+00:00,2020-05-28 08:00:00+00:00,2020-05-28 05:15:00+00:00,0.05,9157.4785,9280.0,9151.03,128.96999999999937,0.25,0.25,1.0,9189.721,9125.235999999999,2020-05-28 05:35:00+00:00,9125.235999999999,TP,0.0035208927872449054,1.360446393622453,True,True
external,BULL,20-00,2020-05-29 20:00:00+00:00,2020-05-30 00:00:00+00:00,2020-05-29 21:10:00+00:00,0.05,9393.0475,9450.0,9390.05,59.95000000000073,0.15,0.15,1.0,9402.04,9384.055,2020-05-29 21:10:00+00:00,9402.04,STOP_FILL_BAR,-0.0009573570239052118,-0.8786785119526059,False,True
external,SIDEWAYS,12-16,2020-06-07 12:00:00+00:00,2020-06-07 16:00:00+00:00,2020-06-07 12:20:00+00:00,0.05,9546.9045,9678.09,9540.0,138.09000000000017,0.3,0.3,1.0,9588.3315,9505.4775,2020-06-07 12:25:00+00:00,9505.4775,TP,0.004339312287034994,1.7696561435174973,True,True
external,SIDEWAYS,16-20,2020-06-11 16:00:00+00:00,2020-06-11 20:00:00+00:00,2020-06-11 16:15:00+00:00,0.05,9517.694,9796.88,9503.0,293.8799999999992,0.25,0.25,1.0,9591.163999999999,9444.224,2020-06-11 16:40:00+00:00,9444.224,TP,0.007719306798474436,3.4596533992372183,True,True
external,SIDEWAYS,20-00,2020-06-13 20:00:00+00:00,2020-06-14 00:00:00+00:00,2020-06-13 20:35:00+00:00,0.05,9383.0425,9497.85,9377.0,120.85000000000036,0.15,0.15,1.0,9401.17,9364.914999999999,2020-06-13 20:40:00+00:00,9401.17,STOP,-0.0019319426507980232,-1.3659713253990118,False,False
external,SIDEWAYS,00-04,2020-06-15 00:00:00+00:00,2020-06-15 04:00:00+00:00,2020-06-15 02:20:00+00:00,0.05,9249.3505,9408.58,9240.97,167.61000000000058,0.2,0.2,1.0,9282.872500000001,9215.8285,2020-06-15 03:20:00+00:00,9215.8285,TP,0.003624254481436382,1.412127240718191,True,True
external,SIDEWAYS,04-08,2020-06-15 04:00:00+00:00,2020-06-15 08:00:00+00:00,2020-06-15 05:10:00+00:00,0.05,9141.916,9368.32,9130.0,238.3199999999997,0.25,0.25,1.0,9201.496,9082.336,2020-06-15 05:45:00+00:00,9082.336,TP,0.006517233367709781,2.8586166838548905,True,True
external,BULL,00-04,2020-06-17 00:00:00+00:00,2020-06-17 04:00:00+00:00,2020-06-17 00:45:00+00:00,0.05,9476.306,9533.8,9473.28,60.51999999999862,0.2,0.2,1.0,9488.41,9464.202000000001,2020-06-17 00:45:00+00:00,9488.41,STOP_FILL_BAR,-0.0012772909612669072,-1.0386454806334537,False,True
external,SIDEWAYS,16-20,2020-06-17 16:00:00+00:00,2020-06-17 20:00:00+00:00,2020-06-17 16:40:00+00:00,0.05,9365.7,9569.0,9355.0,214.0,0.25,0.25,1.0,9419.2,9312.2,2020-06-17 17:35:00+00:00,9419.2,STOP,-0.0057123333013015575,-3.2561666506507785,False,True
external,SIDEWAYS,08-12,2020-06-21 08:00:00+00:00,2020-06-21 12:00:00+00:00,2020-06-21 09:05:00+00:00,0.1,9363.122,9420.47,9356.75,63.71999999999935,0.3,0.3,1.0,9382.238,9344.006,2020-06-21 10:10:00+00:00,9344.006,TP,0.002041626713824725,0.6208133569123625,True,True
external,BULL,20-00,2020-06-23 20:00:00+00:00,2020-06-24 00:00:00+00:00,2020-06-23 20:10:00+00:00,0.05,9648.0825,9700.0,9645.35,54.64999999999964,0.15,0.15,1.0,9656.28,9639.885,2020-06-23 20:10:00+00:00,9656.28,STOP_FILL_BAR,-0.0008496506948401631,-0.8248253474200815,False,True
external,SIDEWAYS,08-12,2020-06-24 08:00:00+00:00,2020-06-24 12:00:00+00:00,2020-06-24 08:30:00+00:00,0.1,9520.5,9678.0,9503.0,175.0,0.3,0.3,1.0,9573.0,9468.0,2020-06-24 10:35:00+00:00,9468.0,TP,0.005514416259650229,2.3572081298251146,True,True
external,SIDEWAYS,12-16,2020-06-24 12:00:00+00:00,2020-06-24 16:00:00+00:00,2020-06-24 14:35:00+00:00,0.05,9312.7915,9555.83,9300.0,255.82999999999996,0.3,0.3,1.0,9389.5405,9236.0425,2020-06-24 15:40:00+00:00,9236.0425,TP,0.008241245388130918,3.7206226940654585,True,True
external,BEAR,12-16,2020-06-25 12:00:00+00:00,2020-06-25 16:00:00+00:00,2020-06-25 12:50:00+00:00,0.05,9177.624,9333.12,9169.44,163.6800000000003,0.3,0.3,1.0,9226.728,9128.52,2020-06-25 13:10:00+00:00,9226.728,STOP,-0.005350404418398418,-3.075202209199209,False,False
external,BEAR,08-12,2020-06-29 08:00:00+00:00,2020-06-29 12:00:00+00:00,2020-06-29 08:35:00+00:00,0.1,9067.9,9130.0,9061.0,69.0,0.3,0.3,1.0,9088.6,9047.199999999999,2020-06-29 08:50:00+00:00,9088.6,STOP,-0.0022827777103850647,-1.5413888551925323,False,False
external,BULL,08-12,2020-07-02 08:00:00+00:00,2020-07-02 12:00:00+00:00,2020-07-02 11:15:00+00:00,0.1,9184.632,9253.32,9177.0,76.31999999999971,0.3,0.3,1.0,9207.528,9161.735999999999,2020-07-02 12:00:00+00:00,9198.52,TIME,-0.001512091066904023,-1.1560455334520117,False,False
external,BEAR,16-20,2020-07-03 16:00:00+00:00,2020-07-03 20:00:00+00:00,2020-07-03 18:20:00+00:00,0.05,9078.416,9124.32,9076.0,48.31999999999971,0.25,0.25,1.0,9090.496,9066.336,2020-07-03 18:35:00+00:00,9090.496,STOP,-0.0013306286030514494,-1.0653143015257247,False,True
external,BEAR,08-12,2020-07-04 08:00:00+00:00,2020-07-04 12:00:00+00:00,2020-07-04 09:15:00+00:00,0.1,9072.1,9091.0,9070.0,21.0,0.3,0.3,1.0,9078.4,9065.800000000001,2020-07-04 09:40:00+00:00,9078.4,STOP,-0.0006944367897178461,-0.747218394858923,False,True
external,BEAR,04-08,2020-07-17 04:00:00+00:00,2020-07-17 08:00:00+00:00,2020-07-17 05:25:00+00:00,0.05,9106.6945,9138.89,9105.0,33.88999999999942,0.25,0.25,1.0,9115.167,9098.222,2020-07-17 05:35:00+00:00,9098.222,TP,0.0009303595283667257,0.0651797641833628,True,True
external,BULL,04-08,2020-07-20 04:00:00+00:00,2020-07-20 08:00:00+00:00,2020-07-20 06:50:00+00:00,0.05,9180.226,9221.0,9178.08,42.92000000000007,0.25,0.25,1.0,9190.956,9169.496000000001,2020-07-20 08:00:00+00:00,9183.24,TIME,-0.00032831435740244457,-0.5641571787012223,False,True
external,BULL,08-12,2020-07-25 08:00:00+00:00,2020-07-25 12:00:00+00:00,2020-07-25 09:45:00+00:00,0.1,9575.146,9630.37,9569.01,61.36000000000058,0.3,0.3,1.0,9593.554,9556.738000000001,2020-07-25 11:25:00+00:00,9593.554,STOP,-0.0019224772134022233,-1.3612386067011117,False,True
external,BULL,04-08,2020-07-28 04:00:00+00:00,2020-07-28 08:00:00+00:00,2020-07-28 07:40:00+00:00,0.05,10876.6525,11270.0,10855.95,414.0499999999993,0.25,0.25,1.0,10980.165,10773.14,2020-07-28 08:00:00+00:00,10897.26,TIME,-0.0018946546283426884,-1.3473273141713442,False,False
external,BULL,04-08,2020-07-30 04:00:00+00:00,2020-07-30 08:00:00+00:00,2020-07-30 07:20:00+00:00,0.05,10961.554,11137.0,10952.32,184.6800000000003,0.25,0.25,1.0,11007.724,10915.384,2020-07-30 07:40:00+00:00,10915.384,TP,0.004211994029313734,1.7059970146568668,True,True
external,BULL,12-16,2020-08-01 12:00:00+00:00,2020-08-01 16:00:00+00:00,2020-08-01 13:30:00+00:00,0.05,11573.917,11743.34,11565.0,178.34000000000017,0.3,0.3,1.0,11627.419,11520.414999999999,2020-08-01 13:35:00+00:00,11520.414999999999,TP,0.004622635534711404,1.9113177673557025,True,True
external,SIDEWAYS,20-00,2020-08-02 20:00:00+00:00,2020-08-03 00:00:00+00:00,2020-08-02 23:35:00+00:00,0.05,11082.349,11297.98,11071.0,226.9799999999996,0.15,0.15,1.0,11116.396,11048.302,2020-08-02 23:35:00+00:00,11116.396,STOP_FILL_BAR,-0.003072182621211485,-1.9360913106057427,False,False
external,SIDEWAYS,12-16,2020-08-04 12:00:00+00:00,2020-08-04 16:00:00+00:00,2020-08-04 13:25:00+00:00,0.05,11081.9015,11324.56,11069.13,255.4300000000003,0.3,0.3,1.0,11158.5305,11005.2725,2020-08-04 14:00:00+00:00,11158.5305,STOP,-0.006914788044272079,-3.8573940221360394,False,False
external,SIDEWAYS,00-04,2020-08-05 00:00:00+00:00,2020-08-05 04:00:00+00:00,2020-08-05 01:00:00+00:00,0.05,11166.0,11280.0,11160.0,120.0,0.2,0.2,1.0,11190.0,11142.0,2020-08-05 01:15:00+00:00,11142.0,TP,0.0021493820526598604,0.6746910263299303,True,True
external,BULL,12-16,2020-08-09 12:00:00+00:00,2020-08-09 16:00:00+00:00,2020-08-09 13:55:00+00:00,0.05,11615.85,11727.0,11610.0,117.0,0.3,0.3,1.0,11650.95,11580.75,2020-08-09 14:05:00+00:00,11580.75,TP,0.0030217332351916014,1.1108666175958009,True,True
external,BULL,04-08,2020-08-11 04:00:00+00:00,2020-08-11 08:00:00+00:00,2020-08-11 04:45:00+00:00,0.05,11826.067,11944.0,11819.86,124.13999999999942,0.25,0.25,1.0,11857.101999999999,11795.032,2020-08-11 05:25:00+00:00,11857.101999999999,STOP,-0.0026242875167204666,-1.7121437583602335,False,True
external,SIDEWAYS,16-20,2020-08-11 16:00:00+00:00,2020-08-11 20:00:00+00:00,2020-08-11 16:35:00+00:00,0.05,11360.682,11753.64,11340.0,413.6399999999994,0.25,0.25,1.0,11464.092,11257.272,2020-08-11 17:35:00+00:00,11464.092,STOP,-0.00910244649044836,-4.95122324522418,False,False
external,BULL,08-12,2020-08-18 08:00:00+00:00,2020-08-18 12:00:00+00:00,2020-08-18 11:45:00+00:00,0.1,12218.262,12328.62,12206.0,122.6200000000008,0.3,0.3,1.0,12255.048,12181.476,2020-08-18 11:55:00+00:00,12181.476,TP,0.0030107391705956263,1.105369585297813,True,True
external,BEAR,04-08,2020-08-23 04:00:00+00:00,2020-08-23 08:00:00+00:00,2020-08-23 04:30:00+00:00,0.05,11597.4705,11695.9,11592.29,103.60999999999876,0.25,0.25,1.0,11623.373,11571.568,2020-08-23 05:50:00+00:00,11571.568,TP,0.0022334611672433355,0.7167305836216676,True,True
external,BULL,00-04,2020-08-25 00:00:00+00:00,2020-08-25 04:00:00+00:00,2020-08-25 02:30:00+00:00,0.05,11714.95,11790.0,11711.0,79.0,0.2,0.2,1.0,11730.75,11699.150000000001,2020-08-25 02:50:00+00:00,11699.150000000001,TP,0.001348704006419086,0.274352003209543,True,True
external,SIDEWAYS,12-16,2020-08-27 12:00:00+00:00,2020-08-27 16:00:00+00:00,2020-08-27 12:15:00+00:00,0.05,11312.454,11454.08,11305.0,149.07999999999993,0.3,0.3,1.0,11357.178,11267.73,2020-08-27 12:50:00+00:00,11357.178,STOP,-0.003953518838618054,-2.376759419309027,False,True
external,BULL,20-00,2020-08-29 20:00:00+00:00,2020-08-30 00:00:00+00:00,2020-08-29 23:40:00+00:00,0.05,11483.4995,11549.99,11480.0,69.98999999999978,0.15,0.15,1.0,11493.998,11473.001,2020-08-29 23:40:00+00:00,11493.998,STOP_FILL_BAR,-0.0009142247970664077,-0.8571123985332039,False,True
external,BEAR,04-08,2020-09-05 04:00:00+00:00,2020-09-05 08:00:00+00:00,2020-09-05 06:20:00+00:00,0.05,10390.0015,10567.87,10380.64,187.23000000000135,0.25,0.25,1.0,10436.809000000001,10343.194,2020-09-05 06:30:00+00:00,10436.809000000001,STOP,-0.004505052285122461,-2.6525261425612303,False,False
external,BEAR,00-04,2020-09-07 00:00:00+00:00,2020-09-07 04:00:00+00:00,2020-09-07 03:30:00+00:00,0.05,10194.1485,10348.97,10186.0,162.96999999999937,0.2,0.2,1.0,10226.742499999998,10161.5545,2020-09-07 04:00:00+00:00,10203.56,TIME,-0.0009232257112990026,-0.8616128556495013,False,False
external,BEAR,08-12,2020-09-07 08:00:00+00:00,2020-09-07 12:00:00+00:00,2020-09-07 11:20:00+00:00,0.1,10069.109,10241.0,10050.01,190.98999999999975,0.3,0.3,1.0,10126.406,10011.812,2020-09-07 11:35:00+00:00,10011.812,TP,0.005690374391617022,2.445187195808511,True,True
external,BEAR,12-16,2020-09-08 12:00:00+00:00,2020-09-08 16:00:00+00:00,2020-09-08 13:25:00+00:00,0.05,9953.52,10343.4,9933.0,410.3999999999997,0.3,0.3,1.0,10076.640000000001,9830.4,2020-09-08 14:10:00+00:00,10076.640000000001,STOP,-0.012369493405348138,-6.584746702674069,False,False
external,SIDEWAYS,04-08,2020-09-11 04:00:00+00:00,2020-09-11 08:00:00+00:00,2020-09-11 04:50:00+00:00,0.05,10220.425,10380.5,10212.0,168.5,0.25,0.25,1.0,10262.55,10178.3,2020-09-11 05:45:00+00:00,10262.55,STOP,-0.004121648561581343,-2.4608242807906717,False,False
external,SIDEWAYS,12-16,2020-09-11 12:00:00+00:00,2020-09-11 16:00:00+00:00,2020-09-11 13:55:00+00:00,0.05,10255.893,10334.99,10251.73,83.26000000000022,0.3,0.3,1.0,10280.871,10230.915,2020-09-11 13:55:00+00:00,10280.871,STOP_FILL_BAR,-0.0024354778272354396,-1.6177389136177198,False,False
external,SIDEWAYS,12-16,2020-09-13 12:00:00+00:00,2020-09-13 16:00:00+00:00,2020-09-13 12:35:00+00:00,0.05,10316.809,10557.52,10304.14,253.38000000000105,0.3,0.3,1.0,10392.823,10240.794999999998,2020-09-13 16:00:00+00:00,10281.78,TIME,0.0033953328010626767,1.2976664005313383,True,True
external,BULL,04-08,2020-09-17 04:00:00+00:00,2020-09-17 08:00:00+00:00,2020-09-17 06:15:00+00:00,0.05,10872.8,11040.0,10864.0,176.0,0.25,0.25,1.0,10916.8,10828.8,2020-09-17 08:00:00+00:00,10878.42,TIME,-0.0005168861746744905,-0.6584430873372453,False,True
external,BULL,04-08,2020-09-18 04:00:00+00:00,2020-09-18 08:00:00+00:00,2020-09-18 04:25:00+00:00,0.05,10885.014,10955.96,10881.28,74.67999999999847,0.25,0.25,1.0,10903.684,10866.344,2020-09-18 04:30:00+00:00,10903.684,STOP,-0.0017152022036903281,-1.257601101845164,False,False
external,SIDEWAYS,16-20,2020-09-23 16:00:00+00:00,2020-09-23 20:00:00+00:00,2020-09-23 16:20:00+00:00,0.05,10444.749,10531.94,10440.16,91.78000000000064,0.25,0.25,1.0,10467.694,10421.804,2020-09-23 16:35:00+00:00,10467.694,STOP,-0.0021967976444431272,-1.4983988222215636,False,True
external,BULL,04-08,2020-09-25 04:00:00+00:00,2020-09-25 08:00:00+00:00,2020-09-25 04:15:00+00:00,0.05,10661.8645,10754.29,10657.0,97.29000000000087,0.25,0.25,1.0,10686.187,10637.542,2020-09-25 04:25:00+00:00,10686.187,STOP,-0.00228126140601395,-1.540630703006975,False,True
external,BULL,08-12,2020-09-27 08:00:00+00:00,2020-09-27 12:00:00+00:00,2020-09-27 08:40:00+00:00,0.1,10637.2,10792.0,10620.0,172.0,0.3,0.3,1.0,10688.800000000001,10585.6,2020-09-27 12:00:00+00:00,10622.43,TIME,0.0013885232956041473,0.29426164780207364,True,True
external,BULL,08-12,2020-09-28 08:00:00+00:00,2020-09-28 12:00:00+00:00,2020-09-28 09:45:00+00:00,0.1,10841.377,10912.0,10833.53,78.46999999999935,0.3,0.3,1.0,10864.918,10817.836000000001,2020-09-28 10:05:00+00:00,10864.918,STOP,-0.0021714031344910573,-1.4857015672455285,False,False
