coverage,construction_signal_n,construction_positive_capture,construction_filled_event_rate,construction_score4_positive_improvement,confirmation_2025_signal_n,confirmation_2025_positive_capture,confirmation_2025_filled_event_rate,confirmation_2025_score4_positive_improvement,confirmation_2025_passed,holdout_2026_opened,holdout_2026_data_end,holdout_2026_signal_n,holdout_2026_positive_capture,holdout_2026_filled_event_rate,holdout_2026_score4_positive_improvement,verdict
0.9976976650486368,288,0.8496732026143791,0.5963302752293578,0.22000000000000094,80,0.7954545454545454,0.5833333333333334,0.21099444927439123,True,True,2026-08-26 00:00:00+00:00,61,0.9090909090909091,0.6521739130434783,0.21163793103448156,VALIDATED_ADAPTIVE_ENTRY_ROUTER
