event_id,local_date,weekday,H,L,R,k1_signal,leave_start,leave_ts,terminal,terminal_start,minutes_leave_to_h2,h2_timing_bucket,first_post_leave_exists,first_post_leave_start,first_post_leave_close,first_close_depth_R,first_close_depth_bin,first_post_leave_is_h2_terminal,pre_h2_low_depth_R,pre_h2_close_depth_R,P10_level,P10_reached_before_terminal,P10_first_start,P10_first_complete,P10_to_h2_minutes,P20_level,P20_reached_before_terminal,P20_first_start,P20_first_complete,P20_to_h2_minutes,P35_level,P35_reached_before_terminal,P35_first_start,P35_first_complete,P35_to_h2_minutes,P50_level,P50_reached_before_terminal,P50_first_start,P50_first_complete,P50_to_h2_minutes
2022-09-18,2022-09-18,Sunday,279.38,277.35,2.0299999999999727,2022-09-17 23:40:00+00:00,2022-09-17 23:50:00+00:00,2022-09-17 23:55:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2022-09-18 00:15:00+00:00,,NON_H2,True,2022-09-17 23:55:00+00:00,278.76,0.305418719211829,GT_0.20_TO_0.35R,False,,,279.177,True,2022-09-17 23:55:00+00:00,2022-09-18 00:00:00+00:00,,278.974,True,2022-09-17 23:55:00+00:00,2022-09-18 00:00:00+00:00,,278.6695,True,2022-09-18 00:00:00+00:00,2022-09-18 00:05:00+00:00,,278.365,True,2022-09-18 00:00:00+00:00,2022-09-18 00:05:00+00:00,
2022-09-23,2022-09-23,Friday,275.55,270.03,5.520000000000039,2022-09-22 22:40:00+00:00,2022-09-22 22:40:00+00:00,2022-09-22 22:45:00+00:00,H2_ARRIVAL,2022-09-22 23:05:00+00:00,25.0,4_6_BARS_20_30M,True,2022-09-22 22:45:00+00:00,274.27,0.23188405797101821,GT_0.20_TO_0.35R,False,0.25181159420289434,0.2391304347826058,274.998,True,2022-09-22 22:45:00+00:00,2022-09-22 22:50:00+00:00,20.0,274.446,True,2022-09-22 22:45:00+00:00,2022-09-22 22:50:00+00:00,20.0,273.618,False,,,,272.78999999999996,False,,,
2022-09-27,2022-09-27,Tuesday,275.76,273.55,2.2099999999999795,2022-09-26 23:40:00+00:00,2022-09-26 23:40:00+00:00,2022-09-26 23:45:00+00:00,H2_ARRIVAL,2022-09-26 23:50:00+00:00,10.0,2_BARS_10M,True,2022-09-26 23:45:00+00:00,275.07,0.31221719457013763,GT_0.20_TO_0.35R,False,0.38009049773754877,0.31221719457013763,275.539,True,2022-09-26 23:45:00+00:00,2022-09-26 23:50:00+00:00,5.0,275.318,True,2022-09-26 23:45:00+00:00,2022-09-26 23:50:00+00:00,5.0,274.9865,False,,,,274.655,False,,,
2022-09-30,2022-09-30,Friday,283.78,280.3,3.4799999999999613,2022-09-29 22:15:00+00:00,2022-09-29 22:15:00+00:00,2022-09-29 22:20:00+00:00,H2_ARRIVAL,2022-09-29 23:40:00+00:00,85.0,13PLUS_BARS_65M_PLUS,True,2022-09-29 22:20:00+00:00,283.04,0.21264367816090818,GT_0.20_TO_0.35R,False,0.626436781609188,0.5833333333333319,283.43199999999996,True,2022-09-29 22:20:00+00:00,2022-09-29 22:25:00+00:00,80.0,283.084,True,2022-09-29 22:20:00+00:00,2022-09-29 22:25:00+00:00,80.0,282.562,True,2022-09-29 22:25:00+00:00,2022-09-29 22:30:00+00:00,75.0,282.03999999999996,True,2022-09-29 22:45:00+00:00,2022-09-29 22:50:00+00:00,55.0
2022-10-03,2022-10-03,Monday,287.13,282.53,4.600000000000023,2022-10-02 22:25:00+00:00,2022-10-02 22:30:00+00:00,2022-10-02 22:35:00+00:00,H2_ARRIVAL,2022-10-03 01:25:00+00:00,175.0,13PLUS_BARS_65M_PLUS,True,2022-10-02 22:35:00+00:00,286.33,0.17391304347826247,GT_0.10_TO_0.20R,False,0.9195652173913037,0.8608695652173826,286.67,True,2022-10-02 22:35:00+00:00,2022-10-02 22:40:00+00:00,170.0,286.21,True,2022-10-02 22:40:00+00:00,2022-10-02 22:45:00+00:00,165.0,285.52,True,2022-10-02 22:55:00+00:00,2022-10-02 23:00:00+00:00,150.0,284.83,True,2022-10-02 23:05:00+00:00,2022-10-02 23:10:00+00:00,140.0
2022-10-06,2022-10-06,Thursday,294.77,292.06,2.7099999999999795,2022-10-06 00:15:00+00:00,2022-10-06 00:20:00+00:00,2022-10-06 00:25:00+00:00,H2_ARRIVAL,2022-10-06 00:30:00+00:00,10.0,2_BARS_10M,True,2022-10-06 00:25:00+00:00,294.6,0.06273062730625843,LE_0.10R,False,0.13653136531365584,0.06273062730625843,294.49899999999997,False,,,,294.228,False,,,,293.8215,False,,,,293.41499999999996,False,,,
2022-10-27,2022-10-27,Thursday,291.87,288.71,3.160000000000025,2022-10-26 23:15:00+00:00,2022-10-26 23:15:00+00:00,2022-10-26 23:20:00+00:00,H2_ARRIVAL,2022-10-27 00:15:00+00:00,60.0,7_12_BARS_35_60M,True,2022-10-26 23:20:00+00:00,290.58,0.40822784810126905,GT_0.35_TO_0.50R,False,0.6487341772151883,0.6107594936708834,291.554,True,2022-10-26 23:20:00+00:00,2022-10-26 23:25:00+00:00,55.0,291.238,True,2022-10-26 23:20:00+00:00,2022-10-26 23:25:00+00:00,55.0,290.764,True,2022-10-26 23:20:00+00:00,2022-10-26 23:25:00+00:00,55.0,290.28999999999996,True,2022-10-26 23:35:00+00:00,2022-10-26 23:40:00+00:00,40.0
2022-11-05,2022-11-05,Saturday,354.86,349.74,5.1200000000000045,2022-11-05 00:05:00+00:00,2022-11-05 00:05:00+00:00,2022-11-05 00:10:00+00:00,H2_ARRIVAL,2022-11-05 00:35:00+00:00,30.0,4_6_BARS_20_30M,True,2022-11-05 00:10:00+00:00,352.47,0.46679687499999695,GT_0.35_TO_0.50R,False,0.5703125000000026,0.46679687499999695,354.348,True,2022-11-05 00:10:00+00:00,2022-11-05 00:15:00+00:00,25.0,353.836,True,2022-11-05 00:10:00+00:00,2022-11-05 00:15:00+00:00,25.0,353.06800000000004,True,2022-11-05 00:10:00+00:00,2022-11-05 00:15:00+00:00,25.0,352.3,False,,,
2022-11-17,2022-11-17,Thursday,273.24,269.48,3.759999999999991,2022-11-17 00:50:00+00:00,2022-11-17 00:50:00+00:00,2022-11-17 00:55:00+00:00,H2_ARRIVAL,2022-11-17 01:10:00+00:00,20.0,4_6_BARS_20_30M,True,2022-11-17 00:55:00+00:00,272.59,0.1728723404255414,GT_0.10_TO_0.20R,False,0.3031914893616992,0.1728723404255414,272.86400000000003,True,2022-11-17 00:55:00+00:00,2022-11-17 01:00:00+00:00,15.0,272.488,False,,,,271.92400000000004,False,,,,271.36,False,,,
2022-11-23,2022-11-23,Wednesday,265.59,261.68,3.909999999999968,2022-11-22 22:05:00+00:00,2022-11-22 22:15:00+00:00,2022-11-22 22:20:00+00:00,H2_ARRIVAL,2022-11-22 22:20:00+00:00,5.0,1_BAR_5M,True,2022-11-22 22:20:00+00:00,265.85,-0.06649616368287721,LE_0.10R,True,0.0,0.0,265.19899999999996,False,,,,264.808,False,,,,264.2215,False,,,,263.635,False,,,
2022-11-28,2022-11-28,Monday,313.99,309.39,4.600000000000023,2022-11-27 22:05:00+00:00,2022-11-27 22:10:00+00:00,2022-11-27 22:15:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2022-11-27 23:20:00+00:00,,NON_H2,True,2022-11-27 22:15:00+00:00,313.48,0.11086956521738878,GT_0.10_TO_0.20R,False,,,313.53000000000003,True,2022-11-27 22:15:00+00:00,2022-11-27 22:20:00+00:00,,313.07,True,2022-11-27 23:00:00+00:00,2022-11-27 23:05:00+00:00,,312.38,True,2022-11-27 23:00:00+00:00,2022-11-27 23:05:00+00:00,,311.69,True,2022-11-27 23:00:00+00:00,2022-11-27 23:05:00+00:00,
2022-11-30,2022-11-30,Wednesday,297.27,295.02,2.25,2022-11-29 23:05:00+00:00,2022-11-29 23:05:00+00:00,2022-11-29 23:10:00+00:00,H2_ARRIVAL,2022-11-30 00:30:00+00:00,85.0,13PLUS_BARS_65M_PLUS,True,2022-11-29 23:10:00+00:00,296.29,0.4355555555555384,GT_0.35_TO_0.50R,False,1.213333333333316,0.951111111111105,297.04499999999996,True,2022-11-29 23:10:00+00:00,2022-11-29 23:15:00+00:00,80.0,296.82,True,2022-11-29 23:10:00+00:00,2022-11-29 23:15:00+00:00,80.0,296.48249999999996,True,2022-11-29 23:10:00+00:00,2022-11-29 23:15:00+00:00,80.0,296.145,True,2022-11-29 23:40:00+00:00,2022-11-29 23:45:00+00:00,50.0
2022-12-13,2022-12-13,Tuesday,277.4,272.95,4.449999999999989,2022-12-12 23:45:00+00:00,2022-12-12 23:50:00+00:00,2022-12-12 23:55:00+00:00,NO_H2_BY_END,,,NON_H2,True,2022-12-12 23:55:00+00:00,276.14,0.283146067415729,GT_0.20_TO_0.35R,False,,,276.955,True,2022-12-12 23:55:00+00:00,2022-12-13 00:00:00+00:00,,276.51,True,2022-12-12 23:55:00+00:00,2022-12-13 00:00:00+00:00,,275.8425,True,2022-12-13 00:15:00+00:00,2022-12-13 00:20:00+00:00,,275.17499999999995,True,2022-12-13 00:25:00+00:00,2022-12-13 00:30:00+00:00,
2022-12-14,2022-12-14,Wednesday,273.99,266.85,7.139999999999986,2022-12-14 00:05:00+00:00,2022-12-14 00:05:00+00:00,2022-12-14 00:10:00+00:00,H2_ARRIVAL,2022-12-14 00:40:00+00:00,35.0,7_12_BARS_35_60M,True,2022-12-14 00:10:00+00:00,272.75,0.17366946778711645,GT_0.10_TO_0.20R,False,0.3613445378151245,0.3039215686274538,273.276,True,2022-12-14 00:10:00+00:00,2022-12-14 00:15:00+00:00,30.0,272.562,True,2022-12-14 00:15:00+00:00,2022-12-14 00:20:00+00:00,25.0,271.491,False,,,,270.42,False,,,
2022-12-21,2022-12-21,Wednesday,251.25,247.81,3.4399999999999977,2022-12-20 22:15:00+00:00,2022-12-20 22:15:00+00:00,2022-12-20 22:20:00+00:00,H2_ARRIVAL,2022-12-20 22:45:00+00:00,30.0,4_6_BARS_20_30M,True,2022-12-20 22:20:00+00:00,250.26,0.28779069767442145,GT_0.20_TO_0.35R,False,0.3197674418604637,0.28779069767442145,250.906,True,2022-12-20 22:20:00+00:00,2022-12-20 22:25:00+00:00,25.0,250.562,True,2022-12-20 22:20:00+00:00,2022-12-20 22:25:00+00:00,25.0,250.046,False,,,,249.53,False,,,
2022-12-22,2022-12-22,Thursday,248.27,245.0,3.2700000000000102,2022-12-22 01:20:00+00:00,2022-12-22 01:20:00+00:00,2022-12-22 01:25:00+00:00,NO_H2_BY_END,,,NON_H2,True,2022-12-22 01:25:00+00:00,247.34,0.2844036697247718,GT_0.20_TO_0.35R,False,,,247.943,True,2022-12-22 01:25:00+00:00,2022-12-22 01:30:00+00:00,,247.616,True,2022-12-22 01:25:00+00:00,2022-12-22 01:30:00+00:00,,247.12550000000002,True,2022-12-22 01:45:00+00:00,2022-12-22 01:50:00+00:00,,246.635,True,2022-12-22 01:50:00+00:00,2022-12-22 01:55:00+00:00,
2022-12-26,2022-12-26,Monday,243.66,241.2,2.460000000000008,2022-12-25 22:10:00+00:00,2022-12-25 22:10:00+00:00,2022-12-25 22:15:00+00:00,H2_ARRIVAL,2022-12-26 01:45:00+00:00,215.0,13PLUS_BARS_65M_PLUS,True,2022-12-25 22:15:00+00:00,243.1,0.2276422764227644,GT_0.20_TO_0.35R,False,0.5934959349593509,0.560975609756094,243.414,True,2022-12-25 22:15:00+00:00,2022-12-25 22:20:00+00:00,210.0,243.168,True,2022-12-25 22:15:00+00:00,2022-12-25 22:20:00+00:00,210.0,242.799,True,2022-12-25 22:35:00+00:00,2022-12-25 22:40:00+00:00,190.0,242.43,True,2022-12-26 00:15:00+00:00,2022-12-26 00:20:00+00:00,90.0
2022-12-28,2022-12-28,Wednesday,246.34,244.34,2.0,2022-12-27 23:00:00+00:00,2022-12-27 23:15:00+00:00,2022-12-27 23:20:00+00:00,H2_ARRIVAL,2022-12-27 23:25:00+00:00,10.0,2_BARS_10M,True,2022-12-27 23:20:00+00:00,246.28,0.030000000000001137,LE_0.10R,False,0.15000000000000568,0.030000000000001137,246.14000000000001,False,,,,245.94,False,,,,245.64000000000001,False,,,,245.34,False,,,
2022-12-30,2022-12-30,Friday,246.29,244.46,1.829999999999984,2022-12-29 22:40:00+00:00,2022-12-29 22:40:00+00:00,2022-12-29 22:45:00+00:00,H2_ARRIVAL,2022-12-29 23:15:00+00:00,35.0,7_12_BARS_35_60M,True,2022-12-29 22:45:00+00:00,245.66,0.3442622950819677,GT_0.20_TO_0.35R,False,0.5683060109289624,0.42076502732239807,246.107,True,2022-12-29 22:45:00+00:00,2022-12-29 22:50:00+00:00,30.0,245.924,True,2022-12-29 22:45:00+00:00,2022-12-29 22:50:00+00:00,30.0,245.6495,True,2022-12-29 22:55:00+00:00,2022-12-29 23:00:00+00:00,20.0,245.375,False,,,
2023-01-12,2023-01-12,Thursday,279.94,276.95,2.990000000000009,2023-01-11 22:05:00+00:00,2023-01-11 22:05:00+00:00,2023-01-11 22:10:00+00:00,H2_ARRIVAL,2023-01-11 22:40:00+00:00,35.0,7_12_BARS_35_60M,True,2023-01-11 22:10:00+00:00,278.79,0.38461538461537587,GT_0.35_TO_0.50R,False,0.4515050167224143,0.38461538461537587,279.641,True,2023-01-11 22:10:00+00:00,2023-01-11 22:15:00+00:00,30.0,279.342,True,2023-01-11 22:10:00+00:00,2023-01-11 22:15:00+00:00,30.0,278.8935,True,2023-01-11 22:10:00+00:00,2023-01-11 22:15:00+00:00,30.0,278.445,False,,,
2023-01-20,2023-01-20,Friday,295.4,289.84,5.560000000000002,2023-01-20 00:10:00+00:00,2023-01-20 00:10:00+00:00,2023-01-20 00:15:00+00:00,NO_H2_BY_END,,,NON_H2,True,2023-01-20 00:15:00+00:00,293.77,0.29316546762589835,GT_0.20_TO_0.35R,False,,,294.844,True,2023-01-20 00:15:00+00:00,2023-01-20 00:20:00+00:00,,294.28799999999995,True,2023-01-20 00:15:00+00:00,2023-01-20 00:20:00+00:00,,293.45399999999995,True,2023-01-20 00:50:00+00:00,2023-01-20 00:55:00+00:00,,292.62,False,,,
2023-01-24,2023-01-24,Tuesday,306.78,303.5,3.2799999999999727,2023-01-23 22:15:00+00:00,2023-01-23 22:15:00+00:00,2023-01-23 22:20:00+00:00,H2_ARRIVAL,2023-01-23 22:45:00+00:00,30.0,4_6_BARS_20_30M,True,2023-01-23 22:20:00+00:00,306.39,0.11890243902438707,GT_0.10_TO_0.20R,False,0.38414634146341503,0.28048780487803865,306.452,True,2023-01-23 22:20:00+00:00,2023-01-23 22:25:00+00:00,25.0,306.12399999999997,True,2023-01-23 22:35:00+00:00,2023-01-23 22:40:00+00:00,10.0,305.632,False,,,,305.14,False,,,
2023-02-09,2023-02-09,Thursday,329.25,325.01,4.240000000000009,2023-02-09 01:25:00+00:00,2023-02-09 01:25:00+00:00,2023-02-09 01:30:00+00:00,NO_H2_BY_END,,,NON_H2,True,2023-02-09 01:30:00+00:00,328.42,0.1957547169811279,GT_0.10_TO_0.20R,False,,,328.826,True,2023-02-09 01:30:00+00:00,2023-02-09 01:35:00+00:00,,328.402,True,2023-02-09 01:50:00+00:00,2023-02-09 01:55:00+00:00,,327.766,True,2023-02-09 01:55:00+00:00,2023-02-09 02:00:00+00:00,,327.13,False,,,
2023-02-12,2023-02-12,Sunday,310.98,306.7,4.28000000000003,2023-02-11 22:45:00+00:00,2023-02-11 22:50:00+00:00,2023-02-11 22:55:00+00:00,H2_ARRIVAL,2023-02-11 23:25:00+00:00,35.0,7_12_BARS_35_60M,True,2023-02-11 22:55:00+00:00,310.49,0.11448598130841255,GT_0.10_TO_0.20R,False,0.1612149532710264,0.11448598130841255,310.552,True,2023-02-11 22:55:00+00:00,2023-02-11 23:00:00+00:00,30.0,310.124,False,,,,309.482,False,,,,308.84000000000003,False,,,
2023-02-16,2023-02-16,Thursday,317.28,301.85,15.42999999999995,2023-02-15 22:40:00+00:00,2023-02-15 22:40:00+00:00,2023-02-15 22:45:00+00:00,H2_ARRIVAL,2023-02-15 23:10:00+00:00,30.0,4_6_BARS_20_30M,True,2023-02-15 22:45:00+00:00,316.66,0.04018146467919311,LE_0.10R,False,0.10693454309786019,0.0978613091380425,315.73699999999997,False,,,,314.19399999999996,False,,,,311.8795,False,,,,309.565,False,,,
2023-02-19,2023-02-19,Sunday,316.99,313.73,3.259999999999991,2023-02-19 00:05:00+00:00,2023-02-19 00:05:00+00:00,2023-02-19 00:10:00+00:00,H2_ARRIVAL,2023-02-19 00:45:00+00:00,40.0,7_12_BARS_35_60M,True,2023-02-19 00:10:00+00:00,315.55,0.4417177914110435,GT_0.35_TO_0.50R,False,0.5061349693251652,0.4417177914110435,316.664,True,2023-02-19 00:10:00+00:00,2023-02-19 00:15:00+00:00,35.0,316.338,True,2023-02-19 00:10:00+00:00,2023-02-19 00:15:00+00:00,35.0,315.849,True,2023-02-19 00:10:00+00:00,2023-02-19 00:15:00+00:00,35.0,315.36,False,,,
2023-02-20,2023-02-20,Monday,313.6,310.0,3.6000000000000227,2023-02-19 22:15:00+00:00,2023-02-19 22:15:00+00:00,2023-02-19 22:20:00+00:00,H2_ARRIVAL,2023-02-20 00:30:00+00:00,135.0,13PLUS_BARS_65M_PLUS,True,2023-02-19 22:20:00+00:00,313.21,0.10833333333334465,GT_0.10_TO_0.20R,False,0.7305555555555496,0.65277777777778,313.24,True,2023-02-19 22:20:00+00:00,2023-02-19 22:25:00+00:00,130.0,312.88,True,2023-02-19 22:40:00+00:00,2023-02-19 22:45:00+00:00,110.0,312.34000000000003,True,2023-02-19 23:05:00+00:00,2023-02-19 23:10:00+00:00,85.0,311.8,True,2023-02-19 23:40:00+00:00,2023-02-19 23:45:00+00:00,50.0
2023-02-21,2023-02-21,Tuesday,315.08,312.93,2.1499999999999773,2023-02-20 23:15:00+00:00,2023-02-20 23:15:00+00:00,2023-02-20 23:20:00+00:00,H2_ARRIVAL,2023-02-20 23:50:00+00:00,35.0,7_12_BARS_35_60M,True,2023-02-20 23:20:00+00:00,314.32,0.35348837209302275,GT_0.35_TO_0.50R,False,0.4837209302325463,0.38604651162790365,314.865,True,2023-02-20 23:20:00+00:00,2023-02-20 23:25:00+00:00,30.0,314.65,True,2023-02-20 23:20:00+00:00,2023-02-20 23:25:00+00:00,30.0,314.3275,True,2023-02-20 23:20:00+00:00,2023-02-20 23:25:00+00:00,30.0,314.005,False,,,
2023-02-28,2023-02-28,Tuesday,304.28,300.24,4.039999999999964,2023-02-27 22:05:00+00:00,2023-02-27 22:05:00+00:00,2023-02-27 22:10:00+00:00,H2_ARRIVAL,2023-02-27 22:10:00+00:00,5.0,1_BAR_5M,True,2023-02-27 22:10:00+00:00,303.99,0.07178217821781342,LE_0.10R,True,0.0,0.0,303.876,False,,,,303.472,False,,,,302.866,False,,,,302.26,False,,,
2023-03-17,2023-03-17,Friday,331.76,325.84,5.920000000000016,2023-03-16 22:15:00+00:00,2023-03-16 22:20:00+00:00,2023-03-16 22:25:00+00:00,OPPOSITE_BREAK_BEFORE_H2,2023-03-17 00:35:00+00:00,,NON_H2,True,2023-03-16 22:25:00+00:00,330.44,0.22297297297297122,GT_0.20_TO_0.35R,False,,,331.168,True,2023-03-16 22:25:00+00:00,2023-03-16 22:30:00+00:00,,330.57599999999996,True,2023-03-16 22:25:00+00:00,2023-03-16 22:30:00+00:00,,329.688,True,2023-03-16 23:10:00+00:00,2023-03-16 23:15:00+00:00,,328.79999999999995,True,2023-03-16 23:25:00+00:00,2023-03-16 23:30:00+00:00,
2023-03-31,2023-03-31,Friday,317.17,313.14,4.03000000000003,2023-03-31 00:30:00+00:00,2023-03-31 00:30:00+00:00,2023-03-31 00:35:00+00:00,H2_ARRIVAL,2023-03-31 01:00:00+00:00,30.0,4_6_BARS_20_30M,True,2023-03-31 00:35:00+00:00,316.26,0.22580645161290777,GT_0.20_TO_0.35R,False,0.3399503722084354,0.2903225806451631,316.767,True,2023-03-31 00:35:00+00:00,2023-03-31 00:40:00+00:00,25.0,316.36400000000003,True,2023-03-31 00:35:00+00:00,2023-03-31 00:40:00+00:00,25.0,315.7595,False,,,,315.155,False,,,
2023-04-01,2023-04-01,Saturday,317.29,314.79,2.5,2023-03-31 22:40:00+00:00,2023-03-31 22:45:00+00:00,2023-03-31 22:50:00+00:00,H2_ARRIVAL,2023-04-01 00:20:00+00:00,95.0,13PLUS_BARS_65M_PLUS,True,2023-03-31 22:50:00+00:00,317.05,0.09600000000000364,LE_0.10R,False,0.3400000000000091,0.32000000000000456,317.04,True,2023-03-31 22:55:00+00:00,2023-03-31 23:00:00+00:00,85.0,316.79,True,2023-03-31 22:55:00+00:00,2023-03-31 23:00:00+00:00,85.0,316.415,False,,,,316.04,False,,,
2023-04-03,2023-04-03,Monday,313.63,310.36,3.269999999999982,2023-04-02 23:35:00+00:00,2023-04-02 23:40:00+00:00,2023-04-02 23:45:00+00:00,H2_ARRIVAL,2023-04-03 00:00:00+00:00,20.0,4_6_BARS_20_30M,True,2023-04-02 23:45:00+00:00,313.45,0.05504587155963542,LE_0.10R,False,0.10091743119265624,0.06727828746176504,313.303,False,,,,312.976,False,,,,312.4855,False,,,,311.995,False,,,
2023-04-14,2023-04-14,Friday,325.0,323.65,1.3500000000000227,2023-04-13 22:40:00+00:00,2023-04-13 22:40:00+00:00,2023-04-13 22:45:00+00:00,H2_ARRIVAL,2023-04-14 00:00:00+00:00,80.0,13PLUS_BARS_65M_PLUS,True,2023-04-13 22:45:00+00:00,324.05,0.7037037037036834,GT_0.50R,False,0.7777777777777731,0.7037037037036834,324.865,True,2023-04-13 22:45:00+00:00,2023-04-13 22:50:00+00:00,75.0,324.73,True,2023-04-13 22:45:00+00:00,2023-04-13 22:50:00+00:00,75.0,324.5275,True,2023-04-13 22:45:00+00:00,2023-04-13 22:50:00+00:00,75.0,324.325,True,2023-04-13 22:45:00+00:00,2023-04-13 22:50:00+00:00,75.0
2023-04-26,2023-04-26,Wednesday,337.12,331.72,5.399999999999977,2023-04-25 22:05:00+00:00,2023-04-25 22:10:00+00:00,2023-04-25 22:15:00+00:00,H2_ARRIVAL,2023-04-25 22:45:00+00:00,35.0,7_12_BARS_35_60M,True,2023-04-25 22:15:00+00:00,335.77,0.2500000000000053,GT_0.20_TO_0.35R,False,0.31481481481481405,0.2500000000000053,336.58,True,2023-04-25 22:15:00+00:00,2023-04-25 22:20:00+00:00,30.0,336.04,True,2023-04-25 22:15:00+00:00,2023-04-25 22:20:00+00:00,30.0,335.23,False,,,,334.42,False,,,
2023-05-01,2023-05-01,Monday,337.5,331.08,6.420000000000016,2023-04-30 23:15:00+00:00,2023-04-30 23:20:00+00:00,2023-04-30 23:25:00+00:00,H2_ARRIVAL,2023-05-01 00:20:00+00:00,60.0,7_12_BARS_35_60M,True,2023-04-30 23:25:00+00:00,336.39,0.17289719626168393,GT_0.10_TO_0.20R,False,0.37850467289719636,0.2523364485981309,336.858,True,2023-04-30 23:25:00+00:00,2023-04-30 23:30:00+00:00,55.0,336.216,True,2023-05-01 00:00:00+00:00,2023-05-01 00:05:00+00:00,20.0,335.253,False,,,,334.28999999999996,False,,,
2023-05-06,2023-05-06,Saturday,328.21,324.49,3.7199999999999704,2023-05-06 00:40:00+00:00,2023-05-06 00:40:00+00:00,2023-05-06 00:45:00+00:00,NO_H2_BY_END,,,NON_H2,True,2023-05-06 00:45:00+00:00,327.6,0.1639784946236456,GT_0.10_TO_0.20R,False,,,327.83799999999997,True,2023-05-06 00:45:00+00:00,2023-05-06 00:50:00+00:00,,327.466,True,2023-05-06 01:05:00+00:00,2023-05-06 01:10:00+00:00,,326.908,True,2023-05-06 01:15:00+00:00,2023-05-06 01:20:00+00:00,,326.35,True,2023-05-06 01:50:00+00:00,2023-05-06 01:55:00+00:00,
2023-05-09,2023-05-09,Tuesday,313.42,310.0,3.420000000000016,2023-05-08 23:25:00+00:00,2023-05-08 23:30:00+00:00,2023-05-08 23:35:00+00:00,H2_ARRIVAL,2023-05-08 23:50:00+00:00,20.0,4_6_BARS_20_30M,True,2023-05-08 23:35:00+00:00,313.32,0.02923976608187786,LE_0.10R,False,0.09064327485380141,0.06432748538012464,313.07800000000003,False,,,,312.736,False,,,,312.223,False,,,,311.71000000000004,False,,,
2023-06-08,2023-06-08,Thursday,262.99,257.25,5.740000000000009,2023-06-08 01:20:00+00:00,2023-06-08 01:20:00+00:00,2023-06-08 01:25:00+00:00,NO_H2_BY_END,,,NON_H2,True,2023-06-08 01:25:00+00:00,262.34,0.11324041811847266,GT_0.10_TO_0.20R,False,,,262.416,True,2023-06-08 01:25:00+00:00,2023-06-08 01:30:00+00:00,,261.842,True,2023-06-08 01:45:00+00:00,2023-06-08 01:50:00+00:00,,260.981,False,,,,260.12,False,,,
2023-06-25,2023-06-25,Sunday,237.46,233.61,3.8499999999999943,2023-06-25 01:45:00+00:00,2023-06-25 01:45:00+00:00,2023-06-25 01:50:00+00:00,H2_ARRIVAL,2023-06-25 01:50:00+00:00,5.0,1_BAR_5M,True,2023-06-25 01:50:00+00:00,237.46,0.0,LE_0.10R,True,0.0,0.0,237.07500000000002,False,,,,236.69,False,,,,236.1125,False,,,,235.53500000000003,False,,,
2023-07-08,2023-07-08,Saturday,235.48,233.49,1.9899999999999807,2023-07-07 22:30:00+00:00,2023-07-07 22:35:00+00:00,2023-07-07 22:40:00+00:00,H2_ARRIVAL,2023-07-07 22:50:00+00:00,15.0,3_BARS_15M,True,2023-07-07 22:40:00+00:00,235.32,0.08040201005025033,LE_0.10R,False,0.15577889447236445,0.08040201005025033,235.281,False,,,,235.082,False,,,,234.7835,False,,,,234.485,False,,,
2023-07-14,2023-07-14,Friday,259.02,250.44,8.579999999999984,2023-07-14 00:50:00+00:00,2023-07-14 00:50:00+00:00,2023-07-14 00:55:00+00:00,NO_H2_BY_END,,,NON_H2,True,2023-07-14 00:55:00+00:00,258.1,0.10722610722610265,GT_0.10_TO_0.20R,False,,,258.162,True,2023-07-14 00:55:00+00:00,2023-07-14 01:00:00+00:00,,257.304,True,2023-07-14 01:00:00+00:00,2023-07-14 01:05:00+00:00,,256.017,True,2023-07-14 01:10:00+00:00,2023-07-14 01:15:00+00:00,,254.73,False,,,
2023-07-25,2023-07-25,Tuesday,239.12,237.49,1.6299999999999955,2023-07-24 22:05:00+00:00,2023-07-24 22:05:00+00:00,2023-07-24 22:10:00+00:00,H2_ARRIVAL,2023-07-24 22:10:00+00:00,5.0,1_BAR_5M,True,2023-07-24 22:10:00+00:00,239.16,-0.024539877300608682,LE_0.10R,True,0.0,0.0,238.957,False,,,,238.794,False,,,,238.5495,False,,,,238.305,False,,,
2023-07-31,2023-07-31,Monday,243.99,240.39,3.6000000000000227,2023-07-31 01:05:00+00:00,2023-07-31 01:05:00+00:00,2023-07-31 01:10:00+00:00,NO_H2_BY_END,,,NON_H2,True,2023-07-31 01:10:00+00:00,243.51,0.13333333333333755,GT_0.10_TO_0.20R,False,,,243.63,True,2023-07-31 01:10:00+00:00,2023-07-31 01:15:00+00:00,,243.27,True,2023-07-31 01:15:00+00:00,2023-07-31 01:20:00+00:00,,242.73,False,,,,242.19,False,,,
2023-08-02,2023-08-02,Wednesday,247.34,245.44,1.9000000000000057,2023-08-01 23:35:00+00:00,2023-08-01 23:45:00+00:00,2023-08-01 23:50:00+00:00,H2_ARRIVAL,2023-08-01 23:50:00+00:00,5.0,1_BAR_5M,True,2023-08-01 23:50:00+00:00,247.6,-0.13684210526315269,LE_0.10R,True,0.0,0.0,247.15,False,,,,246.96,False,,,,246.675,False,,,,246.39,False,,,
