structure_id,raid_i_h1,raid_time,reclaim_i_h1,reclaim_time,reclaim_close_time,year,liquidity_high,liquidity_pivot_i,liquidity_confirm_i,significant_low,significant_low_pivot_i,significant_low_confirm_i,raid_extreme,raid_depth_pct,reclaim_delay_h1_bars,reclaim_close,median_prior_h1_range,bos_i_h1,bos_time,bos_close_time,bos_close,bos_low,bars_reclaim_to_bos,displacement_range_units,bear_path_efficiency,bos_extension_range_units,origin_i_h1,origin_time,origin_open,origin_high,origin_low,origin_close,zone_low,zone_high,zone_width_range_units,first_return_i_5m,first_return_time,bos_to_return_min,return_open,return_high,return_low,return_close,return_penetration_zone_width,pre_return_structural_low,outcome,resolution_i_5m,resolution_time,return_to_resolution_min,max_above_zone_width,max_new_low_extension_pct,return_year,path_status,path_anchor_i_5m,path_anchor_time,path_anchor_low,ascent_bars,up_path_efficiency,median_adjacent_overlap,overlap_gt50_share,range_contraction_ratio,body_contraction_ratio,largest_bull_body_share,sign_flip_rate,higher_low_share,rise_per_bar_range_units,max_bull_body_range_units,pre_return_drawup_fraction
2023-01-17 11:00:00+00:00__H20398__L20400,20404,2023-01-17 11:00:00+00:00,20404,2023-01-17 11:00:00+00:00,2023-01-17 12:00:00+00:00,2023,23.83,20398,20400,23.251,20400,20402,24.0,0.7133864876206486,0,23.758,0.3829999999999991,20415,2023-01-17 22:00:00+00:00,2023-01-17 23:00:00+00:00,23.191,23.138,11,2.1122715404699814,0.5323943661971808,0.1566579634464815,20411,2023-01-17 18:00:00+00:00,23.341,23.576,23.28,23.513,23.28,23.576,0.7728459530026112,244993,2023-01-17 23:05:00+00:00,5.0,23.193,23.335,23.166,23.311,0.18581081081081025,23.094,CONTINUATION,244997,2023-01-17 23:25:00+00:00,20.0,0.3310810810810783,12.055079241361403,2023,TOO_SHORT_FOR_COMPRESSION,244992.0,2023-01-17 23:00:00+00:00,23.094,2.0,,,,,,,,,,,
2023-01-31 16:00:00+00:00__H20731__L20740,20745,2023-01-31 16:00:00+00:00,20745,2023-01-31 16:00:00+00:00,2023-01-31 17:00:00+00:00,2023,24.288,20731,20733,23.481,20740,20742,24.494,0.8481554677206793,0,24.12,0.30499999999999794,20761,2023-02-01 08:00:00+00:00,2023-02-01 09:00:00+00:00,23.343,23.2,16,3.7737704918033037,0.4271577789994502,0.45245901639345115,20760,2023-02-01 07:00:00+00:00,23.504,23.69,23.4,23.55,23.4,23.69,0.9508196721311628,249146,2023-02-01 09:10:00+00:00,10.0,23.279,23.42,23.261,23.399,0.06896551724138945,23.145,CONTINUATION,249221,2023-02-01 15:25:00+00:00,375.0,7.268965517241301,3.0028083819399454,2023,TOO_SHORT_FOR_COMPRESSION,249145.0,2023-02-01 09:05:00+00:00,23.145,2.0,,,,,,,,,,,
2023-07-27 14:00:00+00:00__H24986__L24988,24991,2023-07-27 14:00:00+00:00,24991,2023-07-27 14:00:00+00:00,2023-07-27 15:00:00+00:00,2023,25.481,24986,24988,25.16,24988,24990,25.654,0.6789372473607669,0,25.451,0.31649999999999956,24992,2023-07-27 15:00:00+00:00,2023-07-27 16:00:00+00:00,25.142,25.025,1,1.6176935229067968,1.0,0.056872037914694175,24991,2023-07-27 14:00:00+00:00,25.438,25.654,25.211,25.451,25.211,25.654,1.3996840442338137,299916,2023-07-27 16:00:00+00:00,0.0,25.145,25.248,25.108,25.239,0.08352144469526517,25.025,CONTINUATION,299931,2023-07-27 17:15:00+00:00,75.0,-0.22347629796839705,2.0259740259740178,2023,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2023-08-03 15:00:00+00:00__H25155__L25157,25160,2023-08-03 15:00:00+00:00,25160,2023-08-03 15:00:00+00:00,2023-08-03 16:00:00+00:00,2023,22.838,25155,25157,22.592,25157,25159,23.1,1.147210789035813,0,22.788,0.21000000000000085,25170,2023-08-04 01:00:00+00:00,2023-08-04 02:00:00+00:00,22.577,22.55,10,2.490476190476179,0.282463186077642,0.07142857142855692,25169,2023-08-04 00:00:00+00:00,22.634,22.725,22.502,22.713,22.502,22.725,1.0619047619047697,302052,2023-08-04 02:00:00+00:00,0.0,22.578,22.634,22.576,22.603,0.591928251121076,22.55,CONTINUATION,302053,2023-08-04 02:05:00+00:00,5.0,3.6995515695066814,0.5232815964523374,2023,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2023-09-24 08:00:00+00:00__H26394__L26398,26401,2023-09-24 08:00:00+00:00,26401,2023-09-24 08:00:00+00:00,2023-09-24 09:00:00+00:00,2023,19.65,26394,26396,19.48,26398,26400,19.671,0.10687022900763843,0,19.608,0.08150000000000013,26412,2023-09-24 19:00:00+00:00,2023-09-24 20:00:00+00:00,19.453,19.42,11,2.674846625766867,0.2986512524084769,0.33128834355829423,26410,2023-09-24 17:00:00+00:00,19.487,19.649,19.451,19.6,19.451,19.649,2.4294478527607373,316956,2023-09-24 20:00:00+00:00,0.0,19.452,19.452,19.425,19.45,0.005050505050511213,19.42,CONTINUATION,316958,2023-09-24 20:10:00+00:00,10.0,0.40909090909090584,1.8640576725025841,2023,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2023-10-10 08:00:00+00:00__H26779__L26782,26785,2023-10-10 08:00:00+00:00,26787,2023-10-10 10:00:00+00:00,2023-10-10 11:00:00+00:00,2023,22.245,26779,26781,22.029,26782,26784,22.437,0.8631153068105135,2,22.165,0.17849999999999788,26792,2023-10-10 15:00:00+00:00,2023-10-10 16:00:00+00:00,21.97,21.911,5,2.6162464985994838,0.4676258992805744,0.3305322128851639,26790,2023-10-10 13:00:00+00:00,22.066,22.193,22.048,22.177,22.048,22.193,0.812324929972016,321522,2023-10-10 16:30:00+00:00,30.0,21.982,22.063,21.961,21.989,0.10344827586207066,21.809,CONTINUATION,321529,2023-10-10 17:05:00+00:00,35.0,1.4275862068965015,0.6098399743225397,2023,TOO_SHORT_FOR_COMPRESSION,321520.0,2023-10-10 16:20:00+00:00,21.809,3.0,,,,,,,,,,,
2023-10-15 01:00:00+00:00__H26888__L26894,26898,2023-10-15 01:00:00+00:00,26898,2023-10-15 01:00:00+00:00,2023-10-15 02:00:00+00:00,2023,22.088,26888,26890,21.911,26894,26896,22.171,0.3757696486780038,0,22.067,0.11349999999999838,26902,2023-10-15 05:00:00+00:00,2023-10-15 06:00:00+00:00,21.9,21.882,4,2.3876651982379267,1.0,0.0969162995594973,26898,2023-10-15 01:00:00+00:00,21.872,22.171,21.855,22.067,21.855,22.171,2.784140969163026,322836,2023-10-15 06:00:00+00:00,0.0,21.901,21.905,21.878,21.883,0.1582278481012686,21.882,AMBIGUOUS,322836,2023-10-15 06:00:00+00:00,0.0,1.8702531645569718,1.1059318161045648,2023,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2023-11-13 07:00:00+00:00__H27595__L27596,27600,2023-11-13 07:00:00+00:00,27600,2023-11-13 07:00:00+00:00,2023-11-13 08:00:00+00:00,2023,59.5,27595,27597,56.6,27596,27598,59.625,0.21008403361344463,0,58.286,1.6699999999999982,27607,2023-11-13 14:00:00+00:00,2023-11-13 15:00:00+00:00,56.026,54.198,7,2.1550898203592816,0.41286079649250995,0.3437125748502986,27605,2023-11-13 12:00:00+00:00,57.069,58.11,56.12,57.645,56.12,58.11,1.1916167664670683,331296,2023-11-13 15:00:00+00:00,0.0,56.026,56.848,55.999,56.262,0.3658291457286436,54.198,CONTINUATION,331323,2023-11-13 17:15:00+00:00,135.0,0.0407035175879412,5.59430237278129,2023,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2023-11-19 23:00:00+00:00__H27746__L27749,27760,2023-11-19 23:00:00+00:00,27760,2023-11-19 23:00:00+00:00,2023-11-20 00:00:00+00:00,2023,61.8,27746,27748,59.087,27749,27751,62.151,0.5679611650485583,0,61.099,1.0645000000000024,27776,2023-11-20 15:00:00+00:00,2023-11-20 16:00:00+00:00,59.008,58.44,16,2.952559887271013,0.3783245883842951,0.07421324565523761,27775,2023-11-20 14:00:00+00:00,59.657,60.199,56.971,60.04,56.971,60.199,3.0324095819633574,333324,2023-11-20 16:00:00+00:00,0.0,59.001,59.409,58.939,59.399,0.7552664188351924,58.44,CONTINUATION,333328,2023-11-20 16:20:00+00:00,20.0,-0.2391573729863687,9.822039698836404,2023,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
2023-11-23 10:00:00+00:00__H27835__L27840,27843,2023-11-23 10:00:00+00:00,27843,2023-11-23 10:00:00+00:00,2023-11-23 11:00:00+00:00,2023,58.497,27835,27837,57.543,27840,27842,58.958,0.7880746021163398,0,57.862,1.0345000000000013,27847,2023-11-23 14:00:00+00:00,2023-11-23 15:00:00+00:00,57.457,57.123,4,1.4509424842919243,0.6542810985460441,0.08313194780086845,27844,2023-11-23 11:00:00+00:00,57.863,58.014,57.189,57.969,57.189,58.014,0.7974867085548591,334176,2023-11-23 15:00:00+00:00,0.0,57.457,57.62,57.397,57.43,0.5224242424242375,57.123,CONTINUATION,334179,2023-11-23 15:15:00+00:00,15.0,1.0012121212121183,1.7541095530696837,2023,TOO_SHORT_FOR_COMPRESSION,,,,,,,,,,,,,,,
