partition,timeframe,variant,bull_cross_ts,signal_ts,entry_ts,exit_ts,bars_cross_to_signal,entry_px,exit_px,return,mfe,mae,bars_held,hold_minutes,gross_pnl_usd,fee_sensitive_pnl_usd,exit_reason
external,5m,C1_CROSS_ENTRY,2020-01-06 01:55:00+00:00,2020-01-06 01:55:00+00:00,2020-01-06 02:00:00+00:00,2020-01-06 04:30:00+00:00,0,7419.95,7516.26,0.012979871832020429,0.021581007958274556,-0.0003625361356881518,30,150,6.489935916010214,6.089935916010214,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-06 14:55:00+00:00,2020-01-06 14:55:00+00:00,2020-01-06 15:00:00+00:00,2020-01-06 15:10:00+00:00,0,7545.15,7536.63,-0.0011292022027394877,0.0005579743278794069,-0.0022318973115178498,2,10,-0.5646011013697438,-0.9646011013697439,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-06 17:20:00+00:00,2020-01-06 17:20:00+00:00,2020-01-06 17:25:00+00:00,2020-01-06 18:10:00+00:00,0,7554.36,7542.03,-0.001632170031610869,0.00026871899141700517,-0.002169608014444546,9,45,-0.8160850158054345,-1.2160850158054344,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-06 20:15:00+00:00,2020-01-06 20:15:00+00:00,2020-01-06 20:20:00+00:00,2020-01-06 20:45:00+00:00,0,7547.7,7536.95,-0.001424274944685111,0.0006054824648569213,-0.0019476131801741126,5,25,-0.7121374723425555,-1.1121374723425554,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-07 06:50:00+00:00,2020-01-07 06:50:00+00:00,2020-01-07 06:55:00+00:00,2020-01-07 07:20:00+00:00,0,7877.76,7867.44,-0.0013100170606873407,0.002569258266309271,-0.0019650255910310666,5,25,-0.6550085303436703,-1.0550085303436703,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-07 10:55:00+00:00,2020-01-07 10:55:00+00:00,2020-01-07 11:00:00+00:00,2020-01-07 12:00:00+00:00,0,7892.36,7898.9,0.0008286494787363985,0.009710656888433977,-0.0011048659716484943,12,60,0.41432473936819925,0.014324739368199224,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-07 16:40:00+00:00,2020-01-07 16:40:00+00:00,2020-01-07 16:45:00+00:00,2020-01-07 21:20:00+00:00,0,7908.1,8111.29,0.02569390877707667,0.03602635272695087,-0.003130966983219796,55,275,12.846954388538334,12.446954388538334,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-07 23:15:00+00:00,2020-01-07 23:15:00+00:00,2020-01-07 23:20:00+00:00,2020-01-08 02:20:00+00:00,0,8072.13,8333.84,0.03242143027924471,0.04909360974117116,-0.00017715274654894753,36,180,16.210715139622355,15.810715139622355,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-08 10:15:00+00:00,2020-01-08 10:15:00+00:00,2020-01-08 10:20:00+00:00,2020-01-08 11:00:00+00:00,0,8335.2,8330.01,-0.0006226605240426952,0.0026142144159706504,-0.0013520971302428686,8,40,-0.3113302620213476,-0.7113302620213476,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-08 13:45:00+00:00,2020-01-08 13:45:00+00:00,2020-01-08 13:50:00+00:00,2020-01-08 14:15:00+00:00,0,8395.35,8267.95,-0.015175067150267618,0.001983240722542856,-0.023137808429666396,5,25,-7.5875335751338095,-7.98753357513381,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-08 23:15:00+00:00,2020-01-08 23:15:00+00:00,2020-01-08 23:20:00+00:00,2020-01-08 23:55:00+00:00,0,8084.0,8046.65,-0.004620237506185121,0.00556655121227112,-0.005163285502226556,7,35,-2.3101187530925604,-2.7101187530925603,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-09 13:20:00+00:00,2020-01-09 13:20:00+00:00,2020-01-09 13:25:00+00:00,2020-01-09 13:55:00+00:00,0,7938.0,7902.9,-0.004421768707483009,0.0011337868480725266,-0.0045351473922902175,6,30,-2.2108843537415046,-2.6108843537415045,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-09 15:35:00+00:00,2020-01-09 15:35:00+00:00,2020-01-09 15:40:00+00:00,2020-01-09 15:50:00+00:00,0,7915.21,7905.34,-0.0012469662839015294,9.980783832652662e-05,-0.001431421276251621,2,10,-0.6234831419507647,-1.0234831419507646,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-09 19:45:00+00:00,2020-01-09 19:45:00+00:00,2020-01-09 19:50:00+00:00,2020-01-09 20:55:00+00:00,0,7914.6,7820.71,-0.011862886311373999,0.011653147347939097,-0.013468779218153815,13,65,-5.931443155686999,-6.3314431556869994,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-10 10:50:00+00:00,2020-01-10 10:50:00+00:00,2020-01-10 10:55:00+00:00,2020-01-10 14:00:00+00:00,0,7765.09,7868.0,0.013252904988866776,0.022898639938493837,-0.0014281869237832145,37,185,6.626452494433388,6.226452494433388,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-11 13:55:00+00:00,2020-01-11 13:55:00+00:00,2020-01-11 14:00:00+00:00,2020-01-11 14:50:00+00:00,0,8094.3,8067.6,-0.0032986175456802824,0.0031824864410758824,-0.003866918695872412,10,50,-1.6493087728401412,-2.049308772840141,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-11 15:35:00+00:00,2020-01-11 15:35:00+00:00,2020-01-11 15:40:00+00:00,2020-01-11 15:45:00+00:00,0,8101.35,8073.75,-0.003406839600807343,2.7155967832426242e-05,-0.0034056052386330915,1,5,-1.7034198004036716,-2.1034198004036715,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-12 02:45:00+00:00,2020-01-12 02:45:00+00:00,2020-01-12 02:50:00+00:00,2020-01-12 03:20:00+00:00,0,8093.26,8074.89,-0.0022697899239614294,0.0025515058208929187,-0.0033571144384340057,6,30,-1.1348949619807147,-1.5348949619807146,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-12 20:00:00+00:00,2020-01-12 20:00:00+00:00,2020-01-12 20:05:00+00:00,2020-01-12 20:45:00+00:00,0,8140.2,8133.66,-0.0008034200633890709,0.0014041424043635953,-0.001120365592983008,8,40,-0.40171003169453545,-0.8017100316945355,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-12 22:40:00+00:00,2020-01-12 22:40:00+00:00,2020-01-12 22:45:00+00:00,2020-01-13 00:25:00+00:00,0,8153.56,8158.01,0.0005457738705547666,0.005695671583946016,-0.00266264061342536,20,100,0.2728869352773833,-0.12711306472261674,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-13 08:55:00+00:00,2020-01-13 08:55:00+00:00,2020-01-13 09:00:00+00:00,2020-01-13 09:45:00+00:00,0,8130.04,8097.26,-0.004031960482359209,0.0006765034366373879,-0.004174641207177254,9,45,-2.0159802411796046,-2.4159802411796045,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-13 16:50:00+00:00,2020-01-13 16:50:00+00:00,2020-01-13 16:55:00+00:00,2020-01-13 17:25:00+00:00,0,8099.86,8099.51,-4.32106233934082e-05,0.0039679698167622846,-0.00022963359860539434,6,30,-0.0216053116967041,-0.4216053116967041,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-14 00:10:00+00:00,2020-01-14 00:10:00+00:00,2020-01-14 00:15:00+00:00,2020-01-14 03:30:00+00:00,0,8127.03,8390.34,0.03239928977744633,0.04404684121997837,-0.0001587295727959459,39,195,16.199644888723164,15.799644888723163,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-14 10:45:00+00:00,2020-01-14 10:45:00+00:00,2020-01-14 10:50:00+00:00,2020-01-14 11:30:00+00:00,0,8519.32,8513.03,-0.000738321837893019,0.0021656658043132104,-0.0010939840268940904,8,40,-0.3691609189465095,-0.7691609189465095,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-15 09:45:00+00:00,2020-01-15 09:45:00+00:00,2020-01-15 09:50:00+00:00,2020-01-15 11:50:00+00:00,0,8725.57,8767.37,0.004790517983352505,0.009790764385593231,-0.0018187923539664252,24,120,2.3952589916762523,1.9952589916762524,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-15 20:50:00+00:00,2020-01-15 20:50:00+00:00,2020-01-15 20:55:00+00:00,2020-01-15 21:40:00+00:00,0,8835.0,8806.6,-0.0032144878324843473,0.003542727787209987,-0.003961516694963252,9,45,-1.6072439162421737,-2.0072439162421736,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-16 06:00:00+00:00,2020-01-16 06:00:00+00:00,2020-01-16 06:05:00+00:00,2020-01-16 07:10:00+00:00,0,8699.05,8706.08,0.000808134221552903,0.004118840563049897,-0.0018657209695310817,13,65,0.4040671107764515,0.004067110776451499,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-16 08:20:00+00:00,2020-01-16 08:20:00+00:00,2020-01-16 08:25:00+00:00,2020-01-16 08:45:00+00:00,0,8712.0,8698.16,-0.0015886134067952806,0.0009182736455464191,-0.001721763085399397,4,20,-0.7943067033976403,-1.1943067033976402,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-16 11:45:00+00:00,2020-01-16 11:45:00+00:00,2020-01-16 11:50:00+00:00,2020-01-16 13:00:00+00:00,0,8700.0,8726.48,0.0030436781609195496,0.010778160919540314,-0.0011494252873562871,14,70,1.5218390804597748,1.1218390804597749,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-16 15:55:00+00:00,2020-01-16 15:55:00+00:00,2020-01-16 16:00:00+00:00,2020-01-16 16:15:00+00:00,0,8715.84,8692.0,-0.0027352498439622286,0.0009867092557918067,-0.004112053456694964,3,15,-1.3676249219811143,-1.7676249219811142,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-16 18:50:00+00:00,2020-01-16 18:50:00+00:00,2020-01-16 18:55:00+00:00,2020-01-16 19:00:00+00:00,0,8700.62,8685.97,-0.0016837880518860704,0.0004988150269749081,-0.0019274488484729568,1,5,-0.8418940259430352,-1.241894025943035,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-17 01:55:00+00:00,2020-01-17 01:55:00+00:00,2020-01-17 02:00:00+00:00,2020-01-17 04:10:00+00:00,0,8745.35,8786.17,0.004667623365560036,0.011221963672122914,-0.002775189100493458,26,130,2.333811682780018,1.9338116827800182,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-17 16:25:00+00:00,2020-01-17 16:25:00+00:00,2020-01-17 16:30:00+00:00,2020-01-17 17:05:00+00:00,0,8893.03,8876.89,-0.0018149044813748905,0.00465982910211693,-0.003560091442399216,7,35,-0.9074522406874452,-1.3074522406874451,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-18 09:25:00+00:00,2020-01-18 09:25:00+00:00,2020-01-18 09:30:00+00:00,2020-01-18 11:05:00+00:00,0,8892.69,8886.3,-0.0007185677224778031,0.003309459792256275,-0.001427014772807822,19,95,-0.35928386123890155,-0.7592838612389016,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-18 19:55:00+00:00,2020-01-18 19:55:00+00:00,2020-01-18 20:00:00+00:00,2020-01-18 20:40:00+00:00,0,8914.24,8911.12,-0.000350001794880872,0.001205935671464875,-0.00042964963922886845,8,40,-0.175000897440436,-0.575000897440436,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-19 21:10:00+00:00,2020-01-19 21:10:00+00:00,2020-01-19 21:15:00+00:00,2020-01-19 22:15:00+00:00,0,8682.59,8631.85,-0.0058438783819113604,0.009022653378772949,-0.005846181842054099,12,60,-2.92193919095568,-3.32193919095568,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-19 23:30:00+00:00,2020-01-19 23:30:00+00:00,2020-01-19 23:35:00+00:00,2020-01-20 00:30:00+00:00,0,8690.06,8692.4,0.0002692731695754791,0.005746795764356216,-0.004960840316407311,11,55,0.13463658478773954,-0.2653634152122605,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-20 05:45:00+00:00,2020-01-20 05:45:00+00:00,2020-01-20 05:50:00+00:00,2020-01-20 06:15:00+00:00,0,8684.99,8670.72,-0.0016430646437128882,0.0,-0.002016122068073778,5,25,-0.8215323218564441,-1.221532321856444,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-20 14:45:00+00:00,2020-01-20 14:45:00+00:00,2020-01-20 14:50:00+00:00,2020-01-20 16:40:00+00:00,0,8660.64,8662.03,0.00016049622198832658,0.00577440004433849,-0.0020368009754474503,22,110,0.08024811099416329,-0.31975188900583673,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-21 03:00:00+00:00,2020-01-21 03:00:00+00:00,2020-01-21 03:05:00+00:00,2020-01-21 03:25:00+00:00,0,8674.01,8666.66,-0.0008473589493210865,0.0016128641770070118,-0.001154022188122883,4,20,-0.42367947466054323,-0.8236794746605433,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-21 10:50:00+00:00,2020-01-21 10:50:00+00:00,2020-01-21 10:55:00+00:00,2020-01-21 11:40:00+00:00,0,8672.4,8663.01,-0.0010827452608274113,0.0013375766800425293,-0.0017918915179188089,9,45,-0.5413726304137056,-0.9413726304137057,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-21 20:25:00+00:00,2020-01-21 20:25:00+00:00,2020-01-21 20:30:00+00:00,2020-01-21 22:15:00+00:00,0,8706.52,8719.69,0.0015126594781842417,0.009599702292075296,-0.0027473663415463756,21,105,0.7563297390921209,0.35632973909212085,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-22 04:35:00+00:00,2020-01-22 04:35:00+00:00,2020-01-22 04:40:00+00:00,2020-01-22 05:20:00+00:00,0,8731.9,8734.51,0.00029890401859855587,0.0019514653168268836,-0.000196978893482469,8,40,0.14945200929927793,-0.2505479907007221,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-22 16:50:00+00:00,2020-01-22 16:50:00+00:00,2020-01-22 16:55:00+00:00,2020-01-22 18:10:00+00:00,0,8691.3,8678.0,-0.0015302658980819173,0.003370036703370216,-0.002795899347623365,15,75,-0.7651329490409586,-1.1651329490409585,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-22 23:55:00+00:00,2020-01-22 23:55:00+00:00,2020-01-23 00:00:00+00:00,2020-01-23 00:25:00+00:00,0,8684.47,8666.09,-0.0021164216123723545,0.0010973611515729953,-0.002126784939092352,5,25,-1.0582108061861772,-1.4582108061861772,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-23 08:10:00+00:00,2020-01-23 08:10:00+00:00,2020-01-23 08:15:00+00:00,2020-01-23 08:40:00+00:00,0,8614.0,8550.76,-0.007341537032737433,0.0012050150917111146,-0.008706756442999786,5,25,-3.6707685163687165,-4.070768516368717,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-23 20:30:00+00:00,2020-01-23 20:30:00+00:00,2020-01-23 20:35:00+00:00,2020-01-23 20:50:00+00:00,0,8377.39,8369.53,-0.0009382397142784216,0.0005502907230057197,-0.001142360568148315,3,15,-0.4691198571392108,-0.8691198571392108,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-24 11:40:00+00:00,2020-01-24 11:40:00+00:00,2020-01-24 11:45:00+00:00,2020-01-24 15:10:00+00:00,0,8390.42,8460.0,0.008292791064094418,0.014429551798360585,-0.003863930530295323,41,205,4.146395532047209,3.746395532047209,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-25 06:55:00+00:00,2020-01-25 06:55:00+00:00,2020-01-25 07:00:00+00:00,2020-01-25 07:35:00+00:00,0,8332.18,8332.0,-2.1602989853874988e-05,0.0018974626088250623,-0.00048366693950452344,7,35,-0.010801494926937494,-0.4108014949269375,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-25 08:05:00+00:00,2020-01-25 08:05:00+00:00,2020-01-25 08:10:00+00:00,2020-01-25 09:10:00+00:00,0,8329.0,8349.03,0.0024048505222715733,0.0073238083803577325,-0.0001632849081523169,12,60,1.2024252611357866,0.8024252611357866,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-25 14:05:00+00:00,2020-01-25 14:05:00+00:00,2020-01-25 14:10:00+00:00,2020-01-25 14:35:00+00:00,0,8348.77,8330.16,-0.002229070869122163,0.0007462177063206621,-0.00224823536880292,5,25,-1.1145354345610814,-1.5145354345610813,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-25 15:20:00+00:00,2020-01-25 15:20:00+00:00,2020-01-25 15:25:00+00:00,2020-01-25 15:35:00+00:00,0,8335.62,8323.4,-0.0014659977302229343,5.998354051461874e-06,-0.0015139845626360726,2,10,-0.7329988651114672,-1.132998865111467,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-25 15:45:00+00:00,2020-01-25 15:45:00+00:00,2020-01-25 15:50:00+00:00,2020-01-25 16:35:00+00:00,0,8335.83,8332.31,-0.0004222734868634115,0.002899531300422309,-0.0004210738462756547,9,45,-0.21113674343170574,-0.6111367434317058,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-26 03:45:00+00:00,2020-01-26 03:45:00+00:00,2020-01-26 03:50:00+00:00,2020-01-26 06:25:00+00:00,0,8371.09,8378.77,0.0009174432481313666,0.0033340938874149018,-0.002089333647111613,31,155,0.4587216240656833,0.058721624065683264,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-26 07:55:00+00:00,2020-01-26 07:55:00+00:00,2020-01-26 08:00:00+00:00,2020-01-26 09:25:00+00:00,0,8386.39,8412.0,0.003053757337781793,0.012116059472550234,0.0,17,85,1.5268786688908964,1.1268786688908965,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-27 05:50:00+00:00,2020-01-27 05:50:00+00:00,2020-01-27 05:55:00+00:00,2020-01-27 06:15:00+00:00,0,8653.44,8645.86,-0.0008759522224687233,0.00039406293913168966,-0.0016455883440573693,4,20,-0.43797611123436164,-0.8379761112343617,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-27 11:15:00+00:00,2020-01-27 11:15:00+00:00,2020-01-27 11:20:00+00:00,2020-01-27 14:00:00+00:00,0,8650.63,8739.0,0.01021544095632354,0.015879768294332353,-0.0013340068873595179,32,160,5.10772047816177,4.70772047816177,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-28 11:10:00+00:00,2020-01-28 11:10:00+00:00,2020-01-28 11:15:00+00:00,2020-01-28 12:10:00+00:00,0,9080.37,9043.5,-0.004060407230101926,0.004961251578955439,-0.004732186023256868,11,55,-2.030203615050963,-2.4302036150509627,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-28 20:00:00+00:00,2020-01-28 20:00:00+00:00,2020-01-28 20:05:00+00:00,2020-01-28 21:35:00+00:00,0,9059.62,9059.14,-5.298235466844048e-05,0.007547777942121137,-0.0017042657418302465,18,90,-0.02649117733422024,-0.42649117733422026,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-29 10:45:00+00:00,2020-01-29 10:45:00+00:00,2020-01-29 10:50:00+00:00,2020-01-29 11:10:00+00:00,0,9398.18,9309.15,-0.009473110751230585,0.005407429949202847,-0.013000389437103799,4,20,-4.736555375615293,-5.136555375615293,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-29 14:40:00+00:00,2020-01-29 14:40:00+00:00,2020-01-29 14:45:00+00:00,2020-01-29 15:05:00+00:00,0,9336.35,9317.51,-0.0020179192082558917,0.0013045783416432144,-0.002183936977512735,4,20,-1.0089596041279458,-1.4089596041279457,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-29 16:30:00+00:00,2020-01-29 16:30:00+00:00,2020-01-29 16:35:00+00:00,2020-01-29 17:50:00+00:00,0,9341.45,9351.14,0.001037312194573481,0.004563531357551387,-0.001439819300001699,15,75,0.5186560972867404,0.11865609728674043,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-30 04:20:00+00:00,2020-01-30 04:20:00+00:00,2020-01-30 04:25:00+00:00,2020-01-30 05:45:00+00:00,0,9367.19,9327.16,-0.004273426716016271,8.647203697154104e-05,-0.004290507612208172,16,80,-2.1367133580081354,-2.5367133580081354,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-30 12:10:00+00:00,2020-01-30 12:10:00+00:00,2020-01-30 12:15:00+00:00,2020-01-30 13:05:00+00:00,0,9377.55,9369.57,-0.0008509685365579722,0.0031138197077063,-0.0016422199828313166,10,50,-0.4254842682789861,-0.8254842682789861,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-30 15:40:00+00:00,2020-01-30 15:40:00+00:00,2020-01-30 15:45:00+00:00,2020-01-30 16:30:00+00:00,0,9381.3,9381.5,2.1319006960673903e-05,0.011693475317919866,-0.0011725453828360655,9,45,0.010659503480336951,-0.38934049651966307,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-30 17:05:00+00:00,2020-01-30 17:05:00+00:00,2020-01-30 17:10:00+00:00,2020-01-30 19:30:00+00:00,0,9451.95,9486.93,0.003700823639566364,0.009852993297679191,-0.0045704854553823004,28,140,1.850411819783182,1.4504118197831821,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-01-31 16:00:00+00:00,2020-01-31 16:00:00+00:00,2020-01-31 16:05:00+00:00,2020-01-31 16:40:00+00:00,0,9374.0,9308.15,-0.0070247493065926925,9.60102410922925e-05,-0.007574141241732502,7,35,-3.5123746532963462,-3.912374653296346,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-01-31 18:25:00+00:00,2020-01-31 18:25:00+00:00,2020-01-31 18:30:00+00:00,2020-01-31 19:05:00+00:00,0,9320.0,9314.59,-0.0005804721030042703,0.0013948497854077146,-0.0013497854077253457,7,35,-0.29023605150213516,-0.6902360515021352,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-02-01 07:15:00+00:00,2020-02-01 07:15:00+00:00,2020-02-01 07:20:00+00:00,2020-02-01 08:05:00+00:00,0,9450.33,9423.33,-0.0028570430873842145,0.001975592386720848,-0.0028644502361292457,9,45,-1.4285215436921073,-1.8285215436921072,REVERSAL_CUT
external,5m,C1_CROSS_ENTRY,2020-02-01 16:30:00+00:00,2020-02-01 16:30:00+00:00,2020-02-01 16:35:00+00:00,2020-02-01 18:00:00+00:00,0,9402.27,9388.71,-0.0014422049143453242,0.0029492877783767746,-0.002155862360898042,17,85,-0.7211024571726621,-1.121102457172662,DYNAMIC_DETERIORATION_CUT
external,5m,C1_CROSS_ENTRY,2020-02-01 20:35:00+00:00,2020-02-01 20:35:00+00:00,2020-02-01 20:40:00+00:00,2020-02-01 21:05:00+00:00,0,9393.59,9382.0,-0.001233820083695436,6.387334341817485e-05,-0.001331759210269956,5,25,-0.616910041847718,-1.016910041847718,REVERSAL_CUT
