lane,snapshot_min,required_above,require_e10,n,wr,pf,expectancy,net,wr_5bps,pf_5bps,expectancy_5bps,net_5bps,rescue_rate,rescue_rate_5bps,baseline_overlay_pf,baseline_overlay_net,candidate_overlay_pf,candidate_overlay_net,overlay_net_improvement,baseline_overlay_pf_5bps,baseline_overlay_net_5bps,candidate_overlay_pf_5bps,candidate_overlay_net_5bps,overlay_net_improvement_5bps,adequate_blocks,positive_blocks,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps
AC10_C3,10,3,False,67,0.3880597014925373,1.0903910730627713,0.12770752647394423,8.556404273754264,0.3880597014925373,0.9218986900233708,-0.12229247352605584,-8.193595726245741,0.31343283582089554,0.2835820895522388,1.3064354291509468,448.8184127547937,1.2933201271588344,457.37481702854797,8.556404273754254,1.151280715633054,240.56841275479363,1.1370844318326319,232.37481702854797,-8.193595726245661,6,3,False,8,10.005666044089756,8.005666044089756,5,-8.492415966440403,-9.742415966440404,11,9.153253542977748,6.403253542977743,13,-18.90475996995805,-22.154759969958057,10,-3.4258716218686924,-5.925871621868692,20,20.220532244953905,15.220532244953905
AC15_C4,15,4,False,52,0.4807692307692308,1.5223532399787927,0.6997551319202103,36.38726685985094,0.4807692307692308,1.3060749212254374,0.44975513192021016,23.38726685985093,0.4230769230769231,0.36538461538461536,1.3064354291509468,448.8184127547937,1.3162385078128647,485.2056796146447,36.38726685985097,1.151280715633054,240.56841275479363,1.1583776246634325,263.9556796146446,23.387266859850996,6,4,True,7,6.1505334511697285,4.400533451169725,4,-5.766659088228376,-6.766659088228377,9,9.082661585173181,6.83266158517318,10,-6.568941203668631,-9.068941203668633,8,8.247173829478038,6.247173829478038,14,25.242498285927002,21.742498285927002
AC15_C4_E10,15,4,True,46,0.5217391304347826,1.6859549859937246,0.9268735525597002,42.63618341774621,0.5217391304347826,1.4602135315820381,0.6768735525597002,31.13618341774621,0.4782608695652174,0.41304347826086957,1.3064354291509468,448.8184127547937,1.3218856644975319,491.4545961725399,42.63618341774617,1.151280715633054,240.56841275479363,1.163887957782109,271.70459617253994,31.13618341774631,6,4,True,6,8.10569507786424,6.605695077864237,4,-5.766659088228376,-6.766659088228377,8,11.451649381296612,9.451649381296612,9,-7.82434354983036,-10.074343549830363,7,9.40788811519233,7.65788811519233,12,27.26195348145177,24.26195348145177
AC30_C7,30,7,False,29,0.5517241379310345,1.3626312265278606,0.5668248623258143,16.437921007448615,0.5517241379310345,1.1891313408726119,0.3168248623258143,9.187921007448615,0.3793103448275862,0.3103448275862069,1.3064354291509468,448.8184127547937,1.3081224348710565,465.25633376224226,16.43792100744855,1.151280715633054,240.56841275479363,1.1524027420428582,249.75633376224226,9.187921007448637,4,2,False,3,3.3729396342617193,2.6229396342617193,1,-1.1347765363128315,-1.3847765363128315,8,6.138071139434653,4.138071139434653,5,-4.65155922664956,-5.90155922664956,5,-3.5626558712810175,-4.812655871281018,7,16.275901867995657,14.525901867995653
