parent_n,parent_wr,parent_pf,parent_net,parent_wr_5bps,parent_pf_5bps,parent_net_5bps,recovery_n,attempt_rate,floor_exit_rate,recovery_wr,recovery_pf,recovery_exp,recovery_net,recovery_wr_5bps,recovery_pf_5bps,recovery_exp_5bps,recovery_net_5bps,rescue_rate,rescue_rate_5bps,episode_wr,episode_wr_5bps,overlay_pf,overlay_net,overlay_pf_5bps,overlay_net_5bps,overlay_net_improvement,overlay_net_improvement_5bps,episode_wr_uplift,episode_wr_uplift_5bps,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps
601,0.4059900166389351,1.2780237033255166,338.9106208822296,0.40266222961730447,1.1441769326833608,188.66062088222947,27,0.07563025210084033,0.4444444444444444,0.5555555555555556,1.2484811415342738,0.2758524769954558,7.448016878877306,0.5185185185185185,1.0210723425760355,0.025852476995455696,0.6980168788773038,0.5185185185185185,0.4444444444444444,0.4292845257903494,0.4226289517470882,1.2773147098230553,346.3586377611069,1.1411375539616206,189.35863776110685,7.448016878877306,0.6980168788773038,0.023294509151414344,0.01996672212978373,5,3,2,False,5,0.26466020490495445,-0.9853397950950464,5,-4.522000124641378,-5.772000124641379,1,-1.8144116122343346,-2.064411612234335,3,-5.9506125115115776,-6.7006125115115776,6,13.377058448533319,11.877058448533319,7,6.093322473826323,4.343322473826323
