trades_n,tp_n,sl_n,time_exit_n,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_time_to_exit_min,buy_side_n,buy_side_mean_r,buy_side_pf_r,sell_side_n,sell_side_mean_r,sell_side_pf_r,score3_n,score3_mean_r,score3_pf_r,score4_n,score4_mean_r,score4_pf_r,gate_n_ge_180,gate_mean_r_gt_0,gate_pf_ge_1_15,gate_cum_r_gt_0,gate_positive_years_ge_4_of_5,gate_buy_mean_r_gt_0,gate_sell_mean_r_gt_0,gate_score3_mean_r_gt_0,gate_score4_mean_r_gt_0_if_n_ge20
218,8,87,123,0.555045871559633,0.07872976777229825,0.17021022350705928,1.1923753783939182,17.163089374361018,10.48089856483508,6,177.5,110,0.061976475302716334,1.1542829478056602,108,0.09579330639872427,1.2297561787679427,184,0.08358165959897246,1.2159470078913357,34,0.052472470827943624,1.099114667119449,True,True,True,True,True,True,True,True,True
