partition,transition,date_utc,previous_session_high,previous_session_low,side,signal_ts,entry_ts,entry_px,sweep_level,sweep_extreme,stop_px,target_px,risk_pct,exit_reason,exit_ts,exit_px,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
external,ASIA_TO_LONDON,2021-06-25,35500.0,33933.0,LONG,2021-06-25 08:15:00+00:00,2021-06-25 08:20:00+00:00,33999.99,33933.0,33922.71,33922.71,34154.549999999996,0.0022729418449828616,TP_2R,2021-06-25 08:30:00+00:00,34154.549999999996,0.0045458836899656685,2.2729418449828342,1.8729418449828343,10.0
external,LONDON_TO_NEWYORK,2021-06-25,34479.1,32637.0,LONG,2021-06-25 14:45:00+00:00,2021-06-25 14:50:00+00:00,32900.0,32637.0,32505.0,32505.0,33690.0,0.012006079027355622,SL,2021-06-25 15:05:00+00:00,32505.0,-0.01200607902735562,-6.003039513677811,-6.403039513677811,15.0
external,ASIA_TO_LONDON,2021-06-28,35279.38,34233.27,LONG,2021-06-28 10:15:00+00:00,2021-06-28 10:20:00+00:00,34234.63,34233.27,34124.39,34124.39,34455.10999999999,0.0032201311946411563,SL,2021-06-28 10:20:00+00:00,34124.39,-0.0032201311946411515,-1.6100655973205757,-2.0100655973205757,0.0
external,ASIA_TO_LONDON,2021-06-29,35450.0,34206.0,SHORT,2021-06-29 12:00:00+00:00,2021-06-29 12:05:00+00:00,35410.2,35450.0,35665.73,35665.73,34899.139999999985,0.007216282314135648,SL,2021-06-29 12:05:00+00:00,35665.73,-0.007216282314135736,-3.608141157067868,-4.008141157067868,0.0
external,LONDON_TO_NEWYORK,2021-06-29,36341.37,34711.72,SHORT,2021-06-29 13:40:00+00:00,2021-06-29 13:45:00+00:00,36324.66,36341.37,36399.0,36399.0,36175.98000000001,0.002046543587744428,TP_2R,2021-06-29 14:15:00+00:00,36175.98000000001,0.004093087175488841,2.0465435877444205,1.6465435877444206,30.0
external,ASIA_TO_LONDON,2021-06-30,36089.96,34661.23,LONG,2021-06-30 09:15:00+00:00,2021-06-30 09:20:00+00:00,34677.7,34661.23,34600.0,34600.0,34833.09999999999,0.0022406330292954,SL,2021-06-30 09:20:00+00:00,34600.0,-0.002240633029295447,-1.1203165146477234,-1.5203165146477233,0.0
external,LONDON_TO_NEWYORK,2021-06-30,35328.0,34401.0,LONG,2021-06-30 17:35:00+00:00,2021-06-30 17:40:00+00:00,34680.0,34401.0,34299.0,34299.0,35442.0,0.010986159169550173,TIME_EXIT_SESSION_END,2021-06-30 20:00:00+00:00,34744.91,0.0018716839677048736,0.9358419838524368,0.5358419838524368,140.0
external,ASIA_TO_LONDON,2021-07-01,35044.98,33264.8,LONG,2021-07-01 08:00:00+00:00,2021-07-01 08:05:00+00:00,33455.4,33264.8,33148.0,33148.0,34070.200000000004,0.009188352254045727,SL,2021-07-01 09:45:00+00:00,33148.0,-0.009188352254045684,-4.594176127022842,-4.994176127022842,100.0
external,LONDON_TO_NEWYORK,2021-07-01,33844.0,32968.0,LONG,2021-07-01 19:25:00+00:00,2021-07-01 19:30:00+00:00,32968.49,32968.0,32885.61,32885.61,33134.24999999999,0.0025139155599785547,SL,2021-07-01 19:35:00+00:00,32885.61,-0.0025139155599785967,-1.2569577799892984,-1.6569577799892983,5.0
external,LONDON_TO_NEWYORK,2021-07-02,33600.0,32751.0,SHORT,2021-07-02 14:30:00+00:00,2021-07-02 14:35:00+00:00,33558.53,33600.0,33700.0,33700.0,33275.59,0.0042156196949032386,SL,2021-07-02 16:00:00+00:00,33700.0,-0.00421561969490325,-2.107809847451625,-2.507809847451625,85.0
external,LONDON_TO_NEWYORK,2021-07-05,34538.0,33290.0,LONG,2021-07-05 17:45:00+00:00,2021-07-05 17:50:00+00:00,33321.03,33290.0,33172.25,33172.25,33618.59,0.004465048049234937,TP_2R,2021-07-05 17:55:00+00:00,33618.59,0.008930096098469953,4.4650480492349764,4.065048049234976,5.0
external,ASIA_TO_LONDON,2021-07-06,34948.0,33603.7,SHORT,2021-07-06 09:00:00+00:00,2021-07-06 09:05:00+00:00,34823.33,34948.0,34988.28,34988.28,34493.43000000001,0.004736766989256831,TP_2R,2021-07-06 09:10:00+00:00,34493.43000000001,0.009473533978513693,4.7367669892568465,4.336766989256846,5.0
external,LONDON_TO_NEWYORK,2021-07-06,35120.0,33700.0,LONG,2021-07-06 17:20:00+00:00,2021-07-06 17:25:00+00:00,33840.12,33700.0,33650.33,33650.33,34219.700000000004,0.00560843164858756,TIME_EXIT_SESSION_END,2021-07-06 20:00:00+00:00,33999.39,0.0047065435938169475,2.3532717969084738,1.9532717969084739,155.0
external,ASIA_TO_LONDON,2021-07-07,34905.0,33925.0,SHORT,2021-07-07 08:05:00+00:00,2021-07-07 08:10:00+00:00,34865.13,34905.0,34950.0,34950.0,34695.38999999999,0.002434237302428031,TP_2R,2021-07-07 09:10:00+00:00,34695.38999999999,0.004868474604856066,2.434237302428033,2.034237302428033,60.0
external,LONDON_TO_NEWYORK,2021-07-07,35089.56,34447.6,LONG,2021-07-07 16:10:00+00:00,2021-07-07 16:15:00+00:00,34531.01,34447.6,34406.41,34406.41,34780.21,0.0036083508707100815,TIME_EXIT_SESSION_END,2021-07-07 20:00:00+00:00,34610.56,0.002303726418659613,1.1518632093298065,0.7518632093298064,225.0
external,ASIA_TO_LONDON,2021-07-08,33910.0,32216.0,LONG,2021-07-08 08:10:00+00:00,2021-07-08 08:15:00+00:00,32328.18,32216.0,32207.0,32207.0,32570.54,0.0037484324821255104,TP_2R,2021-07-08 08:55:00+00:00,32570.54,0.00749686496425106,3.74843248212553,3.34843248212553,40.0
external,LONDON_TO_NEWYORK,2021-07-08,32968.0,32066.0,SHORT,2021-07-08 17:00:00+00:00,2021-07-08 17:05:00+00:00,32930.0,32968.0,33000.0,33000.0,32790.0,0.0021257212268448226,TP_2R,2021-07-08 17:10:00+00:00,32790.0,0.004251442453689691,2.1257212268448455,1.7257212268448456,5.0
external,ASIA_TO_LONDON,2021-07-12,34662.73,34024.26,LONG,2021-07-12 09:55:00+00:00,2021-07-12 10:00:00+00:00,34049.5,34024.26,34000.0,34000.0,34148.5,0.0014537658409080898,SL,2021-07-12 10:00:00+00:00,34000.0,-0.0014537658409080612,-0.7268829204540306,-1.1268829204540305,0.0
external,LONDON_TO_NEWYORK,2021-07-12,34450.0,33340.0,LONG,2021-07-12 13:30:00+00:00,2021-07-12 13:35:00+00:00,33437.5,33340.0,33333.33,33333.33,33645.84,0.0031153644859812563,SL,2021-07-12 15:00:00+00:00,33333.33,-0.0031153644859812646,-1.5576822429906323,-1.9576822429906322,85.0
external,LONDON_TO_NEWYORK,2021-07-13,33329.84,32259.0,LONG,2021-07-13 19:25:00+00:00,2021-07-13 19:30:00+00:00,32322.61,32259.0,32228.0,32228.0,32511.83,0.0029270532299217355,SL,2021-07-13 19:35:00+00:00,32228.0,-0.0029270532299217056,-1.4635266149608528,-1.8635266149608527,5.0
external,ASIA_TO_LONDON,2021-07-14,32800.0,31620.0,LONG,2021-07-14 09:00:00+00:00,2021-07-14 09:05:00+00:00,32126.74,31620.0,31556.02,31556.02,33268.18000000001,0.017764640919059983,TIME_EXIT_SESSION_END,2021-07-14 13:30:00+00:00,32697.19,0.01775623670500015,8.878118352500074,8.478118352500074,265.0
external,LONDON_TO_NEWYORK,2021-07-14,32888.0,31556.02,SHORT,2021-07-14 14:00:00+00:00,2021-07-14 14:05:00+00:00,32833.28,32888.0,32900.0,32900.0,32699.839999999997,0.002032084519122097,SL,2021-07-14 14:05:00+00:00,32900.0,-0.0020320845191221792,-1.0160422595610896,-1.4160422595610895,0.0
external,ASIA_TO_LONDON,2021-07-15,33170.0,32350.89,LONG,2021-07-15 08:25:00+00:00,2021-07-15 08:30:00+00:00,32409.99,32350.89,32323.8,32323.8,32582.370000000006,0.0026593652142441982,SL,2021-07-15 08:30:00+00:00,32323.8,-0.002659365214244147,-1.3296826071220735,-1.7296826071220734,0.0
external,LONDON_TO_NEWYORK,2021-07-15,32620.0,31401.2,LONG,2021-07-15 18:30:00+00:00,2021-07-15 18:35:00+00:00,31413.99,31401.2,31384.16,31384.16,31473.650000000005,0.0009495769241666451,SL,2021-07-15 18:35:00+00:00,31384.16,-0.0009495769241666396,-0.4747884620833198,-0.8747884620833198,0.0
external,ASIA_TO_LONDON,2021-07-16,32042.81,31534.41,LONG,2021-07-16 12:55:00+00:00,2021-07-16 13:00:00+00:00,31699.99,31534.41,31455.76,31455.76,32188.450000000008,0.0077044188342016255,TIME_EXIT_SESSION_END,2021-07-16 13:30:00+00:00,31849.44,0.004714512528237291,2.3572562641186456,1.9572562641186457,30.0
external,LONDON_TO_NEWYORK,2021-07-16,31955.87,31018.59,SHORT,2021-07-16 13:30:00+00:00,2021-07-16 13:35:00+00:00,31871.79,31955.87,31957.93,31957.93,31699.510000000002,0.0027027035506948125,SL,2021-07-16 15:00:00+00:00,31957.93,-0.002702703550694796,-1.351351775347398,-1.751351775347398,85.0
external,ASIA_TO_LONDON,2021-07-19,31890.0,31417.92,LONG,2021-07-19 09:15:00+00:00,2021-07-19 09:20:00+00:00,31426.26,31417.92,31331.17,31331.17,31616.44,0.0030258134439160164,SL,2021-07-19 09:45:00+00:00,31331.17,-0.003025813443916059,-1.5129067219580294,-1.9129067219580294,25.0
external,LONDON_TO_NEWYORK,2021-07-19,31659.44,30550.0,LONG,2021-07-19 13:40:00+00:00,2021-07-19 13:45:00+00:00,30664.6,30550.0,30541.0,30541.0,30911.799999999996,0.004030706417171545,SL,2021-07-19 14:05:00+00:00,30541.0,-0.0040307064171715146,-2.0153532085857573,-2.415353208585757,20.0
external,ASIA_TO_LONDON,2021-07-20,31050.0,29452.53,LONG,2021-07-20 10:05:00+00:00,2021-07-20 10:10:00+00:00,29466.0,29452.53,29372.24,29372.24,29653.519999999997,0.003181972442815394,TP_2R,2021-07-20 10:25:00+00:00,29653.519999999997,0.006363944885630746,3.181972442815373,2.781972442815373,15.0
external,LONDON_TO_NEWYORK,2021-07-20,29868.2,29250.0,LONG,2021-07-20 14:15:00+00:00,2021-07-20 14:20:00+00:00,29431.96,29250.0,29242.24,29242.24,29811.399999999994,0.00644605388156268,TP_2R,2021-07-20 15:25:00+00:00,29811.399999999994,0.012892107763125438,6.446053881562719,6.0460538815627185,65.0
external,ASIA_TO_LONDON,2021-07-21,30933.19,29472.41,SHORT,2021-07-21 09:00:00+00:00,2021-07-21 09:05:00+00:00,30870.0,30933.19,30958.0,30958.0,30694.0,0.002850664075153871,SL,2021-07-21 09:55:00+00:00,30958.0,-0.002850664075153775,-1.4253320375768874,-1.8253320375768873,50.0
external,LONDON_TO_NEWYORK,2021-07-21,31745.2,30700.0,SHORT,2021-07-21 14:10:00+00:00,2021-07-21 14:15:00+00:00,31668.24,31745.2,31749.0,31749.0,31506.720000000005,0.0025501890853422355,SL,2021-07-21 14:20:00+00:00,31749.0,-0.002550189085342325,-1.2750945426711624,-1.6750945426711623,5.0
external,ASIA_TO_LONDON,2021-07-22,32350.0,31760.0,LONG,2021-07-22 09:35:00+00:00,2021-07-22 09:40:00+00:00,31798.93,31760.0,31745.19,31745.19,31906.410000000003,0.0016899939714953177,SL,2021-07-22 09:40:00+00:00,31745.19,-0.0016899939714952739,-0.8449969857476369,-1.2449969857476368,0.0
external,LONDON_TO_NEWYORK,2021-07-22,32240.0,31700.0,SHORT,2021-07-22 14:40:00+00:00,2021-07-22 14:45:00+00:00,32123.61,32240.0,32255.0,32255.0,31860.83,0.004090138063561332,SL,2021-07-22 14:55:00+00:00,32255.0,-0.004090138063561399,-2.0450690317806997,-2.4450690317806996,10.0
external,LONDON_TO_NEWYORK,2021-07-23,32520.44,32200.0,SHORT,2021-07-23 13:45:00+00:00,2021-07-23 13:50:00+00:00,32510.72,32520.44,32599.98,32599.98,32332.200000000004,0.002745555927398667,TP_2R,2021-07-23 15:25:00+00:00,32332.200000000004,0.005491111854797337,2.7455559273986685,2.3455559273986686,95.0
external,LONDON_TO_NEWYORK,2021-07-26,38882.89,37666.0,SHORT,2021-07-26 17:00:00+00:00,2021-07-26 17:05:00+00:00,38880.0,38882.89,39126.8,39126.8,38386.399999999994,0.006347736625514478,SL,2021-07-26 17:20:00+00:00,39126.8,-0.006347736625514466,-3.173868312757233,-3.573868312757233,15.0
external,LONDON_TO_NEWYORK,2021-07-27,38465.0,36958.87,SHORT,2021-07-27 13:30:00+00:00,2021-07-27 13:35:00+00:00,38443.0,38465.0,38546.0,38546.0,38237.0,0.0026792914184636993,SL,2021-07-27 13:35:00+00:00,38546.0,-0.0026792914184636807,-1.3396457092318403,-1.7396457092318403,0.0
external,ASIA_TO_LONDON,2021-07-28,40388.0,38861.61,SHORT,2021-07-28 10:55:00+00:00,2021-07-28 11:00:00+00:00,40161.07,40388.0,40400.0,40400.0,39683.21,0.005949293681667353,SL,2021-07-28 11:10:00+00:00,40400.0,-0.005949293681667411,-2.9746468408337057,-3.3746468408337056,10.0
external,LONDON_TO_NEWYORK,2021-07-28,40894.0,39350.0,LONG,2021-07-28 14:50:00+00:00,2021-07-28 14:55:00+00:00,39422.05,39350.0,39306.04,39306.04,39654.07000000001,0.002942769338479405,TP_2R,2021-07-28 15:20:00+00:00,39654.07000000001,0.005885538676958735,2.9427693384793674,2.5427693384793675,25.0
external,ASIA_TO_LONDON,2021-07-29,40281.93,39203.83,SHORT,2021-07-29 09:40:00+00:00,2021-07-29 09:45:00+00:00,40280.4,40281.93,40342.0,40342.0,40157.200000000004,0.0015292797489597557,SL,2021-07-29 09:45:00+00:00,40342.0,-0.0015292797489596666,-0.7646398744798333,-1.1646398744798332,0.0
external,LONDON_TO_NEWYORK,2021-07-29,40665.0,39400.0,LONG,2021-07-29 18:30:00+00:00,2021-07-29 18:35:00+00:00,39479.29,39400.0,39365.33,39365.33,39707.21,0.0028865767342826864,TP_2R,2021-07-29 19:50:00+00:00,39707.21,0.0057731534685654395,2.8865767342827198,2.48657673428272,75.0
external,ASIA_TO_LONDON,2021-08-02,40450.0,39229.12,LONG,2021-08-02 12:15:00+00:00,2021-08-02 12:20:00+00:00,39272.15,39229.12,39025.0,39025.0,39766.450000000004,0.006293263801447118,SL,2021-08-02 12:30:00+00:00,39025.0,-0.006293263801447124,-3.146631900723562,-3.546631900723562,10.0
external,ASIA_TO_LONDON,2021-08-03,39774.93,37920.0,LONG,2021-08-03 12:05:00+00:00,2021-08-03 12:10:00+00:00,37932.51,37920.0,37658.69,37658.69,38480.15,0.007218610105157811,TP_2R,2021-08-03 12:15:00+00:00,38480.15,0.014437220210315571,7.218610105157786,6.818610105157785,5.0
external,LONDON_TO_NEWYORK,2021-08-03,38799.56,37658.69,LONG,2021-08-03 18:05:00+00:00,2021-08-03 18:10:00+00:00,37859.17,37658.69,37600.0,37600.0,38377.509999999995,0.006845633435703906,TIME_EXIT_SESSION_END,2021-08-03 20:00:00+00:00,38015.27,0.0041231754420394395,2.0615877210197198,1.6615877210197199,110.0
external,ASIA_TO_LONDON,2021-08-04,38554.27,37661.1,LONG,2021-08-04 08:20:00+00:00,2021-08-04 08:25:00+00:00,37727.4,37661.1,37650.0,37650.0,37882.200000000004,0.0020515593441371906,SL,2021-08-04 08:45:00+00:00,37650.0,-0.002051559344137144,-1.025779672068572,-1.4257796720685718,20.0
external,LONDON_TO_NEWYORK,2021-08-04,39155.0,37500.0,SHORT,2021-08-04 13:30:00+00:00,2021-08-04 13:35:00+00:00,38982.44,39155.0,39159.0,39159.0,38629.32000000001,0.004529218796976219,SL,2021-08-04 13:35:00+00:00,39159.0,-0.00452921879697632,-2.26460939848816,-2.66460939848816,0.0
external,LONDON_TO_NEWYORK,2021-08-05,38969.98,37291.0,SHORT,2021-08-05 15:00:00+00:00,2021-08-05 15:05:00+00:00,38894.81,38969.98,38990.52,38990.52,38703.39,0.002460739620530326,SL,2021-08-05 15:10:00+00:00,38990.52,-0.0024607396205302834,-1.2303698102651417,-1.6303698102651416,5.0
external,LONDON_TO_NEWYORK,2021-08-09,46080.0,43590.7,SHORT,2021-08-09 14:10:00+00:00,2021-08-09 14:15:00+00:00,45978.65,46080.0,46198.57,46198.57,45538.810000000005,0.004783089542646386,TP_2R,2021-08-09 14:50:00+00:00,45538.810000000005,0.00956617908529278,4.78308954264639,4.38308954264639,35.0
external,ASIA_TO_LONDON,2021-08-10,46800.0,45318.0,LONG,2021-08-10 10:55:00+00:00,2021-08-10 11:00:00+00:00,45375.92,45318.0,45300.0,45300.0,45527.759999999995,0.0016731341204761965,SL,2021-08-10 11:05:00+00:00,45300.0,-0.0016731341204762051,-0.8365670602381026,-1.2365670602381025,5.0
external,LONDON_TO_NEWYORK,2021-08-10,46201.0,45201.0,LONG,2021-08-10 15:40:00+00:00,2021-08-10 15:45:00+00:00,45286.43,45201.0,45138.9,45138.9,45581.49,0.003257708766180042,SL,2021-08-10 15:50:00+00:00,45138.9,-0.003257708766180034,-1.628854383090017,-2.028854383090017,5.0
external,ASIA_TO_LONDON,2021-08-11,46450.0,45354.0,SHORT,2021-08-11 08:05:00+00:00,2021-08-11 08:10:00+00:00,46331.34,46450.0,46549.99,46549.99,45894.03999999999,0.004719267778570649,TP_2R,2021-08-11 11:50:00+00:00,45894.03999999999,0.009438535557141248,4.719267778570623,4.319267778570623,220.0
external,LONDON_TO_NEWYORK,2021-08-11,46643.13,45825.0,SHORT,2021-08-11 14:45:00+00:00,2021-08-11 14:50:00+00:00,46625.14,46643.13,46666.2,46666.2,46543.020000000004,0.0008806407873520095,SL_SAME_5M_CONSERVATIVE,2021-08-11 14:50:00+00:00,46666.2,-0.0008806407873520605,-0.44032039367603026,-0.8403203936760303,0.0
external,ASIA_TO_LONDON,2021-08-12,46226.67,44820.0,LONG,2021-08-12 11:40:00+00:00,2021-08-12 11:45:00+00:00,44920.01,44820.0,44784.1,44784.1,45191.83000000001,0.003025600395013347,SL,2021-08-12 11:45:00+00:00,44784.1,-0.003025600395013317,-1.5128001975066585,-1.9128001975066584,0.0
external,LONDON_TO_NEWYORK,2021-08-12,45680.0,44300.0,LONG,2021-08-12 14:05:00+00:00,2021-08-12 14:10:00+00:00,44343.01,44300.0,44269.0,44269.0,44491.030000000006,0.0016690341950174792,TP_2R,2021-08-12 14:15:00+00:00,44491.030000000006,0.0033380683900350316,1.6690341950175158,1.269034195017516,5.0
external,ASIA_TO_LONDON,2021-08-13,46349.46,44208.88,SHORT,2021-08-13 09:05:00+00:00,2021-08-13 09:10:00+00:00,46344.93,46349.46,46433.93,46433.93,46166.93,0.0019203826610591493,SL,2021-08-13 09:10:00+00:00,46433.93,-0.0019203826610592056,-0.9601913305296028,-1.3601913305296027,0.0
external,ASIA_TO_LONDON,2021-08-17,46645.0,45240.0,SHORT,2021-08-17 10:55:00+00:00,2021-08-17 11:00:00+00:00,46636.99,46645.0,46915.98,46915.98,46079.00999999999,0.005982161370191456,SL,2021-08-17 11:30:00+00:00,46915.98,-0.005982161370191363,-2.9910806850956817,-3.3910806850956816,30.0
external,LONDON_TO_NEWYORK,2021-08-17,47194.0,45884.79,LONG,2021-08-17 14:25:00+00:00,2021-08-17 14:30:00+00:00,45933.9,45884.79,45867.98,45867.98,46065.74,0.0014351056627022363,SL,2021-08-17 14:30:00+00:00,45867.98,-0.0014351056627022185,-0.7175528313511093,-1.1175528313511092,0.0
external,ASIA_TO_LONDON,2021-08-18,45500.0,44227.32,SHORT,2021-08-18 10:00:00+00:00,2021-08-18 10:05:00+00:00,45489.51,45500.0,45540.0,45540.0,45388.530000000006,0.0011099262225510444,SL,2021-08-18 10:05:00+00:00,45540.0,-0.0011099262225511275,-0.5549631112755637,-0.9549631112755638,0.0
external,LONDON_TO_NEWYORK,2021-08-18,45570.0,44677.03,SHORT,2021-08-18 18:15:00+00:00,2021-08-18 18:20:00+00:00,45562.95,45570.0,45718.92,45718.92,45251.009999999995,0.003423176067396891,SL,2021-08-18 18:30:00+00:00,45718.92,-0.003423176067396838,-1.711588033698419,-2.111588033698419,10.0
