policy,filled_n,positive_n,positive_survivor_n,positive_survival_rate,negative_n,negative_stop_hit_n,negative_stop_hit_rate,survivor_n,survivor_event_rate,median_initial_risk,p75_initial_risk,median_negative_time_to_stop_min,median_positive_mae_over_stop,same_entry_bar_stop_hit_n,buy_side_positive_n,buy_side_positive_survival,sell_side_positive_n,sell_side_positive_survival,score3_positive_n,score3_positive_survival,score4_positive_n,score4_positive_survival,gate_filled_n_ge_40,gate_positive_n_ge_25,gate_positive_survival_ge_85pct,gate_buy_positive_survival_ge_80pct,gate_sell_positive_survival_ge_80pct,gate_score3_positive_survival_ge_85pct,gate_score4_positive_survival_ge_65pct_if_n_ge5,gate_median_risk_le_1_5x_construction
RECLAIM_EXTREME,60,35,34,0.9714285714285714,25,22,0.88,37,0.918918918918919,1.4195234907827747,1.7774336283185852,125.0,0.18166666666666723,0,13,1.0,22,0.9545454545454546,28,0.9642857142857143,7,1.0,True,True,True,True,True,True,True,True
