partition,regime,clock_block,obs_start,obs_end,H,L,range,f15_px,k1_ts,k1_start,clean_window,window_status,leave_bar_start,eligible_start,fill_ts,terminal_ts,terminal_type,l2_after_fill,minutes_fill_to_l2
external,SIDEWAYS,12-16,2021-06-16 12:00:00+00:00,2021-06-16 16:00:00+00:00,40259.22,38880.0,1379.2200000000012,39086.883,2021-06-16 12:20:00+00:00,2021-06-16 12:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-16 12:20:00+00:00,2021-06-16 12:25:00+00:00,,2021-06-16 12:30:00+00:00,L2_ARRIVAL,False,
external,SIDEWAYS,20-00,2021-06-16 20:00:00+00:00,2021-06-17 00:00:00+00:00,39700.0,38270.0,1430.0,38484.5,2021-06-16 23:20:00+00:00,2021-06-16 23:15:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-06-16 23:20:00+00:00,,,2021-06-16 23:20:00+00:00,L2_BREAK,False,
external,BULL,16-20,2021-06-17 16:00:00+00:00,2021-06-17 20:00:00+00:00,39200.0,38334.0,866.0,38463.9,2021-06-17 16:50:00+00:00,2021-06-17 16:45:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-17 17:05:00+00:00,2021-06-17 17:10:00+00:00,,2021-06-17 17:10:00+00:00,L2_ARRIVAL,False,
external,BEAR,20-00,2021-06-17 20:00:00+00:00,2021-06-18 00:00:00+00:00,39108.61,37504.91,1603.699999999997,37745.465000000004,2021-06-17 20:05:00+00:00,2021-06-17 20:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-17 20:10:00+00:00,2021-06-17 20:15:00+00:00,2021-06-17 20:15:00+00:00,2021-06-18 00:00:00+00:00,BLOCK_END,False,
external,BEAR,08-12,2021-06-18 08:00:00+00:00,2021-06-18 12:00:00+00:00,38128.41,37364.0,764.4100000000035,37478.6615,2021-06-18 10:05:00+00:00,2021-06-18 10:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-06-18 10:05:00+00:00,,,2021-06-18 10:05:00+00:00,L2_BREAK,False,
external,BEAR,12-16,2021-06-18 12:00:00+00:00,2021-06-18 16:00:00+00:00,38000.0,37052.33,947.6699999999983,37194.480500000005,2021-06-18 13:20:00+00:00,2021-06-18 13:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-18 13:20:00+00:00,2021-06-18 13:25:00+00:00,,2021-06-18 13:25:00+00:00,L2_ARRIVAL,False,
external,BEAR,16-20,2021-06-18 16:00:00+00:00,2021-06-18 20:00:00+00:00,37940.0,36300.0,1640.0,36546.0,2021-06-18 16:05:00+00:00,2021-06-18 16:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-18 16:10:00+00:00,2021-06-18 16:15:00+00:00,2021-06-18 16:25:00+00:00,2021-06-18 17:35:00+00:00,L2_ARRIVAL,True,70.0
external,BEAR,16-20,2021-06-19 16:00:00+00:00,2021-06-19 20:00:00+00:00,36471.8,35525.15,946.6500000000015,35667.1475,2021-06-19 18:05:00+00:00,2021-06-19 18:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-19 18:05:00+00:00,2021-06-19 18:10:00+00:00,2021-06-19 18:10:00+00:00,2021-06-19 18:15:00+00:00,L2_ARRIVAL,True,5.0
external,BEAR,00-04,2021-06-20 00:00:00+00:00,2021-06-20 04:00:00+00:00,36182.3,35380.0,802.3000000000029,35500.345,2021-06-20 00:05:00+00:00,2021-06-20 00:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-06-20 00:05:00+00:00,,,2021-06-20 00:05:00+00:00,L2_BREAK,False,
external,BEAR,00-04,2021-06-21 00:00:00+00:00,2021-06-21 04:00:00+00:00,36155.0,35350.0,805.0,35470.75,2021-06-21 00:10:00+00:00,2021-06-21 00:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-21 00:10:00+00:00,2021-06-21 00:15:00+00:00,,2021-06-21 00:15:00+00:00,L2_ARRIVAL,False,
external,BEAR,00-04,2021-06-22 00:00:00+00:00,2021-06-22 04:00:00+00:00,32796.79,31250.51,1546.2800000000025,31482.451999999997,2021-06-22 00:20:00+00:00,2021-06-22 00:15:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-06-22 00:20:00+00:00,,,2021-06-22 00:20:00+00:00,L2_BREAK,False,
external,BEAR,04-08,2021-06-24 04:00:00+00:00,2021-06-24 08:00:00+00:00,33851.4,32330.0,1521.4000000000015,32558.21,2021-06-24 04:35:00+00:00,2021-06-24 04:30:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-24 04:35:00+00:00,2021-06-24 04:40:00+00:00,2021-06-24 04:45:00+00:00,2021-06-24 08:00:00+00:00,BLOCK_END,False,
external,BULL,08-12,2021-06-25 08:00:00+00:00,2021-06-25 12:00:00+00:00,35085.88,33933.0,1152.8799999999974,34105.932,2021-06-25 08:20:00+00:00,2021-06-25 08:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-25 08:20:00+00:00,2021-06-25 08:25:00+00:00,2021-06-25 08:25:00+00:00,2021-06-25 09:45:00+00:00,L2_ARRIVAL,True,80.0
external,BULL,12-16,2021-06-28 12:00:00+00:00,2021-06-28 16:00:00+00:00,35136.14,33920.0,1216.1399999999994,34102.421,2021-06-28 12:05:00+00:00,2021-06-28 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-28 12:05:00+00:00,2021-06-28 12:10:00+00:00,2021-06-28 12:30:00+00:00,2021-06-28 16:00:00+00:00,BLOCK_END,False,
external,BULL,00-04,2021-06-30 00:00:00+00:00,2021-06-30 04:00:00+00:00,36478.76,35733.3,745.4599999999991,35845.119000000006,2021-06-30 00:10:00+00:00,2021-06-30 00:05:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-06-30 00:10:00+00:00,,,2021-06-30 00:10:00+00:00,L2_BREAK,False,
external,BULL,04-08,2021-06-30 04:00:00+00:00,2021-06-30 08:00:00+00:00,36089.96,34936.42,1153.5400000000009,35109.451,2021-06-30 04:40:00+00:00,2021-06-30 04:35:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-06-30 04:40:00+00:00,,,2021-06-30 04:40:00+00:00,L2_BREAK,False,
external,SIDEWAYS,16-20,2021-06-30 16:00:00+00:00,2021-06-30 20:00:00+00:00,35002.3,34060.0,942.3000000000029,34201.345,2021-06-30 16:10:00+00:00,2021-06-30 16:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-06-30 16:10:00+00:00,2021-06-30 16:15:00+00:00,2021-06-30 16:15:00+00:00,2021-06-30 20:00:00+00:00,BLOCK_END,False,
external,BEAR,08-12,2021-07-01 08:00:00+00:00,2021-07-01 12:00:00+00:00,34449.0,33264.8,1184.199999999997,33442.43,2021-07-01 08:05:00+00:00,2021-07-01 08:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-01 08:05:00+00:00,2021-07-01 08:10:00+00:00,2021-07-01 08:10:00+00:00,2021-07-01 09:20:00+00:00,L2_ARRIVAL,True,70.0
external,BEAR,04-08,2021-07-02 04:00:00+00:00,2021-07-02 08:00:00+00:00,33960.0,32750.0,1210.0,32931.5,2021-07-02 05:50:00+00:00,2021-07-02 05:45:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-02 05:50:00+00:00,2021-07-02 05:55:00+00:00,2021-07-02 06:00:00+00:00,2021-07-02 06:15:00+00:00,L2_ARRIVAL,True,15.0
external,BEAR,12-16,2021-07-05 12:00:00+00:00,2021-07-05 16:00:00+00:00,34538.0,33290.0,1248.0,33477.2,2021-07-05 12:05:00+00:00,2021-07-05 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-05 12:05:00+00:00,2021-07-05 12:10:00+00:00,2021-07-05 12:10:00+00:00,2021-07-05 16:00:00+00:00,BLOCK_END,False,
external,BEAR,00-04,2021-07-06 00:00:00+00:00,2021-07-06 04:00:00+00:00,34199.0,33650.57,548.4300000000003,33732.8345,2021-07-06 00:05:00+00:00,2021-07-06 00:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-06 00:05:00+00:00,2021-07-06 00:10:00+00:00,2021-07-06 02:00:00+00:00,2021-07-06 04:00:00+00:00,BLOCK_END,False,
external,BEAR,16-20,2021-07-06 16:00:00+00:00,2021-07-06 20:00:00+00:00,34501.3,33760.0,741.3000000000029,33871.195,2021-07-06 16:45:00+00:00,2021-07-06 16:40:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-06 16:45:00+00:00,2021-07-06 16:50:00+00:00,2021-07-06 16:50:00+00:00,2021-07-06 17:10:00+00:00,L2_ARRIVAL,True,20.0
external,BULL,16-20,2021-07-07 16:00:00+00:00,2021-07-07 20:00:00+00:00,35089.56,34462.88,626.6800000000003,34556.882,2021-07-07 16:15:00+00:00,2021-07-07 16:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-07 16:15:00+00:00,2021-07-07 16:20:00+00:00,2021-07-07 16:20:00+00:00,2021-07-07 17:30:00+00:00,L2_ARRIVAL,True,70.0
external,SIDEWAYS,00-04,2021-07-08 00:00:00+00:00,2021-07-08 04:00:00+00:00,34610.56,33756.48,854.0799999999945,33884.592000000004,2021-07-08 00:05:00+00:00,2021-07-08 00:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-08 00:10:00+00:00,,,2021-07-08 00:10:00+00:00,L2_BREAK,False,
external,BEAR,08-12,2021-07-08 08:00:00+00:00,2021-07-08 12:00:00+00:00,33483.81,32216.0,1267.8099999999977,32406.1715,2021-07-08 08:15:00+00:00,2021-07-08 08:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-08 08:15:00+00:00,2021-07-08 08:20:00+00:00,2021-07-08 08:25:00+00:00,2021-07-08 11:00:00+00:00,L2_ARRIVAL,True,155.0
external,BULL,20-00,2021-07-11 20:00:00+00:00,2021-07-12 00:00:00+00:00,34105.0,33754.77,350.2300000000032,33807.3045,2021-07-11 21:10:00+00:00,2021-07-11 21:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-11 21:10:00+00:00,2021-07-11 21:15:00+00:00,,2021-07-11 21:20:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,SIDEWAYS,12-16,2021-07-12 12:00:00+00:00,2021-07-12 16:00:00+00:00,34450.0,33517.61,932.3899999999994,33657.4685,2021-07-12 12:05:00+00:00,2021-07-12 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-12 12:05:00+00:00,2021-07-12 12:10:00+00:00,,2021-07-12 12:25:00+00:00,L2_ARRIVAL,False,
external,SIDEWAYS,16-20,2021-07-12 16:00:00+00:00,2021-07-12 20:00:00+00:00,33629.99,33301.0,328.98999999999796,33350.3485,2021-07-12 16:05:00+00:00,2021-07-12 16:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-12 16:05:00+00:00,2021-07-12 16:10:00+00:00,,2021-07-12 16:10:00+00:00,L2_ARRIVAL,False,
external,BEAR,04-08,2021-07-13 04:00:00+00:00,2021-07-13 08:00:00+00:00,33224.03,32822.07,401.9599999999991,32882.364,2021-07-13 05:20:00+00:00,2021-07-13 05:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-13 05:20:00+00:00,2021-07-13 05:25:00+00:00,,2021-07-13 05:25:00+00:00,L2_ARRIVAL,False,
external,BEAR,12-16,2021-07-13 12:00:00+00:00,2021-07-13 16:00:00+00:00,33329.84,32907.51,422.32999999999447,32970.8595,2021-07-13 12:05:00+00:00,2021-07-13 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-13 12:05:00+00:00,2021-07-13 12:10:00+00:00,2021-07-13 12:10:00+00:00,2021-07-13 12:15:00+00:00,L2_ARRIVAL,True,5.0
external,BEAR,16-20,2021-07-13 16:00:00+00:00,2021-07-13 20:00:00+00:00,33044.39,32259.0,785.3899999999994,32376.8085,2021-07-13 19:30:00+00:00,2021-07-13 19:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-13 19:30:00+00:00,2021-07-13 19:35:00+00:00,,2021-07-13 19:35:00+00:00,L2_ARRIVAL,False,
external,BEAR,20-00,2021-07-13 20:00:00+00:00,2021-07-14 00:00:00+00:00,32957.44,32228.0,729.4400000000023,32337.416,2021-07-13 20:05:00+00:00,2021-07-13 20:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-13 20:05:00+00:00,2021-07-13 20:10:00+00:00,,2021-07-14 00:00:00+00:00,BLOCK_END,False,
external,BEAR,00-04,2021-07-15 00:00:00+00:00,2021-07-15 04:00:00+00:00,33046.23,32666.66,379.57000000000335,32723.5955,2021-07-15 00:20:00+00:00,2021-07-15 00:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-15 00:20:00+00:00,2021-07-15 00:25:00+00:00,,2021-07-15 01:00:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BEAR,08-12,2021-07-15 08:00:00+00:00,2021-07-15 12:00:00+00:00,32675.06,32350.89,324.1700000000019,32399.5155,2021-07-15 08:30:00+00:00,2021-07-15 08:25:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-15 08:30:00+00:00,,,2021-07-15 08:30:00+00:00,L2_BREAK,False,
external,BEAR,12-16,2021-07-15 12:00:00+00:00,2021-07-15 16:00:00+00:00,32620.0,31763.14,856.8600000000006,31891.668999999998,2021-07-15 12:05:00+00:00,2021-07-15 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-15 12:05:00+00:00,2021-07-15 12:10:00+00:00,,2021-07-15 12:10:00+00:00,L2_ARRIVAL,False,
external,BEAR,04-08,2021-07-16 04:00:00+00:00,2021-07-16 08:00:00+00:00,32042.81,31550.0,492.8100000000013,31623.9215,2021-07-16 06:40:00+00:00,2021-07-16 06:35:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-16 06:40:00+00:00,2021-07-16 06:45:00+00:00,,2021-07-16 06:45:00+00:00,L2_ARRIVAL,False,
external,BEAR,20-00,2021-07-16 20:00:00+00:00,2021-07-17 00:00:00+00:00,32245.0,31780.0,465.0,31849.75,2021-07-16 21:05:00+00:00,2021-07-16 21:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-16 21:05:00+00:00,2021-07-16 21:10:00+00:00,,2021-07-16 21:10:00+00:00,L2_ARRIVAL,False,
external,BEAR,00-04,2021-07-17 00:00:00+00:00,2021-07-17 04:00:00+00:00,31976.11,31325.0,651.1100000000006,31422.6665,2021-07-17 00:05:00+00:00,2021-07-17 00:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-17 00:05:00+00:00,2021-07-17 00:10:00+00:00,,2021-07-17 00:10:00+00:00,L2_ARRIVAL,False,
external,BEAR,20-00,2021-07-17 20:00:00+00:00,2021-07-18 00:00:00+00:00,31909.98,31522.16,387.8199999999997,31580.333,2021-07-17 23:10:00+00:00,2021-07-17 23:05:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-17 23:20:00+00:00,,,2021-07-17 23:20:00+00:00,L2_BREAK,False,
external,BEAR,00-04,2021-07-18 00:00:00+00:00,2021-07-18 04:00:00+00:00,31876.07,31465.0,411.0699999999997,31526.660499999998,2021-07-18 00:05:00+00:00,2021-07-18 00:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-18 00:05:00+00:00,2021-07-18 00:10:00+00:00,2021-07-18 00:10:00+00:00,2021-07-18 00:50:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BEAR,08-12,2021-07-18 08:00:00+00:00,2021-07-18 12:00:00+00:00,32182.84,31666.0,516.8400000000001,31743.526,2021-07-18 08:05:00+00:00,2021-07-18 08:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-18 08:05:00+00:00,2021-07-18 08:10:00+00:00,2021-07-18 08:10:00+00:00,2021-07-18 10:00:00+00:00,L2_ARRIVAL,True,110.0
external,BEAR,08-12,2021-07-19 08:00:00+00:00,2021-07-19 12:00:00+00:00,31890.0,31507.75,382.25,31565.0875,2021-07-19 08:50:00+00:00,2021-07-19 08:45:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-19 08:55:00+00:00,,,2021-07-19 08:55:00+00:00,L2_BREAK,False,
external,BEAR,12-16,2021-07-20 12:00:00+00:00,2021-07-20 16:00:00+00:00,29868.2,29250.0,618.2000000000007,29342.73,2021-07-20 14:20:00+00:00,2021-07-20 14:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-20 14:20:00+00:00,2021-07-20 14:25:00+00:00,,2021-07-20 15:25:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BEAR,00-04,2021-07-21 00:00:00+00:00,2021-07-21 04:00:00+00:00,29955.0,29480.12,474.880000000001,29551.352,2021-07-21 01:20:00+00:00,2021-07-21 01:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-21 01:20:00+00:00,2021-07-21 01:25:00+00:00,,2021-07-21 04:00:00+00:00,BLOCK_END,False,
external,BULL,20-00,2021-07-21 20:00:00+00:00,2021-07-22 00:00:00+00:00,32883.9,31560.0,1323.9000000000015,31758.585,2021-07-21 20:35:00+00:00,2021-07-21 20:30:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-21 20:35:00+00:00,,,2021-07-21 20:35:00+00:00,L2_BREAK,False,
external,BULL,20-00,2021-07-22 20:00:00+00:00,2021-07-23 00:00:00+00:00,32574.51,32206.0,368.5099999999984,32261.2765,2021-07-22 21:05:00+00:00,2021-07-22 21:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-22 21:05:00+00:00,2021-07-22 21:10:00+00:00,2021-07-22 21:15:00+00:00,2021-07-22 21:50:00+00:00,L2_ARRIVAL,True,35.0
external,BULL,08-12,2021-07-24 08:00:00+00:00,2021-07-24 12:00:00+00:00,33930.52,33550.5,380.0199999999968,33607.503,2021-07-24 08:50:00+00:00,2021-07-24 08:45:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-24 08:50:00+00:00,2021-07-24 08:55:00+00:00,2021-07-24 08:55:00+00:00,2021-07-24 12:00:00+00:00,BLOCK_END,False,
external,BULL,20-00,2021-07-24 20:00:00+00:00,2021-07-25 00:00:00+00:00,34471.0,33688.35,782.6500000000015,33805.7475,2021-07-24 20:30:00+00:00,2021-07-24 20:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-24 20:30:00+00:00,2021-07-24 20:35:00+00:00,2021-07-24 20:35:00+00:00,2021-07-25 00:00:00+00:00,BLOCK_END,False,
external,BULL,12-16,2021-07-25 12:00:00+00:00,2021-07-25 16:00:00+00:00,34780.0,34250.01,529.989999999998,34329.5085,2021-07-25 12:05:00+00:00,2021-07-25 12:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-25 12:05:00+00:00,,,2021-07-25 12:05:00+00:00,L2_BREAK,False,
external,BULL,08-12,2021-07-26 08:00:00+00:00,2021-07-26 12:00:00+00:00,39284.65,37778.0,1506.6500000000015,38003.9975,2021-07-26 08:15:00+00:00,2021-07-26 08:10:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-26 08:15:00+00:00,2021-07-26 08:20:00+00:00,2021-07-26 08:20:00+00:00,2021-07-26 12:00:00+00:00,BLOCK_END,False,
external,BULL,20-00,2021-07-26 20:00:00+00:00,2021-07-27 00:00:00+00:00,40578.93,38475.0,2103.9300000000003,38790.5895,2021-07-26 20:05:00+00:00,2021-07-26 20:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-26 20:10:00+00:00,,,2021-07-26 20:10:00+00:00,L2_BREAK,False,
external,BULL,16-20,2021-07-27 16:00:00+00:00,2021-07-27 20:00:00+00:00,38748.53,37670.0,1078.5299999999988,37831.7795,2021-07-27 16:25:00+00:00,2021-07-27 16:20:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-27 16:25:00+00:00,2021-07-27 16:30:00+00:00,2021-07-27 16:30:00+00:00,2021-07-27 16:45:00+00:00,L2_ARRIVAL,True,15.0
external,BULL,12-16,2021-07-28 12:00:00+00:00,2021-07-28 16:00:00+00:00,40894.0,39350.0,1544.0,39581.6,2021-07-28 14:55:00+00:00,2021-07-28 14:50:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-28 14:55:00+00:00,2021-07-28 15:00:00+00:00,2021-07-28 15:10:00+00:00,2021-07-28 16:00:00+00:00,BLOCK_END,False,
external,BULL,16-20,2021-07-28 16:00:00+00:00,2021-07-28 20:00:00+00:00,40864.39,39306.04,1558.3499999999985,39539.7925,2021-07-28 17:40:00+00:00,2021-07-28 17:35:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-07-28 17:40:00+00:00,,,2021-07-28 17:40:00+00:00,L2_BREAK,False,
external,BULL,12-16,2021-07-29 12:00:00+00:00,2021-07-29 16:00:00+00:00,40665.0,39500.0,1165.0,39674.75,2021-07-29 12:30:00+00:00,2021-07-29 12:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-29 12:30:00+00:00,2021-07-29 12:35:00+00:00,2021-07-29 12:40:00+00:00,2021-07-29 16:00:00+00:00,BLOCK_END,False,
external,BULL,12-16,2021-07-31 12:00:00+00:00,2021-07-31 16:00:00+00:00,41993.24,41333.0,660.239999999998,41432.036,2021-07-31 13:40:00+00:00,2021-07-31 13:35:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-31 13:40:00+00:00,2021-07-31 13:45:00+00:00,2021-07-31 13:45:00+00:00,2021-07-31 13:50:00+00:00,L2_ARRIVAL,True,5.0
external,BULL,16-20,2021-07-31 16:00:00+00:00,2021-07-31 20:00:00+00:00,41728.12,41101.0,627.1200000000026,41195.068,2021-07-31 17:40:00+00:00,2021-07-31 17:35:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-07-31 17:40:00+00:00,2021-07-31 17:45:00+00:00,2021-07-31 17:45:00+00:00,2021-07-31 20:00:00+00:00,BLOCK_END,False,
external,BULL,00-04,2021-08-01 00:00:00+00:00,2021-08-01 04:00:00+00:00,42010.0,41135.77,874.2300000000032,41266.9045,2021-08-01 00:05:00+00:00,2021-08-01 00:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-01 00:05:00+00:00,2021-08-01 00:10:00+00:00,,2021-08-01 03:25:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BULL,12-16,2021-08-01 12:00:00+00:00,2021-08-01 16:00:00+00:00,41952.6,41328.77,623.8300000000017,41422.3445,2021-08-01 14:50:00+00:00,2021-08-01 14:45:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-01 14:50:00+00:00,2021-08-01 14:55:00+00:00,,2021-08-01 14:55:00+00:00,L2_ARRIVAL,False,
external,BULL,16-20,2021-08-01 16:00:00+00:00,2021-08-01 20:00:00+00:00,41839.52,41150.73,688.7899999999936,41254.048500000004,2021-08-01 16:10:00+00:00,2021-08-01 16:05:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-08-01 16:15:00+00:00,,,2021-08-01 16:15:00+00:00,L2_BREAK,False,
external,SIDEWAYS,00-04,2021-08-02 00:00:00+00:00,2021-08-02 04:00:00+00:00,41512.87,39350.4,2162.470000000001,39674.7705,2021-08-02 01:05:00+00:00,2021-08-02 01:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-02 01:05:00+00:00,2021-08-02 01:10:00+00:00,2021-08-02 01:10:00+00:00,2021-08-02 04:00:00+00:00,BLOCK_END,False,
external,BEAR,08-12,2021-08-02 08:00:00+00:00,2021-08-02 12:00:00+00:00,40450.0,39570.55,879.4499999999971,39702.4675,2021-08-02 08:35:00+00:00,2021-08-02 08:30:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-08-02 08:55:00+00:00,,,2021-08-02 08:55:00+00:00,L2_BREAK,False,
external,BEAR,04-08,2021-08-03 04:00:00+00:00,2021-08-03 08:00:00+00:00,39774.93,38501.0,1273.9300000000003,38692.0895,2021-08-03 04:45:00+00:00,2021-08-03 04:40:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-03 04:45:00+00:00,2021-08-03 04:50:00+00:00,,2021-08-03 04:50:00+00:00,L2_ARRIVAL,False,
external,BEAR,16-20,2021-08-03 16:00:00+00:00,2021-08-03 20:00:00+00:00,38700.0,37658.69,1041.3099999999977,37814.8865,2021-08-03 18:10:00+00:00,2021-08-03 18:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-03 18:10:00+00:00,2021-08-03 18:15:00+00:00,2021-08-03 18:15:00+00:00,2021-08-03 20:00:00+00:00,BLOCK_END,False,
external,BEAR,04-08,2021-08-04 04:00:00+00:00,2021-08-04 08:00:00+00:00,38554.27,37900.0,654.2699999999968,37998.1405,2021-08-04 04:05:00+00:00,2021-08-04 04:00:00+00:00,False,LOW_BREAK_BEFORE_LEAVE,2021-08-04 04:10:00+00:00,,,2021-08-04 04:10:00+00:00,L2_BREAK,False,
external,BEAR,08-12,2021-08-04 08:00:00+00:00,2021-08-04 12:00:00+00:00,38220.0,37661.1,558.9000000000015,37744.935,2021-08-04 08:25:00+00:00,2021-08-04 08:20:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-04 08:25:00+00:00,2021-08-04 08:30:00+00:00,,2021-08-04 08:30:00+00:00,L2_ARRIVAL,False,
external,BULL,00-04,2021-08-06 00:00:00+00:00,2021-08-06 04:00:00+00:00,41327.73,40672.0,655.7300000000032,40770.3595,2021-08-06 00:10:00+00:00,2021-08-06 00:05:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-06 00:10:00+00:00,2021-08-06 00:15:00+00:00,,2021-08-06 00:20:00+00:00,L2_ARRIVAL,False,
external,BULL,04-08,2021-08-06 04:00:00+00:00,2021-08-06 08:00:00+00:00,41042.74,39907.51,1135.229999999996,40077.7945,2021-08-06 04:30:00+00:00,2021-08-06 04:25:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-06 04:30:00+00:00,2021-08-06 04:35:00+00:00,,2021-08-06 04:35:00+00:00,L2_ARRIVAL,False,
external,BULL,12-16,2021-08-06 12:00:00+00:00,2021-08-06 16:00:00+00:00,41127.99,40390.59,737.4000000000015,40501.2,2021-08-06 12:05:00+00:00,2021-08-06 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-06 12:10:00+00:00,2021-08-06 12:15:00+00:00,,2021-08-06 15:15:00+00:00,OPPOSITE_HIGH_BREAK,False,
external,BULL,08-12,2021-08-08 08:00:00+00:00,2021-08-08 12:00:00+00:00,45350.0,44153.1,1196.9000000000015,44332.635,2021-08-08 11:20:00+00:00,2021-08-08 11:15:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-08 11:20:00+00:00,2021-08-08 11:25:00+00:00,,2021-08-08 12:00:00+00:00,BLOCK_END,False,
external,BULL,20-00,2021-08-09 20:00:00+00:00,2021-08-10 00:00:00+00:00,46483.0,45680.8,802.1999999999971,45801.130000000005,2021-08-09 20:35:00+00:00,2021-08-09 20:30:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-09 20:40:00+00:00,2021-08-09 20:45:00+00:00,,2021-08-09 20:45:00+00:00,L2_ARRIVAL,False,
external,BULL,12-16,2021-08-11 12:00:00+00:00,2021-08-11 16:00:00+00:00,46643.13,45845.22,797.9099999999962,45964.9065,2021-08-11 12:05:00+00:00,2021-08-11 12:00:00+00:00,True,CLEAN_CAUSAL_LEAVE,2021-08-11 12:05:00+00:00,2021-08-11 12:10:00+00:00,2021-08-11 12:15:00+00:00,2021-08-11 15:10:00+00:00,OPPOSITE_HIGH_BREAK,False,
