date_wib,decision_t_utc,weekly_sell_health,mean_p_sell_168h,mean_baseline_p_sell_168h,trade,a511_pnl,a511_win
2024-03-12,2024-03-11 23:00:00+00:00,0.04102633392176931,0.4855738977268737,0.4445475638051043,True,5.999999999999979,True
2024-03-19,2024-03-18 23:00:00+00:00,0.0562077731499823,0.5007553369550868,0.4445475638051043,True,5.999999999999979,True
2024-03-26,2024-03-25 23:00:00+00:00,0.05736738641837292,0.5019149502234773,0.4445475638051043,True,0.1524372912669886,True
2024-04-02,2024-04-01 23:00:00+00:00,-0.0037606420816155787,0.4401378926826189,0.44389853476423446,False,5.999999999999923,True
2024-04-09,2024-04-08 23:00:00+00:00,0.005767088825831014,0.44557391876719016,0.4398068299413591,True,6.000000000000034,True
2024-04-16,2024-04-15 23:00:00+00:00,0.02796374561030904,0.4677705755516682,0.4398068299413591,True,5.999999999999979,True
2024-04-23,2024-04-22 23:00:00+00:00,0.02664654519063849,0.4664533751319976,0.4398068299413591,True,5.094038573191823,True
2024-04-30,2024-04-29 23:00:00+00:00,-0.002271593738217246,0.43753523620314183,0.4398068299413591,False,-4.750000000000004,False
2024-05-07,2024-05-06 23:00:00+00:00,0.016351692102055178,0.46823349801223896,0.45188180591018384,True,-0.4372365736254595,False
2024-05-14,2024-05-13 23:00:00+00:00,-0.006248795385837866,0.4477440203091055,0.4539928156949434,False,0.9920381048920408,True
2024-05-21,2024-05-20 23:00:00+00:00,-0.011573582315009674,0.4424192333799337,0.4539928156949434,False,-4.750000000000004,False
2024-05-28,2024-05-27 23:00:00+00:00,-0.021067808418706858,0.43292500727623645,0.4539928156949434,False,6.000000000000034,True
2024-06-04,2024-06-03 23:00:00+00:00,-0.028890993132901978,0.4226055654864849,0.4514965586193869,False,-0.8144103270741603,False
2024-06-11,2024-06-10 23:00:00+00:00,-0.04870630545175424,0.3993798737827175,0.44808617923447175,False,5.999999999999923,True
2024-06-18,2024-06-17 23:00:00+00:00,-0.03714950606341519,0.41093667317105653,0.44808617923447175,False,6.000000000000034,True
2024-06-25,2024-06-24 23:00:00+00:00,-0.04496096358921392,0.4031252156452577,0.44808617923447175,False,-4.750000000000004,False
2024-07-02,2024-07-01 23:00:00+00:00,-0.027767223106879,0.4189016417274414,0.44666886483432033,False,-1.201862722675389,False
2024-07-09,2024-07-08 23:00:00+00:00,0.010774658596896134,0.4485082804737405,0.43773362187684434,True,-4.750000000000004,False
2024-07-16,2024-07-15 23:00:00+00:00,0.017922445025870735,0.45565606690271504,0.43773362187684434,True,-4.750000000000004,False
2024-07-23,2024-07-22 23:00:00+00:00,0.011709256702490827,0.44944287857933524,0.43773362187684434,True,4.389040288478447,True
2024-07-30,2024-07-29 23:00:00+00:00,0.003320556788852668,0.441054178665697,0.43773362187684434,True,5.999999999999979,True
2024-08-06,2024-08-05 23:00:00+00:00,0.043293838864021834,0.4832552019348889,0.43996136307086703,True,5.999999999999979,True
2024-08-13,2024-08-12 23:00:00+00:00,0.04488045262562793,0.48575912089403367,0.4408786682684057,True,-4.750000000000004,False
2024-08-20,2024-08-19 23:00:00+00:00,0.011617335949186774,0.45249600421759256,0.4408786682684057,True,-4.750000000000004,False
2024-08-27,2024-08-26 23:00:00+00:00,-0.0019695919917464325,0.4389090762766593,0.4408786682684057,False,0.2500000000000009,True
2024-09-03,2024-09-02 23:00:00+00:00,0.004486690155919195,0.4466846063535289,0.44219791619760973,True,1.2697013606852443,True
2024-09-10,2024-09-09 23:00:00+00:00,0.011427556764286298,0.4570218346519746,0.4455942778876884,True,6.000000000000034,True
2024-09-17,2024-09-16 23:00:00+00:00,-0.015547711101888764,0.43004656678579956,0.4455942778876884,False,0.2500000000000009,True
2024-09-24,2024-09-23 23:00:00+00:00,-0.015702548737870886,0.4298917291498173,0.4455942778876884,False,-0.920119970185456,False
2024-10-01,2024-09-30 23:00:00+00:00,-0.02747588680062135,0.418118391087067,0.4455942778876884,False,0.2500000000000009,True
2024-10-08,2024-10-07 23:00:00+00:00,-0.02682888648123994,0.4213792989855776,0.44820818546681757,False,-1.309022527486519,False
2024-10-15,2024-10-14 23:00:00+00:00,-0.014632918240220975,0.433590919367789,0.44822383760801,False,5.999999999999979,True
2024-10-22,2024-10-21 23:00:00+00:00,-0.03521577041289531,0.41300806719511457,0.44822383760801,False,5.999999999999979,True
2024-10-29,2024-10-28 23:00:00+00:00,-0.042738653126874714,0.4054851844811352,0.44822383760801,False,-4.750000000000004,False
2024-11-05,2024-11-04 23:00:00+00:00,0.0005289418688547544,0.44695968613365333,0.4464307442647987,True,-0.2986407681206109,False
2024-11-12,2024-11-11 23:00:00+00:00,0.002968562875901957,0.44802145646644337,0.44505289359054145,True,-4.750000000000004,False
