event_ts,utc_date,event_hour_utc,event_hour_wib,prior3_high,prior3_low,event_open,event_high,event_low,event_close,entry_ts,entry_price,sweep_depth_range,lower_wick_ratio,close_position,body_ratio,range_expansion,reclaim_depth_range,ret1h_long,ret3h_long,positive1h,positive3h,source_index,selected_leaf
2020-01-01 08:00:00+00:00,2020-01-01,8,15,7230.0,7193.52,7205.26,7206.29,7174.0,7195.24,2020-01-01 09:00:00+00:00,7195.23,0.5350877192982639,0.6577887890987861,0.6577887890987861,0.3103127903375797,2.6040322580645894,0.047149122807000156,-0.0014982147895202802,-0.0003585708865456727,0,0,8,True
2020-01-02 04:00:00+00:00,2020-01-02,4,11,7208.3,7121.0,7126.94,7159.3,7112.06,7139.36,2020-01-02 05:00:00+00:00,7139.65,0.10240549828178215,0.31498729889922245,0.5779000846739923,0.2629127857747699,1.4042806183115137,0.21030927835051128,-0.0005896647594769711,-0.004494618083519364,0,0,28,True
2020-01-03 19:00:00+00:00,2020-01-03,19,2,7407.28,7289.06,7340.33,7347.0,7276.35,7338.9,2020-01-03 20:00:00+00:00,7338.91,0.10751141938758338,0.8853503184713318,0.8853503184713318,0.02024062278839771,1.0527492177022653,0.42158687193367883,-0.0032511640011936294,-0.005740634508394349,0,0,67,False
2020-01-05 18:00:00+00:00,2020-01-05,18,1,7478.0,7427.6,7460.4,7465.55,7420.0,7436.25,2020-01-05 19:00:00+00:00,7436.25,0.1507936507936591,0.3567508232711292,0.3567508232711292,0.5301866081229317,1.4460317460317518,0.17162698412697816,0.0007503782148259308,-0.009430828710707662,1,0,114,True
2020-01-08 08:00:00+00:00,2020-01-08,8,15,8381.87,8280.0,8301.5,8333.0,8267.0,8316.94,2020-01-08 09:00:00+00:00,8316.49,0.1276136252085982,0.5227272727272727,0.7566666666666744,0.23393939393940166,0.9428571428571428,0.3626190242465909,-0.00200685625786845,0.002259366631836457,0,1,176,False
2020-01-09 04:00:00+00:00,2020-01-09,4,11,8039.63,7937.03,7958.0,7980.73,7930.0,7971.0,2020-01-09 05:00:00+00:00,7970.0,0.0685185185185158,0.55194165188252,0.8082002759708329,0.25625862408831285,0.8501759678230183,0.3310916179337245,-0.003253450439146821,-0.0020376411543286954,0,0,196,False
2020-01-11 08:00:00+00:00,2020-01-11,8,15,8156.0,8048.0,8079.17,8102.82,8040.6,8056.21,2020-01-11 09:00:00+00:00,8056.25,0.06851851851851515,0.250883960141431,0.250883960141431,0.3690131790421131,0.8219286657859907,0.07601851851851886,0.008037238169123384,-0.0007993793638478852,1,0,248,True
2020-01-20 08:00:00+00:00,2020-01-20,8,15,8699.0,8645.29,8667.98,8686.0,8601.0,8648.08,2020-01-20 09:00:00+00:00,8646.71,0.8246136659840178,0.5538823529411756,0.5538823529411756,0.23411764705881924,1.7708333333333333,0.05194563396013963,0.0022170282107298878,-0.0027721526453413636,1,0,464,True
2020-01-21 08:00:00+00:00,2020-01-21,8,15,8685.0,8630.0,8639.96,8672.0,8619.17,8662.99,2020-01-21 09:00:00+00:00,8663.0,0.1969090909090896,0.3935264054514307,0.8294529623320039,0.4359265568805733,1.6432348367029712,0.5998181818181778,-0.002940090038092924,-1.1543345261877391e-06,0,0,488,False
2020-01-21 18:00:00+00:00,2020-01-21,18,1,8682.7,8628.19,8654.35,8654.95,8624.16,8638.85,2020-01-21 19:00:00+00:00,8638.84,0.07393138873602345,0.4771029555050371,0.4771029555050371,0.5034101981162572,0.8389645776566829,0.19556044762428568,-0.011845340346620548,0.011483023183668228,0,1,498,True
2020-01-23 18:00:00+00:00,2020-01-23,18,1,8406.0,8327.0,8340.23,8372.0,8326.0,8350.36,2020-01-23 19:00:00+00:00,8350.17,0.012658227848101266,0.30934782608694705,0.529565217391317,0.22021739130436996,0.8854667949951753,0.29569620253165296,0.0034933420517186953,0.006345978584867185,1,1,546,False
2020-01-28 08:00:00+00:00,2020-01-28,8,15,9087.34,8977.61,9048.02,9050.0,8974.2,9004.77,2020-01-28 09:00:00+00:00,9004.75,0.031076278137244766,0.40329815303430083,0.40329815303430083,0.5705804749340424,0.9000237473284239,0.24751663173243382,-0.0019423082262138847,0.009459451955912135,0,1,656,True
2020-02-02 04:00:00+00:00,2020-02-02,4,11,9356.72,9252.66,9273.84,9339.0,9160.01,9327.95,2020-02-02 05:00:00+00:00,9328.96,0.8903517201614461,0.6359573160511764,0.9382647075255641,0.3023073914743877,3.7274052478133726,0.7235248894868465,-0.0010676431242067075,0.00538430864748074,0,1,772,False
2020-02-04 04:00:00+00:00,2020-02-04,4,11,9361.52,9271.18,9293.8,9327.27,9259.18,9274.74,2020-02-04 05:00:00+00:00,9278.59,0.13283152534868253,0.22852107504772298,0.22852107504772298,0.2799236304890505,1.5897735232313859,0.039406685853436846,0.001958271677054313,0.0005830627282807921,1,1,820,True
2020-02-04 19:00:00+00:00,2020-02-04,19,2,9242.93,9175.42,9194.15,9205.68,9175.0,9187.0,2020-02-04 20:00:00+00:00,9186.73,0.006221300548068011,0.39113428943937045,0.39113428943937045,0.23305084745761304,0.7316956832816618,0.1715301436824158,0.0019887381037648755,0.0017111638199882595,1,1,835,True
2020-02-06 08:00:00+00:00,2020-02-06,8,15,9705.0,9617.07,9641.01,9674.0,9612.3,9652.39,2020-02-06 09:00:00+00:00,9652.38,0.05424769703173457,0.46531604538088506,0.6497568881685523,0.18444084278766718,0.7560347996569083,0.40168315705674507,0.0016182537363842453,0.0058037499559695505,1,1,872,False
2020-02-06 18:00:00+00:00,2020-02-06,18,1,9849.0,9745.01,9781.63,9789.34,9726.0,9777.0,2020-02-06 19:00:00+00:00,9777.01,0.1828060390422181,0.8051784022734431,0.8051784022734431,0.07309756867696857,0.8231319038336717,0.30762573324357967,-0.0022246065003513893,-0.001985269525141109,0,0,882,False
2020-02-06 19:00:00+00:00,2020-02-06,19,2,9849.0,9726.0,9777.01,9782.92,9723.5,9755.26,2020-02-06 20:00:00+00:00,9754.11,0.02032520325203252,0.5345001682935069,0.5345001682935069,0.3660383709188821,0.7721897335932543,0.2378861788617904,0.003685625854127128,-0.005587388290679507,1,0,883,True
2020-02-07 04:00:00+00:00,2020-02-07,4,11,9867.3,9780.0,9788.15,9821.78,9751.0,9801.06,2020-02-07 05:00:00+00:00,9801.02,0.3321878579610566,0.5248657812941409,0.7072619384006644,0.18239615710652352,1.220555268149697,0.24123711340205803,-0.004025091266011138,0.00036832901065375623,0,1,892,True
2020-02-10 19:00:00+00:00,2020-02-10,19,2,9902.34,9822.0,9853.18,9862.08,9808.35,9841.15,2020-02-10 20:00:00+00:00,9841.58,0.16990291262135437,0.6104597059370843,0.6104597059370843,0.22389726409828312,1.16804347826086,0.23836196166292759,0.0019874857492394593,0.0008667307485181741,1,1,979,True
2020-02-11 04:00:00+00:00,2020-02-11,4,11,9833.0,9733.0,9749.25,9780.0,9729.36,9758.2,2020-02-11 05:00:00+00:00,9759.99,0.03639999999999418,0.3927725118483342,0.5695102685624107,0.17673775671407643,0.7444869156130417,0.2520000000000073,0.00038524629635894314,-0.0010635256798418036,1,0,988,True
2020-02-12 08:00:00+00:00,2020-02-12,8,15,10479.98,10269.93,10371.76,10378.98,10235.52,10304.66,2020-02-12 09:00:00+00:00,10304.56,0.1638181385384431,0.48194618709047704,0.48194618709047704,0.4677261954551845,1.8491879350347933,0.16534158533682305,-0.001439168678720848,0.00567127562943015,0,1,1016,True
2020-02-14 04:00:00+00:00,2020-02-14,4,11,10299.0,10225.3,10266.98,10298.0,10215.15,10236.16,2020-02-14 05:00:00+00:00,10235.49,0.13772048846675083,0.2535908267954149,0.2535908267954149,0.37199758599878785,1.191229331416265,0.14735413839892098,-0.004774563797141029,-0.009726940283269259,0,0,1060,True
2020-02-19 04:00:00+00:00,2020-02-19,4,11,10185.0,10110.45,10159.77,10175.0,10096.08,10121.6,2020-02-19 05:00:00+00:00,10120.76,0.1927565392354251,0.3233654333502333,0.3233654333502333,0.48365433350228126,1.5046711153479309,0.14956405097249825,0.0005691272196950425,-0.005238737011844963,1,0,1180,True
2020-02-24 18:00:00+00:00,2020-02-24,18,1,9785.0,9577.0,9610.36,9610.37,9487.38,9596.68,2020-02-24 19:00:00+00:00,9596.1,0.4308653846153885,0.8886901374095428,0.8886901374095428,0.11122855516708767,1.228057913130325,0.09461538461538602,0.0012817707193546468,0.002185262762997464,1,1,1314,True
2020-02-25 04:00:00+00:00,2020-02-25,4,11,9658.99,9574.12,9588.32,9614.48,9558.47,9583.24,2020-02-25 05:00:00+00:00,9583.5,0.18439967008367672,0.44224245670416606,0.44224245670416606,0.09069808962685069,0.9630330123796486,0.107458465888996,-0.0020430949026973844,-0.005523034382010739,0,0,1324,False
2020-02-27 19:00:00+00:00,2020-02-27,19,2,8978.0,8851.14,8894.64,8926.5,8847.37,8919.41,2020-02-27 20:00:00+00:00,8920.0,0.029717799148656788,0.5973714141286376,0.9104006065967368,0.3130291924680992,1.1612855884942748,0.5381522938672562,-0.0034809417040357893,-0.01341591928251118,0,0,1387,False
2020-03-01 19:00:00+00:00,2020-03-01,19,2,8587.72,8461.93,8467.09,8579.83,8409.0,8548.53,2020-03-01 20:00:00+00:00,8548.53,0.4207806661896867,0.34004565942750203,0.8167769127202524,0.47673125329275035,2.5214760147601467,0.6884490023054377,-0.005784620279744135,0.0021348699717962383,0,1,1459,False
2020-03-02 19:00:00+00:00,2020-03-02,19,2,8925.32,8825.0,8863.6,8890.0,8823.89,8885.64,2020-03-02 20:00:00+00:00,8885.64,0.011064593301441241,0.6006655574043351,0.9340493117531304,0.33338375434879536,1.1972111553785107,0.6044657097288636,3.488775147331147e-05,0.0032558150003827446,1,1,1483,False
2020-03-03 08:00:00+00:00,2020-03-03,8,15,8859.96,8752.29,8759.13,8795.67,8737.07,8777.59,2020-03-03 09:00:00+00:00,8777.58,0.141357852698072,0.3764505119453815,0.691467576791812,0.31501706484643055,1.3354603463993033,0.2349772452865207,0.005629114174977579,0.009756675530157466,1,1,1496,True
2020-03-11 18:00:00+00:00,2020-03-11,18,1,7832.05,7651.5,7676.98,7819.86,7593.29,7796.37,2020-03-11 19:00:00+00:00,7796.41,0.3224037662697313,0.36937811713819,0.8963234320519053,0.5269453149137153,2.5346235596822786,0.8023816117418984,0.00487019025423252,0.0021561205734434985,1,1,1698,False
2020-03-12 04:00:00+00:00,2020-03-12,4,11,7943.76,7575.0,7666.26,7666.26,7569.16,7628.69,2020-03-12 05:00:00+00:00,7627.39,0.015836858661460413,0.6130792996910353,0.6130792996910353,0.38692070030896475,0.514273608389387,0.14559605163249692,0.0030665797867945876,-0.030087618438286334,1,0,1708,True
2020-03-12 08:00:00+00:00,2020-03-12,8,15,7663.22,7340.0,7397.35,7470.0,7308.24,7383.06,2020-03-12 09:00:00+00:00,7382.85,0.09826124621001235,0.46253709198813375,0.46253709198813375,0.08834075173095911,0.9975948196114744,0.1332219540870007,-0.0034187339577534948,-0.18210718083125088,0,0,1712,False
2020-03-13 18:00:00+00:00,2020-03-13,18,1,5433.34,4888.0,5178.14,5180.39,4739.22,4966.38,2020-03-13 19:00:00+00:00,4966.39,0.27282062566472237,0.514903551918761,0.514903551918761,0.47999637328014183,1.1191811055582346,0.1437268493050209,0.08692430517941596,0.10746236199734605,1,1,1746,True
