entry2_type,strategy,n,wins,wr,pf,expectancy,net,max_loss_streak
FIRST_HOLD,ENTRY1_SAME_SIGNAL,5,5,1.0,inf,0.7062546875737268,3.531273437868634,0
FIRST_HOLD,ENTRY2,5,4,0.8,21.69695163474472,0.7697909676006591,3.8489548380032956,1
ACCEPT_BELOW_RERECLAIM,ENTRY1_SAME_SIGNAL,40,34,0.85,1.0667227671361592,0.05776006151255344,2.3104024605021376,2
ACCEPT_BELOW_RERECLAIM,ENTRY2,40,33,0.825,0.8968571592040817,-0.09184936277255691,-3.6739745109022763,2
