signal_ts,friday_wib,entry_ts,archetype,direction,body_bucket,dominance,close_half,range_state,prior_color_relation,body_ratio,upper_ratio,lower_ratio,close_pos,range_open,cont_pnl,cont_win,cont_reason,rev_pnl,rev_win,rev_reason,period
2023-12-07 17:00:00+00:00,2023-12-08,2023-12-07 17:15:00+00:00,RED|MEDIUM|LOWER|LOW|NORMAL|OPPOSITE,RED,MEDIUM,LOWER,LOW,NORMAL,OPPOSITE,0.45992366412214314,0.04071246819339235,0.4993638676844645,0.4993638676844645,0.003596356972746028,3.9327701100169983,1,TIME,-5.432770110016998,0,TIME,discovery
2023-12-07 17:15:00+00:00,2023-12-08,2023-12-07 17:30:00+00:00,RED|SMALL|UPPER|LOW|NORMAL|SAME,RED,SMALL,UPPER,LOW,NORMAL,SAME,0.21558245083207736,0.6240544629349608,0.16036308623296186,0.16036308623296186,0.0030294211330767666,3.0725002407693,1,TIME,-4.572500240769299,0,TIME,discovery
2023-12-07 17:30:00+00:00,2023-12-08,2023-12-07 17:45:00+00:00,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|SAME,RED,LARGE,BODY_BALANCED,LOW,EXPANDED,SAME,0.6738575078058252,0.000283848992352597,0.32585864320182223,0.32585864320182223,0.00807838533187197,-0.06293186728059609,0,TIME,-1.437068132719404,0,TIME,discovery
2023-12-07 17:45:00+00:00,2023-12-08,2023-12-07 18:00:00+00:00,GREEN|MEDIUM|LOWER|HIGH|EXPANDED|OPPOSITE,GREEN,MEDIUM,LOWER,HIGH,EXPANDED,OPPOSITE,0.364638236703435,0.047436511739311536,0.5879252515572535,0.9525634882606885,0.004811782526796743,-2.508391486070987,0,TIME,1.008391486070987,1,TIME,discovery
2023-12-07 18:00:00+00:00,2023-12-08,2023-12-07 18:15:00+00:00,GREEN|SMALL|LOWER|HIGH|NORMAL|SAME,GREEN,SMALL,LOWER,HIGH,NORMAL,SAME,0.01072386058978688,0.16711349419122487,0.8221626452189883,0.8328865058087751,0.0025754451216142716,-1.5773897063054148,0,TIME,0.07738970630541474,1,TIME,discovery
2023-12-07 18:15:00+00:00,2023-12-08,2023-12-07 18:30:00+00:00,GREEN|SMALL|LOWER|HIGH|NORMAL|SAME,GREEN,SMALL,LOWER,HIGH,NORMAL,SAME,0.246261216350911,0.023928215353952,0.729810568295137,0.976071784646048,0.002308405773085851,-1.6045219507481994,0,TIME,0.10452195074819935,1,TIME,discovery
2023-12-07 18:30:00+00:00,2023-12-08,2023-12-07 18:45:00+00:00,RED|LARGE|BODY_BALANCED|LOW|EXPANDED|OPPOSITE,RED,LARGE,BODY_BALANCED,LOW,EXPANDED,OPPOSITE,0.8652678078409627,0.058531198233012866,0.07620099392602442,0.07620099392602442,0.004165650747792931,-1.1412923034304905,0,TIME,-0.3587076965695095,0,TIME,discovery
2023-12-07 18:45:00+00:00,2023-12-08,2023-12-07 19:00:00+00:00,GREEN|SMALL|UPPER|LOW|EXPANDED|OPPOSITE,GREEN,SMALL,UPPER,LOW,EXPANDED,OPPOSITE,0.05809641532757284,0.6279357231149364,0.31396786155749073,0.37206427688506355,0.0037351678286163467,0.37746206788305603,1,TIME,-1.877462067883056,0,TIME,discovery
2023-12-07 19:00:00+00:00,2023-12-08,2023-12-07 19:15:00+00:00,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|OPPOSITE,RED,MEDIUM,BODY_BALANCED,LOW,NORMAL,OPPOSITE,0.4650067294750957,0.20323014804843462,0.33176312247646966,0.33176312247646966,0.003429700374358917,-1.7671458425319857,0,TIME,0.2671458425319857,1,TIME,discovery
2023-12-07 19:15:00+00:00,2023-12-08,2023-12-07 19:30:00+00:00,RED|MEDIUM|BODY_BALANCED|LOW|NORMAL|SAME,RED,MEDIUM,BODY_BALANCED,LOW,NORMAL,SAME,0.6587997302764831,0.269723533378282,0.07147673634523491,0.07147673634523491,0.0034282438283520828,-3.66932920302318,0,TIME,2.16932920302318,1,TIME,discovery
2023-12-07 19:30:00+00:00,2023-12-08,2023-12-07 19:45:00+00:00,RED|MEDIUM|UPPER|LOW|EXPANDED|SAME,RED,MEDIUM,UPPER,LOW,EXPANDED,SAME,0.3677494199536016,0.5991879350348146,0.03306264501158377,0.03306264501158377,0.0039943837666761225,-4.692242321444689,0,TIME,3.192242321444689,1,TIME,discovery
