arm_ext,arm,robust_clock_count,robust_clocks,supported,development_median_wr,development_median_pf,development_median_exp,external_median_wr,external_median_pf,external_median_exp,reference_validation_median_wr,reference_validation_median_pf,reference_validation_median_exp,robust_major_median_wr,robust_major_median_pf,robust_major_median_exp,robust_major_max_ls,btc_wr_gap_pp,btc_pf_gap
0.1,E10,1,09:00,False,0.6160201149425287,1.1156744224467123,0.1220711248807325,0.6686507936507937,1.7144774807013132,1.1064543042020312,0.6327639751552796,0.9314850945304662,-0.1364759597564684,0.6458333333333334,1.6036638837071246,0.7319291779318594,4,-7.346466666666663,-0.6195291162928755
0.15,E15,1,09:00,False,0.6019269776876268,1.0097321980585423,0.014589092834954229,0.6130952380952381,1.6686479402112773,1.1796900038224933,0.6110248447204969,1.0083045878348884,-0.016562081578445978,0.65625,1.592133666274938,0.7337978706726467,4,-6.304799999999999,-0.6310593337250623
0.2,E20,1,09:00,False,0.6019269776876268,1.1207515550171507,0.17606918362593463,0.5842731829573935,1.5734510302323415,1.0793259565387372,0.6001552795031055,1.097766973793324,0.10076113740008215,0.6354166666666666,1.4168446507107482,0.6134790255655699,4,-8.388133333333336,-0.806348349289252
0.25,E25,2,"05:00,09:00",True,0.5774171737660581,1.1217028832277978,0.18457816121951012,0.5545634920634921,1.6925296455728387,1.3542427155869183,0.5751552795031056,1.2406119644622815,0.34049860364733286,0.6056034482758621,1.3467480953315816,0.48529716808102896,5,-11.36945517241379,-0.8764449046684186
0.3,E30,2,"05:00,09:00",True,0.5687964841108857,1.2232670957743481,0.3503318716773124,0.5545634920634921,1.5818126413355469,1.1438127981527988,0.5427018633540373,1.1318653744913545,0.08764460308782313,0.586566091954023,1.4120488561295197,0.6244380594893427,5,-13.2731908045977,-0.8111441438704805
0.35,E35,2,"05:00,09:00",True,0.5601757944557133,1.2557109060952412,0.40147262956561236,0.5497076023391814,1.5895796303247507,1.1904233503264692,0.5248447204968945,0.979039886999613,-0.15664140117710112,0.5634920634920635,1.4111213742786348,0.5831709297188352,7,-15.58059365079365,-0.8120716257213654
0.4,E40,2,"05:00,09:00",True,0.5589925625422583,1.2683029166839694,0.4178482264883273,0.5497076023391814,1.5781232687552604,1.185470336716799,0.5035714285714286,1.042011476127735,-0.031173545158397625,0.5622605363984674,1.4783210424842381,0.6788219687879612,7,-15.703746360153259,-0.7448719575157621
