episode_id,partition,outcome,transition,variant,stop_name,stop_mult_local_r,target_name,target_mult_wide_r,confirmation_complete_ts,entry_ts,entry_px,local_low,local_r,local_r_pct_entry,wide_r,wide_r_pct_entry,stop_px,target_px,deadline_ts,exit_ts,exit_px,exit_reason,hold_minutes,gross_return,net_pnl_usd
715,development,RESUME,False,S3_T1_0,S3,3.0,T1_0,1.0,2022-06-05 17:25:00+00:00,2022-06-05 17:25:00+00:00,30044.0,29746.4,297.59999999999854,0.009905471974437443,892.7999999999956,0.02971641592331233,29151.200000000004,30936.799999999996,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,29910.0,REGIME_EXIT,395.0,-0.004460125149780336,-2.630062574890168
715,development,RESUME,False,S3_T1_5,S3,3.0,T1_5,1.5,2022-06-05 17:25:00+00:00,2022-06-05 17:25:00+00:00,30044.0,29746.4,297.59999999999854,0.009905471974437443,892.7999999999956,0.02971641592331233,29151.200000000004,31383.199999999993,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,29910.0,REGIME_EXIT,395.0,-0.004460125149780336,-2.630062574890168
715,development,RESUME,False,S3_T2_0,S3,3.0,T2_0,2.0,2022-06-05 17:25:00+00:00,2022-06-05 17:25:00+00:00,30044.0,29746.4,297.59999999999854,0.009905471974437443,892.7999999999956,0.02971641592331233,29151.200000000004,31829.59999999999,2022-06-06 00:00:00+00:00,2022-06-06 00:00:00+00:00,29910.0,REGIME_EXIT,395.0,-0.004460125149780336,-2.630062574890168
788,development,RESUME,False,S2_T1_0,S2,2.0,T1_0,1.0,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,77.19999999999709,0.0035801570260580286,21486.100000000002,21640.499999999996,2022-08-24 04:00:00+00:00,2022-08-23 20:30:00+00:00,21486.100000000002,SL_S2,0.0,-0.003580157026058073,-2.1900785130290363
788,development,RESUME,False,S2_T1_5,S2,2.0,T1_5,1.5,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,77.19999999999709,0.0035801570260580286,21486.100000000002,21679.099999999995,2022-08-24 04:00:00+00:00,2022-08-23 20:30:00+00:00,21486.100000000002,SL_S2,0.0,-0.003580157026058073,-2.1900785130290363
788,development,RESUME,False,S2_T2_0,S2,2.0,T2_0,2.0,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,77.19999999999709,0.0035801570260580286,21486.100000000002,21717.699999999993,2022-08-24 04:00:00+00:00,2022-08-23 20:30:00+00:00,21486.100000000002,SL_S2,0.0,-0.003580157026058073,-2.1900785130290363
788,development,RESUME,False,S3_T1_0,S3,3.0,T1_0,1.0,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,115.79999999999563,0.005370235539087043,21447.500000000004,21679.099999999995,2022-08-24 04:00:00+00:00,2022-08-23 21:10:00+00:00,21447.500000000004,SL_S3,40.0,-0.005370235539086998,-3.085117769543499
788,development,RESUME,False,S3_T1_5,S3,3.0,T1_5,1.5,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,115.79999999999563,0.005370235539087043,21447.500000000004,21736.999999999993,2022-08-24 04:00:00+00:00,2022-08-23 21:10:00+00:00,21447.500000000004,SL_S3,40.0,-0.005370235539086998,-3.085117769543499
788,development,RESUME,False,S3_T2_0,S3,3.0,T2_0,2.0,2022-08-23 20:30:00+00:00,2022-08-23 20:30:00+00:00,21563.3,21524.7,38.599999999998545,0.0017900785130290143,115.79999999999563,0.005370235539087043,21447.500000000004,21794.89999999999,2022-08-24 04:00:00+00:00,2022-08-23 21:10:00+00:00,21447.500000000004,SL_S3,40.0,-0.005370235539086998,-3.085117769543499
798,development,RESUME,False,S2_T1_0,S2,2.0,T1_0,1.0,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,80.80000000000291,0.004011836904927553,20059.6,20221.200000000004,2022-08-30 16:00:00+00:00,2022-08-30 03:35:00+00:00,20221.200000000004,TP_T1_0,105.0,0.004011836904927568,1.6059184524637842
798,development,RESUME,False,S2_T1_5,S2,2.0,T1_5,1.5,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,80.80000000000291,0.004011836904927553,20059.6,20261.600000000006,2022-08-30 16:00:00+00:00,2022-08-30 03:45:00+00:00,20261.600000000006,TP_T1_5,115.0,0.006017755357391241,2.6088776786956207
798,development,RESUME,False,S2_T2_0,S2,2.0,T2_0,2.0,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,80.80000000000291,0.004011836904927553,20059.6,20302.000000000007,2022-08-30 16:00:00+00:00,2022-08-30 04:15:00+00:00,20302.000000000007,TP_T2_0,145.0,0.008023673809855136,3.6118369049275683
798,development,RESUME,False,S3_T1_0,S3,3.0,T1_0,1.0,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,121.20000000000437,0.006017755357391331,20019.199999999997,20261.600000000006,2022-08-30 16:00:00+00:00,2022-08-30 03:45:00+00:00,20261.600000000006,TP_T1_0,115.0,0.006017755357391241,2.6088776786956207
798,development,RESUME,False,S3_T1_5,S3,3.0,T1_5,1.5,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,121.20000000000437,0.006017755357391331,20019.199999999997,20322.200000000008,2022-08-30 16:00:00+00:00,2022-08-30 04:15:00+00:00,20322.200000000008,TP_T1_5,145.0,0.009026633036087084,4.113316518043542
798,development,RESUME,False,S3_T2_0,S3,3.0,T2_0,2.0,2022-08-30 01:50:00+00:00,2022-08-30 01:50:00+00:00,20140.4,20100.0,40.400000000001455,0.0020059184524637767,121.20000000000437,0.006017755357391331,20019.199999999997,20382.80000000001,2022-08-30 16:00:00+00:00,2022-08-30 04:20:00+00:00,20382.80000000001,TP_T2_0,150.0,0.012035510714782705,5.617755357391352
916,development,TRANSITION,True,S2_T1_0,S2,2.0,T1_0,1.0,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,83.80000000000291,0.004987293708749362,16718.899999999998,16886.500000000004,2022-12-21 00:00:00+00:00,2022-12-20 14:45:00+00:00,16718.899999999998,SL_S2,360.0,-0.004987293708749396,-2.893646854374698
916,development,TRANSITION,True,S2_T1_5,S2,2.0,T1_5,1.5,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,83.80000000000291,0.004987293708749362,16718.899999999998,16928.400000000005,2022-12-21 00:00:00+00:00,2022-12-20 14:45:00+00:00,16718.899999999998,SL_S2,360.0,-0.004987293708749396,-2.893646854374698
916,development,TRANSITION,True,S2_T2_0,S2,2.0,T2_0,2.0,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,83.80000000000291,0.004987293708749362,16718.899999999998,16970.300000000007,2022-12-21 00:00:00+00:00,2022-12-20 14:45:00+00:00,16718.899999999998,SL_S2,360.0,-0.004987293708749396,-2.893646854374698
916,development,TRANSITION,True,S3_T1_0,S3,3.0,T1_0,1.0,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,125.70000000000437,0.007480940563124043,16676.999999999996,16928.400000000005,2022-12-21 00:00:00+00:00,2022-12-20 14:55:00+00:00,16928.400000000005,TP_T1_0,370.0,0.007480940563123983,3.3404702815619918
916,development,TRANSITION,True,S3_T1_5,S3,3.0,T1_5,1.5,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,125.70000000000437,0.007480940563124043,16676.999999999996,16991.250000000007,2022-12-21 00:00:00+00:00,2022-12-20 15:20:00+00:00,16991.250000000007,TP_T1_5,395.0,0.011221410844685975,5.210705422342987
916,development,TRANSITION,True,S3_T2_0,S3,3.0,T2_0,2.0,2022-12-20 08:45:00+00:00,2022-12-20 08:45:00+00:00,16802.7,16760.8,41.900000000001455,0.002493646854374681,125.70000000000437,0.007480940563124043,16676.999999999996,17054.10000000001,2022-12-21 00:00:00+00:00,2022-12-21 00:00:00+00:00,16887.3,REGIME_EXIT,915.0,0.0050349051045366355,2.117452552268318
957,development,TRANSITION,True,S2_T1_0,S2,2.0,T1_0,1.0,2023-02-07 22:30:00+00:00,2023-02-07 22:30:00+00:00,23166.9,23150.0,16.900000000001455,0.0007294890555059786,33.80000000000291,0.001458978111011957,23133.1,23200.700000000004,2023-02-08 08:00:00+00:00,2023-02-07 22:40:00+00:00,23200.700000000004,TP_T1_0,10.0,0.0014589781110119215,0.32948905550596075
957,development,TRANSITION,True,S2_T1_5,S2,2.0,T1_5,1.5,2023-02-07 22:30:00+00:00,2023-02-07 22:30:00+00:00,23166.9,23150.0,16.900000000001455,0.0007294890555059786,33.80000000000291,0.001458978111011957,23133.1,23217.600000000006,2023-02-08 08:00:00+00:00,2023-02-07 22:40:00+00:00,23217.600000000006,TP_T1_5,10.0,0.0021884671665179933,0.6942335832589966
957,development,TRANSITION,True,S2_T2_0,S2,2.0,T2_0,2.0,2023-02-07 22:30:00+00:00,2023-02-07 22:30:00+00:00,23166.9,23150.0,16.900000000001455,0.0007294890555059786,33.80000000000291,0.001458978111011957,23133.1,23234.500000000007,2023-02-08 08:00:00+00:00,2023-02-07 22:40:00+00:00,23234.500000000007,TP_T2_0,10.0,0.002917956222023843,1.0589781110119216
957,development,TRANSITION,True,S3_T1_0,S3,3.0,T1_0,1.0,2023-02-07 22:30:00+00:00,2023-02-07 22:30:00+00:00,23166.9,23150.0,16.900000000001455,0.0007294890555059786,50.700000000004366,0.0021884671665179357,23116.199999999997,23217.600000000006,2023-02-08 08:00:00+00:00,2023-02-07 22:40:00+00:00,23217.600000000006,TP_T1_0,10.0,0.0021884671665179933,0.6942335832589966
957,development,TRANSITION,True,S3_T1_5,S3,3.0,T1_5,1.5,2023-02-07 22:30:00+00:00,2023-02-07 22:30:00+00:00,23166.9,23150.0,16.900000000001455,0.0007294890555059786,50.700000000004366,0.0021884671665179357,23116.199999999997,23242.950000000008,2023-02-08 08:00:00+00:00,2023-02-07 22:40:00+00:00,23242.950000000008,TP_T1_5,10.0,0.003282700749776879,1.2413503748884396
957,development,TRANSITION,True,S3_T2_0,S3,3.0,T2_0,2.0,2023-02-07 22:30:00+00:00,2023-02-07 22:30:00+00:00,23166.9,23150.0,16.900000000001455,0.0007294890555059786,50.700000000004366,0.0021884671665179357,23116.199999999997,23268.30000000001,2023-02-08 08:00:00+00:00,2023-02-07 22:40:00+00:00,23268.30000000001,TP_T2_0,10.0,0.004376934333035765,1.7884671665178824
1001,development,TRANSITION,True,S2_T1_0,S2,2.0,T1_0,1.0,2023-03-26 14:45:00+00:00,2023-03-26 14:45:00+00:00,27797.4,27703.2,94.20000000000073,0.003388806147337547,188.40000000000146,0.006777612294675094,27609.0,27985.800000000003,2023-03-26 20:00:00+00:00,2023-03-26 16:55:00+00:00,27609.0,SL_S2,130.0,-0.006777612294675106,-3.788806147337553
1001,development,TRANSITION,True,S2_T1_5,S2,2.0,T1_5,1.5,2023-03-26 14:45:00+00:00,2023-03-26 14:45:00+00:00,27797.4,27703.2,94.20000000000073,0.003388806147337547,188.40000000000146,0.006777612294675094,27609.0,28080.000000000004,2023-03-26 20:00:00+00:00,2023-03-26 16:55:00+00:00,27609.0,SL_S2,130.0,-0.006777612294675106,-3.788806147337553
1001,development,TRANSITION,True,S2_T2_0,S2,2.0,T2_0,2.0,2023-03-26 14:45:00+00:00,2023-03-26 14:45:00+00:00,27797.4,27703.2,94.20000000000073,0.003388806147337547,188.40000000000146,0.006777612294675094,27609.0,28174.200000000004,2023-03-26 20:00:00+00:00,2023-03-26 16:55:00+00:00,27609.0,SL_S2,130.0,-0.006777612294675106,-3.788806147337553
1001,development,TRANSITION,True,S3_T1_0,S3,3.0,T1_0,1.0,2023-03-26 14:45:00+00:00,2023-03-26 14:45:00+00:00,27797.4,27703.2,94.20000000000073,0.003388806147337547,282.6000000000022,0.01016641844201264,27514.8,28080.000000000004,2023-03-26 20:00:00+00:00,2023-03-26 20:00:00+00:00,27814.0,REGIME_EXIT,315.0,0.0005971781533524734,-0.10141092332376334
1001,development,TRANSITION,True,S3_T1_5,S3,3.0,T1_5,1.5,2023-03-26 14:45:00+00:00,2023-03-26 14:45:00+00:00,27797.4,27703.2,94.20000000000073,0.003388806147337547,282.6000000000022,0.01016641844201264,27514.8,28221.300000000003,2023-03-26 20:00:00+00:00,2023-03-26 20:00:00+00:00,27814.0,REGIME_EXIT,315.0,0.0005971781533524734,-0.10141092332376334
1001,development,TRANSITION,True,S3_T2_0,S3,3.0,T2_0,2.0,2023-03-26 14:45:00+00:00,2023-03-26 14:45:00+00:00,27797.4,27703.2,94.20000000000073,0.003388806147337547,282.6000000000022,0.01016641844201264,27514.8,28362.600000000006,2023-03-26 20:00:00+00:00,2023-03-26 20:00:00+00:00,27814.0,REGIME_EXIT,315.0,0.0005971781533524734,-0.10141092332376334
1066,development,TRANSITION,True,S2_T1_0,S2,2.0,T1_0,1.0,2023-05-26 18:15:00+00:00,2023-05-26 18:15:00+00:00,26650.0,26601.0,49.0,0.0018386491557223265,98.0,0.003677298311444653,26552.0,26748.0,2023-05-27 00:00:00+00:00,2023-05-26 19:00:00+00:00,26748.0,TP_T1_0,45.0,0.003677298311444588,1.438649155722294
1066,development,TRANSITION,True,S2_T1_5,S2,2.0,T1_5,1.5,2023-05-26 18:15:00+00:00,2023-05-26 18:15:00+00:00,26650.0,26601.0,49.0,0.0018386491557223265,98.0,0.003677298311444653,26552.0,26797.0,2023-05-27 00:00:00+00:00,2023-05-26 19:30:00+00:00,26797.0,TP_T1_5,75.0,0.005515947467166882,2.357973733583441
1066,development,TRANSITION,True,S2_T2_0,S2,2.0,T2_0,2.0,2023-05-26 18:15:00+00:00,2023-05-26 18:15:00+00:00,26650.0,26601.0,49.0,0.0018386491557223265,98.0,0.003677298311444653,26552.0,26846.0,2023-05-27 00:00:00+00:00,2023-05-27 00:00:00+00:00,26689.8,REGIME_EXIT,345.0,0.00149343339587249,0.34671669793624493
1066,development,TRANSITION,True,S3_T1_0,S3,3.0,T1_0,1.0,2023-05-26 18:15:00+00:00,2023-05-26 18:15:00+00:00,26650.0,26601.0,49.0,0.0018386491557223265,147.0,0.00551594746716698,26503.0,26797.0,2023-05-27 00:00:00+00:00,2023-05-26 19:30:00+00:00,26797.0,TP_T1_0,75.0,0.005515947467166882,2.357973733583441
1066,development,TRANSITION,True,S3_T1_5,S3,3.0,T1_5,1.5,2023-05-26 18:15:00+00:00,2023-05-26 18:15:00+00:00,26650.0,26601.0,49.0,0.0018386491557223265,147.0,0.00551594746716698,26503.0,26870.5,2023-05-27 00:00:00+00:00,2023-05-27 00:00:00+00:00,26689.8,REGIME_EXIT,345.0,0.00149343339587249,0.34671669793624493
1066,development,TRANSITION,True,S3_T2_0,S3,3.0,T2_0,2.0,2023-05-26 18:15:00+00:00,2023-05-26 18:15:00+00:00,26650.0,26601.0,49.0,0.0018386491557223265,147.0,0.00551594746716698,26503.0,26944.0,2023-05-27 00:00:00+00:00,2023-05-27 00:00:00+00:00,26689.8,REGIME_EXIT,345.0,0.00149343339587249,0.34671669793624493
1140,development,RESUME,False,S2_T1_0,S2,2.0,T1_0,1.0,2023-07-27 07:20:00+00:00,2023-07-27 07:20:00+00:00,29420.4,29366.0,54.400000000001455,0.001849057116830548,108.80000000000291,0.003698114233661096,29311.6,29529.200000000004,2023-07-27 16:00:00+00:00,2023-07-27 09:25:00+00:00,29529.200000000004,TP_T1_0,125.0,0.003698114233661176,1.4490571168305881
1140,development,RESUME,False,S2_T1_5,S2,2.0,T1_5,1.5,2023-07-27 07:20:00+00:00,2023-07-27 07:20:00+00:00,29420.4,29366.0,54.400000000001455,0.001849057116830548,108.80000000000291,0.003698114233661096,29311.6,29583.600000000006,2023-07-27 16:00:00+00:00,2023-07-27 14:50:00+00:00,29311.6,SL_S2,450.0,-0.003698114233661065,-2.2490571168305324
