trade_n,maker_entry_n,taker_entry_n,taker_exit_n,regular_fee_only_mean_r,bnb_discount_fee_only_mean_r,regular_fee_plus_funding_mean_r,primary_slippage_bps_per_taker_leg,primary_mean_net_r,primary_pf,primary_cum_r,funding_trades_n,cum_funding_r,breakeven_slippage_bps_per_taker_leg,pf110_slippage_budget_bps_per_taker_leg,current_half_spread_bps,gates_passed,gates_total,verdict
302,28,274,302,0.063402063749212,0.06980678258381845,0.06263035095359401,0.5,0.056378688166759804,1.1365547179116073,17.02636382636146,138,0.23305726427663698,5.009095427023768,1.6523080091668252,0.44748735848171584,10,11,SOL_EXECUTION_NOT_FEASIBLE_UNDER_BASELINE_BINANCE_ASSUMPTIONS
