partition,anchor_date_utc,clock_min,reference_start,reference_end,execution_start,execution_end,H,L,range,F85,F35,E20,k1_signal_bar_start,k1_signal_ts,leave_bar_start,leave_ts,h2_bar_start,opposite_break_bar_start,touch_bar_start,same_bar_confirmed,entry_executed,entry_bar_start,entry_px,entry_fraction,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,tp_hit,time_exit,case_status,entry_b,zone,touch_elapsed_min,primary_eligible,expanded_eligible,tie_order,accepted,decision,blocked_by_zone,portfolio
reference_validation,2025-03-24,210,2025-03-24 03:30:00+00:00,2025-03-24 09:00:00+00:00,2025-03-24 09:00:00+00:00,2025-03-24 15:30:00+00:00,87475.5,86188.0,1287.5,87282.375,86638.625,87733.0,2025-03-24 09:00:00+00:00,2025-03-24 09:05:00+00:00,2025-03-24 09:05:00+00:00,2025-03-24 09:10:00+00:00,2025-03-24 10:30:00+00:00,,2025-03-24 09:10:00+00:00,True,True,2025-03-24 09:15:00+00:00,87295.4,0.8601165048543644,0.6662860188040192,2025-03-24 10:35:00+00:00,2025-03-24 10:35:00+00:00,87733.0,TP_E20,0.0050128643662783,2.106432183139173,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-04-25,210,2025-04-25 03:30:00+00:00,2025-04-25 09:00:00+00:00,2025-04-25 09:00:00+00:00,2025-04-25 15:30:00+00:00,93859.6,92959.2,900.4000000000087,93724.54,93274.34,94039.68,2025-04-25 10:15:00+00:00,2025-04-25 10:20:00+00:00,2025-04-25 10:25:00+00:00,2025-04-25 10:30:00+00:00,2025-04-25 11:10:00+00:00,,2025-04-25 11:00:00+00:00,True,True,2025-04-25 11:05:00+00:00,93732.6,0.8589515770768561,0.6700999432636396,2025-04-25 11:15:00+00:00,2025-04-25 11:15:00+00:00,94039.68,TP_E20,0.003276128049366,1.238064024683028,True,False,TRADE_EXECUTED,True,ALT_0330,120.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-05-01,210,2025-05-01 03:30:00+00:00,2025-05-01 09:00:00+00:00,2025-05-01 09:00:00+00:00,2025-05-01 15:30:00+00:00,95174.9,94660.2,514.6999999999971,95097.695,94840.345,95277.84,2025-05-01 09:00:00+00:00,2025-05-01 09:05:00+00:00,2025-05-01 09:05:00+00:00,2025-05-01 09:10:00+00:00,2025-05-01 09:15:00+00:00,,2025-05-01 09:10:00+00:00,True,True,2025-05-01 09:15:00+00:00,95133.8,0.9201476588304032,0.4908418667257083,2025-05-01 09:20:00+00:00,2025-05-01 09:20:00+00:00,95277.84,TP_E20,0.0015140780668909,0.3570390334454835,True,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-06-09,210,2025-06-09 03:30:00+00:00,2025-06-09 09:00:00+00:00,2025-06-09 09:00:00+00:00,2025-06-09 15:30:00+00:00,105906.6,105265.0,641.6000000000058,105810.36,105489.56,106034.92,2025-06-09 09:10:00+00:00,2025-06-09 09:15:00+00:00,2025-06-09 09:15:00+00:00,2025-06-09 09:20:00+00:00,2025-06-09 09:25:00+00:00,,2025-06-09 09:20:00+00:00,True,True,2025-06-09 09:25:00+00:00,105831.8,0.8834164588528644,0.5935016362786547,2025-06-09 09:25:00+00:00,2025-06-09 09:25:00+00:00,106034.92,TP_E20,0.0019192719012621,0.5596359506310881,True,False,TRADE_EXECUTED,True,ALT_0330,20.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-06-09,480,2025-06-09 08:00:00+00:00,2025-06-09 13:30:00+00:00,2025-06-09 13:30:00+00:00,2025-06-09 20:00:00+00:00,107912.8,105429.2,2483.600000000006,107540.26,106298.46,108409.52,2025-06-09 14:45:00+00:00,2025-06-09 14:50:00+00:00,2025-06-09 14:50:00+00:00,2025-06-09 14:55:00+00:00,2025-06-09 15:10:00+00:00,,2025-06-09 14:55:00+00:00,True,True,2025-06-09 15:00:00+00:00,107561.1,0.8583910452568867,0.6719413292783286,2025-06-09 18:05:00+00:00,2025-06-09 18:05:00+00:00,108409.52,TP_E20,0.0078877958667213,3.543897933360696,True,False,TRADE_EXECUTED,True,LONDON,85.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-07-02,210,2025-07-02 03:30:00+00:00,2025-07-02 09:00:00+00:00,2025-07-02 09:00:00+00:00,2025-07-02 15:30:00+00:00,107717.0,106026.5,1690.5,107463.425,106618.175,108055.1,2025-07-02 09:00:00+00:00,2025-07-02 09:05:00+00:00,2025-07-02 09:05:00+00:00,2025-07-02 09:10:00+00:00,2025-07-02 10:20:00+00:00,,2025-07-02 09:25:00+00:00,True,True,2025-07-02 09:30:00+00:00,107490.5,0.8660159716060337,0.6472358352678276,2025-07-02 14:50:00+00:00,2025-07-02 14:50:00+00:00,108055.1,TP_E20,0.0052525572027295,2.2262786013647733,True,False,TRADE_EXECUTED,True,ALT_0330,25.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-07-22,480,2025-07-22 08:00:00+00:00,2025-07-22 13:30:00+00:00,2025-07-22 13:30:00+00:00,2025-07-22 20:00:00+00:00,119475.2,117441.5,2033.699999999997,119170.145,118153.295,119881.94,2025-07-22 13:40:00+00:00,2025-07-22 13:45:00+00:00,2025-07-22 13:45:00+00:00,2025-07-22 13:50:00+00:00,2025-07-22 18:25:00+00:00,,2025-07-22 15:05:00+00:00,True,True,2025-07-22 15:10:00+00:00,119172.1,0.8509613020602883,0.6967378448280007,2025-07-22 18:50:00+00:00,2025-07-22 18:50:00+00:00,119881.94,TP_E20,0.0059564277209178,2.5782138604589337,True,False,TRADE_EXECUTED,True,LONDON,95.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-08-19,210,2025-08-19 03:30:00+00:00,2025-08-19 09:00:00+00:00,2025-08-19 09:00:00+00:00,2025-08-19 15:30:00+00:00,115430.0,114303.8,1126.199999999997,115261.07,114697.97,115655.24,2025-08-19 09:30:00+00:00,2025-08-19 09:35:00+00:00,2025-08-19 09:40:00+00:00,2025-08-19 09:45:00+00:00,2025-08-19 10:05:00+00:00,,2025-08-19 09:50:00+00:00,True,True,2025-08-19 09:55:00+00:00,115311.7,0.8949564908541972,0.559757548107491,2025-08-19 13:20:00+00:00,2025-08-19 13:20:00+00:00,115655.24,TP_E20,0.0029792293409949,1.0896146704974634,True,False,TRADE_EXECUTED,True,ALT_0330,50.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-09-03,210,2025-09-03 03:30:00+00:00,2025-09-03 09:00:00+00:00,2025-09-03 09:00:00+00:00,2025-09-03 15:30:00+00:00,111221.0,110486.9,734.1000000000058,111110.885,110743.835,111367.82,2025-09-03 09:15:00+00:00,2025-09-03 09:20:00+00:00,2025-09-03 09:25:00+00:00,2025-09-03 09:30:00+00:00,2025-09-03 09:55:00+00:00,,2025-09-03 09:30:00+00:00,True,True,2025-09-03 09:35:00+00:00,111160.6,0.9177223811469912,0.4972106582846309,2025-09-03 10:20:00+00:00,2025-09-03 10:20:00+00:00,111367.82,TP_E20,0.00186414970772,0.5320748538600432,True,False,TRADE_EXECUTED,True,ALT_0330,30.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-09-03,480,2025-09-03 08:00:00+00:00,2025-09-03 13:30:00+00:00,2025-09-03 13:30:00+00:00,2025-09-03 20:00:00+00:00,111831.4,110843.0,988.3999999999942,111683.14,111188.94,112029.08,2025-09-03 13:45:00+00:00,2025-09-03 13:50:00+00:00,2025-09-03 13:50:00+00:00,2025-09-03 13:55:00+00:00,2025-09-03 14:35:00+00:00,,2025-09-03 14:00:00+00:00,True,True,2025-09-03 14:05:00+00:00,111765.1,0.932921893970064,0.4581713412940498,2025-09-03 14:10:00+00:00,2025-09-03 14:15:00+00:00,111153.0,CLOSE_INVALIDATION_F35,-0.0054766648980764,-3.1383324490382054,False,False,TRADE_EXECUTED,True,LONDON,30.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-09-08,480,2025-09-08 08:00:00+00:00,2025-09-08 13:30:00+00:00,2025-09-08 13:30:00+00:00,2025-09-08 20:00:00+00:00,112321.3,111201.0,1120.300000000003,112153.255,111593.105,112545.36,2025-09-08 13:35:00+00:00,2025-09-08 13:40:00+00:00,2025-09-08 13:40:00+00:00,2025-09-08 13:45:00+00:00,2025-09-08 14:30:00+00:00,,2025-09-08 13:45:00+00:00,True,True,2025-09-08 13:50:00+00:00,112156.8,0.8531643309827729,0.6893089347962867,2025-09-08 14:30:00+00:00,2025-09-08 14:30:00+00:00,112545.36,TP_E20,0.0034644355045791,1.3322177522896,True,False,TRADE_EXECUTED,True,LONDON,15.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-10-28,480,2025-10-28 08:00:00+00:00,2025-10-28 13:30:00+00:00,2025-10-28 13:30:00+00:00,2025-10-28 20:00:00+00:00,115140.3,114058.0,1082.300000000003,114977.955,114436.805,115356.76,2025-10-28 13:30:00+00:00,2025-10-28 13:35:00+00:00,2025-10-28 13:35:00+00:00,2025-10-28 13:40:00+00:00,2025-10-28 13:45:00+00:00,,2025-10-28 13:40:00+00:00,True,True,2025-10-28 13:45:00+00:00,115079.9,0.944192922479896,0.4305118217371009,2025-10-28 13:45:00+00:00,2025-10-28 13:45:00+00:00,115356.76,TP_E20,0.0024058067481811,0.8029033740905692,True,False,TRADE_EXECUTED,True,LONDON,10.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2025-12-01,210,2025-12-01 03:30:00+00:00,2025-12-01 09:00:00+00:00,2025-12-01 09:00:00+00:00,2025-12-01 15:30:00+00:00,86842.0,85563.7,1278.300000000003,86650.255,86011.105,87097.66,2025-12-01 09:00:00+00:00,2025-12-01 09:05:00+00:00,2025-12-01 09:10:00+00:00,2025-12-01 09:15:00+00:00,2025-12-01 09:45:00+00:00,,2025-12-01 09:15:00+00:00,True,True,2025-12-01 09:20:00+00:00,86673.8,0.8684189939763775,0.6396004194991605,2025-12-01 12:05:00+00:00,2025-12-01 12:10:00+00:00,85961.4,CLOSE_INVALIDATION_F35,-0.0082193234864516,-4.509661743225801,False,False,TRADE_EXECUTED,True,ALT_0330,15.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-01-01,480,2026-01-01 08:00:00+00:00,2026-01-01 13:30:00+00:00,2026-01-01 13:30:00+00:00,2026-01-01 20:00:00+00:00,88000.0,87590.0,410.0,87938.5,87733.5,88082.0,2026-01-01 15:15:00+00:00,2026-01-01 15:20:00+00:00,2026-01-01 15:20:00+00:00,2026-01-01 15:25:00+00:00,2026-01-01 15:40:00+00:00,,2026-01-01 15:25:00+00:00,True,True,2026-01-01 15:30:00+00:00,87965.9,0.9168292682926688,0.4995697074010702,2026-01-01 17:20:00+00:00,2026-01-01 17:20:00+00:00,88082.0,TP_E20,0.0013198296157943,0.2599148078971772,True,False,TRADE_EXECUTED,True,LONDON,115.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-02-25,210,2026-02-25 03:30:00+00:00,2026-02-25 09:00:00+00:00,2026-02-25 09:00:00+00:00,2026-02-25 15:30:00+00:00,65627.5,64720.4,907.0999999999984,65491.435,65037.885,65808.92,2026-02-25 09:10:00+00:00,2026-02-25 09:15:00+00:00,2026-02-25 09:15:00+00:00,2026-02-25 09:20:00+00:00,2026-02-25 10:15:00+00:00,,2026-02-25 09:25:00+00:00,True,True,2026-02-25 09:30:00+00:00,65535.4,0.8984676441406695,0.5497723686722955,2026-02-25 12:20:00+00:00,2026-02-25 12:20:00+00:00,65808.92,TP_E20,0.0041736221950274,1.6868110975137411,True,False,TRADE_EXECUTED,True,ALT_0330,25.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-03-13,480,2026-03-13 08:00:00+00:00,2026-03-13 13:30:00+00:00,2026-03-13 13:30:00+00:00,2026-03-13 20:00:00+00:00,73269.1,71347.1,1922.0,72980.8,72019.8,73653.5,2026-03-13 13:30:00+00:00,2026-03-13 13:35:00+00:00,2026-03-13 13:35:00+00:00,2026-03-13 13:40:00+00:00,2026-03-13 13:45:00+00:00,,2026-03-13 13:40:00+00:00,True,True,2026-03-13 13:45:00+00:00,73243.7,0.9867845993756458,0.3348312770651236,2026-03-13 14:20:00+00:00,2026-03-13 14:20:00+00:00,73653.5,TP_E20,0.0055950204590975,2.397510229548772,True,False,TRADE_EXECUTED,True,LONDON,10.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-03-31,480,2026-03-31 08:00:00+00:00,2026-03-31 13:30:00+00:00,2026-03-31 13:30:00+00:00,2026-03-31 20:00:00+00:00,67476.9,65938.0,1538.8999999999942,67246.065,66476.61499999999,67784.68,2026-03-31 14:00:00+00:00,2026-03-31 14:05:00+00:00,2026-03-31 14:05:00+00:00,2026-03-31 14:10:00+00:00,2026-03-31 14:15:00+00:00,,2026-03-31 14:10:00+00:00,True,True,2026-03-31 14:15:00+00:00,67300.0,0.8850477613880078,0.5886432227936962,2026-03-31 16:40:00+00:00,2026-03-31 16:40:00+00:00,67784.68,TP_E20,0.0072017830609212,3.200891530460615,True,False,TRADE_EXECUTED,True,LONDON,40.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-04-08,210,2026-04-08 03:30:00+00:00,2026-04-08 09:00:00+00:00,2026-04-08 09:00:00+00:00,2026-04-08 15:30:00+00:00,71919.0,71250.0,669.0,71818.65,71484.15,72052.8,2026-04-08 09:05:00+00:00,2026-04-08 09:10:00+00:00,2026-04-08 09:10:00+00:00,2026-04-08 09:15:00+00:00,2026-04-08 12:35:00+00:00,,2026-04-08 09:15:00+00:00,True,True,2026-04-08 09:20:00+00:00,71836.8,0.8771300448430537,0.6125053168864162,2026-04-08 10:30:00+00:00,2026-04-08 10:35:00+00:00,71453.3,CLOSE_INVALIDATION_F35,-0.0053384894650095,-3.069244732504794,False,False,TRADE_EXECUTED,True,ALT_0330,15.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-04-09,210,2026-04-09 03:30:00+00:00,2026-04-09 09:00:00+00:00,2026-04-09 09:00:00+00:00,2026-04-09 15:30:00+00:00,71342.0,70666.0,676.0,71240.6,70902.6,71477.2,2026-04-09 09:15:00+00:00,2026-04-09 09:20:00+00:00,2026-04-09 09:20:00+00:00,2026-04-09 09:25:00+00:00,2026-04-09 09:50:00+00:00,,2026-04-09 09:25:00+00:00,True,True,2026-04-09 09:30:00+00:00,71248.7,0.8619822485207057,0.6602138110372892,2026-04-09 09:55:00+00:00,2026-04-09 09:55:00+00:00,71477.2,TP_E20,0.0032070760589315,1.2035380294657787,True,False,TRADE_EXECUTED,True,ALT_0330,25.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-05-01,480,2026-05-01 08:00:00+00:00,2026-05-01 13:30:00+00:00,2026-05-01 13:30:00+00:00,2026-05-01 20:00:00+00:00,78400.0,77010.5,1389.5,78191.575,77496.825,78677.9,2026-05-01 13:30:00+00:00,2026-05-01 13:35:00+00:00,2026-05-01 13:40:00+00:00,2026-05-01 13:45:00+00:00,2026-05-01 13:50:00+00:00,,2026-05-01 13:45:00+00:00,True,True,2026-05-01 13:50:00+00:00,78302.7,0.9299748110831212,0.465580890336587,2026-05-01 13:50:00+00:00,2026-05-01 13:50:00+00:00,78677.9,TP_E20,0.0047916610793752,1.995830539687616,True,False,TRADE_EXECUTED,True,LONDON,15.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
reference_validation,2026-07-07,210,2026-07-07 03:30:00+00:00,2026-07-07 09:00:00+00:00,2026-07-07 09:00:00+00:00,2026-07-07 15:30:00+00:00,63424.2,62745.6,678.5999999999985,63322.41,62983.11,63559.92,2026-07-07 10:00:00+00:00,2026-07-07 10:05:00+00:00,2026-07-07 10:05:00+00:00,2026-07-07 10:10:00+00:00,2026-07-07 10:20:00+00:00,,2026-07-07 10:10:00+00:00,True,True,2026-07-07 10:15:00+00:00,63329.5,0.8604479811376403,0.6652039608533694,2026-07-07 12:05:00+00:00,2026-07-07 12:05:00+00:00,63559.92,TP_E20,0.0036384307471242,1.419215373562111,True,False,TRADE_EXECUTED,True,ALT_0330,70.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
august,2026-08-20,480,2026-08-20 08:00:00+00:00,2026-08-20 13:30:00+00:00,2026-08-20 13:30:00+00:00,2026-08-20 20:00:00+00:00,72487.5,69771.8,2715.699999999997,72080.145,70722.295,73030.64,2026-08-20 15:00:00+00:00,2026-08-20 15:05:00+00:00,2026-08-20 15:05:00+00:00,2026-08-20 15:10:00+00:00,2026-08-20 15:30:00+00:00,,2026-08-20 15:15:00+00:00,True,True,2026-08-20 15:20:00+00:00,72208.9,0.8974113488235055,0.5527628388173103,2026-08-20 20:00:00+00:00,2026-08-20 20:00:00+00:00,72649.8,TIME_EXIT_EXEC_END,0.0061058955336532,2.6529477668266304,False,True,TRADE_EXECUTED,True,LONDON,105.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-01-01,330,2020-01-01 05:30:00+00:00,2020-01-01 11:00:00+00:00,2020-01-01 11:00:00+00:00,2020-01-01 17:30:00+00:00,7230.0,7174.0,56.0,7221.6,7193.6,7241.2,2020-01-01 11:25:00+00:00,2020-01-01 11:30:00+00:00,2020-01-01 11:30:00+00:00,2020-01-01 11:35:00+00:00,2020-01-01 15:35:00+00:00,,2020-01-01 11:40:00+00:00,True,True,2020-01-01 11:45:00+00:00,7223.99,0.8926785714285675,0.5663047054952407,2020-01-01 11:50:00+00:00,2020-01-01 11:55:00+00:00,7190.09,CLOSE_INVALIDATION_F35,-0.0046926975258824,-2.746348762941208,False,False,TRADE_EXECUTED,True,RAW_0530,40.0,False,True,2,True,ACCEPT,,EXPANDED_5ZONE
external,2020-01-02,1410,2020-01-02 23:30:00+00:00,2020-01-03 05:00:00+00:00,2020-01-03 05:00:00+00:00,2020-01-03 11:30:00+00:00,7300.0,6863.44,436.5600000000004,7234.516,7016.236,7387.312,2020-01-03 08:40:00+00:00,2020-01-03 08:45:00+00:00,2020-01-03 08:45:00+00:00,2020-01-03 08:50:00+00:00,2020-01-03 09:05:00+00:00,,2020-01-03 08:55:00+00:00,True,True,2020-01-03 09:00:00+00:00,7257.99,0.9037703866593362,0.5349322038104858,2020-01-03 11:30:00+00:00,2020-01-03 11:30:00+00:00,7326.13,TIME_EXIT_EXEC_END,0.0093882741640591,4.294137082029592,False,True,TRADE_EXECUTED,True,RAW_2330,235.0,False,True,4,True,ACCEPT,,EXPANDED_5ZONE
external,2020-01-03,570,2020-01-03 09:30:00+00:00,2020-01-03 15:00:00+00:00,2020-01-03 15:00:00+00:00,2020-01-03 21:30:00+00:00,7379.0,7229.0,150.0,7356.5,7281.5,7409.0,2020-01-03 16:10:00+00:00,2020-01-03 16:15:00+00:00,2020-01-03 16:20:00+00:00,2020-01-03 16:25:00+00:00,2020-01-03 16:45:00+00:00,,2020-01-03 16:25:00+00:00,True,True,2020-01-03 16:30:00+00:00,7364.99,0.9065999999999984,0.5271289974847327,2020-01-03 21:30:00+00:00,2020-01-03 21:30:00+00:00,7323.01,TIME_EXIT_EXEC_END,-0.0056999398505631,-3.249969925281581,False,True,TRADE_EXECUTED,True,RAW_0930,85.0,False,True,3,True,ACCEPT,,EXPANDED_5ZONE
external,2020-01-08,330,2020-01-08 05:30:00+00:00,2020-01-08 11:00:00+00:00,2020-01-08 11:00:00+00:00,2020-01-08 17:30:00+00:00,8372.28,8267.0,105.28000000000064,8356.488000000001,8303.848,8393.336000000001,2020-01-08 11:25:00+00:00,2020-01-08 11:30:00+00:00,2020-01-08 11:30:00+00:00,2020-01-08 11:35:00+00:00,,2020-01-08 13:05:00+00:00,2020-01-08 11:35:00+00:00,True,True,2020-01-08 11:40:00+00:00,8360.58,0.888867781155009,0.5773813720651703,2020-01-08 12:55:00+00:00,2020-01-08 13:00:00+00:00,8289.0,CLOSE_INVALIDATION_F35,-0.0085616069698514,-4.680803484925711,False,False,TRADE_EXECUTED,True,RAW_0530,35.0,False,True,2,True,ACCEPT,,EXPANDED_5ZONE
external,2020-02-12,480,2020-02-12 08:00:00+00:00,2020-02-12 13:30:00+00:00,2020-02-12 13:30:00+00:00,2020-02-12 20:00:00+00:00,10395.0,10235.52,159.47999999999956,10371.078,10291.338,10426.896,2020-02-12 13:30:00+00:00,2020-02-12 13:35:00+00:00,2020-02-12 13:40:00+00:00,2020-02-12 13:45:00+00:00,2020-02-12 14:00:00+00:00,,2020-02-12 13:45:00+00:00,True,True,2020-02-12 13:50:00+00:00,10374.79,0.8732756458490144,0.6243828787806052,2020-02-12 14:00:00+00:00,2020-02-12 14:00:00+00:00,10426.896,TP_E20,0.0050223667177842,2.1111833588921107,True,False,TRADE_EXECUTED,True,LONDON,15.0,True,True,0,True,ACCEPT,,EXPANDED_5ZONE
external,2020-02-17,210,2020-02-17 03:30:00+00:00,2020-02-17 09:00:00+00:00,2020-02-17 09:00:00+00:00,2020-02-17 15:30:00+00:00,9841.0,9720.23,120.77000000000044,9822.8845,9762.4995,9865.154,2020-02-17 09:00:00+00:00,2020-02-17 09:05:00+00:00,2020-02-17 09:05:00+00:00,2020-02-17 09:10:00+00:00,2020-02-17 09:15:00+00:00,,2020-02-17 09:10:00+00:00,True,True,2020-02-17 09:15:00+00:00,9832.0,0.925478181667633,0.4770325393342552,2020-02-17 10:15:00+00:00,2020-02-17 10:20:00+00:00,9744.73,CLOSE_INVALIDATION_F35,-0.0088761187957689,-4.838059397884498,False,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,1,True,ACCEPT,,EXPANDED_5ZONE
external,2020-03-02,330,2020-03-02 05:30:00+00:00,2020-03-02 11:00:00+00:00,2020-03-02 11:00:00+00:00,2020-03-02 17:30:00+00:00,8777.0,8607.0,170.0,8751.5,8666.5,8811.0,2020-03-02 11:45:00+00:00,2020-03-02 11:50:00+00:00,2020-03-02 11:50:00+00:00,2020-03-02 11:55:00+00:00,2020-03-02 13:05:00+00:00,,2020-03-02 11:55:00+00:00,True,True,2020-03-02 12:00:00+00:00,8760.7,0.9041176470588278,0.5339702760084807,2020-03-02 13:20:00+00:00,2020-03-02 13:20:00+00:00,8811.0,TP_E20,0.0057415503327358,2.470775166367912,True,False,TRADE_EXECUTED,True,RAW_0530,55.0,False,True,2,True,ACCEPT,,EXPANDED_5ZONE
external,2020-03-04,1410,2020-03-04 23:30:00+00:00,2020-03-05 05:00:00+00:00,2020-03-05 05:00:00+00:00,2020-03-05 11:30:00+00:00,8949.34,8739.37,209.96999999999932,8917.844500000001,8812.8595,8991.334,2020-03-05 06:05:00+00:00,2020-03-05 06:10:00+00:00,2020-03-05 06:10:00+00:00,2020-03-05 06:15:00+00:00,2020-03-05 09:20:00+00:00,,2020-03-05 06:15:00+00:00,True,True,2020-03-05 06:20:00+00:00,8923.01,0.8746011334952611,0.6202786187988315,2020-03-05 09:25:00+00:00,2020-03-05 09:25:00+00:00,8991.334,TP_E20,0.0076570574279306,3.428528713965329,True,False,TRADE_EXECUTED,True,RAW_2330,75.0,False,True,4,True,ACCEPT,,EXPANDED_5ZONE
external,2020-03-13,210,2020-03-13 03:30:00+00:00,2020-03-13 09:00:00+00:00,2020-03-13 09:00:00+00:00,2020-03-13 15:30:00+00:00,5646.48,4520.62,1125.8599999999997,5477.601,4914.670999999999,5871.651999999999,2020-03-13 09:50:00+00:00,2020-03-13 09:55:00+00:00,2020-03-13 10:05:00+00:00,2020-03-13 10:10:00+00:00,2020-03-13 12:40:00+00:00,,2020-03-13 10:10:00+00:00,True,True,2020-03-13 10:15:00+00:00,5503.9,0.873359032206491,0.6241240672132555,2020-03-13 13:30:00+00:00,2020-03-13 13:30:00+00:00,5871.651999999999,TP_E20,0.0668166209415142,33.008310470757095,True,False,TRADE_EXECUTED,True,ALT_0330,70.0,True,True,1,True,ACCEPT,,EXPANDED_5ZONE
external,2020-03-18,480,2020-03-18 08:00:00+00:00,2020-03-18 13:30:00+00:00,2020-03-18 13:30:00+00:00,2020-03-18 20:00:00+00:00,5249.18,4982.75,266.4300000000003,5209.2155,5076.0005,5302.466,2020-03-18 13:30:00+00:00,2020-03-18 13:35:00+00:00,2020-03-18 13:40:00+00:00,2020-03-18 13:45:00+00:00,2020-03-18 13:50:00+00:00,,2020-03-18 13:45:00+00:00,True,True,2020-03-18 13:50:00+00:00,5240.89,0.9688848853357356,0.3734379690641304,2020-03-18 13:50:00+00:00,2020-03-18 13:50:00+00:00,5302.466,TP_E20,0.0117491494765202,5.474574738260141,True,False,TRADE_EXECUTED,True,LONDON,15.0,True,True,0,True,ACCEPT,,EXPANDED_5ZONE
external,2020-03-18,570,2020-03-18 09:30:00+00:00,2020-03-18 15:00:00+00:00,2020-03-18 15:00:00+00:00,2020-03-18 21:30:00+00:00,5390.0,4982.75,407.25,5328.9125,5125.2875,5471.45,2020-03-18 20:20:00+00:00,2020-03-18 20:25:00+00:00,2020-03-18 20:25:00+00:00,2020-03-18 20:30:00+00:00,,,2020-03-18 20:30:00+00:00,True,True,2020-03-18 20:35:00+00:00,5337.1,0.8701043585021494,0.6342874004130986,2020-03-18 21:30:00+00:00,2020-03-18 21:30:00+00:00,5358.53,TIME_EXIT_EXEC_END,0.0040152892020008,1.6076446010004468,False,True,TRADE_EXECUTED,True,RAW_0930,330.0,False,True,3,True,ACCEPT,,EXPANDED_5ZONE
external,2020-04-02,210,2020-04-02 03:30:00+00:00,2020-04-02 09:00:00+00:00,2020-04-02 09:00:00+00:00,2020-04-02 15:30:00+00:00,6675.54,6558.93,116.60999999999969,6658.0485,6599.7435000000005,6698.862,2020-04-02 10:10:00+00:00,2020-04-02 10:15:00+00:00,2020-04-02 10:15:00+00:00,2020-04-02 10:20:00+00:00,2020-04-02 11:35:00+00:00,,2020-04-02 11:20:00+00:00,True,True,2020-04-02 11:25:00+00:00,6660.72,0.8729096989966577,0.6255196674128554,2020-04-02 12:00:00+00:00,2020-04-02 12:00:00+00:00,6698.862,TP_E20,0.0057264079558967,2.46320397794837,True,False,TRADE_EXECUTED,True,ALT_0330,140.0,True,True,1,True,ACCEPT,,EXPANDED_5ZONE
external,2020-04-05,1410,2020-04-05 23:30:00+00:00,2020-04-06 05:00:00+00:00,2020-04-06 05:00:00+00:00,2020-04-06 11:30:00+00:00,6957.78,6760.0,197.77999999999972,6928.112999999999,6829.223,6997.335999999999,2020-04-06 05:00:00+00:00,2020-04-06 05:05:00+00:00,2020-04-06 05:10:00+00:00,2020-04-06 05:15:00+00:00,2020-04-06 05:35:00+00:00,,2020-04-06 05:15:00+00:00,True,True,2020-04-06 05:20:00+00:00,6929.99,0.859490342805137,0.6683338791469396,2020-04-06 05:55:00+00:00,2020-04-06 05:55:00+00:00,6997.335999999999,TP_E20,0.0097180515411998,4.459025770599934,True,False,TRADE_EXECUTED,True,RAW_2330,15.0,False,True,4,True,ACCEPT,,EXPANDED_5ZONE
