partition,anchor_date_utc,clock_min,reference_start,reference_end,execution_start,execution_end,H,L,range,F85,F35,E20,k1_signal_bar_start,k1_signal_ts,leave_bar_start,leave_ts,h2_bar_start,opposite_break_bar_start,touch_bar_start,same_bar_confirmed,entry_executed,entry_bar_start,entry_px,entry_fraction,nominal_rr,exit_bar_start,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,tp_hit,time_exit,case_status,entry_b,zone,touch_elapsed_min,primary_eligible,expanded_eligible,tie_order,accepted,decision,blocked_by_zone,portfolio
external,2020-02-12,480,2020-02-12 08:00:00+00:00,2020-02-12 13:30:00+00:00,2020-02-12 13:30:00+00:00,2020-02-12 20:00:00+00:00,10395.0,10235.52,159.47999999999956,10371.078,10291.338,10426.896,2020-02-12 13:30:00+00:00,2020-02-12 13:35:00+00:00,2020-02-12 13:40:00+00:00,2020-02-12 13:45:00+00:00,2020-02-12 14:00:00+00:00,,2020-02-12 13:45:00+00:00,True,True,2020-02-12 13:50:00+00:00,10374.79,0.8732756458490144,0.6243828787806052,2020-02-12 14:00:00+00:00,2020-02-12 14:00:00+00:00,10426.896,TP_E20,0.0050223667177842,2.1111833588921107,True,False,TRADE_EXECUTED,True,LONDON,15.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-02-17,210,2020-02-17 03:30:00+00:00,2020-02-17 09:00:00+00:00,2020-02-17 09:00:00+00:00,2020-02-17 15:30:00+00:00,9841.0,9720.23,120.77000000000044,9822.8845,9762.4995,9865.154,2020-02-17 09:00:00+00:00,2020-02-17 09:05:00+00:00,2020-02-17 09:05:00+00:00,2020-02-17 09:10:00+00:00,2020-02-17 09:15:00+00:00,,2020-02-17 09:10:00+00:00,True,True,2020-02-17 09:15:00+00:00,9832.0,0.925478181667633,0.4770325393342552,2020-02-17 10:15:00+00:00,2020-02-17 10:20:00+00:00,9744.73,CLOSE_INVALIDATION_F35,-0.0088761187957689,-4.838059397884498,False,False,TRADE_EXECUTED,True,ALT_0330,10.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2020-03-13,210,2020-03-13 03:30:00+00:00,2020-03-13 09:00:00+00:00,2020-03-13 09:00:00+00:00,2020-03-13 15:30:00+00:00,5646.48,4520.62,1125.8599999999997,5477.601,4914.670999999999,5871.651999999999,2020-03-13 09:50:00+00:00,2020-03-13 09:55:00+00:00,2020-03-13 10:05:00+00:00,2020-03-13 10:10:00+00:00,2020-03-13 12:40:00+00:00,,2020-03-13 10:10:00+00:00,True,True,2020-03-13 10:15:00+00:00,5503.9,0.873359032206491,0.6241240672132555,2020-03-13 13:30:00+00:00,2020-03-13 13:30:00+00:00,5871.651999999999,TP_E20,0.0668166209415142,33.008310470757095,True,False,TRADE_EXECUTED,True,ALT_0330,70.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2020-03-18,480,2020-03-18 08:00:00+00:00,2020-03-18 13:30:00+00:00,2020-03-18 13:30:00+00:00,2020-03-18 20:00:00+00:00,5249.18,4982.75,266.4300000000003,5209.2155,5076.0005,5302.466,2020-03-18 13:30:00+00:00,2020-03-18 13:35:00+00:00,2020-03-18 13:40:00+00:00,2020-03-18 13:45:00+00:00,2020-03-18 13:50:00+00:00,,2020-03-18 13:45:00+00:00,True,True,2020-03-18 13:50:00+00:00,5240.89,0.9688848853357356,0.3734379690641304,2020-03-18 13:50:00+00:00,2020-03-18 13:50:00+00:00,5302.466,TP_E20,0.0117491494765202,5.474574738260141,True,False,TRADE_EXECUTED,True,LONDON,15.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-04-02,210,2020-04-02 03:30:00+00:00,2020-04-02 09:00:00+00:00,2020-04-02 09:00:00+00:00,2020-04-02 15:30:00+00:00,6675.54,6558.93,116.60999999999969,6658.0485,6599.7435000000005,6698.862,2020-04-02 10:10:00+00:00,2020-04-02 10:15:00+00:00,2020-04-02 10:15:00+00:00,2020-04-02 10:20:00+00:00,2020-04-02 11:35:00+00:00,,2020-04-02 11:20:00+00:00,True,True,2020-04-02 11:25:00+00:00,6660.72,0.8729096989966577,0.6255196674128554,2020-04-02 12:00:00+00:00,2020-04-02 12:00:00+00:00,6698.862,TP_E20,0.0057264079558967,2.46320397794837,True,False,TRADE_EXECUTED,True,ALT_0330,140.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2020-04-22,210,2020-04-22 03:30:00+00:00,2020-04-22 09:00:00+00:00,2020-04-22 09:00:00+00:00,2020-04-22 15:30:00+00:00,6959.0,6837.87,121.13000000000012,6940.8305,6880.2655,6983.226,2020-04-22 09:00:00+00:00,2020-04-22 09:05:00+00:00,2020-04-22 09:15:00+00:00,2020-04-22 09:20:00+00:00,2020-04-22 12:00:00+00:00,,2020-04-22 09:20:00+00:00,True,True,2020-04-22 09:25:00+00:00,6942.01,0.859737472137375,0.6675250427163387,2020-04-22 13:15:00+00:00,2020-04-22 13:15:00+00:00,6983.226,TP_E20,0.0059371853396925,2.5685926698462818,True,False,TRADE_EXECUTED,True,ALT_0330,20.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2020-04-22,480,2020-04-22 08:00:00+00:00,2020-04-22 13:30:00+00:00,2020-04-22 13:30:00+00:00,2020-04-22 20:00:00+00:00,7075.0,6915.0,160.0,7051.0,6971.0,7107.0,2020-04-22 13:45:00+00:00,2020-04-22 13:50:00+00:00,2020-04-22 13:50:00+00:00,2020-04-22 13:55:00+00:00,2020-04-22 14:25:00+00:00,,2020-04-22 13:55:00+00:00,True,True,2020-04-22 14:00:00+00:00,7056.24,0.8827499999999986,0.5954950727358088,2020-04-22 14:30:00+00:00,2020-04-22 14:30:00+00:00,7107.0,TP_E20,0.0071936328696302,3.196816434815131,True,False,TRADE_EXECUTED,True,LONDON,25.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-05-13,480,2020-05-13 08:00:00+00:00,2020-05-13 13:30:00+00:00,2020-05-13 13:30:00+00:00,2020-05-13 20:00:00+00:00,9115.0,8828.0,287.0,9071.95,8928.45,9172.4,2020-05-13 14:05:00+00:00,2020-05-13 14:10:00+00:00,2020-05-13 14:25:00+00:00,2020-05-13 14:30:00+00:00,2020-05-13 15:10:00+00:00,,2020-05-13 14:35:00+00:00,True,True,2020-05-13 14:40:00+00:00,9080.62,0.8802090592334523,0.6031412236314568,2020-05-13 15:35:00+00:00,2020-05-13 15:35:00+00:00,9172.4,TP_E20,0.0101072393735228,4.653619686761434,True,False,TRADE_EXECUTED,True,LONDON,65.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-06-04,480,2020-06-04 08:00:00+00:00,2020-06-04 13:30:00+00:00,2020-06-04 13:30:00+00:00,2020-06-04 20:00:00+00:00,9777.0,9440.0,337.0,9726.45,9557.95,9844.4,2020-06-04 13:45:00+00:00,2020-06-04 13:50:00+00:00,2020-06-04 13:50:00+00:00,2020-06-04 13:55:00+00:00,2020-06-04 15:55:00+00:00,,2020-06-04 14:20:00+00:00,True,True,2020-06-04 14:25:00+00:00,9757.08,0.9408902077151332,0.438507507658314,2020-06-04 15:55:00+00:00,2020-06-04 15:55:00+00:00,9844.4,TP_E20,0.0089493987955413,4.074699397770676,True,False,TRADE_EXECUTED,True,LONDON,50.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-06-08,210,2020-06-08 03:30:00+00:00,2020-06-08 09:00:00+00:00,2020-06-08 09:00:00+00:00,2020-06-08 15:30:00+00:00,9757.09,9631.0,126.09000000000016,9738.1765,9675.1315,9782.308,2020-06-08 09:20:00+00:00,2020-06-08 09:25:00+00:00,2020-06-08 09:25:00+00:00,2020-06-08 09:30:00+00:00,2020-06-08 09:40:00+00:00,,2020-06-08 09:30:00+00:00,True,True,2020-06-08 09:35:00+00:00,9750.65,0.9489253707669084,0.4192085383051995,2020-06-08 14:50:00+00:00,2020-06-08 14:55:00+00:00,9672.69,CLOSE_INVALIDATION_F35,-0.0079953644116032,-4.3976822058016,False,False,TRADE_EXECUTED,True,ALT_0330,30.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2020-06-10,480,2020-06-10 08:00:00+00:00,2020-06-10 13:30:00+00:00,2020-06-10 13:30:00+00:00,2020-06-10 20:00:00+00:00,9774.0,9706.0,68.0,9763.8,9729.8,9787.6,2020-06-10 13:35:00+00:00,2020-06-10 13:40:00+00:00,2020-06-10 13:40:00+00:00,2020-06-10 13:45:00+00:00,2020-06-10 16:45:00+00:00,,2020-06-10 16:05:00+00:00,True,True,2020-06-10 16:10:00+00:00,9768.22,0.9149999999999904,0.5044247787610875,2020-06-10 18:00:00+00:00,2020-06-10 18:00:00+00:00,9787.6,TP_E20,0.0019839847996871,0.5919923998435997,True,False,TRADE_EXECUTED,True,LONDON,155.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-07-22,480,2020-07-22 08:00:00+00:00,2020-07-22 13:30:00+00:00,2020-07-22 13:30:00+00:00,2020-07-22 20:00:00+00:00,9355.0,9292.56,62.44000000000051,9345.634,9314.414,9367.488,2020-07-22 15:00:00+00:00,2020-07-22 15:05:00+00:00,2020-07-22 15:05:00+00:00,2020-07-22 15:10:00+00:00,2020-07-22 17:25:00+00:00,,2020-07-22 15:35:00+00:00,True,True,2020-07-22 15:40:00+00:00,9346.31,0.860826393337597,0.6639704038123733,2020-07-22 17:40:00+00:00,2020-07-22 17:40:00+00:00,9367.488,TP_E20,0.0022659209891389,0.7329604945694571,True,False,TRADE_EXECUTED,True,LONDON,125.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-07-24,480,2020-07-24 08:00:00+00:00,2020-07-24 13:30:00+00:00,2020-07-24 13:30:00+00:00,2020-07-24 20:00:00+00:00,9565.0,9490.0,75.0,9553.75,9516.25,9580.0,2020-07-24 15:45:00+00:00,2020-07-24 15:50:00+00:00,2020-07-24 15:50:00+00:00,2020-07-24 15:55:00+00:00,2020-07-24 16:50:00+00:00,,2020-07-24 15:55:00+00:00,True,True,2020-07-24 16:00:00+00:00,9554.76,0.8634666666666696,0.6554141781355398,2020-07-24 16:50:00+00:00,2020-07-24 16:50:00+00:00,9580.0,TP_E20,0.0026416152786674,0.920807639333732,True,False,TRADE_EXECUTED,True,LONDON,145.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-08-26,210,2020-08-26 03:30:00+00:00,2020-08-26 09:00:00+00:00,2020-08-26 09:00:00+00:00,2020-08-26 15:30:00+00:00,11400.0,11303.81,96.19000000000052,11385.5715,11337.4765,11419.238,2020-08-26 10:05:00+00:00,2020-08-26 10:10:00+00:00,2020-08-26 10:10:00+00:00,2020-08-26 10:15:00+00:00,2020-08-26 10:20:00+00:00,,2020-08-26 10:15:00+00:00,True,True,2020-08-26 10:20:00+00:00,11393.78,0.9353363135461138,0.4521566154856786,2020-08-26 10:25:00+00:00,2020-08-26 10:25:00+00:00,11419.238,TP_E20,0.0022343770021888,0.7171885010944349,True,False,TRADE_EXECUTED,True,ALT_0330,75.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2020-09-09,210,2020-09-09 03:30:00+00:00,2020-09-09 09:00:00+00:00,2020-09-09 09:00:00+00:00,2020-09-09 15:30:00+00:00,10208.06,9996.45,211.6099999999988,10176.3185,10070.5135,10250.382,2020-09-09 10:00:00+00:00,2020-09-09 10:05:00+00:00,2020-09-09 10:05:00+00:00,2020-09-09 10:10:00+00:00,2020-09-09 11:15:00+00:00,,2020-09-09 10:25:00+00:00,True,True,2020-09-09 10:30:00+00:00,10176.38,0.8502906289872857,0.6990124354729931,2020-09-09 11:15:00+00:00,2020-09-09 11:15:00+00:00,10250.382,TP_E20,0.0072719375652245,3.235968782612298,True,False,TRADE_EXECUTED,True,ALT_0330,85.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2020-09-11,480,2020-09-11 08:00:00+00:00,2020-09-11 13:30:00+00:00,2020-09-11 13:30:00+00:00,2020-09-11 20:00:00+00:00,10334.99,10251.32,83.67000000000007,10322.4395,10280.6045,10351.724,2020-09-11 16:00:00+00:00,2020-09-11 16:05:00+00:00,2020-09-11 16:05:00+00:00,2020-09-11 16:10:00+00:00,2020-09-11 16:30:00+00:00,,2020-09-11 16:25:00+00:00,True,True,2020-09-11 16:30:00+00:00,10331.99,0.964144854786662,0.3840382987418679,2020-09-11 17:00:00+00:00,2020-09-11 17:05:00+00:00,10277.85,CLOSE_INVALIDATION_F35,-0.0052400360433952,-3.0200180216976453,False,False,TRADE_EXECUTED,True,LONDON,175.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-10-05,480,2020-10-05 08:00:00+00:00,2020-10-05 13:30:00+00:00,2020-10-05 13:30:00+00:00,2020-10-05 20:00:00+00:00,10729.96,10650.0,79.95999999999913,10717.966,10677.986,10745.952,2020-10-05 14:00:00+00:00,2020-10-05 14:05:00+00:00,2020-10-05 14:10:00+00:00,2020-10-05 14:15:00+00:00,2020-10-05 14:30:00+00:00,,2020-10-05 14:15:00+00:00,True,True,2020-10-05 14:20:00+00:00,10723.0,0.9129564782391296,0.5098858133025012,2020-10-05 20:00:00+00:00,2020-10-05 20:00:00+00:00,10724.12,TIME_EXIT_EXEC_END,0.0001044483819827,-0.347775809008621,False,True,TRADE_EXECUTED,True,LONDON,45.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-10-15,480,2020-10-15 08:00:00+00:00,2020-10-15 13:30:00+00:00,2020-10-15 13:30:00+00:00,2020-10-15 20:00:00+00:00,11402.11,11250.0,152.11000000000058,11379.2935,11303.2385,11432.532,2020-10-15 13:50:00+00:00,2020-10-15 13:55:00+00:00,2020-10-15 14:05:00+00:00,2020-10-15 14:10:00+00:00,2020-10-15 15:15:00+00:00,,2020-10-15 14:10:00+00:00,True,True,2020-10-15 14:15:00+00:00,11381.01,0.8612845966734581,0.6624791858200029,2020-10-15 16:20:00+00:00,2020-10-15 16:20:00+00:00,11432.532,TP_E20,0.0045270147377078,1.8635073688539452,True,False,TRADE_EXECUTED,True,LONDON,40.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-10-19,480,2020-10-19 08:00:00+00:00,2020-10-19 13:30:00+00:00,2020-10-19 13:30:00+00:00,2020-10-19 20:00:00+00:00,11700.0,11442.62,257.3799999999992,11661.393,11532.703,11751.476,2020-10-19 15:15:00+00:00,2020-10-19 15:20:00+00:00,2020-10-19 15:20:00+00:00,2020-10-19 15:25:00+00:00,2020-10-19 15:40:00+00:00,,2020-10-19 15:30:00+00:00,True,True,2020-10-19 15:35:00+00:00,11672.11,0.8916388219752914,0.5693114406019814,2020-10-19 15:40:00+00:00,2020-10-19 15:40:00+00:00,11751.476,TP_E20,0.006799627488089,2.999813744044522,True,False,TRADE_EXECUTED,True,LONDON,120.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-11-12,480,2020-11-12 08:00:00+00:00,2020-11-12 13:30:00+00:00,2020-11-12 13:30:00+00:00,2020-11-12 20:00:00+00:00,16176.22,15609.0,567.2199999999993,16091.137,15807.527,16289.664,2020-11-12 17:00:00+00:00,2020-11-12 17:05:00+00:00,2020-11-12 17:05:00+00:00,2020-11-12 17:10:00+00:00,,,2020-11-12 17:10:00+00:00,True,True,2020-11-12 17:15:00+00:00,16122.34,0.9050104016078432,0.531502828663361,2020-11-12 20:00:00+00:00,2020-11-12 20:00:00+00:00,16058.82,TIME_EXIT_EXEC_END,-0.0039398747328242,-2.3699373664121,False,True,TRADE_EXECUTED,True,LONDON,220.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2020-12-16,210,2020-12-16 03:30:00+00:00,2020-12-16 09:00:00+00:00,2020-12-16 09:00:00+00:00,2020-12-16 15:30:00+00:00,19487.5,19294.82,192.6800000000003,19458.598,19362.258,19526.036,2020-12-16 09:15:00+00:00,2020-12-16 09:20:00+00:00,2020-12-16 09:20:00+00:00,2020-12-16 09:25:00+00:00,2020-12-16 09:55:00+00:00,,2020-12-16 09:25:00+00:00,True,True,2020-12-16 09:30:00+00:00,19464.84,0.882395681959727,0.5965569008208146,2020-12-16 09:55:00+00:00,2020-12-16 09:55:00+00:00,19526.036,TP_E20,0.0031439251491407,1.1719625745703737,True,False,TRADE_EXECUTED,True,ALT_0330,25.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2021-01-14,480,2021-01-14 08:00:00+00:00,2021-01-14 13:30:00+00:00,2021-01-14 13:30:00+00:00,2021-01-14 20:00:00+00:00,38850.0,37760.0,1090.0,38686.5,38141.5,39068.0,2021-01-14 13:30:00+00:00,2021-01-14 13:35:00+00:00,2021-01-14 13:35:00+00:00,2021-01-14 13:40:00+00:00,2021-01-14 13:45:00+00:00,,2021-01-14 13:40:00+00:00,True,True,2021-01-14 13:45:00+00:00,38732.91,0.8925779816513794,0.5665950863191264,2021-01-14 13:50:00+00:00,2021-01-14 13:50:00+00:00,39068.0,TP_E20,0.0086512993730654,3.925649686532706,True,False,TRADE_EXECUTED,True,LONDON,10.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2021-02-03,480,2021-02-03 08:00:00+00:00,2021-02-03 13:30:00+00:00,2021-02-03 13:30:00+00:00,2021-02-03 20:00:00+00:00,36776.89,35598.79,1178.0999999999983,36600.175,36011.125,37012.51,2021-02-03 14:00:00+00:00,2021-02-03 14:05:00+00:00,2021-02-03 14:05:00+00:00,2021-02-03 14:10:00+00:00,2021-02-03 15:20:00+00:00,,2021-02-03 14:10:00+00:00,True,True,2021-02-03 14:15:00+00:00,36610.01,0.8583481877599545,0.6720822862486098,2021-02-03 16:00:00+00:00,2021-02-03 16:00:00+00:00,37012.51,TP_E20,0.0109942608592568,5.097130429628405,True,False,TRADE_EXECUTED,True,LONDON,40.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2021-02-12,210,2021-02-12 03:30:00+00:00,2021-02-12 09:00:00+00:00,2021-02-12 09:00:00+00:00,2021-02-12 15:30:00+00:00,47990.0,46817.47,1172.5299999999988,47814.1205,47227.8555,48224.506,2021-02-12 11:30:00+00:00,2021-02-12 11:35:00+00:00,2021-02-12 11:35:00+00:00,2021-02-12 11:40:00+00:00,2021-02-12 12:30:00+00:00,,2021-02-12 11:40:00+00:00,True,True,2021-02-12 11:45:00+00:00,47815.99,0.8515944154946976,0.6945962190621418,2021-02-12 13:10:00+00:00,2021-02-12 13:10:00+00:00,48224.506,TP_E20,0.0085435018703994,3.871750935199714,True,False,TRADE_EXECUTED,True,ALT_0330,160.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
external,2021-03-01,480,2021-03-01 08:00:00+00:00,2021-03-01 13:30:00+00:00,2021-03-01 13:30:00+00:00,2021-03-01 20:00:00+00:00,48448.63,46287.32,2161.3099999999977,48124.4335,47043.7785,48880.892,2021-03-01 14:30:00+00:00,2021-03-01 14:35:00+00:00,2021-03-01 14:35:00+00:00,2021-03-01 14:40:00+00:00,2021-03-01 15:05:00+00:00,,2021-03-01 14:50:00+00:00,True,True,2021-03-01 14:55:00+00:00,48185.0,0.8780230508349114,0.6097782069475558,2021-03-01 15:25:00+00:00,2021-03-01 15:25:00+00:00,48880.892,TP_E20,0.0144420877866555,6.821043893327783,True,False,TRADE_EXECUTED,True,LONDON,80.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2021-04-16,480,2021-04-16 08:00:00+00:00,2021-04-16 13:30:00+00:00,2021-04-16 13:30:00+00:00,2021-04-16 20:00:00+00:00,61737.97,60100.0,1637.9700000000012,61492.2745,60673.2895,62065.564,2021-04-16 16:00:00+00:00,2021-04-16 16:05:00+00:00,2021-04-16 16:05:00+00:00,2021-04-16 16:10:00+00:00,2021-04-16 16:45:00+00:00,,2021-04-16 16:10:00+00:00,True,True,2021-04-16 16:15:00+00:00,61500.0,0.8547165088493678,0.6841137254214115,2021-04-16 20:00:00+00:00,2021-04-16 20:00:00+00:00,61783.99,TIME_EXIT_EXEC_END,0.0046177235772357,1.908861788617889,False,True,TRADE_EXECUTED,True,LONDON,160.0,True,True,0,True,ACCEPT,,PRIMARY_2ZONE
external,2021-04-20,210,2021-04-20 03:30:00+00:00,2021-04-20 09:00:00+00:00,2021-04-20 09:00:00+00:00,2021-04-20 15:30:00+00:00,55458.32,53330.82,2127.5,55139.195,54075.445,55883.82,2021-04-20 09:15:00+00:00,2021-04-20 09:20:00+00:00,2021-04-20 09:20:00+00:00,2021-04-20 09:25:00+00:00,2021-04-20 10:15:00+00:00,,2021-04-20 09:25:00+00:00,True,True,2021-04-20 09:30:00+00:00,55270.38,0.9116615746180952,0.5133668358529991,2021-04-20 10:15:00+00:00,2021-04-20 10:15:00+00:00,55883.82,TP_E20,0.0110988923904631,5.149446195231566,True,False,TRADE_EXECUTED,True,ALT_0330,25.0,True,True,1,True,ACCEPT,,PRIMARY_2ZONE
