coverage,observation_end,original_n,filtered_n,removed_n,trade_retention,winner_retention,original_mean_r,original_pf,filtered_mean_r,filtered_pf,filtered_cum_r,filtered_max_dd_r,removed_mean_r,removed_pf,removed_cum_r,bootstrap_prob_mean_gt_0,bootstrap_p05_mean_r,bootstrap_median_pf,positive_years,rolling_positive_share,rolling_worst_mean_r,gates_passed,gates_total,verdict
0.9977249028343919,2026-09-21 00:00:00+00:00,303,279,24,0.9207920792079208,0.9482758620689655,0.12715754664281673,1.3362361785404653,0.17078856508686713,1.4702289843918552,47.65000965923593,5.84186002466953,-0.38005304276926966,0.3118453071111086,-9.121273026462472,0.9973,0.06916614087338967,1.4688405101056587,7,0.8384615384615385,-0.27469133258031775,24,26,SOL_C_FILTERED_UNIVERSE_NOT_ROBUST_AS_DEFINED
