year,n,event_rate,win_rate,mean_r,median_r,pf_r,cum_r,max_dd_r,max_loss_streak,median_hold_min,stop_rate,structural_exit_rate
2020,1,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1,10.0,1.0,0.0
2021,3,0.6666666666666666,0.6666666666666666,0.021796757915520843,0.27709111813739434,1.0653902737465626,0.06539027374656253,1.0,1,270.0,0.3333333333333333,0.6666666666666666
2022,1,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1,150.0,1.0,0.0
2023,4,0.5,0.25,-0.4553335292389065,-0.5395869191049909,0.12401066063640791,-1.821334116955626,1.821334116955626,2,77.5,0.5,0.5
2024,5,0.4,0.4,-0.3946190013336636,-1.0,0.34230166444389387,-1.9730950066683182,3.0,3,325.0,0.6,0.4
2025,5,0.4,0.2,-0.6327485380116945,-1.0,0.20906432748538187,-3.1637426900584726,4.0,4,100.0,0.8,0.2
2026,5,0.8,0.6,-0.04569829730532371,0.10638297872339686,0.8056235618089524,-0.22849148652661855,1.0,1,110.0,0.2,0.8
