parent_n,parent_wr,parent_pf,parent_net,parent_wr_5bps,parent_pf_5bps,parent_net_5bps,recovery_n,recovery_wr,recovery_pf,recovery_exp,recovery_net,recovery_wr_5bps,recovery_pf_5bps,recovery_exp_5bps,recovery_net_5bps,attempt_rate,rescue_rate,rescue_rate_5bps,episode_wr,episode_wr_5bps,episode_net,episode_net_5bps,overlay_pf,overlay_net,overlay_pf_5bps,overlay_net_5bps,overlay_net_improvement,overlay_net_improvement_5bps,median_signal_delay_min,episode_wr_uplift,episode_wr_uplift_5bps,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,eligible,b1_n,b1_net,b1_net_5bps,b2_n,b2_net,b2_net_5bps,b3_n,b3_net,b3_net_5bps,b4_n,b4_net,b4_net_5bps,b5_n,b5_net,b5_net_5bps,b6_n,b6_net,b6_net_5bps
601,0.4059900166389351,1.2780237033255166,338.9106208822296,0.40266222961730447,1.1441769326833608,188.66062088222947,56,0.44642857142857145,2.1871822792652416,1.3711256144420962,76.78303440875739,0.44642857142857145,1.8668492798726959,1.121125614442096,62.78303440875738,0.1568627450980392,0.44642857142857145,0.44642857142857145,0.4475873544093178,0.4442595673876872,415.6936552909869,251.44365529098687,1.323830738063291,415.69365529098695,1.182078606052338,251.4436552909869,76.78303440875739,62.78303440875738,10.0,0.041597337770382714,0.041597337770382714,6,4,4,True,10,27.00727029904937,24.50727029904937,7,-0.6630611142622307,-2.4130611142622316,8,18.413299111357805,16.413299111357805,8,-7.193093438339181,-9.193093438339183,10,27.88704534711906,25.387045347119052,13,11.331574203832568,8.081574203832568
