date,status,url,rows
2020-09-29,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-09-29.zip,0
2020-09-30,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-09-30.zip,0
2020-10-05,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-10-05.zip,0
2020-10-06,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-10-06.zip,0
2020-10-14,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-10-14.zip,0
2020-10-15,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-10-15.zip,0
2020-11-14,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-11-14.zip,0
2020-11-15,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-11-15.zip,0
2020-11-27,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-11-27.zip,0
2020-11-28,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-11-28.zip,0
2020-12-01,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-12-01.zip,0
2020-12-02,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2020-12-02.zip,0
2021-01-05,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-01-05.zip,0
2021-01-06,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-01-06.zip,0
2021-01-08,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-01-08.zip,0
2021-01-09,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-01-09.zip,0
2021-01-14,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-01-14.zip,0
2021-01-15,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-01-15.zip,0
2021-01-31,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-01-31.zip,0
2021-02-01,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-02-01.zip,0
2021-02-13,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-02-13.zip,0
2021-02-14,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-02-14.zip,0
2021-03-10,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-03-10.zip,0
2021-03-11,404,https://data.binance.vision/data/futures/um/daily/metrics/SOLUSDT/SOLUSDT-metrics-2021-03-11.zip,0
