lane,parent_n,parent_partial_hits,h2_retained_n,h2_partial_hits,parent_runner_floor_triggers,h2_runner_floor_triggers,winner_preservation,episode_wr_base,episode_wr_new,episode_pf_base,episode_pf_new,episode_net_base,episode_net_new,episode_gross_loss_base,episode_gross_loss_new,stack_pf_base,stack_pf_new,stack_net_base,stack_net_new,stack_net_improvement,stack_pf_5bps_base,stack_pf_5bps_new,stack_net_5bps_base,stack_net_5bps_new,stack_net_improvement_5bps,adequate_blocks,positive_blocks_raw,positive_blocks_5bps,eligible,b1_n,b1_net_delta,b1_net_delta_5bps,b2_n,b2_net_delta,b2_net_delta_5bps,b3_n,b3_net_delta,b3_net_delta_5bps,b4_n,b4_net_delta,b4_net_delta_5bps,b5_n,b5_net_delta,b5_net_delta_5bps,b6_n,b6_net_delta,b6_net_delta_5bps
PP20_25,617,320,181,71,0,0,0.822463768115942,0.5348460291734197,0.5364667747163695,1.3251753731320466,1.4311763564674185,448.81841275479366,404.4166569719345,1380.2349434762953,937.9379247166445,1.3064354291509468,1.3984076803023238,448.8184127547937,404.41665697193446,-44.401755782859254,1.151280715633054,1.181375963521808,240.56841275479363,204.91665697193446,-35.65175578285917,6,3,3,False,110,34.31181834229669,35.81181834229667,127,-27.112914595983497,-25.362914595983526,130,-38.14716188073851,-37.14716188073851,143,13.711965029775996,15.211965029775996,143,-30.278189036561884,-28.278189036561905,145,3.112726358352152,4.112726358352148
PP20_50,617,320,163,63,0,0,0.8586956521739131,0.5348460291734197,0.6045380875202593,1.3251753731320466,1.3820428213834324,448.81841275479366,341.4603611141637,1380.2349434762953,893.7751005965408,1.3064354291509468,1.3498160302139932,448.8184127547937,341.4603611141637,-107.35805164063004,1.151280715633054,1.1361500979374657,240.56841275479363,146.46036111416362,-94.10805164063001,6,3,3,False,110,23.765770088958696,25.265770088958682,126,-40.61335623108509,-38.61335623108514,126,-66.30990762072362,-64.30990762072362,140,2.500090660864771,4.750090660864771,137,-36.847377882597044,-33.34737788259706,141,10.146729343952387,12.146729343952373
HY20_25,617,320,174,65,64,13,0.8442028985507246,0.5348460291734197,0.5575364667747164,1.3251753731320466,1.3820263743320986,448.81841275479366,355.43886666814126,1380.2349434762953,930.4039996965118,1.3064354291509468,1.3531246014079434,448.8184127547937,355.43886666814126,-93.37954608665245,1.151280715633054,1.1413062632799067,240.56841275479363,157.68886666814115,-82.87954608665248,6,2,2,False,110,33.43097256369719,34.93097256369715,126,-18.522348580002642,-16.522348580002642,126,-56.168592111694664,-54.16859211169464,142,2.632604921986797,4.382604921986783,142,-39.25190873359523,-37.00190873359526,145,-15.500274147043804,-14.500274147043811
HY20_50,617,320,162,62,64,13,0.8623188405797102,0.5348460291734197,0.6094003241491086,1.3251753731320466,1.3588521232468407,448.81841275479366,320.4660314017798,1380.2349434762953,893.0308911154004,1.3064354291509468,1.3283939344419584,448.8184127547937,320.4660314017798,-128.35238135301393,1.151280715633054,1.1169722385518164,240.56841275479363,125.71603140177972,-114.85238135301391,6,1,2,False,110,23.17853956989235,24.67853956989235,126,-34.87810203980726,-32.87810203980728,125,-73.77122823017103,-71.52122823017103,140,-1.3108957848812821,0.9391042151186895,137,-39.308757208401715,-35.808757208401715,141,-2.2619376596449126,-0.26193765964492854
