source_tf,family,mode,dev_cov,dev_wr,ext_cov,ext_wr,val_cov,val_wr,ext_raw_wr,val_raw_wr,min_oos_cov,min_oos_wr,mean_oos_wr,ext_n,val_n,ext_median_hours,val_median_hours
W1,PREV_HIGH,RECLAIM,0.4551282051282051,0.4084507042253521,0.5242718446601942,0.4074074074074074,0.4320987654320987,0.4285714285714285,0.4210526315789473,0.4426229508196721,0.4320987654320987,0.4074074074074074,0.4179894179894179,95,61,2.0,4.0
W1,R3_HIGH,WICK,0.25,0.4615384615384615,0.3106796116504854,0.40625,0.2345679012345679,0.4736842105263157,0.3653846153846153,0.3870967741935484,0.2345679012345679,0.40625,0.43996710526315785,52,31,2.0,5.0
H1,R12_LOW,WICK,0.9871794871794872,0.4025974025974026,0.9805825242718448,0.4059405940594059,1.0,0.4567901234567901,0.3772189349112426,0.413312693498452,0.9805825242718448,0.4059405940594059,0.431365358758098,676,646,2.0,5.0
D1,R6_LOW,BODY,0.4038461538461538,0.3492063492063492,0.3883495145631068,0.475,0.4567901234567901,0.4054054054054054,0.3956043956043956,0.4311926605504587,0.3883495145631068,0.4054054054054054,0.4402027027027027,91,109,2.0,3.0
H4,R6_HIGH,HOLD,0.9935897435897436,0.4645161290322581,0.9902912621359224,0.4411764705882353,0.9753086419753086,0.4050632911392405,0.4203296703296703,0.418,0.9753086419753086,0.4050632911392405,0.42311988086373786,728,500,2.0,5.0
H4,R6_HIGH,RECLAIM,0.9935897435897436,0.4645161290322581,0.9902912621359224,0.4313725490196078,0.9753086419753086,0.4050632911392405,0.4201101928374656,0.418,0.9753086419753086,0.4050632911392405,0.41821792007942415,726,500,2.0,5.0
D1,R12_HIGH,WICK,0.3717948717948718,0.4137931034482758,0.4077669902912621,0.4047619047619047,0.3580246913580246,0.5172413793103449,0.3962264150943396,0.4225352112676056,0.3580246913580246,0.4047619047619047,0.4610016420361248,106,71,2.5,8.0
D1,R12_HIGH,HOLD,0.3974358974358974,0.3548387096774194,0.4563106796116505,0.4042553191489361,0.382716049382716,0.4193548387096774,0.4087591240875912,0.3707865168539326,0.382716049382716,0.4042553191489361,0.41180507892930673,137,89,2.0,6.0
D1,R12_HIGH,RECLAIM,0.3974358974358974,0.3548387096774194,0.4563106796116505,0.4042553191489361,0.382716049382716,0.4193548387096774,0.4087591240875912,0.3707865168539326,0.382716049382716,0.4042553191489361,0.41180507892930673,137,89,2.0,6.0
H4,R12_HIGH,WICK,0.8269230769230769,0.4573643410852713,0.8640776699029126,0.4157303370786517,0.8271604938271605,0.4029850746268656,0.43202416918429,0.3846153846153846,0.8271604938271605,0.4029850746268656,0.40935770585275866,331,234,3.0,5.0
H4,R3_LOW,WICK,0.9935897435897436,0.4,0.9805825242718448,0.4257425742574257,0.9876543209876544,0.4,0.3900184842883549,0.3976143141153082,0.9805825242718448,0.4,0.41287128712871285,541,503,2.0,5.0
W1,SWING2_HIGH,BODY,0.0641025641025641,0.5,0.0485436893203883,0.4,0.0864197530864197,0.4285714285714285,0.375,0.5,0.0485436893203883,0.4,0.41428571428571426,8,10,4.0,3.5
H4,SWING2_HIGH,BODY,0.8461538461538461,0.4848484848484848,0.9029126213592232,0.3978494623655914,0.8395061728395061,0.3970588235294117,0.4249084249084249,0.3883928571428571,0.8395061728395061,0.3970588235294117,0.39745414294750153,273,224,2.0,6.0
H1,R3_LOW,HOLD,1.0,0.4551282051282051,1.0,0.4563106796116505,1.0,0.3950617283950617,0.3934702120498148,0.4321866350336101,1.0,0.3950617283950617,0.4256862040033561,2971,2529,2.0,6.0
H1,R3_LOW,RECLAIM,1.0,0.4487179487179487,1.0,0.4563106796116505,1.0,0.3950617283950617,0.3931825852176848,0.4329365079365079,1.0,0.3950617283950617,0.4256862040033561,2963,2520,2.0,6.0
H4,PREV_OPEN,HOLD,1.0,0.391025641025641,1.0,0.3980582524271844,1.0,0.3950617283950617,0.3993942016443098,0.4170702179176755,1.0,0.3950617283950617,0.39655999041112305,2311,1652,3.0,6.0
H4,PREV_OPEN,RECLAIM,1.0,0.391025641025641,1.0,0.3980582524271844,1.0,0.3950617283950617,0.3997401472498917,0.4170702179176755,1.0,0.3950617283950617,0.39655999041112305,2309,1652,3.0,6.0
H4,SWING2_LOW,WICK,0.8141025641025641,0.3543307086614173,0.7669902912621359,0.4050632911392405,0.8765432098765432,0.3943661971830985,0.4123711340206185,0.4352941176470588,0.7669902912621359,0.3943661971830985,0.3997147441611695,194,170,2.0,5.0
H4,SWING2_HIGH,WICK,0.8269230769230769,0.4496124031007752,0.9029126213592232,0.4301075268817204,0.8148148148148148,0.3939393939393939,0.4292035398230088,0.3969072164948453,0.8148148148148148,0.3939393939393939,0.41202346041055715,226,194,2.5,6.0
H4,R6_HIGH,WICK,0.9615384615384616,0.42,0.9611650485436892,0.4343434343434343,0.9753086419753086,0.3924050632911392,0.4245689655172414,0.3836065573770492,0.9611650485436892,0.3924050632911392,0.4133742488172868,464,305,3.0,5.0
H1,R12_LOW,BODY,0.9807692307692308,0.4183006535947712,0.9902912621359224,0.392156862745098,1.0,0.419753086419753,0.3689604685212299,0.4285714285714285,0.9902912621359224,0.392156862745098,0.40595497458242547,683,742,2.0,5.0
D1,R6_HIGH,WICK,0.5128205128205128,0.4375,0.5242718446601942,0.3888888888888889,0.5432098765432098,0.4090909090909091,0.3928571428571428,0.4485981308411215,0.5242718446601942,0.3888888888888889,0.398989898989899,140,107,3.0,6.0
H1,SWING2_HIGH,BODY,1.0,0.4423076923076923,1.0,0.3883495145631068,1.0,0.4444444444444444,0.3971631205673759,0.4218289085545723,1.0,0.3883495145631068,0.41639697950377563,987,678,3.0,6.0
H1,SWING2_LOW,BODY,1.0,0.4615384615384615,1.0,0.3883495145631068,1.0,0.4074074074074074,0.3905191873589165,0.4307479224376731,1.0,0.3883495145631068,0.3978784609852571,886,722,2.0,5.0
H4,R3_LOW,BODY,0.9935897435897436,0.4064516129032258,1.0,0.3883495145631068,0.9876543209876544,0.4125,0.3720238095238095,0.4151515151515151,0.9876543209876544,0.3883495145631068,0.40042475728155336,672,660,2.0,5.0
D1,PREV_HIGH,WICK,0.8846153846153846,0.4782608695652174,0.9029126213592232,0.4516129032258064,0.8641975308641975,0.3857142857142857,0.409556313993174,0.3849765258215962,0.8641975308641975,0.3857142857142857,0.41866359447004603,293,213,3.0,6.0
H4,SWING2_HIGH,HOLD,0.8974358974358975,0.4785714285714286,0.9320388349514565,0.3854166666666667,0.8765432098765432,0.4084507042253521,0.4152823920265781,0.4031620553359684,0.8765432098765432,0.3854166666666667,0.3969336854460094,301,253,2.0,6.0
H4,SWING2_HIGH,RECLAIM,0.8974358974358975,0.4785714285714286,0.9320388349514565,0.3854166666666667,0.8765432098765432,0.4084507042253521,0.4152823920265781,0.4071146245059288,0.8765432098765432,0.3854166666666667,0.3969336854460094,301,253,2.0,6.0
H1,SWING2_HIGH,HOLD,1.0,0.3717948717948718,1.0,0.3980582524271844,1.0,0.382716049382716,0.3901384083044982,0.410377358490566,1.0,0.382716049382716,0.3903871509049502,1156,848,3.0,6.0
H1,SWING2_HIGH,RECLAIM,1.0,0.3717948717948718,1.0,0.3980582524271844,1.0,0.382716049382716,0.389948006932409,0.410377358490566,1.0,0.382716049382716,0.3903871509049502,1154,848,3.0,6.0
D1,R3_LOW,HOLD,0.6730769230769231,0.4095238095238095,0.6116504854368932,0.3809523809523809,0.7407407407407407,0.4833333333333333,0.3742331288343558,0.398876404494382,0.6116504854368932,0.3809523809523809,0.43214285714285705,163,178,2.0,3.0
D1,R3_LOW,RECLAIM,0.6730769230769231,0.4095238095238095,0.6116504854368932,0.3809523809523809,0.7283950617283951,0.4745762711864407,0.3765432098765432,0.3954802259887006,0.6116504854368932,0.3809523809523809,0.4277643260694108,162,177,2.0,3.0
D1,R12_HIGH,BODY,0.3653846153846153,0.3859649122807017,0.4466019417475728,0.4565217391304347,0.3580246913580246,0.3793103448275862,0.4344262295081967,0.3809523809523809,0.3580246913580246,0.3793103448275862,0.41791604197901044,122,84,2.0,6.0
W1,PREV_OPEN,BODY,0.4358974358974359,0.4117647058823529,0.3592233009708738,0.4594594594594595,0.3950617283950617,0.375,0.5,0.4363636363636363,0.3592233009708738,0.375,0.4172297297297297,64,55,3.0,5.0
W1,R12_HIGH,BODY,0.1474358974358974,0.4782608695652174,0.1844660194174757,0.4210526315789473,0.0987654320987654,0.375,0.4545454545454545,0.4285714285714285,0.0987654320987654,0.375,0.3980263157894737,33,14,2.0,6.0
H4,SWING2_LOW,RECLAIM,0.8653846153846154,0.4074074074074074,0.8058252427184466,0.3734939759036144,0.9012345679012346,0.3835616438356164,0.3714285714285714,0.4148471615720524,0.8058252427184466,0.3734939759036144,0.37852780986961543,245,229,2.0,4.0
D1,PREV_OPEN,BODY,0.9423076923076924,0.4285714285714285,0.970873786407767,0.47,0.9629629629629628,0.3717948717948718,0.4433962264150943,0.3993399339933993,0.9629629629629628,0.3717948717948718,0.4208974358974359,424,303,3.0,5.0
H4,PREV_HIGH,HOLD,1.0,0.3525641025641026,1.0,0.5436893203883495,1.0,0.3703703703703703,0.4138844727080021,0.417462482946794,1.0,0.3703703703703703,0.45702984537935987,1887,1466,3.0,5.5
H4,PREV_HIGH,RECLAIM,1.0,0.3525641025641026,1.0,0.5339805825242718,1.0,0.3703703703703703,0.4124534326769558,0.4170648464163822,1.0,0.3703703703703703,0.45217547644732103,1879,1465,3.0,5.0
H1,R3_HIGH,BODY,1.0,0.4038461538461538,1.0,0.4660194174757281,1.0,0.3703703703703703,0.384681215233205,0.395054945054945,1.0,0.3703703703703703,0.4181948939230492,2337,1820,2.0,6.0
H1,PREV_HIGH,BODY,1.0,0.4358974358974359,1.0,0.4563106796116505,1.0,0.3703703703703703,0.3938656280428432,0.4042618900555899,1.0,0.3703703703703703,0.41334052499101037,4108,3238,3.0,6.0
H4,PREV_LOW,BODY,1.0,0.4358974358974359,1.0,0.4271844660194174,1.0,0.3703703703703703,0.3956619296933433,0.4237885462555066,1.0,0.3703703703703703,0.3987774181948939,1337,1135,2.0,5.0
H4,PREV_LOW,WICK,1.0,0.3974358974358974,1.0,0.3883495145631068,1.0,0.3703703703703703,0.4030384271671134,0.3965116279069767,1.0,0.3703703703703703,0.37935994246673854,1119,860,2.0,5.0
D1,R12_LOW,WICK,0.2692307692307692,0.4523809523809524,0.203883495145631,0.4761904761904761,0.3333333333333333,0.3703703703703703,0.4222222222222222,0.4464285714285714,0.203883495145631,0.3703703703703703,0.4232804232804232,45,56,1.0,2.0
W1,PREV_OPEN,HOLD,0.5,0.3717948717948718,0.3980582524271844,0.3658536585365853,0.419753086419753,0.4705882352941176,0.380281690140845,0.4516129032258064,0.3980582524271844,0.3658536585365853,0.41822094691535144,71,62,2.0,5.0
W1,PREV_OPEN,RECLAIM,0.5,0.3717948717948718,0.3980582524271844,0.3658536585365853,0.419753086419753,0.4705882352941176,0.380281690140845,0.4516129032258064,0.3980582524271844,0.3658536585365853,0.41822094691535144,71,62,2.0,5.0
D1,PREV_OPEN,WICK,0.9230769230769232,0.3958333333333333,0.9611650485436892,0.3636363636363636,0.9876543209876544,0.425,0.4005681818181818,0.3961538461538461,0.9611650485436892,0.3636363636363636,0.3943181818181818,352,260,3.0,5.5
H4,R12_HIGH,BODY,0.8461538461538461,0.4772727272727273,0.883495145631068,0.3626373626373626,0.8641975308641975,0.4142857142857143,0.4023809523809524,0.397887323943662,0.8641975308641975,0.3626373626373626,0.38846153846153847,420,284,2.0,5.0
D1,PREV_LOW,WICK,0.8589743589743589,0.3656716417910448,0.7766990291262136,0.3625,0.9135802469135802,0.3783783783783784,0.4,0.4242424242424242,0.7766990291262136,0.3625,0.37043918918918917,230,198,2.0,4.0
D1,R3_LOW,BODY,0.6153846153846154,0.3541666666666667,0.5631067961165048,0.3620689655172414,0.691358024691358,0.4821428571428571,0.3703703703703703,0.430379746835443,0.5631067961165048,0.3620689655172414,0.42210591133004927,135,158,2.0,4.0
H4,R12_HIGH,HOLD,0.903846153846154,0.4397163120567376,0.912621359223301,0.3617021276595745,0.9135802469135802,0.3648648648648648,0.4166666666666667,0.4095744680851064,0.912621359223301,0.3617021276595745,0.3632834962622197,528,376,2.0,5.0
H4,R12_HIGH,RECLAIM,0.903846153846154,0.4397163120567376,0.912621359223301,0.3617021276595745,0.9135802469135802,0.3648648648648648,0.4174573055028463,0.4106666666666667,0.912621359223301,0.3617021276595745,0.3632834962622197,527,375,2.0,5.0
H4,SWING2_LOW,HOLD,0.8653846153846154,0.4074074074074074,0.8058252427184466,0.3614457831325301,0.9012345679012346,0.3835616438356164,0.3724696356275304,0.4148471615720524,0.8058252427184466,0.3614457831325301,0.3725037134840733,247,229,2.0,4.0
D1,PREV_LOW,RECLAIM,0.8910256410256411,0.3669064748201439,0.8349514563106796,0.3604651162790697,0.9382716049382716,0.4078947368421052,0.3566666666666667,0.4187725631768953,0.8349514563106796,0.3604651162790697,0.3841799265605874,300,277,2.0,4.0
H4,PREV_OPEN,BODY,1.0,0.391025641025641,1.0,0.3592233009708738,1.0,0.382716049382716,0.3976483164083378,0.4212509419743783,1.0,0.3592233009708738,0.3709696751767949,1871,1327,3.0,6.0
H1,R3_HIGH,HOLD,1.0,0.4038461538461538,1.0,0.5533980582524272,1.0,0.3580246913580246,0.39839333531687,0.4013761467889908,1.0,0.3580246913580246,0.4557113748052259,3361,2616,3.0,6.0
H1,R3_HIGH,RECLAIM,1.0,0.4038461538461538,1.0,0.5533980582524272,1.0,0.3580246913580246,0.3979683298476247,0.4008422664624808,1.0,0.3580246913580246,0.4557113748052259,3347,2612,3.0,6.0
W1,R6_HIGH,BODY,0.1923076923076923,0.4666666666666667,0.233009708737864,0.375,0.1728395061728395,0.3571428571428571,0.4634146341463415,0.4347826086956521,0.1728395061728395,0.3571428571428571,0.36607142857142855,41,23,2.0,5.0
H1,R12_HIGH,BODY,1.0,0.4551282051282051,1.0,0.4174757281553398,0.9876543209876544,0.35,0.3904109589041096,0.379746835443038,0.9876543209876544,0.35,0.38373786407766985,1022,711,2.0,5.0
W1,R3_HIGH,HOLD,0.3012820512820512,0.425531914893617,0.3300970873786408,0.4117647058823529,0.2469135802469135,0.35,0.4666666666666667,0.3611111111111111,0.2469135802469135,0.35,0.38088235294117645,60,36,3.0,4.0
W1,R3_HIGH,RECLAIM,0.3012820512820512,0.425531914893617,0.3300970873786408,0.4117647058823529,0.2469135802469135,0.35,0.4666666666666667,0.3611111111111111,0.2469135802469135,0.35,0.38088235294117645,60,36,3.0,4.0
D1,R12_LOW,BODY,0.2243589743589743,0.5142857142857142,0.1941747572815534,0.35,0.3086419753086419,0.4,0.3673469387755102,0.4383561643835616,0.1941747572815534,0.35,0.375,49,73,1.0,2.0
H1,R12_LOW,HOLD,1.0,0.4038461538461538,1.0,0.3495145631067961,1.0,0.3950617283950617,0.3778801843317972,0.4263351749539595,1.0,0.3495145631067961,0.3722881457509289,1085,1086,2.0,5.0
H1,R12_LOW,RECLAIM,1.0,0.4038461538461538,1.0,0.3495145631067961,1.0,0.3950617283950617,0.3783533765032377,0.4271217712177121,1.0,0.3495145631067961,0.3722881457509289,1081,1084,2.0,5.0
D1,PREV_LOW,HOLD,0.8910256410256411,0.3669064748201439,0.8349514563106796,0.3488372093023256,0.9506172839506172,0.4155844155844156,0.3564356435643564,0.420863309352518,0.8349514563106796,0.3488372093023256,0.38221081244337063,303,278,2.0,4.0
