source_tf,family,mode,dev_cov,dev_wr,ext_cov,ext_wr,val_cov,val_wr,ext_raw_wr,val_raw_wr,min_oos_cov,min_oos_wr,mean_oos_wr,ext_n,val_n,ext_median_hours,val_median_hours
D1,SWING2_LOW,HOLD,0.3205128205128205,0.48,0.2815533980582524,0.5172413793103449,0.3333333333333333,0.5185185185185185,0.4528301886792453,0.4791666666666667,0.2815533980582524,0.5172413793103449,0.5178799489144317,53,48,2.0,3.5
D1,SWING2_LOW,RECLAIM,0.3205128205128205,0.48,0.2815533980582524,0.5172413793103449,0.3333333333333333,0.5185185185185185,0.4528301886792453,0.4791666666666667,0.2815533980582524,0.5172413793103449,0.5178799489144317,53,48,2.0,3.5
D1,SWING2_LOW,BODY,0.2884615384615384,0.4,0.2621359223300971,0.4814814814814814,0.3086419753086419,0.56,0.4166666666666667,0.5,0.2621359223300971,0.4814814814814814,0.5207407407407407,48,44,2.0,4.0
H1,PREV_OPEN,HOLD,1.0,0.4038461538461538,1.0,0.4757281553398058,1.0,0.5185185185185185,0.3971586424625098,0.4151600958396863,1.0,0.4757281553398058,0.4971233369291621,6335,4591,3.0,6.0
H1,PREV_OPEN,RECLAIM,1.0,0.4038461538461538,1.0,0.4757281553398058,1.0,0.5185185185185185,0.3972516190175327,0.4153946794592237,1.0,0.4757281553398058,0.4971233369291621,6331,4586,3.0,6.0
H1,PREV_OPEN,WICK,1.0,0.4358974358974359,1.0,0.4757281553398058,1.0,0.5061728395061729,0.3944817300521998,0.4086341644957201,1.0,0.4757281553398058,0.49095049742298935,4023,2687,3.0,6.0
D1,PREV_HIGH,HOLD,0.9551282051282052,0.4697986577181208,0.912621359223301,0.4680851063829787,0.9506172839506172,0.4675324675324675,0.4244791666666667,0.4056939501779359,0.912621359223301,0.4675324675324675,0.4678087869577231,384,281,2.0,6.0
D1,PREV_HIGH,RECLAIM,0.9551282051282052,0.4697986577181208,0.912621359223301,0.4680851063829787,0.9506172839506172,0.4675324675324675,0.4244791666666667,0.4092526690391459,0.912621359223301,0.4675324675324675,0.4678087869577231,384,281,2.0,6.0
H1,PREV_OPEN,BODY,1.0,0.4166666666666667,1.0,0.4660194174757281,1.0,0.4814814814814814,0.389413988657845,0.419502430654847,1.0,0.4660194174757281,0.4737504494786048,4761,3497,3.0,6.0
W1,PREV_LOW,HOLD,0.3525641025641026,0.4181818181818181,0.2718446601941747,0.4642857142857143,0.3703703703703703,0.5,0.5102040816326531,0.4107142857142857,0.2718446601941747,0.4642857142857143,0.48214285714285715,49,56,2.0,2.0
W1,PREV_LOW,RECLAIM,0.3525641025641026,0.4181818181818181,0.2718446601941747,0.4642857142857143,0.3703703703703703,0.5,0.5102040816326531,0.4107142857142857,0.2718446601941747,0.4642857142857143,0.48214285714285715,49,56,2.0,2.0
D1,SWING2_LOW,WICK,0.3012820512820512,0.4680851063829787,0.2718446601941747,0.4642857142857143,0.3333333333333333,0.4814814814814814,0.4565217391304347,0.4285714285714285,0.2718446601941747,0.4642857142857143,0.47288359788359785,46,42,2.5,3.0
D1,PREV_OPEN,HOLD,0.9615384615384616,0.38,0.9902912621359224,0.4509803921568627,1.0,0.4814814814814814,0.4444444444444444,0.4104046242774566,0.9902912621359224,0.4509803921568627,0.46623093681917205,477,346,3.0,5.5
D1,PREV_OPEN,RECLAIM,0.9615384615384616,0.38,0.9902912621359224,0.4509803921568627,1.0,0.4814814814814814,0.4444444444444444,0.4104046242774566,0.9902912621359224,0.4509803921568627,0.46623093681917205,477,346,3.0,5.5
H1,PREV_LOW,WICK,1.0,0.4230769230769231,1.0,0.4466019417475728,1.0,0.4938271604938271,0.4121719065474473,0.4074644093882262,1.0,0.4466019417475728,0.47021455112069993,3467,2599,3.0,6.0
H1,R6_HIGH,WICK,1.0,0.4102564102564102,1.0,0.5145631067961165,1.0,0.4444444444444444,0.412837345003647,0.3992055610724925,1.0,0.4444444444444444,0.47950377562028046,1371,1007,3.0,5.0
D1,PREV_HIGH,BODY,0.903846153846154,0.4822695035460992,0.9029126213592232,0.4408602150537634,0.9382716049382716,0.4473684210526316,0.4144927536231884,0.4173228346456692,0.9029126213592232,0.4408602150537634,0.44411431805319745,345,254,3.0,6.0
W1,PREV_HIGH,BODY,0.4102564102564102,0.46875,0.4854368932038835,0.44,0.4074074074074074,0.4545454545454545,0.4418604651162791,0.4827586206896552,0.4074074074074074,0.44,0.44727272727272727,86,58,2.0,5.0
W1,PREV_LOW,WICK,0.3269230769230769,0.4509803921568627,0.2427184466019417,0.44,0.3580246913580246,0.4827586206896552,0.4358974358974359,0.4042553191489361,0.2427184466019417,0.44,0.4613793103448276,39,47,2.0,3.0
D1,R3_LOW,WICK,0.6538461538461539,0.4117647058823529,0.5533980582524272,0.4385964912280701,0.6790123456790124,0.4545454545454545,0.4083333333333333,0.432,0.5533980582524272,0.4385964912280701,0.4465709728867623,120,125,2.0,4.0
H4,PREV_HIGH,WICK,1.0,0.391025641025641,1.0,0.5339805825242718,1.0,0.4320987654320987,0.4117168429617575,0.4060803474484256,1.0,0.4320987654320987,0.48303967397818526,1229,921,3.0,5.0
H4,PREV_HIGH,BODY,1.0,0.391025641025641,1.0,0.4563106796116505,1.0,0.4320987654320987,0.4024005053695514,0.4128755364806867,1.0,0.4320987654320987,0.4442047225218746,1583,1165,3.0,5.0
H4,R6_HIGH,BODY,0.9615384615384616,0.4733333333333333,0.9902912621359224,0.4313725490196078,0.9382716049382716,0.4736842105263157,0.4126712328767123,0.4078947368421052,0.9382716049382716,0.4313725490196078,0.4525283797729618,584,380,2.0,5.0
D1,R6_LOW,HOLD,0.4679487179487179,0.4383561643835616,0.4077669902912621,0.5,0.5185185185185185,0.4285714285714285,0.3904761904761905,0.3709677419354839,0.4077669902912621,0.4285714285714285,0.46428571428571425,105,124,2.0,3.0
D1,R6_LOW,RECLAIM,0.4679487179487179,0.4383561643835616,0.4077669902912621,0.5,0.5185185185185185,0.4285714285714285,0.3904761904761905,0.3709677419354839,0.4077669902912621,0.4285714285714285,0.46428571428571425,105,124,2.0,3.0
W1,R3_LOW,WICK,0.173076923076923,0.5185185185185185,0.087378640776699,0.6666666666666666,0.1728395061728395,0.4285714285714285,0.5384615384615384,0.4782608695652174,0.087378640776699,0.4285714285714285,0.5476190476190476,13,23,2.0,2.0
W1,R3_LOW,BODY,0.1602564102564102,0.44,0.087378640776699,0.4444444444444444,0.1728395061728395,0.4285714285714285,0.5625,0.3181818181818182,0.087378640776699,0.4285714285714285,0.43650793650793646,16,22,1.0,2.0
H1,PREV_LOW,HOLD,1.0,0.4358974358974359,1.0,0.4271844660194174,1.0,0.4814814814814814,0.4060179013521234,0.4200656352555086,1.0,0.4271844660194174,0.4543329737504494,5251,4266,3.0,6.0
H1,PREV_LOW,RECLAIM,1.0,0.4358974358974359,1.0,0.4271844660194174,1.0,0.4814814814814814,0.4061721295763849,0.4201977401129944,1.0,0.4271844660194174,0.4543329737504494,5217,4248,3.0,6.0
H1,R3_LOW,WICK,1.0,0.3974358974358974,1.0,0.4271844660194174,1.0,0.4691358024691358,0.4049240440020953,0.4187126741871267,1.0,0.4271844660194174,0.4481601342442766,1909,1507,2.0,6.0
H1,R6_HIGH,BODY,1.0,0.4358974358974359,1.0,0.4271844660194174,1.0,0.4444444444444444,0.3810741687979539,0.4010416666666667,1.0,0.4271844660194174,0.4358144552319309,1564,1152,2.0,5.0
H4,R3_HIGH,HOLD,1.0,0.391025641025641,1.0,0.4271844660194174,0.9876543209876544,0.4375,0.4254510921177588,0.4140914709517923,0.9876543209876544,0.4271844660194174,0.4323422330097087,1053,809,2.0,5.0
H4,R3_HIGH,RECLAIM,1.0,0.391025641025641,1.0,0.4271844660194174,0.9876543209876544,0.4375,0.4253092293054234,0.4140914709517923,0.9876543209876544,0.4271844660194174,0.4323422330097087,1051,809,2.0,5.0
W1,PREV_LOW,BODY,0.3141025641025641,0.3673469387755102,0.2524271844660194,0.4230769230769231,0.3333333333333333,0.5185185185185185,0.4782608695652174,0.44,0.2524271844660194,0.4230769230769231,0.47079772079772075,46,50,1.5,2.0
D1,R6_HIGH,BODY,0.4743589743589743,0.4459459459459459,0.5533980582524272,0.4210526315789473,0.5185185185185185,0.4523809523809524,0.4025974025974026,0.4234234234234234,0.5185185185185185,0.4210526315789473,0.43671679197994984,154,111,2.0,6.0
H1,R6_HIGH,HOLD,1.0,0.391025641025641,1.0,0.5145631067961165,1.0,0.419753086419753,0.4038547736441057,0.407624633431085,1.0,0.419753086419753,0.4671580966079347,2231,1705,2.0,5.0
H1,R6_HIGH,RECLAIM,1.0,0.391025641025641,1.0,0.5145631067961165,1.0,0.419753086419753,0.4031531531531531,0.406819517930629,1.0,0.419753086419753,0.4671580966079347,2220,1701,2.0,5.0
H1,R6_LOW,WICK,1.0,0.4102564102564102,1.0,0.4757281553398058,1.0,0.419753086419753,0.399830220713073,0.4051020408163265,1.0,0.419753086419753,0.4477406208797794,1178,980,2.0,5.0
H1,PREV_LOW,BODY,1.0,0.4423076923076923,1.0,0.4466019417475728,1.0,0.419753086419753,0.3976813157185225,0.414970247416223,1.0,0.419753086419753,0.4331775140836629,3709,3193,2.0,6.0
H1,R3_LOW,BODY,1.0,0.4102564102564102,1.0,0.4174757281553398,1.0,0.4938271604938271,0.3818369453044375,0.4288174512055109,1.0,0.4174757281553398,0.45565144432458343,1938,1742,2.0,5.0
H1,R12_HIGH,WICK,1.0,0.4551282051282051,1.0,0.4174757281553398,0.9876543209876544,0.425,0.415028901734104,0.4,0.9876543209876544,0.4174757281553398,0.4212378640776699,865,645,2.0,5.0
W1,PREV_HIGH,WICK,0.391025641025641,0.3770491803278688,0.4660194174757281,0.4166666666666667,0.4074074074074074,0.6060606060606061,0.3544303797468354,0.490566037735849,0.4074074074074074,0.4166666666666667,0.5113636363636364,79,53,3.0,5.0
W1,R6_LOW,WICK,0.0961538461538461,0.4666666666666667,0.058252427184466,0.5,0.1481481481481481,0.4166666666666667,0.4,0.5238095238095238,0.058252427184466,0.4166666666666667,0.45833333333333337,10,21,1.0,3.0
H1,R12_HIGH,HOLD,1.0,0.391025641025641,1.0,0.4271844660194174,0.9876543209876544,0.4125,0.4046799724707501,0.3983364140480591,0.9876543209876544,0.4125,0.4198422330097087,1453,1082,2.0,5.0
H1,R12_HIGH,RECLAIM,1.0,0.391025641025641,1.0,0.4271844660194174,0.9876543209876544,0.4125,0.4044168391994479,0.3987049028677151,0.9876543209876544,0.4125,0.4198422330097087,1449,1081,2.0,5.0
H4,R3_HIGH,WICK,0.9935897435897436,0.3677419354838709,1.0,0.4174757281553398,0.9876543209876544,0.4125,0.4237037037037037,0.4035433070866142,0.9876543209876544,0.4125,0.41498786407766985,675,508,3.0,5.0
H4,R3_HIGH,BODY,1.0,0.391025641025641,1.0,0.4077669902912621,0.9876543209876544,0.475,0.4208715596330275,0.4009584664536741,0.9876543209876544,0.4077669902912621,0.441383495145631,872,626,3.0,5.0
H1,R6_LOW,RECLAIM,1.0,0.4038461538461538,1.0,0.4563106796116505,1.0,0.4074074074074074,0.3877551020408163,0.4225865209471767,1.0,0.4074074074074074,0.431859043509529,1862,1647,2.0,5.0
H1,R6_LOW,HOLD,1.0,0.4038461538461538,1.0,0.4466019417475728,1.0,0.4074074074074074,0.3875802997858672,0.4220739842328684,1.0,0.4074074074074074,0.4270046745774901,1868,1649,2.0,5.0
H1,R6_LOW,BODY,1.0,0.3974358974358974,1.0,0.4271844660194174,1.0,0.4074074074074074,0.3777589134125637,0.4207207207207207,1.0,0.4074074074074074,0.41729593671341236,1178,1110,2.0,5.0
H4,R3_LOW,HOLD,1.0,0.4038461538461538,1.0,0.4271844660194174,1.0,0.4074074074074074,0.3852556480380499,0.4176904176904177,1.0,0.4074074074074074,0.41729593671341236,841,814,2.0,5.0
H4,R3_LOW,RECLAIM,1.0,0.4038461538461538,1.0,0.4271844660194174,1.0,0.4074074074074074,0.3878281622911694,0.4169741697416974,1.0,0.4074074074074074,0.41729593671341236,838,813,2.0,5.0
W1,PREV_HIGH,HOLD,0.4551282051282051,0.4084507042253521,0.5242718446601942,0.4074074074074074,0.4320987654320987,0.4285714285714285,0.4270833333333333,0.4426229508196721,0.4320987654320987,0.4074074074074074,0.4179894179894179,96,61,2.5,4.0
