rule,partition,weeks,n,coverage,tp,sl,time,wr,exp,pf,max_ls,wilson
PDH|FAILED_AUCTION|FLOW,development,156,42,0.2692307692307692,24,17,1,0.5714285714285714,0.00162967865245185,1.3989805207162778,3,0.4220597791187447
PDH|FAILED_AUCTION|FLOW,external,103,17,0.1650485436893204,10,7,0,0.5882352941176471,0.0017647058823529345,1.428571428571429,3,0.3600507438551554
PDH|FAILED_AUCTION|FLOW,reference_validation,81,25,0.30864197530864196,9,16,0,0.36,-0.002799999999999985,0.5625000000000002,6,0.20247656431735636
PDH|FAILED_AUCTION|FLOW,august,2,0,0.0,0,0,0,,,,0,0.0
PDH|FAILED_AUCTION|RAW,development,156,70,0.44871794871794873,29,39,2,0.4142857142857143,-0.00149821367519606,0.7344097027817291,6,0.30629997924814173
PDH|FAILED_AUCTION|RAW,external,103,48,0.46601941747572817,25,23,0,0.5208333333333334,0.00041666666666667087,1.0869565217391317,3,0.38328995635984375
PDH|FAILED_AUCTION|RAW,reference_validation,81,37,0.4567901234567901,13,24,0,0.35135135135135137,-0.0029729729729729634,0.541666666666666,5,0.21825406631100872
PDH|FAILED_AUCTION|RAW,august,2,1,0.5,0,1,0,0.0,-0.009999999999999952,0.0,1,0.0
PDL|FAILED_AUCTION|FLOW,development,156,35,0.22435897435897437,20,14,1,0.5714285714285714,0.0015421957348309868,1.3696458471474602,3,0.4085712925897337
PDL|FAILED_AUCTION|FLOW,external,103,18,0.17475728155339806,6,12,0,0.3333333333333333,-0.0033333333333332733,0.5000000000000061,5,0.16278554363662856
PDL|FAILED_AUCTION|FLOW,reference_validation,81,26,0.32098765432098764,9,16,1,0.34615384615384615,-0.0027347212473546904,0.5586496732166205,6,0.19412014972852126
PDL|FAILED_AUCTION|FLOW,august,2,0,0.0,0,0,0,,,,0,0.0
PDL|FAILED_AUCTION|RAW,development,156,70,0.44871794871794873,37,31,2,0.5285714285714286,0.0007766940613046768,1.1720398787716613,4,0.4132168390581603
PDL|FAILED_AUCTION|RAW,external,103,47,0.4563106796116505,15,32,0,0.3191489361702128,-0.003617021276595689,0.46875000000000555,5,0.2039520381739899
